n,beta,gamma_over_eta,gamma,eta,delta,R,n_anom,anom_rate,strict_rate,has_flank_rate,gamma_bias,gamma_mae,gamma_rmse,gamma_std,gamma_medae,beta_bias,beta_mae,beta_rmse,eta_bias,eta_mae,eta_rmse,NE_mean_clean,NE_mean_capped,NE_median,NE_p90,hug_rate,hug_median,n_clean
10,0.8,0.0,0.0,100.0,0.0,300,13,0.043333333333333335,1.0,0.8866666666666667,-3.986617925509785,9.775351449286338,19.384562338533957,19.003326413113207,4.633647100231925,0.14310981568251652,0.3067129438978951,0.5077049088316379,13.736765936425638,42.34620113195428,59.35437773703382,0.6486794591290176,0.7374942497987863,0.48078230480372786,1.5678732648197395,0.6066666666666667,0.01060246161390113,287
10,0.8,0.0,0.0,100.0,0.01,300,6,0.02,0.51,0.8866666666666667,-3.33688947372427,10.942626590826968,24.289457772866644,24.100176361835107,4.202858538641783,0.15089387453923864,0.3358137570970394,0.6148776305402556,9.10582451565663,41.05163708761932,57.80705634277957,0.667876974899713,0.6857775942879412,0.4658414523437243,1.487184598786978,0.73,0.0018107954046808039,294
10,0.8,0.0,0.0,100.0,0.03,300,0,0.0,0.6033333333333334,0.8866666666666667,-4.486281270354438,11.232183233318235,22.01450618585823,21.58854589862831,5.0867780284478625,0.17014577007234763,0.34931843796697787,0.5829216698197796,11.992120106030358,42.10782411592226,59.16434675080835,0.6908607387004063,0.6764706948818638,0.4896602471529298,1.4015269306728873,0.66,0.004817171855040604,300
10,0.8,0.0,0.0,100.0,0.05,300,0,0.0,0.6366666666666667,0.8866666666666667,-3.394902771239244,9.877850300281686,17.712192950676293,17.412843094814658,4.960075495543303,0.14598964854316496,0.3239839312240498,0.5091033649717485,11.244442130191084,41.418715844335395,57.24464395570036,0.6579429797779975,0.6517584475801086,0.4863048919377837,1.3285090110930415,0.6433333333333333,0.006371880138632033,300
10,0.8,0.0,0.0,100.0,0.08,300,0,0.0,0.6866666666666666,0.8866666666666667,-2.631963236941817,8.958161940945963,14.919431866425434,14.709979437549913,4.86040360897072,0.1288697313559319,0.3039395432454813,0.4539437882907578,10.763039197152217,40.402072826777555,55.70332394057117,0.6290247681019231,0.6278039093226888,0.4797974943440825,1.2855216812363597,0.6266666666666667,0.009265054381815196,300
10,0.8,0.0,0.0,100.0,0.1,300,0,0.0,0.7233333333333334,0.8866666666666667,-2.3232711357815297,8.525397621743643,13.82962456526533,13.655860840563076,4.734636697523392,0.12158418613423473,0.291953908135307,0.42829781224672636,10.748322246146257,40.223244833915004,55.33717583483792,0.615879707387157,0.6147314969359615,0.46664052556607805,1.2212344249122986,0.6266666666666667,0.010389967241208324,300
10,0.8,0.0,0.0,100.0,0.15,300,0,0.0,0.78,0.8866666666666667,-1.7191058945997697,7.714475654741988,12.005238601067074,11.901368437873714,4.508095831041018,0.10674507797254967,0.2720873245462846,0.38719980098476076,10.455666043624225,39.887477803732985,54.604855652812134,0.5934618578398604,0.5923780012633743,0.4658856622948667,1.1324839492461003,0.62,0.01038206521022077,300
10,0.8,0.0,0.0,100.0,0.2,300,0,0.0,0.79,0.8866666666666667,-1.170682469328823,7.269305310543595,11.025999153243678,10.98199316135235,4.175978440642684,0.0929297660786099,0.2590934956652453,0.36058375133115883,9.800238761049895,39.47121396784057,53.87120766218378,0.5766371139698879,0.5756561874057479,0.4661872711049888,1.0696596302371906,0.63,0.010258970957477728,300
10,0.8,0.0,0.0,100.0,0.3,300,0,0.0,0.8266666666666667,0.8866666666666667,-0.47589809903878444,6.683576840395521,9.916199571864464,9.921322682027462,4.142058919676501,0.0767188489682411,0.24146739210407428,0.32864343403257484,8.997924898010943,38.942495085545296,52.99056452495117,0.5544751585560025,0.5535798146885691,0.45592393709918694,0.9872660504836339,0.6366666666666667,0.010012782451991638,300
10,0.8,0.0,0.0,100.0,0.5,300,0,0.0,0.86,0.8866666666666667,0.5025244863553774,5.921133110111857,8.755811210573105,8.755984046232069,3.648531240593775,0.05219180212992871,0.2189200847358353,0.2895210939137031,7.777798171840577,38.334820241629586,51.78912631393227,0.5266607125279332,0.5262406705234242,0.44009451337587,0.9137672167070549,0.6733333333333333,0.009367031345037989,300
10,0.8,0.0,0.0,100.0,0.7,300,0,0.0,0.8733333333333333,0.8866666666666667,1.214449656040938,5.531228760847979,8.260255742265963,8.184143468211815,3.4136654672242512,0.03673881542315654,0.20630380144704305,0.2716945970979246,6.704461036961511,37.87889045429122,50.97916750275156,0.5106773287988503,0.5104023260878786,0.43346441170617467,0.8839339145874291,0.7133333333333334,0.008645632965536665,300
10,0.8,0.0,0.0,100.0,1.0,300,0,0.0,0.87,0.8866666666666667,1.956290847269305,5.155094449270251,7.905939291109524,7.672877275260157,3.233065515083827,0.020484871113399923,0.19546979929704175,0.25999325949998736,5.440880200843899,37.36627583516826,49.950192696251236,0.4966305699298626,0.4966305699298626,0.42840162686355465,0.8676473592323494,0.7733333333333333,0.007920618946206251,300
10,0.8,0.05,5.0,100.0,0.0,300,12,0.04,1.0,0.9233333333333333,-2.9768252485004276,9.432992569834683,17.344667917424395,17.11704865456002,5.344618404896962,0.14939277762834516,0.2825053613451413,0.45332725676535207,9.72262276927288,38.09216627912135,50.394489496160546,0.5867931458353455,0.6806547027371305,0.44982652065907025,1.3658421203818079,0.5833333333333334,0.014429424333833164,288
10,0.8,0.05,5.0,100.0,0.01,300,5,0.016666666666666666,0.5266666666666666,0.9233333333333333,-3.428514994058695,11.965653852219065,28.054061476302653,27.891085354631542,5.216947739863404,0.15611546885219435,0.3167052641408943,0.5819893440875203,7.087370220534618,38.74632338090907,57.62673023395756,0.6313489928396023,0.6375778188063802,0.450979446648713,1.2023350377049444,0.7,0.0015924996495321323,295
