n,beta,gamma_over_eta,gamma,eta,delta,R,n_anom,anom_rate,strict_rate,has_flank_rate,gamma_bias,gamma_mae,gamma_rmse,gamma_std,gamma_medae,beta_bias,beta_mae,beta_rmse,eta_bias,eta_mae,eta_rmse,NE_mean_clean,NE_mean_capped,NE_median,NE_p90,hug_rate,hug_median,n_clean
30,0.8,0.0,0.0,100.0,0.0,300,0,0.0,1.0,0.7066666666666667,-0.16537699362682115,1.7473783632346234,2.817755406873893,2.8175980632029876,0.951836297543857,0.07377636081677766,0.12269001604454602,0.16957981386763657,1.7982857369655145,19.3894089882581,24.95759590060163,0.2758541549997481,0.2758541549997481,0.2374434310517763,0.49108868033898134,0.9733333333333334,0.0024128387987457155,300
30,0.8,0.0,0.0,100.0,0.01,300,0,0.0,0.3433333333333333,0.7066666666666667,0.3766241021805889,1.6037524009059396,2.750871350930083,2.729520424454868,0.673540828500599,0.054253359377793575,0.10863969001152705,0.153240646887503,0.36640255695278295,18.93021761411312,24.35487113995803,0.2595218132649755,0.2595218132649755,0.2187298564725031,0.47301764687536946,0.9866666666666667,0.001,300
30,0.8,0.0,0.0,100.0,0.03,300,0,0.0,0.38,0.7066666666666667,0.2974807813290046,1.6581978901543595,2.7830503787524083,2.7717292204781927,0.7703457627878424,0.056550965811733016,0.11076327664659343,0.15673987077580626,0.5813834617389011,18.859997898660556,24.330915918542996,0.2614430571141127,0.2614430571141127,0.21857013081286572,0.47450633398453945,0.9833333333333333,0.001,300
30,0.8,0.0,0.0,100.0,0.05,300,0,0.0,0.4,0.7066666666666667,0.2677123366403153,1.6638592320816152,2.781976968467291,2.7736925796335274,0.7671143974235941,0.05771626072345237,0.11192684644208548,0.1578505515267012,0.6683248203886046,18.935630719190467,24.344373218711414,0.26305386115758683,0.26305386115758683,0.22152529171255672,0.47412531034226685,0.9833333333333333,0.001,300
30,0.8,0.0,0.0,100.0,0.08,300,0,0.0,0.43333333333333335,0.7066666666666667,0.20470425762647934,1.6853261742966952,2.7905593480435615,2.7876911081114617,0.8031954840443437,0.059106815257065314,0.11332374810565604,0.15934584980062003,0.8495550166297894,19.01165341744799,24.38098049786593,0.26448277022513167,0.26448277022513167,0.22120224887209877,0.4749530316473057,0.98,0.0010000000000000002,300
30,0.8,0.0,0.0,100.0,0.1,300,0,0.0,0.4633333333333333,0.7066666666666667,0.1737444425906083,1.6977889774530746,2.794736816401868,2.7939914164276107,0.8068645237232472,0.06032821144572031,0.11380915935568789,0.15978644555890917,0.9380570834670425,19.04965471991382,24.483642738303022,0.2653507927718141,0.2653507927718141,0.21995348305768322,0.4723090196847182,0.98,0.0010000000000000002,300
30,0.8,0.0,0.0,100.0,0.15,300,0,0.0,0.52,0.7066666666666667,0.12266636895506977,1.6647286489967266,2.7254249022226618,2.727212156532487,0.8081182019090806,0.06144120568623464,0.11473153316292742,0.15838734159400036,1.135362338986664,19.148883630633637,24.684441542925015,0.2666740088681735,0.2666740088681735,0.23023604418893984,0.4728516601536428,0.98,0.00108037555659052,300
30,0.8,0.0,0.0,100.0,0.2,300,0,0.0,0.5533333333333333,0.7066666666666667,0.09510498227981927,1.6339180653083354,2.6838251999659724,2.6866210230304612,0.8071660866485064,0.062489401557169824,0.11519612299719462,0.15843359789763756,1.240216459448006,19.14847408880521,24.691286550091892,0.2669946205650294,0.2669946205650294,0.22873019228744657,0.4767412325522658,0.9833333333333333,0.001296911130848863,300
30,0.8,0.0,0.0,100.0,0.3,300,0,0.0,0.6066666666666667,0.7066666666666667,0.08388515557743358,1.600537897455989,2.6166459833215736,2.6196707934893033,0.8238826616984436,0.06292910976091504,0.11467356221414231,0.1556570851763344,1.3465324516211135,19.180786825671795,24.624836915795957,0.26623147425869914,0.26623147425869914,0.2310333840868336,0.4686670800844987,0.99,0.0017049862623442482,300
30,0.8,0.0,0.0,100.0,0.5,300,0,0.0,0.6766666666666666,0.7066666666666667,0.11739700863455127,1.5362168217209176,2.5433323465664275,2.544866437504571,0.8435486302324539,0.06143758991764063,0.11209156505887842,0.15042998410155964,1.3755963397857545,19.214330149327797,24.667722888681958,0.263765966050867,0.263765966050867,0.2308735499854349,0.46533020242396617,1.0,0.0020566656771987754,300
