n,beta,gamma_over_eta,gamma,eta,delta,R,n_anom,anom_rate,strict_rate,has_flank_rate,gamma_bias,gamma_mae,gamma_rmse,gamma_std,gamma_medae,beta_bias,beta_mae,beta_rmse,eta_bias,eta_mae,eta_rmse,NE_mean_clean,NE_mean_capped,NE_median,NE_p90,hug_rate,hug_median,n_clean
100,0.8,0.0,0.0,100.0,0.0,300,0,0.0,1.0,0.02666666666666667,-0.46653458232527406,0.5694548191185288,0.6565982613692777,0.4627966032513747,0.5476138951157252,0.1061441429962516,0.1061441429962516,0.11305945313179937,-1.671558619639673,10.245322245198254,12.588544595286747,0.1790470539899461,0.1790470539899461,0.17159159538241986,0.2518076680797338,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.01,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.46562914190658367,0.5689737396947613,0.6562201502253182,0.4631732786505831,0.5472597465755997,0.10598460074826214,0.10598460074826214,0.11284415912559173,-1.667400390463974,10.24636745097637,12.588230165574068,0.1788983212295729,0.1788983212295729,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.03,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.46561732842133663,0.5689619262095142,0.6562145314818396,0.46317720714549887,0.5472597465755997,0.1059813761927219,0.1059813761927219,0.11283935870672335,-1.6672760879173905,10.246501134662806,12.58832073209026,0.17889497413340255,0.17889497413340255,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.05,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.46560551493608965,0.5689501127242672,0.6562089349436953,0.46318116693765005,0.5472597465755997,0.10597815163718166,0.10597815163718166,0.11283458572876649,-1.6671508827363126,10.246635720983734,12.588412550662753,0.17889164182995201,0.17889164182995201,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.08,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.4655877947082191,0.5689323924963966,0.6562005817727221,0.46318716530643583,0.5472597465755997,0.105910191757624,0.105910191757624,0.11276826197359163,-1.6636582277235612,10.250142447706263,12.589491157176234,0.17881930008931102,0.17881930008931102,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.1,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.46557598122297206,0.5689205790111497,0.6561950407503936,0.4631912033381502,0.5472597465755997,0.10590696720208377,0.10590696720208377,0.11276355514269676,-1.6635335906766322,10.250276465893043,12.589582388227308,0.1788159563135346,0.1788159563135346,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.15,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.4655464475098544,0.568891045298032,0.6561812853527911,0.46320143532862346,0.5472597465755997,0.10589890581323318,0.10589890581323318,0.11275190824205349,-1.6632179533611402,10.250615556058165,12.5898162197354,0.1788076668696749,0.1788076668696749,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.2,300,0,0.0,0.016666666666666666,0.02666666666666667,-0.4655169137967368,0.5688615115849144,0.6561676687596164,0.46321186289610855,0.5472597465755997,0.10596137986796055,0.10596137986796055,0.11284665648533258,-1.667182237408655,10.246674724860277,12.587719028262518,0.17887009641311868,0.17887009641311868,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.3,300,0,0.0,0.02,0.02666666666666667,-0.4656324635274486,0.5689770613156262,0.6562511766211337,0.463214032450275,0.5472597465755997,0.10594490144075124,0.10594490144075124,0.11282066530038787,-1.6653780109860314,10.248525856982157,12.591584255640527,0.17886339639055435,0.17886339639055435,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.5,300,0,0.0,0.02,0.02666666666666667,-0.4655025634385244,0.5689293807439837,0.6561913465467506,0.4632599839804052,0.5472597465755997,0.10591194458633262,0.10591194458633262,0.11277083207125432,-1.6642446630676668,10.249753016299033,12.592182253468646,0.17882738416940414,0.17882738416940414,0.17159159538241986,0.2511122616760449,1.0,0.001,300
100,0.8,0.0,0.0,100.0,0.7,300,0,0.0,0.02,0.02666666666666667,-0.4655438038331652,0.5690598765990746,0.6562582337380879,0.46331346547005114,0.5466109375398975,0.10601950016366884,0.10601950016366884,0.11294373381182593,-1.6701228607199896,10.247416001334233,12.591962884175826,0.17894511237672647,0.17894511237672647,0.17159159538241986,0.2518076680797338,1.0,0.001,300
100,0.8,0.0,0.0,100.0,1.0,300,0,0.0,0.023333333333333334,0.02666666666666667,-0.4655695809282971,0.5688750532906792,0.6561599233008968,0.463147740675476,0.5466109375398975,0.10603212097976386,0.10603212097976386,0.11292740417260579,-1.6716461565309069,10.246340071199509,12.588295465172482,0.17891245661029584,0.17891245661029584,0.17159159538241986,0.2518076680797338,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.0,300,0,0.0,1.0,0.04,-0.45076183913715473,0.5772616389089384,0.6647378197276472,0.489375549158657,0.5667445699408686,0.10533214411000605,0.10533214411000605,0.11363298512677102,-1.1385967416222793,10.580166761764154,13.311909155684793,0.18206068874368952,0.18206068874368952,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.01,300,0,0.0,0.02,0.04,-0.44743334985618505,0.5749685121736494,0.6632023749125494,0.49034912229134414,0.562435873418285,0.10506706427985245,0.10506706427985245,0.11329104286813567,-1.1435104414798933,10.581575108400324,13.314955352940252,0.18177433273788737,0.18177433273788737,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.03,300,0,0.0,0.023333333333333334,0.04,-0.44814215132998725,0.5756855212245803,0.6635730867942816,0.4902028660517055,0.562435873418285,0.10513021352424134,0.10513021352424134,0.11335001215346373,-1.1422788677563376,10.5828089424862,13.31498426817813,0.18185381694586034,0.18185381694586034,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.05,300,0,0.0,0.023333333333333334,0.04,-0.4480837891582067,0.5756353666299283,0.66353490074051,0.49020453283063514,0.562435873418285,0.10513021352424134,0.10513021352424134,0.11335001215346373,-1.1425782122306674,10.582511858374186,13.314777058549549,0.18185277864212934,0.18185277864212934,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.08,300,0,0.0,0.023333333333333334,0.04,-0.44799624590053594,0.5755601347379504,0.6634782926924983,0.49020793676841684,0.562435873418285,0.10513021352424134,0.10513021352424134,0.11335001215346373,-1.1430272289421624,10.58206623220617,13.314467169332813,0.18185122469443282,0.18185122469443282,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.1,300,0,0.0,0.023333333333333334,0.04,-0.44793788372875537,0.5755180085988945,0.6634410014379856,0.49021080856343424,0.562435873418285,0.10513021352424134,0.10513021352424134,0.11335001215346373,-1.1433265734164915,10.58176914809416,13.31426119337258,0.18185019107164416,0.18185019107164416,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.15,300,0,0.0,0.02,0.04,-0.44763384942440715,0.5756522247621677,0.6633604922602605,0.49038011282893884,0.562435873418285,0.10513021352424134,0.10513021352424134,0.11335001215346373,-1.1450362755903725,10.580065096826074,13.312518291489864,0.18184128476495712,0.18184128476495712,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.2,300,0,0.0,0.02,0.04,-0.44753490964336984,0.5755829343540723,0.6632717396209956,0.4903502658042277,0.562435873418285,0.10513021352424134,0.10513021352424134,0.11335001215346373,-1.145499110158236,10.579607913164006,13.31237052751225,0.18184059031355157,0.18184059031355157,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.3,300,0,0.0,0.02,0.04,-0.4473370300812955,0.5754443535378814,0.663097943306438,0.4902955875242609,0.562435873418285,0.10504864563170493,0.10504864563170493,0.11311837849437097,-1.1427845611424365,10.582333763991398,13.312636985753706,0.1817392709858299,0.1817392709858299,0.17302886300042242,0.2727874824011827,1.0,0.001,300
100,0.8,0.05,5.0,100.0,0.5,300,0,0.0,0.03,0.04,-0.44830314746581557,0.5765201021549543,0.6636501648400166,0.49015985645572135,0.5667445699408686,0.10503944211537329,0.10503944211537329,0.11301903568729531,-1.1357765533249544,10.58293298336468,13.316521355893737,0.18173825794115117,0.18173825794115117,0.17302886300042242,0.2727874824011827,1.0,0.001,300
