n,beta,eta,gamma,seed,route2_delta,route2_mse,est_beta,est_eta,est_gamma,steps,converged,reason
7,1.0,100.0,1000,11812,0.001124,0.036956,0.9555,118.64,1015.21,3,True,delta_stable
7,1.0,100.0,1000,11813,0.907802,0.177246,1.0446,141.86,997.91,4,True,delta_stable
7,1.0,100.0,1000,11814,0.999997,2.716739,2.6393,83.03,978.22,10,False,max_iterations
7,1.0,100.0,1000,11815,0.759858,0.452013,0.8858,33.74,1000.1,6,True,delta_stable
7,1.0,100.0,1000,11816,1.0,1.247332,1.9458,159.33,970.35,10,False,max_iterations
7,1.0,100.0,1000,11817,0.001,0.376038,0.6096,52.79,1027.22,3,True,delta_stable
7,1.0,100.0,1000,11818,0.001001,0.512749,1.1062,29.22,1023.2,3,True,delta_stable
7,1.0,100.0,1000,11819,0.854658,0.060976,1.1493,80.33,998.62,9,True,delta_stable
7,1.0,100.0,1000,11820,1.0,133.804658,11.9477,471.64,623.76,10,False,max_iterations
7,1.0,100.0,1000,11821,0.813376,0.320098,1.1101,44.5,999.28,7,True,delta_stable
7,1.0,100.0,1000,11822,0.277061,0.029127,1.1406,90.32,1001.34,4,True,delta_stable
7,1.0,100.0,1000,11823,0.570048,0.641145,0.4964,37.74,1001.41,3,True,delta_stable
7,1.0,100.0,1000,11824,0.738311,0.102942,1.2816,84.62,999.49,3,True,delta_stable
7,1.0,100.0,1000,11825,0.878225,0.205223,1.2412,61.66,998.13,9,True,delta_stable
7,1.0,100.0,1000,11826,0.999083,0.936025,0.8997,196.22,990.2,3,True,delta_stable
7,1.0,100.0,1000,11827,0.950546,0.004941,0.93,100.57,997.13,6,True,delta_stable
7,1.0,100.0,1000,11828,0.001082,0.256458,0.75,55.99,1016.18,3,True,delta_stable
7,1.0,100.0,1000,11829,0.009782,0.025916,0.9469,115.18,1007.75,4,True,delta_stable
7,1.0,100.0,1000,11830,,,,,,0,False,mdm_failed
7,1.0,100.0,1000,11831,1.0,59.436315,6.7082,616.63,597.33,10,False,max_iterations
7,1.0,100.0,1000,11832,0.99983,0.362217,1.5524,123.86,986.43,10,False,max_iterations
7,1.0,100.0,1000,11833,0.001,0.076523,0.8177,79.53,1037.62,3,True,delta_stable
7,1.0,100.0,1000,11834,1.0,30.021557,6.001,322.95,797.27,10,False,max_iterations
7,1.0,100.0,1000,11835,0.999639,2.448788,1.0479,256.41,988.4,3,True,delta_stable
7,1.0,100.0,1000,11836,0.001774,0.478846,1.456,47.96,1011.29,3,True,delta_stable
7,1.0,100.0,1000,11837,0.001,0.349844,0.6325,53.76,1031.45,3,True,delta_stable
7,1.0,100.0,1000,11838,0.993192,0.018051,1.1142,107.04,993.27,4,True,delta_stable
7,1.0,100.0,1000,11839,0.005915,0.094135,1.2561,83.12,1008.35,4,True,delta_stable
7,1.0,100.0,1000,11840,0.121947,0.740381,0.8678,185.02,1003.48,10,False,max_iterations
7,1.0,100.0,1000,11841,0.038144,5.187733,3.237,142.83,1002.01,10,False,max_iterations
7,1.0,100.0,1000,11842,0.032786,0.314271,0.5514,66.39,1006.22,3,True,delta_stable
7,1.0,100.0,1000,11843,0.001,0.05769,0.9119,79.12,1079.5,3,True,delta_stable
7,1.0,100.0,1000,11844,0.826344,0.180289,1.0679,58.09,999.23,10,False,max_iterations
7,1.0,100.0,1000,11845,0.918527,0.11967,0.7517,75.91,998.15,4,True,delta_stable
7,1.0,100.0,1000,11846,0.901868,0.300705,0.453,103.83,999.75,3,True,delta_stable
7,1.0,100.0,1000,11847,0.604455,0.01181,1.1083,100.87,1000.22,3,True,delta_stable
7,1.0,100.0,1000,11848,1.0,1.50238,1.979,173.66,963.32,10,False,max_iterations
7,1.0,100.0,1000,11849,0.001,1.751256,0.9675,232.19,1052.23,3,True,delta_stable
7,1.0,1000.0,1000,12700,0.001,0.64572,0.8551,1784.52,1096.18,3,True,delta_stable
7,1.0,1000.0,1000,12701,1.0,0.300265,1.5107,1007.26,801.55,10,False,max_iterations
7,1.0,1000.0,1000,12702,1.0,0.025944,0.8777,908.48,949.01,3,True,delta_stable
7,1.0,1000.0,1000,12703,1.0,0.071136,1.175,801.0,969.91,3,True,delta_stable
7,1.0,1000.0,1000,12704,0.001,0.114414,0.752,1054.23,1223.58,3,True,delta_stable
7,1.0,1000.0,1000,12705,0.001,0.060713,1.1086,862.12,1172.92,3,True,delta_stable
7,1.0,1000.0,1000,12706,0.224477,0.153154,0.7911,669.1,1002.89,10,False,max_iterations
7,1.0,1000.0,1000,12707,0.999975,0.226745,0.7439,1401.14,984.06,3,True,delta_stable
7,1.0,1000.0,1000,12708,1.0,0.291992,0.7431,1474.83,976.61,3,True,delta_stable
7,1.0,1000.0,1000,12709,0.175524,0.126621,0.8061,1298.32,1003.76,10,False,max_iterations
7,1.0,1000.0,1000,12710,1.0,0.036885,1.0271,1160.36,897.85,3,True,delta_stable
7,1.0,1000.0,1000,12711,0.001,0.448313,0.624,446.9,1032.17,3,True,delta_stable
7,1.0,1000.0,1000,12712,1.0,1.172397,1.69,1816.42,827.53,10,False,max_iterations
7,1.0,1000.0,1000,12713,1.0,0.138206,0.8428,664.84,965.74,3,True,delta_stable
7,1.0,1000.0,1000,12714,1.0,0.008156,1.063,954.35,954.19,3,True,delta_stable
7,1.0,1000.0,1000,12715,,,,,,1,False,mdm_failed
7,1.0,1000.0,1000,12716,0.999924,0.219514,0.7336,614.86,986.15,3,True,delta_stable
7,1.0,1000.0,1000,12717,0.001,0.283982,0.9524,517.23,1220.57,3,True,delta_stable
7,1.0,1000.0,1000,12718,0.001,0.363581,0.4199,856.99,1081.64,3,True,delta_stable
7,1.0,1000.0,1000,12719,0.005853,0.00763,1.0611,938.28,1009.21,4,True,delta_stable
7,1.0,1000.0,1000,12720,0.810918,0.02663,0.9799,838.05,1000.0,10,False,max_iterations
7,1.0,1000.0,1000,12721,1.0,0.395086,1.3326,1520.64,884.35,3,True,delta_stable
7,1.0,1000.0,1000,12722,0.987562,0.138677,0.7291,744.53,994.75,4,True,delta_stable
7,1.0,1000.0,1000,12723,0.001,0.439892,0.5894,482.13,1055.91,3,True,delta_stable
7,1.0,1000.0,1000,12724,0.001,0.609706,0.3074,640.4,1026.97,3,True,delta_stable
7,1.0,1000.0,1000,12725,0.001,0.300138,0.6123,643.81,1151.44,3,True,delta_stable
7,1.0,1000.0,1000,12726,0.001,0.250662,0.9658,503.43,1053.95,3,True,delta_stable
7,1.0,1000.0,1000,12727,1.0,0.070217,1.2488,1009.43,909.35,3,True,delta_stable
7,1.0,1000.0,1000,12728,,,,,,0,False,mdm_failed
7,1.0,1000.0,1000,12729,0.999788,0.067064,0.9765,742.41,987.47,3,True,delta_stable
7,1.0,1000.0,1000,12730,,,,,,1,False,mdm_failed
7,1.0,1000.0,1000,12731,,,,,,2,False,mdm_failed
7,1.0,1000.0,1000,12732,,,,,,1,False,mdm_failed
7,1.0,1000.0,1000,12733,,,,,,2,False,mdm_failed
7,1.0,1000.0,1000,12734,1.0,0.290528,1.2506,526.18,943.16,3,True,delta_stable
7,1.0,1000.0,1000,12735,1.0,0.512672,1.382,1593.63,880.24,3,True,delta_stable
7,1.0,1000.0,1000,12736,1.0,0.087962,1.02,705.56,970.52,3,True,delta_stable
7,1.0,1000.0,1000,12737,0.967222,0.130225,0.6589,882.32,996.56,10,False,max_iterations
7,1.0,1000.0,1000,12738,1.0,3.343106,2.6849,1609.23,635.43,10,False,max_iterations
7,1.0,1000.0,1000,12739,,,,,,1,False,mdm_failed
7,1.0,1000.0,1000,12740,1.0,0.008508,1.0285,944.26,932.24,3,True,delta_stable
7,1.0,1000.0,1000,12741,0.001,0.153022,0.956,613.37,1040.08,3,True,delta_stable
7,1.0,1000.0,1000,12742,1.0,0.091467,1.0779,1267.48,882.3,3,True,delta_stable
7,1.0,1000.0,1000,12743,0.001,0.314948,0.5803,743.13,1269.84,3,True,delta_stable
7,1.0,1000.0,1000,12744,0.001,0.147148,0.6559,924.96,1152.02,3,True,delta_stable
7,1.0,1000.0,1000,12745,1.0,0.515909,1.6542,1279.87,902.18,10,False,max_iterations
7,1.0,1000.0,1000,12746,0.001,0.251425,0.7419,580.21,1092.74,3,True,delta_stable
7,1.0,1000.0,1000,12747,1.0,0.459424,1.4066,1539.13,941.51,3,True,delta_stable
7,1.0,1000.0,1000,12748,1.0,0.020449,0.9585,870.87,954.68,3,True,delta_stable
7,1.0,1000.0,1000,12749,0.001008,0.038449,1.1012,833.24,1020.22,3,True,delta_stable
7,1.0,5000.0,1000,16700,1.0,0.821452,1.4604,7660.22,428.7,10,False,max_iterations
7,1.0,5000.0,1000,16701,1.0,0.148745,0.9001,3203.33,901.78,3,True,delta_stable
7,1.0,5000.0,1000,16702,1.0,0.254488,1.4228,4552.56,739.78,3,True,delta_stable
7,1.0,5000.0,1000,16703,0.001,0.466633,0.6565,2307.83,1242.32,3,True,delta_stable
7,1.0,5000.0,1000,16704,0.001,0.358064,1.1081,2061.79,1032.44,3,True,delta_stable
7,1.0,5000.0,1000,16705,0.001,0.657827,0.6461,2294.85,1489.76,3,True,delta_stable
7,1.0,5000.0,1000,16706,0.001,6.629986,0.6252,4979.67,3547.45,3,True,delta_stable
7,1.0,5000.0,1000,16707,0.001,0.91247,0.4548,2593.82,1619.41,3,True,delta_stable
7,1.0,5000.0,1000,16708,1.0,0.128063,0.995,3320.53,876.66,3,True,delta_stable
7,1.0,5000.0,1000,16709,0.765669,0.056108,0.8492,4086.49,1000.96,10,False,max_iterations
7,1.0,5000.0,1000,16710,0.001,0.775762,0.6925,2780.83,1695.86,3,True,delta_stable
7,1.0,5000.0,1000,16711,0.001,1.47587,1.9471,5215.64,1759.61,3,True,delta_stable
7,1.0,5000.0,1000,16712,0.001,2.303988,0.6471,2684.21,2401.75,3,True,delta_stable
7,1.0,5000.0,1000,16713,1.0,1.333195,0.8381,10120.02,491.67,3,True,delta_stable
7,1.0,5000.0,1000,16714,1.0,0.225394,1.1584,7090.22,840.14,3,True,delta_stable
7,1.0,5000.0,1000,16715,,,,,,1,False,mdm_failed
7,1.0,5000.0,1000,16716,1.0,0.124103,0.7078,4032.24,964.75,3,True,delta_stable
7,1.0,5000.0,1000,16717,,,,,,1,False,mdm_failed
7,1.0,5000.0,1000,16718,,,,,,2,False,mdm_failed
7,1.0,5000.0,1000,16719,1.0,0.055952,1.207,4566.15,925.48,3,True,delta_stable
7,1.0,5000.0,1000,16720,0.001,4.47255,0.3964,2796.16,2978.37,3,True,delta_stable
7,1.0,5000.0,1000,16721,0.001,0.045305,0.8654,5670.17,1096.1,10,False,max_iterations
7,1.0,5000.0,1000,16722,1.0,0.500246,0.7985,8008.23,687.52,3,True,delta_stable
7,1.0,5000.0,1000,16723,0.001,0.342218,0.6456,2796.76,1149.82,3,True,delta_stable
7,1.0,5000.0,1000,16724,0.001,0.729674,0.7012,4544.06,1795.01,3,True,delta_stable
7,1.0,5000.0,1000,16725,0.001,0.239696,0.827,2897.56,1181.57,3,True,delta_stable
7,1.0,5000.0,1000,16726,0.001,0.264619,0.5759,4045.51,1219.74,3,True,delta_stable
7,1.0,5000.0,1000,16727,0.001,2.056896,0.9498,6333.34,2408.28,3,True,delta_stable
7,1.0,5000.0,1000,16728,1.0,0.304155,0.9802,7285.59,692.1,3,True,delta_stable
7,1.0,5000.0,1000,16729,,,,,,1,False,mdm_failed
7,1.0,5000.0,1000,16730,1.0,0.147933,0.9508,5057.23,618.71,3,True,delta_stable
7,1.0,5000.0,1000,16731,0.001,0.48033,0.9686,2832.58,1539.85,3,True,delta_stable
7,1.0,5000.0,1000,16732,,,,,,0,False,mdm_failed
7,1.0,5000.0,1000,16733,0.001,0.601515,1.2879,6029.56,1690.1,3,True,delta_stable
7,1.0,5000.0,1000,16734,0.001,0.364966,0.8073,3793.77,1519.25,3,True,delta_stable
7,1.0,5000.0,1000,16735,0.001,0.919818,1.2401,4747.88,1927.17,3,True,delta_stable
7,1.0,5000.0,1000,16736,0.001,0.403006,1.5985,4599.92,1196.01,3,True,delta_stable
7,1.0,5000.0,1000,16737,0.001,0.179643,0.6377,5336.84,1209.34,3,True,delta_stable
7,1.0,5000.0,1000,16738,1.0,0.031616,0.9249,4203.94,975.08,10,False,max_iterations
7,1.0,5000.0,1000,16739,0.001,0.059965,0.9766,3824.99,1064.75,10,False,max_iterations
7,1.0,5000.0,1000,16740,1.0,0.274037,0.6594,3019.52,966.62,3,True,delta_stable
7,1.0,5000.0,1000,16741,1.0,0.016123,1.0552,4471.89,956.13,10,False,max_iterations
7,1.0,5000.0,1000,16742,0.001,1.104885,1.4116,6160.81,1938.92,3,True,delta_stable
7,1.0,5000.0,1000,16743,,,,,,2,False,mdm_failed
7,1.0,5000.0,1000,16744,,,,,,2,False,mdm_failed
7,1.0,5000.0,1000,16745,1.0,0.049188,0.981,3906.48,968.47,3,True,delta_stable
7,1.0,5000.0,1000,16746,0.001035,0.216683,0.5638,4194.63,1020.96,3,True,delta_stable
7,1.0,5000.0,1000,16747,1.0,0.075949,0.9989,5376.68,734.91,3,True,delta_stable
7,1.0,5000.0,1000,16748,0.001,17.671346,0.8483,3523.58,5190.6,3,True,delta_stable
7,1.0,5000.0,1000,16749,1.0,0.287776,1.0468,7558.71,846.03,3,True,delta_stable
7,2.0,100.0,1000,12800,0.001,0.246592,1.3842,61.18,1033.22,3,True,delta_stable
7,2.0,100.0,1000,12801,0.001,0.260974,1.0841,77.53,1027.51,3,True,delta_stable
7,2.0,100.0,1000,12802,0.103239,0.047744,2.3902,109.84,1001.31,10,False,max_iterations
7,2.0,100.0,1000,12803,0.00102,0.118558,2.6031,116.55,1016.16,3,True,delta_stable
7,2.0,100.0,1000,12804,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12805,0.001,0.735451,0.7805,39.84,1041.26,3,True,delta_stable
7,2.0,100.0,1000,12806,0.001,0.240848,1.0252,96.22,1042.89,3,True,delta_stable
7,2.0,100.0,1000,12807,0.001,0.662481,1.1748,30.07,1057.48,3,True,delta_stable
7,2.0,100.0,1000,12808,1.0,0.400523,1.6646,160.95,970.29,10,False,max_iterations
7,2.0,100.0,1000,12809,1.0,1.342363,3.5667,185.16,941.47,10,False,max_iterations
7,2.0,100.0,1000,12810,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12811,0.001,0.821216,0.8424,30.51,1058.07,3,True,delta_stable
7,2.0,100.0,1000,12812,0.001,0.611213,0.8871,45.55,1071.34,3,True,delta_stable
7,2.0,100.0,1000,12813,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12814,0.532631,0.108532,1.3761,89.4,999.95,10,False,max_iterations
7,2.0,100.0,1000,12815,0.001,0.331253,1.2835,55.06,1031.19,3,True,delta_stable
7,2.0,100.0,1000,12816,1.0,3.79425,5.709,159.34,945.99,10,False,max_iterations
7,2.0,100.0,1000,12817,0.002186,0.083793,2.3044,124.61,1009.4,4,True,delta_stable
7,2.0,100.0,1000,12818,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12819,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12820,0.001001,0.487849,1.1519,44.55,1023.76,3,True,delta_stable
7,2.0,100.0,1000,12821,,,,,,0,False,mdm_failed
7,2.0,100.0,1000,12822,,,,,,3,False,mdm_failed
7,2.0,100.0,1000,12823,0.001,0.552516,1.343,33.71,1072.04,3,True,delta_stable
7,2.0,100.0,1000,12824,1.0,1.195506,3.8194,160.45,949.8,10,False,max_iterations
7,2.0,100.0,1000,12825,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12826,0.178115,0.41601,0.9147,65.14,1002.65,10,False,max_iterations
7,2.0,100.0,1000,12827,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12828,0.001002,0.457959,0.8941,61.05,1022.16,3,True,delta_stable
7,2.0,100.0,1000,12829,0.001,0.675188,1.0405,33.68,1072.03,3,True,delta_stable
7,2.0,100.0,1000,12830,1.0,35.876063,13.075,327.17,773.78,10,False,max_iterations
7,2.0,100.0,1000,12831,,,,,,1,False,mdm_failed
7,2.0,100.0,1000,12832,0.99949,0.262752,2.9692,116.65,986.19,10,False,max_iterations
7,2.0,100.0,1000,12833,0.140198,0.287888,1.0919,71.41,1002.69,10,False,max_iterations
7,2.0,100.0,1000,12834,0.999997,0.19129,2.7589,121.63,977.63,10,False,max_iterations
7,2.0,100.0,1000,12835,0.981059,0.286873,1.3019,59.38,994.79,5,True,delta_stable
7,2.0,100.0,1000,12836,0.398489,0.169717,1.2235,86.23,1000.58,3,True,delta_stable
7,2.0,100.0,1000,12837,0.001004,0.431966,0.9944,57.73,1020.95,3,True,delta_stable
7,2.0,100.0,1000,12838,,,,,,0,False,mdm_failed
7,2.0,100.0,1000,12839,0.001237,0.174968,2.8273,106.11,1011.47,3,True,delta_stable
7,2.0,100.0,1000,12840,0.001004,0.276675,1.2467,63.34,1020.74,3,True,delta_stable
7,2.0,100.0,1000,12841,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12842,0.209884,0.058136,1.5229,96.48,1001.08,10,False,max_iterations
7,2.0,100.0,1000,12843,1.0,3.921545,5.1075,222.26,887.69,10,False,max_iterations
7,2.0,100.0,1000,12844,,,,,,2,False,mdm_failed
7,2.0,100.0,1000,12845,1.0,0.523792,3.0609,148.9,942.17,10,False,max_iterations
7,2.0,100.0,1000,12846,0.077256,0.414575,1.1107,53.44,1003.69,10,False,max_iterations
7,2.0,100.0,1000,12847,0.001001,0.317959,1.3184,55.14,1023.48,3,True,delta_stable
7,2.0,100.0,1000,12848,0.001084,0.454137,0.814,68.03,1016.06,3,True,delta_stable
7,2.0,100.0,1000,12849,,,,,,2,False,mdm_failed
7,2.0,1000.0,1000,13700,,,,,,2,False,mdm_failed
7,2.0,1000.0,1000,13701,,,,,,1,False,mdm_failed
7,2.0,1000.0,1000,13702,0.001,0.83141,1.0461,477.34,1575.12,3,True,delta_stable
7,2.0,1000.0,1000,13703,0.001,1.473752,0.5512,231.38,1598.51,3,True,delta_stable
7,2.0,1000.0,1000,13704,0.001,0.192751,1.1302,1048.39,1035.59,3,True,delta_stable
7,2.0,1000.0,1000,13705,0.001,0.826222,1.0732,420.74,1525.28,3,True,delta_stable
7,2.0,1000.0,1000,13706,1.0,0.152097,2.0773,1351.02,834.51,10,False,max_iterations
7,2.0,1000.0,1000,13707,,,,,,0,False,mdm_failed
7,2.0,1000.0,1000,13708,0.001,1.242455,0.6164,271.61,1483.0,3,True,delta_stable
7,2.0,1000.0,1000,13709,0.001,0.288401,1.331,591.86,1099.7,3,True,delta_stable
7,2.0,1000.0,1000,13710,0.001,0.163452,2.7559,941.18,1130.89,3,True,delta_stable
7,2.0,1000.0,1000,13711,0.001,1.321211,1.3308,398.18,1920.36,3,True,delta_stable
7,2.0,1000.0,1000,13712,1.0,0.457444,2.6138,1540.51,733.32,10,False,max_iterations
7,2.0,1000.0,1000,13713,,,,,,1,False,mdm_failed
7,2.0,1000.0,1000,13714,,,,,,2,False,mdm_failed
7,2.0,1000.0,1000,13715,0.001,0.150656,1.3911,765.26,1053.39,3,True,delta_stable
7,2.0,1000.0,1000,13716,0.001,0.396739,3.1214,784.13,1189.02,3,True,delta_stable
7,2.0,1000.0,1000,13717,1.0,0.096668,1.6997,729.36,970.28,10,False,max_iterations
7,2.0,1000.0,1000,13718,0.001,0.135007,1.2809,1027.0,1070.7,3,True,delta_stable
7,2.0,1000.0,1000,13719,0.001,0.217155,1.6567,684.69,1297.09,3,True,delta_stable
7,2.0,1000.0,1000,13720,,,,,,1,False,mdm_failed
7,2.0,1000.0,1000,13721,0.001,0.469322,1.4266,670.27,1527.62,3,True,delta_stable
7,2.0,1000.0,1000,13722,0.001,1.131441,0.5738,455.6,1571.43,3,True,delta_stable
7,2.0,1000.0,1000,13723,1.0,0.197672,1.1184,983.53,944.36,10,False,max_iterations
7,2.0,1000.0,1000,13724,,,,,,1,False,mdm_failed
7,2.0,1000.0,1000,13725,0.003329,0.176868,1.8774,584.03,1009.08,7,True,delta_stable
7,2.0,1000.0,1000,13726,0.001,0.054268,1.7622,804.17,1042.28,3,True,delta_stable
7,2.0,1000.0,1000,13727,,,,,,1,False,mdm_failed
7,2.0,1000.0,1000,13728,1.0,2.374198,4.8856,1377.47,612.69,10,False,max_iterations
7,2.0,1000.0,1000,13729,0.001,1.905973,0.4428,123.25,1728.74,3,True,delta_stable
7,2.0,1000.0,1000,13730,,,,,,1,False,mdm_failed
7,2.0,1000.0,1000,13731,0.001,0.155544,1.2607,876.62,1060.6,3,True,delta_stable
7,2.0,1000.0,1000,13732,1.0,1.282148,4.2016,1254.41,924.45,10,False,max_iterations
7,2.0,1000.0,1000,13733,,,,,,0,False,mdm_failed
7,2.0,1000.0,1000,13734,0.001,0.415412,1.1143,860.91,1447.16,3,True,delta_stable
7,2.0,1000.0,1000,13735,0.001,0.1262,1.383,1109.29,1138.1,3,True,delta_stable
7,2.0,1000.0,1000,13736,1.0,0.35003,1.0491,650.82,954.72,3,True,delta_stable
7,2.0,1000.0,1000,13737,0.001,0.019111,2.0272,886.37,1077.56,3,True,delta_stable
7,2.0,1000.0,1000,13738,1.0,0.168822,1.19,939.99,965.67,3,True,delta_stable
7,2.0,1000.0,1000,13739,0.371327,0.120458,1.3371,897.13,1000.85,10,False,max_iterations
7,2.0,1000.0,1000,13740,,,,,,2,False,mdm_failed
7,2.0,1000.0,1000,13741,0.001,0.516595,1.0136,600.23,1336.97,3,True,delta_stable
7,2.0,1000.0,1000,13742,0.001,0.062463,2.0499,855.54,1202.42,3,True,delta_stable
7,2.0,1000.0,1000,13743,0.001,0.083151,1.6182,885.14,1183.07,3,True,delta_stable
7,2.0,1000.0,1000,13744,0.001,0.389054,1.0437,603.1,1053.72,3,True,delta_stable
7,2.0,1000.0,1000,13745,0.001,0.964518,1.0551,451.16,1663.38,3,True,delta_stable
7,2.0,1000.0,1000,13746,0.001,0.111212,1.5505,775.8,1102.17,3,True,delta_stable
7,2.0,1000.0,1000,13747,0.001,0.114973,1.4018,885.09,1110.89,3,True,delta_stable
7,2.0,1000.0,1000,13748,0.001,0.329384,1.2301,723.3,1323.47,3,True,delta_stable
7,2.0,1000.0,1000,13749,0.001,0.503077,2.9612,640.55,1378.0,3,True,delta_stable
7,2.0,5000.0,1000,17700,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17701,1.0,0.16665,1.5309,6600.95,904.49,10,False,max_iterations
7,2.0,5000.0,1000,17702,,,,,,2,False,mdm_failed
7,2.0,5000.0,1000,17703,0.001,1.716292,0.965,2081.72,2052.53,3,True,delta_stable
7,2.0,5000.0,1000,17704,0.001,2.137999,1.3434,5114.27,2424.67,3,True,delta_stable
7,2.0,5000.0,1000,17705,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17706,1.0,0.403756,1.7851,4989.13,373.73,10,False,max_iterations
7,2.0,5000.0,1000,17707,,,,,,0,False,mdm_failed
7,2.0,5000.0,1000,17708,0.001,3.819715,1.48,2717.3,2882.47,3,True,delta_stable
7,2.0,5000.0,1000,17709,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17710,0.001,2.151306,1.168,3176.5,2358.4,3,True,delta_stable
7,2.0,5000.0,1000,17711,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17712,0.001,0.687617,2.3172,2793.41,1683.88,3,True,delta_stable
7,2.0,5000.0,1000,17713,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17714,0.001,5.846323,0.7385,2434.78,3277.12,3,True,delta_stable
7,2.0,5000.0,1000,17715,0.001,1.983692,1.1741,2806.72,2273.08,3,True,delta_stable
7,2.0,5000.0,1000,17716,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17717,0.001,0.597514,1.5748,4585.45,1738.53,3,True,delta_stable
7,2.0,5000.0,1000,17718,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17719,0.001,6.664942,1.9232,3741.2,3569.06,3,True,delta_stable
7,2.0,5000.0,1000,17720,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17721,1.0,1.549505,3.8739,5698.43,192.48,10,False,max_iterations
7,2.0,5000.0,1000,17722,,,,,,0,False,mdm_failed
7,2.0,5000.0,1000,17723,0.001,0.766017,1.8628,2685.73,1739.65,3,True,delta_stable
7,2.0,5000.0,1000,17724,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17725,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17726,0.001,2.759584,1.2641,3480.48,2591.17,3,True,delta_stable
7,2.0,5000.0,1000,17727,0.001,0.383199,1.6474,5311.88,1590.11,3,True,delta_stable
7,2.0,5000.0,1000,17728,0.001,0.295907,1.728,4148.96,1498.44,3,True,delta_stable
7,2.0,5000.0,1000,17729,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17730,,,,,,2,False,mdm_failed
7,2.0,5000.0,1000,17731,0.001,0.335029,1.2622,3144.85,1247.57,3,True,delta_stable
7,2.0,5000.0,1000,17732,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17733,,,,,,0,False,mdm_failed
7,2.0,5000.0,1000,17734,1.0,0.129541,1.4289,4473.43,807.86,10,False,max_iterations
7,2.0,5000.0,1000,17735,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17736,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17737,,,,,,0,False,mdm_failed
7,2.0,5000.0,1000,17738,0.001,0.430139,0.8941,3265.18,1063.16,3,True,delta_stable
7,2.0,5000.0,1000,17739,0.001,3.17095,1.0771,1845.98,2600.03,3,True,delta_stable
7,2.0,5000.0,1000,17740,0.001,6.221368,0.9773,2917.74,3405.51,3,True,delta_stable
7,2.0,5000.0,1000,17741,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17742,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17743,0.001,0.41253,1.7031,2262.14,1301.08,3,True,delta_stable
7,2.0,5000.0,1000,17744,0.001,1.2854,1.9587,5713.21,2124.56,3,True,delta_stable
7,2.0,5000.0,1000,17745,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17746,0.001,5.920317,0.8344,1511.52,3256.96,3,True,delta_stable
7,2.0,5000.0,1000,17747,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17748,,,,,,1,False,mdm_failed
7,2.0,5000.0,1000,17749,,,,,,1,False,mdm_failed
7,5.0,100.0,1000,15800,1.0,0.564194,6.7901,165.62,926.6,10,False,max_iterations
7,5.0,100.0,1000,15801,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15802,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15803,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15804,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15805,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15806,0.001,0.148616,3.197,86.58,1024.08,3,True,delta_stable
7,5.0,100.0,1000,15807,0.001,0.082122,4.4885,73.32,1021.18,3,True,delta_stable
7,5.0,100.0,1000,15808,0.001,1.576825,0.6271,10.25,1080.41,3,True,delta_stable
7,5.0,100.0,1000,15809,0.001,0.066219,4.2784,78.92,1031.17,3,True,delta_stable
7,5.0,100.0,1000,15810,1.0,4.128551,13.831,199.9,894.81,10,False,max_iterations
7,5.0,100.0,1000,15811,0.001,1.021387,1.6629,24.44,1070.31,3,True,delta_stable
7,5.0,100.0,1000,15812,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15813,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15814,0.001,1.278921,0.9713,21.05,1080.04,3,True,delta_stable
7,5.0,100.0,1000,15815,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15816,1.0,2.027514,10.704,184.69,906.07,10,False,max_iterations
