n,beta,eta,gamma,seed,route2_delta,route2_mse,est_beta,est_eta,est_gamma,steps,converged,reason
7,5.0,100.0,1000,15817,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15818,0.952458,0.622217,8.7811,122.38,984.1,10,False,max_iterations
7,5.0,100.0,1000,15819,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15820,0.001,1.027173,1.1401,34.57,1055.86,3,True,delta_stable
7,5.0,100.0,1000,15821,1.0,0.753787,7.2182,174.23,922.7,10,False,max_iterations
7,5.0,100.0,1000,15822,1.0,2.99903,10.3386,235.67,864.63,10,False,max_iterations
7,5.0,100.0,1000,15823,0.001,0.788918,1.9165,36.35,1058.44,3,True,delta_stable
7,5.0,100.0,1000,15824,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15825,1.0,0.379892,6.3584,155.03,942.74,10,False,max_iterations
7,5.0,100.0,1000,15826,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15827,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15828,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15829,0.001257,0.006204,5.3853,98.57,1007.73,3,True,delta_stable
7,5.0,100.0,1000,15830,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15831,0.001051,0.110754,3.4116,90.18,1013.33,3,True,delta_stable
7,5.0,100.0,1000,15832,0.001,1.378378,1.0492,13.52,1078.73,3,True,delta_stable
7,5.0,100.0,1000,15833,0.001,1.146145,1.1522,25.87,1066.05,3,True,delta_stable
7,5.0,100.0,1000,15834,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15835,0.001,1.407526,0.7699,17.13,1070.51,3,True,delta_stable
7,5.0,100.0,1000,15836,0.001,1.497277,0.7191,12.99,1084.91,3,True,delta_stable
7,5.0,100.0,1000,15837,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15838,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15839,1.0,4.289568,14.0795,199.08,897.67,10,False,max_iterations
7,5.0,100.0,1000,15840,0.001,0.788313,1.9246,36.22,1056.85,3,True,delta_stable
7,5.0,100.0,1000,15841,0.001,0.8118,1.3687,46.9,1048.68,3,True,delta_stable
7,5.0,100.0,1000,15842,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15843,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15844,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15845,,,,,,0,False,mdm_failed
7,5.0,100.0,1000,15846,0.001,1.268574,0.7262,26.94,1064.61,3,True,delta_stable
7,5.0,100.0,1000,15847,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15848,,,,,,2,False,mdm_failed
7,5.0,100.0,1000,15849,0.001,1.078055,1.228,28.89,1057.67,3,True,delta_stable
7,5.0,1000.0,1000,16700,1.0,1.623583,9.602,1656.58,412.32,10,False,max_iterations
7,5.0,1000.0,1000,16701,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16702,,,,,,0,False,mdm_failed
7,5.0,1000.0,1000,16703,0.001,0.810918,2.0442,458.83,1410.6,3,True,delta_stable
7,5.0,1000.0,1000,16704,0.001,0.192829,4.2128,640.28,1196.56,3,True,delta_stable
7,5.0,1000.0,1000,16705,0.001,1.411064,1.3285,278.84,1593.13,3,True,delta_stable
7,5.0,1000.0,1000,16706,0.001,2.040667,0.9515,201.12,1864.2,3,True,delta_stable
7,5.0,1000.0,1000,16707,0.001,1.359603,1.3382,315.1,1595.12,3,True,delta_stable
7,5.0,1000.0,1000,16708,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16709,,,,,,2,False,mdm_failed
7,5.0,1000.0,1000,16710,0.001,1.379014,1.5348,287.97,1625.89,3,True,delta_stable
7,5.0,1000.0,1000,16711,0.001,0.432722,6.4294,599.62,1436.68,3,True,delta_stable
7,5.0,1000.0,1000,16712,0.001,1.937737,0.9049,178.93,1769.92,3,True,delta_stable
7,5.0,1000.0,1000,16713,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16714,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16715,,,,,,0,False,mdm_failed
7,5.0,1000.0,1000,16716,1.0,0.097517,4.2795,1174.16,784.55,10,False,max_iterations
7,5.0,1000.0,1000,16717,1.0,4.557377,13.5589,1907.39,103.43,10,False,max_iterations
7,5.0,1000.0,1000,16718,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16719,,,,,,0,False,mdm_failed
7,5.0,1000.0,1000,16720,0.001,2.233089,0.5114,140.61,1829.85,3,True,delta_stable
7,5.0,1000.0,1000,16721,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16722,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16723,0.001,0.348629,2.7645,683.28,1220.04,3,True,delta_stable
7,5.0,1000.0,1000,16724,0.001,1.306978,1.5065,359.87,1639.56,3,True,delta_stable
7,5.0,1000.0,1000,16725,0.001,0.48793,2.8091,570.75,1334.19,3,True,delta_stable
7,5.0,1000.0,1000,16726,0.001,0.983315,1.4791,480.65,1466.61,3,True,delta_stable
7,5.0,1000.0,1000,16727,0.001,1.206484,2.0951,384.96,1700.48,3,True,delta_stable
7,5.0,1000.0,1000,16728,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16729,,,,,,2,False,mdm_failed
7,5.0,1000.0,1000,16730,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16731,0.001,1.087681,2.1398,344.35,1574.96,3,True,delta_stable
7,5.0,1000.0,1000,16732,,,,,,0,False,mdm_failed
7,5.0,1000.0,1000,16733,0.001,0.575201,3.5709,533.25,1525.03,3,True,delta_stable
7,5.0,1000.0,1000,16734,0.001,1.022614,1.9735,409.22,1554.26,3,True,delta_stable
7,5.0,1000.0,1000,16735,0.001,0.887961,2.9714,410.5,1613.06,3,True,delta_stable
7,5.0,1000.0,1000,16736,0.001,0.300884,4.9645,606.18,1381.76,3,True,delta_stable
7,5.0,1000.0,1000,16737,0.001,0.685939,1.9997,596.63,1403.92,3,True,delta_stable
7,5.0,1000.0,1000,16738,0.001,0.028901,4.3253,909.2,1049.47,3,True,delta_stable
7,5.0,1000.0,1000,16739,,,,,,2,False,mdm_failed
7,5.0,1000.0,1000,16740,,,,,,2,False,mdm_failed
7,5.0,1000.0,1000,16741,1.0,0.006961,5.3665,1012.97,962.33,10,False,max_iterations
7,5.0,1000.0,1000,16742,0.001,0.63232,3.8177,499.45,1570.84,3,True,delta_stable
7,5.0,1000.0,1000,16743,,,,,,0,False,mdm_failed
7,5.0,1000.0,1000,16744,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16745,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16746,0.001,0.222496,2.6767,927.87,1037.11,3,True,delta_stable
7,5.0,1000.0,1000,16747,,,,,,1,False,mdm_failed
7,5.0,1000.0,1000,16748,0.001,2.310897,1.0638,124.62,1961.7,3,True,delta_stable
7,5.0,1000.0,1000,16749,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20700,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20701,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20702,0.001,6.17819,2.8625,3105.17,3419.05,3,True,delta_stable
7,5.0,5000.0,1000,20703,0.001,19.961203,0.6536,599.29,5293.12,3,True,delta_stable
7,5.0,5000.0,1000,20704,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20705,0.001,1.867307,3.1883,3605.35,2287.72,3,True,delta_stable
7,5.0,5000.0,1000,20706,0.001,6.714558,1.9391,2594.85,3471.52,3,True,delta_stable
7,5.0,5000.0,1000,20707,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20708,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20709,0.001,4.819046,1.7257,2256.01,3022.14,3,True,delta_stable
7,5.0,5000.0,1000,20710,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20711,,,,,,0,False,mdm_failed
7,5.0,5000.0,1000,20712,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20713,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20714,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20715,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20716,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20717,0.001,13.797115,2.1085,1061.2,4583.59,3,True,delta_stable
7,5.0,5000.0,1000,20718,0.001,10.570835,1.4777,2041.62,4118.41,3,True,delta_stable
7,5.0,5000.0,1000,20719,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20720,0.001,10.619933,1.2585,1872.33,4109.45,3,True,delta_stable
7,5.0,5000.0,1000,20721,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20722,0.001,3.267825,1.6043,3027.41,2628.18,3,True,delta_stable
7,5.0,5000.0,1000,20723,0.001,10.390359,0.6945,1195.23,4011.61,3,True,delta_stable
7,5.0,5000.0,1000,20724,0.001,0.919369,3.0689,3835.39,1846.14,3,True,delta_stable
7,5.0,5000.0,1000,20725,0.001,1.362625,3.3035,3877.14,2094.11,3,True,delta_stable
7,5.0,5000.0,1000,20726,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20727,0.001,3.227006,1.312,2789.68,2577.2,3,True,delta_stable
7,5.0,5000.0,1000,20728,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20729,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20730,1.0,0.423111,6.7359,5609.48,463.61,10,False,max_iterations
7,5.0,5000.0,1000,20731,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20732,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20733,,,,,,0,False,mdm_failed
7,5.0,5000.0,1000,20734,,,,,,0,False,mdm_failed
7,5.0,5000.0,1000,20735,0.001,13.072831,1.3049,1422.17,4466.22,3,True,delta_stable
7,5.0,5000.0,1000,20736,0.001,11.959429,1.6551,972.24,4295.9,3,True,delta_stable
7,5.0,5000.0,1000,20737,0.001,6.068593,6.28,3515.69,3432.06,3,True,delta_stable
7,5.0,5000.0,1000,20738,0.001,10.120364,1.4909,1515.97,4023.62,3,True,delta_stable
7,5.0,5000.0,1000,20739,,,,,,0,False,mdm_failed
7,5.0,5000.0,1000,20740,0.001,2.415265,3.0488,3162.05,2458.72,3,True,delta_stable
7,5.0,5000.0,1000,20741,0.001,16.919287,0.4712,870.33,4926.41,3,True,delta_stable
7,5.0,5000.0,1000,20742,,,,,,0,False,mdm_failed
7,5.0,5000.0,1000,20743,0.001,0.972361,2.2481,3999.84,1793.36,3,True,delta_stable
7,5.0,5000.0,1000,20744,0.001,2.531985,1.8256,2858.88,2394.83,3,True,delta_stable
7,5.0,5000.0,1000,20745,,,,,,0,False,mdm_failed
7,5.0,5000.0,1000,20746,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20747,0.001,16.009322,1.299,1360.8,4864.15,3,True,delta_stable
7,5.0,5000.0,1000,20748,,,,,,1,False,mdm_failed
7,5.0,5000.0,1000,20749,0.001,21.178526,0.8261,565.25,5437.9,3,True,delta_stable
10,1.0,100.0,1000,12100,0.001,0.111212,0.8037,73.2,1029.17,3,True,delta_stable
10,1.0,100.0,1000,12101,0.87104,0.403648,0.7005,43.97,999.64,4,True,delta_stable
10,1.0,100.0,1000,12102,0.09697,0.659269,0.7269,176.46,1004.14,5,True,delta_stable
10,1.0,100.0,1000,12103,0.573282,0.464324,1.6799,104.61,999.4,3,True,delta_stable
10,1.0,100.0,1000,12104,0.326931,0.126417,1.0002,135.55,1001.38,10,False,max_iterations
10,1.0,100.0,1000,12105,0.772927,0.067135,0.7409,100.14,1000.33,5,True,delta_stable
10,1.0,100.0,1000,12106,0.546004,0.790153,1.8213,134.01,999.25,4,True,delta_stable
10,1.0,100.0,1000,12107,0.883146,0.200606,0.7352,63.88,999.16,4,True,delta_stable
10,1.0,100.0,1000,12108,0.100959,0.142052,0.6837,79.51,1004.1,4,True,delta_stable
10,1.0,100.0,1000,12109,0.032671,0.077802,0.8451,123.19,1005.71,4,True,delta_stable
10,1.0,100.0,1000,12110,0.173591,0.083537,0.7181,106.37,1003.13,4,True,delta_stable
10,1.0,100.0,1000,12111,0.998091,0.334695,0.9941,157.84,991.3,3,True,delta_stable
10,1.0,100.0,1000,12112,0.101311,0.0147,0.911,108.23,1003.65,6,True,delta_stable
10,1.0,100.0,1000,12113,0.888092,0.125676,0.7019,80.82,999.15,4,True,delta_stable
10,1.0,100.0,1000,12114,0.001,0.121047,1.018,134.63,1028.81,3,True,delta_stable
10,1.0,100.0,1000,12115,0.994657,0.108812,1.1222,130.63,992.84,4,True,delta_stable
10,1.0,100.0,1000,12116,0.184399,0.031388,0.9885,82.32,1002.45,11,True,delta_stable
10,1.0,100.0,1000,12117,0.876351,0.083945,0.7871,80.35,999.15,4,True,delta_stable
10,1.0,100.0,1000,12118,0.001441,0.019904,0.8599,101.06,1013.12,3,True,delta_stable
10,1.0,100.0,1000,12119,0.241355,0.047973,0.9294,79.27,1002.08,6,True,delta_stable
10,1.0,100.0,1000,12120,0.898495,0.139538,1.3685,106.1,997.67,10,False,max_iterations
10,1.0,100.0,1000,12121,0.133489,0.008677,1.0925,98.95,1002.8,7,True,delta_stable
10,1.0,100.0,1000,12122,0.977844,0.144604,0.8033,132.54,995.88,4,True,delta_stable
10,1.0,100.0,1000,12123,0.897602,0.262306,1.0764,49.36,998.07,5,True,delta_stable
10,1.0,100.0,1000,12124,0.973026,0.010179,1.0818,94.11,995.78,5,True,delta_stable
10,1.0,100.0,1000,12125,0.430676,0.085504,0.7346,87.72,1001.44,5,True,delta_stable
10,1.0,100.0,1000,12126,0.001,0.182919,0.7806,63.39,1026.95,3,True,delta_stable
10,1.0,100.0,1000,12127,0.865303,0.033026,1.0417,82.31,998.67,7,True,delta_stable
10,1.0,100.0,1000,12128,0.373243,0.083556,0.8449,124.39,1001.48,6,True,delta_stable
10,1.0,100.0,1000,12129,0.461983,0.076284,1.2,119.05,1000.46,3,True,delta_stable
10,1.0,100.0,1000,12130,0.007772,0.012421,1.1047,103.72,1007.97,4,True,delta_stable
10,1.0,100.0,1000,12131,0.879947,0.194485,0.7404,64.35,999.22,4,True,delta_stable
10,1.0,100.0,1000,12132,0.983179,0.146369,1.0386,138.06,994.99,3,True,delta_stable
10,1.0,100.0,1000,12133,0.855164,0.194834,0.8474,58.58,999.42,4,True,delta_stable
10,1.0,100.0,1000,12134,0.549058,0.13772,1.3573,110.04,999.95,10,False,max_iterations
10,1.0,100.0,1000,12135,1.0,6.241645,2.5088,299.04,941.68,10,False,max_iterations
10,1.0,100.0,1000,12136,0.001,0.074177,0.8105,80.62,1026.23,3,True,delta_stable
10,1.0,100.0,1000,12137,0.214744,1.388534,2.1594,121.05,1000.01,10,False,max_iterations
10,1.0,100.0,1000,12138,1.0,156.536216,11.6016,761.73,405.46,10,False,max_iterations
10,1.0,100.0,1000,12139,0.689256,0.048183,1.1185,118.48,999.98,3,True,delta_stable
10,1.0,100.0,1000,12140,0.922679,0.049035,0.9195,79.37,997.81,5,True,delta_stable
10,1.0,100.0,1000,12141,1.0,2.014755,2.2668,163.89,957.36,10,False,max_iterations
10,1.0,100.0,1000,12142,0.784162,0.294214,0.621,61.19,1000.48,4,True,delta_stable
10,1.0,100.0,1000,12143,0.858369,0.047787,1.2114,105.56,998.44,3,True,delta_stable
10,1.0,100.0,1000,12144,0.064433,0.36628,0.917,40.05,1004.37,4,True,delta_stable
10,1.0,100.0,1000,12145,0.936422,0.30425,1.5167,119.31,996.61,5,True,delta_stable
10,1.0,100.0,1000,12146,0.174384,0.11253,0.6654,97.56,1003.22,4,True,delta_stable
10,1.0,100.0,1000,12147,0.001048,0.379072,0.5858,54.48,1017.35,3,True,delta_stable
10,1.0,100.0,1000,12148,0.001271,0.37481,0.6745,48.17,1014.21,3,True,delta_stable
10,1.0,100.0,1000,12149,0.809776,0.213296,0.5546,87.79,1000.48,4,True,delta_stable
10,1.0,1000.0,1000,13000,1.0,0.005056,1.0328,945.07,968.96,3,True,delta_stable
10,1.0,1000.0,1000,13001,0.001,0.039555,0.8534,982.48,1133.28,3,True,delta_stable
10,1.0,1000.0,1000,13002,0.998264,0.134599,0.7153,768.74,991.37,4,True,delta_stable
10,1.0,1000.0,1000,13003,1.0,0.069118,0.9026,757.79,968.92,3,True,delta_stable
10,1.0,1000.0,1000,13004,0.001,0.020611,1.0058,980.16,1142.07,3,True,delta_stable
10,1.0,1000.0,1000,13005,0.00101,0.028392,1.0193,1166.18,1020.09,3,True,delta_stable
10,1.0,1000.0,1000,13006,0.001367,0.770065,0.8458,1863.75,1014.67,3,True,delta_stable
10,1.0,1000.0,1000,13007,0.999999,0.038409,0.8412,887.18,978.25,3,True,delta_stable
10,1.0,1000.0,1000,13008,0.419119,0.04145,1.0808,813.13,1001.18,10,False,max_iterations
10,1.0,1000.0,1000,13009,1.0,0.009798,0.92,971.41,949.19,3,True,delta_stable
10,1.0,1000.0,1000,13010,0.001,0.059741,1.0649,781.16,1087.36,3,True,delta_stable
10,1.0,1000.0,1000,13011,0.001,0.15975,0.8624,639.12,1102.89,3,True,delta_stable
10,1.0,1000.0,1000,13012,,,,,,1,False,mdm_failed
10,1.0,1000.0,1000,13013,1.0,4.574691,2.0289,2767.06,372.64,10,False,max_iterations
10,1.0,1000.0,1000,13014,0.99978,0.021504,1.0778,876.35,987.35,3,True,delta_stable
10,1.0,1000.0,1000,13015,0.011249,0.126317,0.646,1030.37,1008.73,5,True,delta_stable
10,1.0,1000.0,1000,13016,0.99323,0.445436,0.9255,336.79,993.49,4,True,delta_stable
10,1.0,1000.0,1000,13017,0.001,0.045022,0.8286,880.67,1037.61,3,True,delta_stable
10,1.0,1000.0,1000,13018,1.0,0.578708,0.844,1744.2,976.82,3,True,delta_stable
10,1.0,1000.0,1000,13019,1.0,9.896686,4.0029,1502.53,208.2,10,False,max_iterations
10,1.0,1000.0,1000,13020,,,,,,1,False,mdm_failed
10,1.0,1000.0,1000,13021,0.001,0.435291,0.6776,450.88,1172.63,3,True,delta_stable
10,1.0,1000.0,1000,13022,0.004635,0.028335,1.106,869.55,1009.6,5,True,delta_stable
10,1.0,1000.0,1000,13023,0.047091,0.081456,1.0679,722.83,1005.1,11,True,delta_stable
10,1.0,1000.0,1000,13024,0.001,0.062001,1.2443,972.34,1039.51,10,False,max_iterations
10,1.0,1000.0,1000,13025,0.990353,0.090765,0.8007,774.18,994.17,4,True,delta_stable
10,1.0,1000.0,1000,13026,0.298005,0.232462,1.0203,518.29,1001.77,10,False,max_iterations
10,1.0,1000.0,1000,13027,1.0,0.274015,1.1164,1509.71,974.15,10,False,max_iterations
10,1.0,1000.0,1000,13028,1.0,0.346568,1.355,1448.76,861.69,3,True,delta_stable
10,1.0,1000.0,1000,13029,0.001,0.187094,0.9248,1422.93,1050.73,3,True,delta_stable
10,1.0,1000.0,1000,13030,0.158546,0.049932,0.8533,1168.49,1003.75,10,False,max_iterations
10,1.0,1000.0,1000,13031,0.001,0.06449,0.7866,917.66,1110.24,3,True,delta_stable
10,1.0,1000.0,1000,13032,,,,,,1,False,mdm_failed
10,1.0,1000.0,1000,13033,0.001,0.245984,1.0256,867.79,1477.34,3,True,delta_stable
10,1.0,1000.0,1000,13034,1.0,0.262696,1.4862,1160.36,975.5,3,True,delta_stable
10,1.0,1000.0,1000,13035,0.001,0.253328,0.7012,606.14,1094.51,3,True,delta_stable
10,1.0,1000.0,1000,13036,0.774918,0.304141,0.6789,551.62,1000.59,3,True,delta_stable
10,1.0,1000.0,1000,13037,0.995595,0.007805,1.0132,912.98,992.44,10,False,max_iterations
10,1.0,1000.0,1000,13038,0.001,0.322366,0.6245,619.91,1192.11,3,True,delta_stable
10,1.0,1000.0,1000,13039,0.001,0.099595,0.9682,712.82,1126.91,3,True,delta_stable
10,1.0,1000.0,1000,13040,0.001,0.023038,1.0951,1003.26,1118.24,3,True,delta_stable
10,1.0,1000.0,1000,13041,0.001,0.24202,0.9531,512.25,1043.83,3,True,delta_stable
10,1.0,1000.0,1000,13042,0.999854,0.079477,0.7513,1132.21,987.07,3,True,delta_stable
10,1.0,1000.0,1000,13043,1.0,0.987606,1.8432,1504.21,850.35,10,False,max_iterations
10,1.0,1000.0,1000,13044,0.001,0.19104,0.6694,741.6,1122.36,3,True,delta_stable
10,1.0,1000.0,1000,13045,0.001,0.0882,0.8527,907.61,1240.78,3,True,delta_stable
10,1.0,1000.0,1000,13046,1.0,0.15128,1.2618,715.11,960.54,3,True,delta_stable
10,1.0,1000.0,1000,13047,0.001,0.04369,0.8825,1163.2,1056.91,3,True,delta_stable
10,1.0,1000.0,1000,13048,,,,,,1,False,mdm_failed
10,1.0,1000.0,1000,13049,0.001,0.035189,0.9933,1185.53,1026.86,3,True,delta_stable
10,1.0,5000.0,1000,17000,0.001,0.160832,1.1862,4032.2,1297.79,3,True,delta_stable
10,1.0,5000.0,1000,17001,0.001,2.18457,0.6481,1635.63,2268.06,3,True,delta_stable
10,1.0,5000.0,1000,17002,,,,,,1,False,mdm_failed
10,1.0,5000.0,1000,17003,0.001,1.237029,0.9718,3909.04,2090.24,3,True,delta_stable
10,1.0,5000.0,1000,17004,0.001,5.592239,0.6163,3542.82,3315.18,3,True,delta_stable
10,1.0,5000.0,1000,17005,,,,,,0,False,mdm_failed
10,1.0,5000.0,1000,17006,0.001,3.806787,0.7874,3230.78,2906.94,3,True,delta_stable
10,1.0,5000.0,1000,17007,1.0,0.026233,0.9422,5467.24,881.01,3,True,delta_stable
10,1.0,5000.0,1000,17008,0.001,0.126538,0.9534,5436.7,1341.67,3,True,delta_stable
10,1.0,5000.0,1000,17009,0.001,0.014811,0.9388,5114.07,1102.69,3,True,delta_stable
10,1.0,5000.0,1000,17010,1.0,0.032156,0.9348,5228.41,839.34,3,True,delta_stable
10,1.0,5000.0,1000,17011,0.001,0.459514,0.6776,2486.02,1320.59,3,True,delta_stable
10,1.0,5000.0,1000,17012,0.001,0.027702,0.8593,4606.06,1041.33,3,True,delta_stable
10,1.0,5000.0,1000,17013,,,,,,1,False,mdm_failed
10,1.0,5000.0,1000,17014,1.0,0.07727,0.9692,4039.47,801.46,3,True,delta_stable
10,1.0,5000.0,1000,17015,0.001,0.146968,1.2406,6466.69,1054.97,10,False,max_iterations
10,1.0,5000.0,1000,17016,0.001,0.294786,0.9742,4177.57,1516.79,3,True,delta_stable
10,1.0,5000.0,1000,17017,1.0,0.05335,1.0042,3997.36,885.45,3,True,delta_stable
10,1.0,5000.0,1000,17018,0.001,0.282533,0.8382,4402.75,1492.01,3,True,delta_stable
10,1.0,5000.0,1000,17019,0.001,0.109628,1.247,5696.09,1170.94,10,False,max_iterations
10,1.0,5000.0,1000,17020,1.0,0.120317,1.1639,5571.29,716.44,10,False,max_iterations
10,1.0,5000.0,1000,17021,0.001,0.743067,1.85,5133.96,1140.77,3,True,delta_stable
10,1.0,5000.0,1000,17022,0.001,0.136167,1.3599,5356.93,1039.28,3,True,delta_stable
10,1.0,5000.0,1000,17023,,,,,,0,False,mdm_failed
10,1.0,5000.0,1000,17024,1.0,0.424169,1.3249,7767.1,888.83,3,True,delta_stable
10,1.0,5000.0,1000,17025,,,,,,2,False,mdm_failed
10,1.0,5000.0,1000,17026,0.001,0.069415,1.0747,4438.8,1226.37,3,True,delta_stable
10,1.0,5000.0,1000,17027,0.001,2.224958,0.6571,1777.12,2300.74,3,True,delta_stable
10,1.0,5000.0,1000,17028,1.0,0.081759,0.7415,4602.39,907.3,3,True,delta_stable
10,1.0,5000.0,1000,17029,0.001481,0.183962,0.7237,6637.87,1018.19,3,True,delta_stable
10,1.0,5000.0,1000,17030,0.001,1.823419,0.8327,5075.02,2339.86,3,True,delta_stable
10,1.0,5000.0,1000,17031,,,,,,1,False,mdm_failed
10,1.0,5000.0,1000,17032,,,,,,2,False,mdm_failed
10,1.0,5000.0,1000,17033,1.0,0.0623,1.1489,5981.23,959.75,3,True,delta_stable
10,1.0,5000.0,1000,17034,0.001,1.305081,0.8178,3023.44,2056.22,3,True,delta_stable
10,1.0,5000.0,1000,17035,1.0,0.232836,1.4119,5184.65,751.45,10,False,max_iterations
10,1.0,5000.0,1000,17036,,,,,,1,False,mdm_failed
10,1.0,5000.0,1000,17037,0.001,10.015501,0.9187,7482.29,4124.49,3,True,delta_stable
10,1.0,5000.0,1000,17038,1.0,0.03308,0.9384,5699.54,901.46,3,True,delta_stable
10,1.0,5000.0,1000,17039,0.001,0.038984,1.1061,4589.61,1144.85,3,True,delta_stable
10,1.0,5000.0,1000,17040,,,,,,1,False,mdm_failed
10,1.0,5000.0,1000,17041,0.001,0.688993,1.3208,8390.36,1355.39,3,True,delta_stable
10,1.0,5000.0,1000,17042,1.0,0.105659,0.6797,4986.47,944.6,3,True,delta_stable
10,1.0,5000.0,1000,17043,0.001,0.182869,0.754,4281.07,1318.86,3,True,delta_stable
10,1.0,5000.0,1000,17044,0.001,0.362439,0.5366,4175.8,1347.19,3,True,delta_stable
10,1.0,5000.0,1000,17045,1.0,0.382173,1.364,6865.75,667.69,3,True,delta_stable
10,1.0,5000.0,1000,17046,0.001,0.195042,0.7578,3321.22,1153.85,3,True,delta_stable
10,1.0,5000.0,1000,17047,1.0,0.395856,1.264,6361.5,497.99,3,True,delta_stable
10,1.0,5000.0,1000,17048,1.0,0.223157,0.9428,6969.16,745.47,3,True,delta_stable
10,1.0,5000.0,1000,17049,0.001,4.691239,0.5493,4660.22,3117.44,3,True,delta_stable
10,2.0,100.0,1000,13100,0.999999,0.13403,2.5824,122.06,975.79,10,False,max_iterations
10,2.0,100.0,1000,13101,0.001008,0.300358,1.3548,55.74,1019.39,3,True,delta_stable
10,2.0,100.0,1000,13102,1.0,9.389124,6.2664,319.02,795.9,10,False,max_iterations
10,2.0,100.0,1000,13103,,,,,,2,False,mdm_failed
10,2.0,100.0,1000,13104,0.77585,0.287122,1.041,76.08,999.75,8,True,delta_stable
10,2.0,100.0,1000,13105,1.0,26.693695,10.4265,397.6,707.52,10,False,max_iterations
10,2.0,100.0,1000,13106,0.001001,0.149701,1.2798,86.05,1024.25,3,True,delta_stable
10,2.0,100.0,1000,13107,1.0,47.298112,14.5142,384.08,722.73,10,False,max_iterations
10,2.0,100.0,1000,13108,,,,,,2,False,mdm_failed
10,2.0,100.0,1000,13109,0.06415,0.181712,1.1639,91.67,1003.93,10,False,max_iterations
10,2.0,100.0,1000,13110,0.001,0.341276,0.9069,79.73,1038.45,3,True,delta_stable
10,2.0,100.0,1000,13111,1.0,0.423744,3.2853,109.74,964.91,10,False,max_iterations
10,2.0,100.0,1000,13112,,,,,,0,False,mdm_failed
10,2.0,100.0,1000,13113,0.930031,0.107987,1.4372,116.97,996.91,5,True,delta_stable
10,2.0,100.0,1000,13114,1.0,8.583788,7.5701,190.42,901.25,10,False,max_iterations
10,2.0,100.0,1000,13115,0.001,0.202251,1.2582,74.75,1030.92,3,True,delta_stable
10,2.0,100.0,1000,13116,0.001533,0.213381,2.9235,100.72,1009.9,3,True,delta_stable
10,2.0,100.0,1000,13117,0.971923,0.039499,1.6042,98.24,994.99,7,True,delta_stable
10,2.0,100.0,1000,13118,0.059077,0.083684,1.6918,75.52,1003.25,10,False,max_iterations
10,2.0,100.0,1000,13119,0.885849,0.213632,1.1737,120.72,998.1,4,True,delta_stable
10,2.0,100.0,1000,13120,0.001,0.654574,0.8202,44.95,1059.71,3,True,delta_stable
10,2.0,100.0,1000,13121,0.001,0.15336,2.749,88.88,1027.41,3,True,delta_stable
10,2.0,100.0,1000,13122,0.001,0.273807,1.4157,56.69,1029.44,3,True,delta_stable
10,2.0,100.0,1000,13123,0.001,0.497129,1.3014,38.94,1048.34,3,True,delta_stable
