target,R,beta,gamma_over_eta,x_R_over_eta,s_beta,s_eta,s_gamma,s_norm,H_e_beta_beta,H_LQ_beta_beta,H_e_beta_eta,H_LQ_beta_eta,H_e_beta_gamma,H_LQ_beta_gamma,H_e_eta_beta,H_LQ_eta_beta,H_e_eta_eta,H_LQ_eta_eta,H_e_eta_gamma,H_LQ_eta_gamma,H_e_gamma_beta,H_LQ_gamma_beta,H_e_gamma_eta,H_LQ_gamma_eta,H_e_gamma_gamma,H_LQ_gamma_gamma
B5,0.95,4.5,0.1,0.6168289094830872,0.5530374785235496,0.837880490906625,1.6211950909337507,1.9068738009006534,-0.7410462256575648,0.6117009053033711,0.5530374785235496,0.9267586279901475,0.0,1.7931632905695163,0.5530374785235496,0.9267586279901475,0.0,1.4040874340838536,0.0,2.716735477293963,0.0,1.7931632905695163,0.0,2.716735477293963,0.0,5.256547045735385
B5,0.95,4.5,0.25,0.7668289094830872,0.44485738678124415,0.6739820357470314,1.3040718570118741,1.5338687321064826,-0.5960895965138298,0.3957961891476749,0.44485738678124415,0.599651774319855,0.0,1.1602519969705332,0.44485738678124415,0.599651774319855,0.0,0.9085035690194254,0.0,1.7578420098985492,0.0,1.1602519969705332,0.0,1.7578420098985492,0.0,3.4012068165007956
B5,0.95,4.5,0.5,1.0168289094830874,0.3354836802922659,0.5082751922797132,0.9834496154405736,1.1567480784248725,-0.4495335753989166,0.22509859948488653,0.3354836802922659,0.34103606421451454,0.0,0.6598625927400344,0.3354836802922659,0.34103606421451454,0.0,0.5166873421739588,0.0,0.999726084770935,0.0,0.6598625927400344,0.0,0.999726084770935,0.0,1.9343462922204244
B5,0.95,4.5,0.75,1.2668289094830874,0.26927827603819904,0.4079705677809109,0.7893725762921189,0.9284717757280726,-0.36082120626330405,0.14502157989220904,0.26927827603819904,0.21971522233273783,0.0,0.425121772991547,0.26927827603819904,0.21971522233273783,0.0,0.3328799683509576,0.0,0.6440815562811523,0.0,0.425121772991547,0.0,0.6440815562811523,0.0,1.246218128404114
B5,0.95,4.5,1.0,1.5168289094830874,0.22489649468588338,0.3407298649517531,0.6592701350482469,0.7754433474848896,-0.3013515449179341,0.10115686664399515,0.22489649468588338,0.1532579045248874,0.0,0.29653508484687935,0.22489649468588338,0.1532579045248874,0.0,0.23219368174007984,0.0,0.4492660481634264,0.0,0.29653508484687935,0.0,0.4492660481634264,0.0,0.8692742219330675
B5,0.95,5.0,0.1,0.6520928447661601,0.5029417383479068,0.846647604244362,1.53352395755638,1.8224868411992756,-0.7071164443386216,0.5059007843448287,0.5029417383479068,0.8516288356935001,0.0,1.5425464100231348,0.5029417383479068,0.8516288356935001,0.0,1.4336243315454358,0.0,2.5967087694328836,0.0,1.5425464100231348,0.0,2.5967087694328836,0.0,4.703391456798763
B5,0.95,5.0,0.25,0.8020928447661602,0.40888621691487376,0.6883153843955755,1.2467384624176983,1.4816621748732848,-0.5748780540538712,0.3343758767659144,0.40888621691487376,0.562885347139628,0.0,1.0195483467604782,0.40888621691487376,0.562885347139628,0.0,0.9475561367912577,0.0,1.7162985279995735,0.0,1.0195483467604782,0.0,1.7162985279995735,0.0,3.108713587343293
B5,0.95,5.0,0.5,1.0520928447661602,0.31172601405137235,0.5247567717171094,0.9504864565657811,1.1295872172675705,-0.4382746029150973,0.1943462156727128,0.31172601405137235,0.3271606735876809,0.0,0.5925827090301276,0.31172601405137235,0.3271606735876809,0.0,0.550739338925925,0.0,0.9975484090165877,0.0,0.5925827090301276,0.0,0.9975484090165877,0.0,1.806849008229949
B5,0.95,5.0,0.75,1.3020928447661602,0.2518750565516108,0.42400420752278173,0.7679943899696244,0.9127080558068472,-0.3541264938388574,0.12688208822575428,0.2518750565516108,0.21359216749584314,0.0,0.386877260809838,0.2518750565516108,0.21359216749584314,0.0,0.3595591359940443,0.0,0.6512657054020256,0.0,0.386877260809838,0.0,0.6512657054020256,0.0,1.1796307660496312
B5,0.95,5.0,1.0,1.5520928447661602,0.21130482626529717,0.35570864631447935,0.6442913536855206,0.7656955786079788,-0.29708633431602127,0.08929945920601484,0.21130482626529717,0.1503259074210902,0.0,0.27228374510950415,0.21130482626529717,0.1503259074210902,0.0,0.25305728212575873,0.0,0.4583600105031999,0.0,0.27228374510950415,0.0,0.4583600105031999,0.0,0.8302226968678412
B1,0.99,1.5,0.1,0.14657151684701972,0.9744318306047297,0.31773920232829095,6.822607976717089,6.899163369362662,1.0394908935257627,1.8990347849913694,0.9744318306047297,0.6192303851592863,0.0,13.296332760501729,0.9744318306047297,0.6192303851592863,0.0,0.20191640139243722,0.0,4.335620032641446,0.0,13.296332760501729,0.0,4.335620032641446,0.0,93.09595920792731
B1,0.99,1.5,0.25,0.2965715168470197,0.4815835080663737,0.15703300621091898,3.371867975156324,3.409703166283828,0.51373698537384,0.46384535048303,0.4815835080663737,0.15124901202652602,0.0,3.2476720164248856,0.4815835080663737,0.15124901202652602,0.0,0.049318730079277034,0.0,1.0589891293702436,0.0,3.2476720164248856,0.0,1.0589891293702436,0.0,22.738987283769617
B1,0.99,1.5,0.5,0.5465715168470198,0.26130880785675575,0.08520662971183449,1.829586740576331,1.850116240700322,0.27875539122793147,0.13656458612703778,0.26130880785675575,0.04453048566298299,0.0,0.9561742601010571,0.26130880785675575,0.04453048566298299,0.0,0.01452033949369935,0.0,0.31178583985993924,0.0,0.9561742601010571,0.0,0.31178583985993924,0.0,6.694775282585446
B1,0.99,1.5,0.75,0.7965715168470198,0.17929834102162923,0.05846495369475243,1.2553800617403301,1.2694664805810325,0.19126940116538887,0.0642957901862169,0.17929834102162923,0.020965338410750965,0.0,0.4501751248433433,0.17929834102162923,0.020965338410750965,0.0,0.006836301621059092,0.0,0.1467914743579277,0.0,0.4501751248433433,0.0,0.1467914743579277,0.0,3.15195819883031
B1,0.99,1.5,1.0,1.0465715168470198,0.13646841059274728,0.044499125093070156,0.9555008749069299,0.9662223973659831,0.14557988112627546,0.03724725417942132,0.13646841059274728,0.012145449748438243,0.0,0.26079137143705633,0.13646841059274728,0.012145449748438243,0.0,0.003960344268097412,0.0,0.0850379059180429,0.0,0.26079137143705633,0.0,0.0850379059180429,0.0,1.825963843895817
B1,0.99,2.0,0.1,0.20025136334983906,1.1514808785381252,0.5006276195718077,4.993723804281924,5.149156597013631,0.34553017945133574,2.6518164272778653,1.1514808785381252,1.152926262409991,0.0,11.500354946662597,1.1514808785381252,1.152926262409991,0.0,0.5012560269562691,0.0,4.999992121873462,0.0,11.500354946662597,0.0,4.999992121873462,0.0,49.87455486690386
B1,0.99,2.0,0.25,0.35025136334983903,0.6583432355357195,0.28622690398982314,2.8550923840407076,2.9439589293586437,0.19755209188017658,0.8668316315512796,0.6583432355357195,0.3768710921400638,0.0,3.759261515725501,0.6583432355357195,0.3768710921400638,0.0,0.16385168113519888,0.0,1.6344085073777899,0.0,3.759261515725501,0.0,1.6344085073777899,0.0,16.303105042814504
B1,0.99,2.0,0.5,0.6002513633498391,0.3841484249393364,0.16701563623339985,1.6659687275332002,1.717823051495238,0.11527319009739168,0.2951400247667459,0.3841484249393364,0.12831758719860342,0.0,1.2799585253601387,0.3841484249393364,0.12831758719860342,0.0,0.05578844549289469,0.0,0.55648565394781,0.0,1.2799585253601387,0.0,0.55648565394781,0.0,5.550903602237181
B1,0.99,2.0,0.75,0.8502513633498391,0.27119699625068955,0.1179079124964487,1.1761227833380683,1.2127303443435196,0.08137933380199103,0.14709562155079303,0.27119699625068955,0.06395254340645207,0.0,0.6379219321265693,0.27119699625068955,0.06395254340645207,0.0,0.02780455165854041,0.0,0.2773483644458093,0.0,0.6379219321265693,0.0,0.2773483644458093,0.0,2.7665296029737694
B1,0.99,2.0,1.0,1.100251363349839,0.20957539656800436,0.09111678175486417,0.9088832182451358,0.9371727797859022,0.06288825610084134,0.08784369369327259,0.20957539656800436,0.03819167134055192,0.0,0.3809591217954568,0.20957539656800436,0.03819167134055192,0.0,0.016604535834727093,0.0,0.16562902767500123,0.0,0.3809591217954568,0.0,0.16562902767500123,0.0,1.6521374088152705
B1,0.99,2.5,0.1,0.25880794646482175,1.1290847319256083,0.6136131005019492,3.863868994980508,4.071957389186043,-0.18058616123808555,2.5496646637350455,1.1290847319256083,1.3856423661725692,0.0,8.725270976786472,1.1290847319256083,1.3856423661725692,0.0,0.7530420742152304,0.0,4.741841267886679,0.0,8.725270976786472,0.0,4.741841267886679,0.0,29.85896722074336
B1,0.99,2.5,0.25,0.40880794646482177,0.7148004420691854,0.3884658990563123,2.4461364037747506,2.5778729085399075,-0.11432540378472286,1.0218793439646057,0.7148004420691854,0.5553511927485111,0.0,3.496998765559438,0.7148004420691854,0.5553511927485111,0.0,0.301811509459258,0.0,1.9004811546134661,0.0,3.496998765559438,0.0,1.9004811546134661,0.0,11.967166611744139
B1,0.99,2.5,0.5,0.6588079464648218,0.44355278715517726,0.24105347744663494,1.5178930451067303,1.5996390687794617,-0.0709419699637605,0.39347814998625197,0.44355278715517726,0.21383988354980518,0.0,1.3465313815210989,0.44355278715517726,0.21383988354980518,0.0,0.11621355797823067,0.0,0.7317867938300785,0.0,1.3465313815210989,0.0,0.7317867938300785,0.0,4.607998592766765
B1,0.99,2.5,0.75,0.9088079464648218,0.3215377924358429,0.17474313146421078,1.1003424913810524,1.159601359216647,-0.0514268539704095,0.2067731039290304,0.3215377924358429,0.11237304146865723,0.0,0.7076033912040383,0.3215377924358429,0.11237304146865723,0.0,0.0610703239878369,0.0,0.3845545852541129,0.0,0.7076033912040383,0.0,0.3845545852541129,0.0,2.421507196677323
B1,0.99,2.5,1.0,1.1588079464648218,0.252169569380254,0.1370442332133617,0.8629557667866383,0.9094301891892395,-0.040332078920044694,0.12717898344284545,0.252169569380254,0.06911677055092104,0.0,0.43522236820958693,0.252169569380254,0.06911677055092104,0.0,0.03756224371407654,0.0,0.23652622271264687,0.0,0.43522236820958693,0.0,0.23652622271264687,0.0,1.4893853108606299
B1,0.99,3.0,0.1,0.3158043485359359,1.0478346394478102,0.6833482488015176,3.166517511984824,3.404666711217617,-0.48893737674710064,2.195914863253445,1.0478346394478102,1.4320719318004613,0.0,6.6359734709515905,1.0478346394478102,1.4320719318004613,0.0,0.9339296582802015,0.0,4.327668393228336,0.0,6.6359734709515905,0.0,4.327668393228336,0.0,20.05366630741312
B1,0.99,3.0,0.25,0.4658043485359359,0.7104071413765984,0.4632939757093895,2.1468240971624417,2.3082836304503,-0.3314879953864906,1.0093566130377407,0.7104071413765984,0.6582546978014133,0.0,3.050238339807134,0.7104071413765984,0.6582546978014133,0.0,0.4292826158572248,0.0,1.9892213422462166,0.0,3.050238339807134,0.0,1.9892213422462166,0.0,9.217707408314666
B1,0.99,3.0,0.5,0.7158043485359359,0.46229215617511726,0.3014851041032782,1.3970297917934436,1.5020983805382508,-0.21571334409228687,0.427428075322078,0.46229215617511726,0.2787483976611684,0.0,1.2916718293781324,0.46229215617511726,0.2787483976611684,0.0,0.18178653599232902,0.0,0.8423673444284548,0.0,1.2916718293781324,0.0,0.8423673444284548,0.0,3.9033844783168643
B1,0.99,3.0,0.75,0.9658043485359359,0.3426270923151578,0.22344520281263383,1.0354063962498214,1.1132778127867997,-0.15987560003488874,0.23478664877667935,0.3426270923151578,0.1531167602629269,0.0,0.7095165658231849,0.3426270923151578,0.1531167602629269,0.0,0.09985551731995813,0.0,0.4627131844070793,0.0,0.7095165658231849,0.0,0.4627131844070793,0.0,2.1441328107900843
B1,0.99,3.0,1.0,1.215804348535936,0.27217433140676267,0.1774992405610378,0.8225007594389623,0.8843598511658776,-0.12700114942377483,0.14815773335343654,0.27217433140676267,0.0966214742498172,0.0,0.4477271885637082,0.27217433140676267,0.0966214742498172,0.0,0.06301196079949034,0.0,0.2919865203225853,0.0,0.4477271885637082,0.0,0.2919865203225853,0.0,1.3530149985553395
B1,0.99,3.5,0.1,0.3686547044518582,0.9578081882430625,0.7287434588724778,2.7125654112752215,2.9675704987011837,-0.6567419203299535,1.8347930509309156,0.9578081882430625,1.3959929040732613,0.0,5.196234724128635,0.9578081882430625,1.3959929040732613,0.0,1.0621340576988456,0.0,3.9535286004611008,0.0,5.196234724128635,0.0,3.9535286004611008,0.0,14.716022220893423
B1,0.99,3.5,0.25,0.5186547044518581,0.6808007167918998,0.5179837416799039,1.9280650332803848,2.1093201618501562,-0.46680575045831424,0.9269792319687291,0.6808007167918998,0.7052874052444577,0.0,2.625256113357368,0.6808007167918998,0.7052874052444577,0.0,0.5366143132894269,0.0,1.9974126802815244,0.0,2.625256113357368,0.0,1.9974126802815244,0.0,7.434869545116983
B1,0.99,3.5,0.5,0.7686547044518581,0.4593746613573626,0.3495128604507024,1.3009742790985954,1.4232773426123713,-0.3149801817879182,0.42205015899438314,0.4593746613573626,0.3211147038191691,0.0,1.1952692377911125,0.4593746613573626,0.3211147038191691,0.0,0.24431847924086433,0.0,0.9094144833210811,0.0,1.1952692377911125,0.0,0.9094144833210811,0.0,3.38506814975222
B1,0.99,3.5,0.75,1.0186547044518581,0.346634137176366,0.2637348095264747,0.9816869206313671,1.0739741546939878,-0.2376772006080958,0.2403104501120074,0.346634137176366,0.18283897628716558,0.0,0.6805723974207553,0.346634137176366,0.18283897628716558,0.0,0.1391120995119318,0.0,0.5178100260546902,0.0,0.6805723974207553,0.0,0.5178100260546902,0.0,1.927418420277392
B1,0.99,3.5,1.0,1.2686547044518581,0.2783267135803343,0.21176345581592637,0.7882365441840736,0.8623377356342377,-0.19084073679842825,0.15493151898485888,0.2783267135803343,0.11787885342732222,0.0,0.43877457373334633,0.2783267135803343,0.11787885342732222,0.0,0.0896875224382076,0.0,0.33383938919364514,0.0,0.43877457373334633,0.0,0.33383938919364514,0.0,1.2426336991745022
B1,0.99,4.0,0.1,0.41662495692828616,0.8740007208944848,0.7599759727854876,2.400240272145124,2.665069249262132,-0.7428680066827354,1.5277545202481582,0.8740007208944848,1.328439096154007,0.0,4.195623456349625,0.8740007208944848,1.328439096154007,0.0,1.1551269584224964,0.0,3.6482498714847877,0.0,4.195623456349625,0.0,3.6482498714847877,0.0,11.522306728054597
B1,0.99,4.0,0.25,0.5666249569282862,0.6426305587948913,0.5587910540416934,1.7648357838332265,1.9595578126384279,-0.5462120005539527,0.8259480701940685,0.6426305587948913,0.7181924146167994,0.0,2.2682748118919327,0.6426305587948913,0.7181924146167994,0.0,0.6244948841540534,0.0,1.9723488957173334,0.0,2.2682748118919327,0.0,1.9723488957173334,0.0,6.229290687796478
B1,0.99,4.0,0.5,0.8166249569282862,0.44589687053849464,0.38772383116879355,1.224552337662413,1.3596625375756701,-0.3789957050195512,0.3976480383120461,0.44589687053849464,0.3457696859027214,0.0,1.092048110348536,0.44589687053849464,0.3457696859027214,0.0,0.3006595385124143,0.0,0.9495762476503458,0.0,1.092048110348536,0.0,0.9495762476503458,0.0,2.9990568553489605
B1,0.99,4.0,0.75,1.0666249569282862,0.3413857048184912,0.2968475047125437,0.9375366603832751,1.0409791688939343,-0.29016511312364246,0.23308839890883598,0.3413857048184912,0.2026789892398042,0.0,0.6401232271962375,0.3413857048184912,0.2026789892398042,0.0,0.17623688210812727,0.0,0.5566108364226134,0.0,0.6401232271962375,0.0,0.5566108364226134,0.0,1.757949979125249
B1,0.99,4.0,1.0,1.3166249569282862,0.2765635808297907,0.2404822688968154,0.7595177311031845,0.8433186347729343,-0.2350687260324005,0.15297482848279237,0.2765635808297907,0.13301727482435174,0.0,0.42010988683522965,0.2765635808297907,0.13301727482435174,0.0,0.11566344330752046,0.0,0.3653010944861103,0.0,0.42010988683522965,0.0,0.3653010944861103,0.0,1.1537343677202587
B1,0.99,4.5,0.1,0.459782576652657,0.7999208639708931,0.782505895007968,2.174941049920321,2.445926702697092,-0.7821183181910846,1.2797467772318802,0.7999208639708931,1.2518855831941815,0.0,3.479561447476049,0.7999208639708931,1.2518855831941815,0.0,1.224630951444442,0.0,3.40380838571494,0.0,3.479561447476049,0.0,3.40380838571494,0.0,9.460737141257015
B1,0.99,4.5,0.25,0.609782576652657,0.6031488763973922,0.5900178037681053,1.6399287849275792,1.8442548618606978,-0.5897255667079786,0.7275771341988735,0.6031488763973922,0.7117371507943795,0.0,1.97824240800162,0.6031488763973922,0.7117371507943795,0.0,0.6962420175266768,0.0,1.9351743600381357,0.0,1.97824240800162,0.0,1.9351743600381357,0.0,5.378732839268093
B1,0.99,4.5,0.5,0.859782576652657,0.4277705619328221,0.4184576268728057,1.1630847462543887,1.3079986873517797,-0.41825036392940984,0.36597530731264477,0.4277705619328221,0.3580077083849106,0.0,0.9950668309614673,0.4277705619328221,0.3580077083849106,0.0,0.35021357097604056,0.0,0.9734033655391418,0.0,0.9950668309614673,0.0,0.9734033655391418,0.0,2.7055322539392717
B1,0.99,4.5,0.75,1.109782576652657,0.3314069653752265,0.32419194914542504,0.9010774011394334,1.0133466728785967,-0.32403137619062616,0.21966115339843317,0.3314069653752265,0.21487894013073014,0.0,0.5972466541596305,0.3314069653752265,0.21487894013073014,0.0,0.2102008397814197,0.0,0.5842440780125738,0.0,0.5972466541596305,0.0,0.5842440780125738,0.0,1.6238809656883906
B1,0.99,4.5,1.0,1.359782576652657,0.27047682642039395,0.26458831200670685,0.7354116879932933,0.8270399260725877,-0.2644572608588416,0.14631542726089583,0.27047682642039395,0.14313001387900617,0.0,0.3978236389617818,0.27047682642039395,0.14313001387900617,0.0,0.1400139497011169,0.0,0.38916267431229684,0.0,0.3978236389617818,0.0,0.38916267431229684,0.0,1.0816607016742898
B1,0.99,5.0,0.1,0.49850714731962054,0.7354728434543111,0.7994010707014307,2.005989292985692,2.2812179682947002,-0.794288720482318,1.081840606917539,0.7354728434543111,1.175875557058404,0.0,2.9507012985021803,0.7354728434543111,1.175875557058404,0.0,1.2780841436771877,0.0,3.207179977256737,0.0,2.9507012985021803,0.0,3.207179977256737,0.0,8.047986087146475
B1,0.99,5.0,0.25,0.6485071473196206,0.5653576381337222,0.614499237158313,1.5420030513667478,1.7535712081032382,-0.6105693758848294,0.6392585179922815,0.5653576381337222,0.6948236747095957,0.0,1.7435664062313945,0.5653576381337222,0.6948236747095957,0.0,0.7552186249362972,0.0,1.895119397521315,0.0,1.7435664062313945,0.0,1.895119397521315,0.0,4.755546820848722
B1,0.99,5.0,0.5,0.8985071473196206,0.4080529244705456,0.4435213993660776,1.1129572012678448,1.265658782104625,-0.4406849799436708,0.3330143783379296,0.4080529244705456,0.36196040815319347,0.0,0.9082908815757954,0.4080529244705456,0.36196040815319347,0.0,0.3934224633912874,0.0,0.9872406706817356,0.0,0.9082908815757954,0.0,0.9872406706817356,0.0,2.477347463707908
B1,0.99,5.0,0.75,1.1485071473196204,0.31923046363021534,0.34697837819264277,0.870695495743143,0.9901579319230627,-0.34475937317401795,0.20381617781912448,0.31923046363021534,0.2215321370801951,0.0,0.5559050535736475,0.31923046363021534,0.2215321370801951,0.0,0.24078798986639327,0.0,0.6042250220251897,0.0,0.5559050535736475,0.0,0.6042250220251897,0.0,1.516221292614795
B1,0.99,5.0,1.0,1.3985071473196204,0.26216417257799357,0.2849518131411767,0.7150481868588233,0.8131552734416956,-0.2831294820013514,0.13746010676700798,0.26216417257799357,0.14940831263351123,0.0,0.3749200325224759,0.26216417257799357,0.14940831263351123,0.0,0.16239507162488814,0.0,0.4075085546574652,0.0,0.3749200325224759,0.0,0.4075085546574652,0.0,1.0225878190601814
