target,R,beta,gamma_over_eta,x_R_over_eta,s_beta,s_eta,s_gamma,s_norm,H_e_beta_beta,H_LQ_beta_beta,H_e_beta_eta,H_LQ_beta_eta,H_e_beta_gamma,H_LQ_beta_gamma,H_e_eta_beta,H_LQ_eta_beta,H_e_eta_eta,H_LQ_eta_eta,H_e_eta_gamma,H_LQ_eta_gamma,H_e_gamma_beta,H_LQ_gamma_beta,H_e_gamma_eta,H_LQ_gamma_eta,H_e_gamma_gamma,H_LQ_gamma_gamma
B10,0.9,2.5,1.0,1.4065099264728649,0.26016073958518726,0.2890203039606543,0.7109796960393457,0.8103755146246838,-0.28613858788559576,0.13536722084302324,0.26016073958518726,0.15038347206707892,0.0,0.36993800710329566,0.26016073958518726,0.15038347206707892,0.0,0.167065472203018,0.0,0.41097513571829064,0.0,0.36993800710329566,0.0,0.41097513571829064,0.0,1.010984256360401
B10,0.9,3.0,0.1,0.5723087185696629,0.6190528958626511,0.8252691305316404,1.7473086946835974,2.0291336329087053,-0.7737403214828142,0.7664529757518688,0.6190528958626511,1.0217704902433284,0.0,2.1633530148197395,0.6190528958626511,1.0217704902433284,0.0,1.3621382756168996,0.0,2.883999854463816,0.0,2.1633530148197395,0.0,2.883999854463816,0.0,6.106175349033794
B10,0.9,3.0,0.25,0.7223087185696629,0.49049576787549665,0.6538876057109523,1.384449577156191,1.607748652897626,-0.6130596523469777,0.4811721966075462,0.49049576787549665,0.641458206534927,0.0,1.358133316864265,0.49049576787549665,0.641458206534927,0.0,0.8551380018048036,0.0,1.810548838468404,0.0,1.358133316864265,0.0,1.810548838468404,0.0,3.8334012633759125
B10,0.9,3.0,0.5,0.9723087185696629,0.36437950497777943,0.4857600364465142,1.0284799271069718,1.1943643485630056,-0.4554297657074664,0.26554484729570316,0.36437950497777943,0.3540020032367379,0.0,0.7495140134376421,0.36437950497777943,0.3540020032367379,0.0,0.47192562601703764,0.0,0.9991888937519818,0.0,0.7495140134376421,0.0,0.9991888937519818,0.0,2.115541920923924
B10,0.9,3.0,0.75,1.2223087185696628,0.28985260775410304,0.38640706017572657,0.818123919765698,0.9500798379443128,-0.36228026943282493,0.16802906844370782,0.28985260775410304,0.22400218809306194,0.0,0.47427070322019227,0.28985260775410304,0.22400218809306194,0.0,0.29862083230729514,0.0,0.6322577173922107,0.0,0.47427070322019227,0.0,0.6322577173922107,0.0,1.3386534961855805
B10,0.9,3.0,1.0,1.4723087185696628,0.24063524523727764,0.32079462181580193,0.6792053781841981,0.7887550040352757,-0.30076459258062616,0.1158106425008095,0.24063524523727764,0.15438898498289047,0.0,0.32688150549166484,0.24063524523727764,0.15438898498289047,0.0,0.20581837877188677,0.0,0.4357708648597171,0.0,0.32688150549166484,0.0,0.4357708648597171,0.0,0.9226398915086792
B10,0.9,3.5,0.1,0.6257328455208108,0.54020864240522,0.8401873887301411,1.598126112698589,1.884607995737991,-0.7330836051531487,0.5836507546585818,0.54020864240522,0.9077529772637928,0.0,1.726643075466473,0.54020864240522,0.9077529772637928,0.0,1.4118296963623465,0.0,2.6854508109793573,0.0,1.726643075466473,0.0,2.6854508109793573,0.0,5.108014144178207
B10,0.9,3.5,0.25,0.7757328455208108,0.43575090695071533,0.6777241012243651,1.2891035951025394,1.5201897543382654,-0.5913304985161006,0.37975770581674195,0.43575090695071533,0.590637783541751,0.0,1.1234561214387184,0.43575090695071533,0.590637783541751,0.0,0.918619914760747,0.0,1.7473131507519326,0.0,1.1234561214387184,0.0,1.7473131507519326,0.0,3.3235761578125835
B10,0.9,3.5,0.5,1.0257328455208108,0.32954613129846816,0.5125436392298353,0.9749127215403295,1.1496766716733549,-0.44720659210656777,0.21720130530757442,0.32954613129846816,0.33781354685966,0.0,0.6425574314745527,0.32954613129846816,0.33781354685966,0.0,0.525401964229927,0.0,0.999370628459487,0.0,0.6425574314745527,0.0,0.999370628459487,0.0,1.900909629242344
B10,0.9,3.5,0.75,1.2757328455208108,0.26496636202006313,0.41210261801026477,0.7838631759863137,0.9243793698695423,-0.35956939720390024,0.1404143460042943,0.26496636202006313,0.2183866629462472,0.0,0.41539474812517213,0.26496636202006313,0.2183866629462472,0.0,0.3396571355418284,0.0,0.6460641339716016,0.0,0.41539474812517213,0.0,0.6460641339716016,0.0,1.2288829573347013
B10,0.9,3.5,1.0,1.5257328455208108,0.22155011736131744,0.34457726138900235,0.6554227386109976,0.7729145553406913,-0.30065190744487874,0.09816890900562707,0.22155011736131744,0.15268226540154967,0.0,0.2904179693210852,0.22155011736131744,0.15268226540154967,0.0,0.23746697813268972,0.0,0.451687544645315,0.0,0.2904179693210852,0.0,0.451687544645315,0.0,0.8591579325766803
B10,0.9,4.0,0.1,0.6697305029349413,0.47858911291913514,0.8506862095099853,1.493137904900147,1.7838652889455502,-0.6879279001081032,0.4580950780094494,0.47858911291913514,0.8142583167638509,0.0,1.4291990907441947,0.47858911291913514,0.8142583167638509,0.0,1.4473340541009332,0.0,2.5403836491903737,0.0,1.4291990907441947,0.0,2.5403836491903737,0.0,4.4589216060992
B10,0.9,4.0,0.25,0.8197305029349413,0.3910135418249266,0.6950217185954327,1.2199131256182691,1.4574411868976247,-0.56204605888497,0.3057831797809472,0.3910135418249266,0.5435258076664952,0.0,0.954005103933432,0.3910135418249266,0.5435258076664952,0.0,0.9661103786386978,0.0,1.695732234208671,0.0,0.954005103933432,0.0,1.695732234208671,0.0,2.97637606811147
B10,0.9,4.0,0.5,1.0697305029349413,0.299632221774659,0.5325925561361609,0.9348148877276783,1.1168317570227755,-0.4306938030263856,0.17955893665123684,0.299632221774659,0.31916378179144533,0.0,0.5602013235157453,0.299632221774659,0.31916378179144533,0.0,0.5673096617032993,0.0,0.9957509011380448,0.0,0.5602013235157453,0.0,0.9957509011380448,0.0,1.7477577486346236
B10,0.9,4.0,0.75,1.3197305029349413,0.2428721065260706,0.43170215560519426,0.7577304591930744,0.9052673970002066,-0.34910634974168697,0.11797372025682198,0.2428721065260706,0.2096968238473581,0.0,0.3680631856063775,0.2428721065260706,0.2096968238473581,0.0,0.37273350230834273,0.0,0.6542277452027278,0.0,0.3680631856063775,0.0,0.6542277452027278,0.0,1.1483108975778946
B10,0.9,4.0,1.0,1.5697305029349413,0.20419156453622425,0.3629479721963167,0.6370520278036833,0.7610917892593208,-0.29350662273616607,0.08338839005550207,0.20419156453622425,0.14822182857603186,0.0,0.26016130049641667,0.20419156453622425,0.14822182857603186,0.0,0.26346246104283655,0.0,0.46243348334979684,0.0,0.26016130049641667,0.0,0.46243348334979684,0.0,0.8116705722575698
B10,0.9,4.5,0.1,0.7064811516717009,0.42929677761186724,0.858453407053569,1.4154659294643097,1.7101993371604598,-0.6439101236552317,0.368591446535866,0.42929677761186724,0.7370625627560515,0.0,1.2153099246768295,0.42929677761186724,0.7370625627560515,0.0,1.4738845041637612,0.0,2.430223099433767,0.0,1.2153099246768295,0.0,2.430223099433767,0.0,4.0070875949485245
B10,0.9,4.5,0.25,0.8564811516717009,0.3541117994998641,0.7081079957077352,1.1675680171690592,1.4106832298026182,-0.5311387937085483,0.2507903330900639,0.3541117994998641,0.5014987932006163,0.0,0.8268992231964476,0.3541117994998641,0.5014987932006163,0.0,1.0028338671704518,0.0,1.653528496980074,0.0,0.8268992231964476,0.0,1.653528496980074,0.0,2.726430149432177
B10,0.9,4.5,0.5,1.106481151671701,0.27410325191528423,0.5481170201186104,0.9037659597627792,1.0919513590266632,-0.41113250329273554,0.15026518542106754,0.27410325191528423,0.30048131528925276,0.0,0.4954503770826314,0.27410325191528423,0.30048131528925276,0.0,0.6008645354874104,0.0,0.990739009499621,0.0,0.4954503770826314,0.0,0.990739009499621,0.0,1.6335858200518747
B10,0.9,4.5,0.75,1.356481151671701,0.22358591675410547,0.44709884167891706,0.7372015444281106,0.8907043019479555,-0.33536062419473556,0.09998132434154756,0.22358591675410547,0.19993000879295866,0.0,0.32965576628700305,0.22358591675410547,0.19993000879295866,0.0,0.3997947484612587,0.0,0.6592039131954339,0.0,0.32965576628700305,0.0,0.6592039131954339,0.0,1.086932234214383
B10,0.9,4.5,1.0,1.606481151671701,0.1887915594531433,0.3775214860383503,0.6224785139616498,0.7520932293840026,-0.283171928447238,0.07128450584149948,0.1887915594531433,0.14254574015249644,0.0,0.2350373787537902,0.1887915594531433,0.14254574015249644,0.0,0.2850449448412086,0.0,0.469998027235492,0.0,0.2350373787537902,0.0,0.469998027235492,0.0,0.7749590006878077
B10,0.9,5.0,0.1,0.7375813096953713,0.38905328239299475,0.8644217272244858,1.355782727755141,1.6543077657792995,-0.603004005729818,0.30272491308152666,0.38905328239299475,0.6726122206970163,0.0,1.0549434408897314,0.38905328239299475,0.6726122206970163,0.0,1.4944498449955268,0.0,2.3439360945344476,0.0,1.0549434408897314,0.0,2.3439360945344476,0.0,3.676293609758342
B10,0.9,5.0,0.25,0.8875813096953713,0.32330382178416517,0.7183356642719267,1.126657342912293,1.374732067016488,-0.5010971721006642,0.20905072236049446,0.32330382178416517,0.4644813311659618,0.0,0.728505249609474,0.32330382178416517,0.4644813311659618,0.0,1.0320122531299805,0.0,1.6186363016554919,0.0,0.728505249609474,0.0,1.6186363016554919,0.0,2.5387135366763767
B10,0.9,5.0,0.5,1.1375813096953713,0.25225311555580304,0.5604709784359123,0.8790580431281756,1.0726147468522218,-0.3909737972196961,0.12726326861521864,0.25225311555580304,0.2827611009781364,0.0,0.44349026026693955,0.25225311555580304,0.2827611009781364,0.0,0.6282554353378178,0.0,0.985373043068014,0.0,0.44349026026693955,0.0,0.985373043068014,0.0,1.5454860863766748
B10,0.9,5.0,0.75,1.3875813096953713,0.20680476708907738,0.45949113413421916,0.7206784878210413,0.8793621534082197,-0.3205321959802108,0.0855364233815351,0.20680476708907738,0.1900499139482464,0.0,0.29807949363987785,0.20680476708907738,0.1900499139482464,0.0,0.422264204695902,0.0,0.6622907514300486,0.0,0.29807949363987785,0.0,0.6622907514300486,0.0,1.0387549656160455
B10,0.9,5.0,1.0,1.6375813096953713,0.17523308788990102,0.3893432991208091,0.610656700879191,0.7451150555386485,-0.2715984126495014,0.06141327018285955,0.17523308788990102,0.13645165710836155,0.0,0.21401451867144056,0.17523308788990102,0.13645165710836155,0.0,0.30317640914055166,0.0,0.4755101891010666,0.0,0.21401451867144056,0.0,0.4755101891010666,0.0,0.7458032126573155
B5,0.95,1.5,0.1,0.23805126655628425,1.1483218775559567,0.5799224198777525,4.200775801222475,4.393343883613805,-0.02281696505332687,2.637286268947275,1.1483218775559567,1.3318752040616293,0.0,9.647685510502843,1.1483218775559567,1.3318752040616293,0.0,0.6726200261537365,0.0,4.872248136017685,0.0,9.647685510502843,0.0,4.872248136017685,0.0,35.29303466427265
B5,0.95,1.5,0.25,0.38805126655628425,0.70444165739332,0.3557552273476753,2.576979090609299,2.695110584724451,-0.013997138775288905,0.9924760973420952,0.70444165739332,0.5012176039582674,0.0,3.63066284331349,0.70444165739332,0.5012176039582674,0.0,0.2531235635703923,0.0,1.8335475644998331,0.0,3.63066284331349,0.0,1.8335475644998331,0.0,13.281642466875057
B5,0.95,1.5,0.5,0.6380512665562843,0.4284287042354333,0.21636390959833066,1.567272180803339,1.6391176238176384,-0.008512807221950401,0.36710230922570475,0.4284287042354333,0.18539301886505047,0.0,1.3429287792116325,0.4284287042354333,0.18539301886505047,0.0,0.0936266827533492,0.0,0.6782022728866244,0.0,1.3429287792116325,0.0,0.6782022728866244,0.0,4.912684177440108
B5,0.95,1.5,0.75,0.8880512665562843,0.3078194780651895,0.1554541632394988,1.1260611156806684,1.1776809687656542,-0.006116321922469422,0.18950566215265136,0.3078194780651895,0.09570363878288657,0.0,0.6932470897966566,0.3078194780651895,0.09570363878288657,0.0,0.04833199373698547,0.0,0.35010177698934947,0.0,0.6932470897966566,0.0,0.35010177698934947,0.0,2.536027272495983
B5,0.95,1.5,1.0,1.1380512665562843,0.24019961613299293,0.1213049628019167,0.8786950371980834,0.9189753631014015,-0.004772726492674491,0.11539171118087431,0.24019961613299293,0.05827481100009475,0.0,0.42212442126589117,0.24019961613299293,0.05827481100009475,0.0,0.02942978800074879,0.0,0.21318013760308463,0.0,0.42212442126589117,0.0,0.21318013760308463,0.0,1.5442099367930824
B5,0.95,2.0,0.1,0.32648022957324685,1.0302162902172247,0.6937027392724108,3.0629726072758934,3.3052035168844704,-0.5304608150899276,2.122691209257882,1.0302162902172247,1.4293277251334995,0.0,6.311048553009503,1.0302162902172247,1.4293277251334995,0.0,0.9624469809480927,0.0,4.249584975967291,0.0,6.311048553009503,0.0,4.249584975967291,0.0,18.76360238584497
B5,0.95,2.0,0.25,0.4764802295732468,0.7058955021942072,0.4753192588412133,2.0987229646351473,2.2646975383327272,-0.36346727091968123,0.9965769200360238,0.7058955021942072,0.6710514538445932,0.0,2.962958202175285,0.7058955021942072,0.6710514538445932,0.0,0.4518567956507206,0.0,1.9951268881268243,0.0,2.962958202175285,0.0,1.9951268881268243,0.0,8.809276164573884
B5,0.95,2.0,0.5,0.7264802295732469,0.4629792212484516,0.3117500247822121,1.376499950435576,1.4853585260160846,-0.2383891008182074,0.42869951861564537,0.4629792212484516,0.2886675673957081,0.0,1.2745817502023904,0.4629792212484516,0.2886675673957081,0.0,0.1943761559034197,0.0,0.858247787322009,0.0,1.2745817502023904,0.0,0.858247787322009,0.0,3.789504227098286
B5,0.95,2.0,0.75,0.9764802295732469,0.34444655483420467,0.2319352944526342,1.0240862740631544,1.1050747063771467,-0.1773563493096615,0.2372868582743055,0.34444655483420467,0.15977862623733333,0.0,0.7054859779081013,0.34444655483420467,0.15977862623733333,0.0,0.10758796162566026,0.0,0.4750435030394775,0.0,0.7054859779081013,0.0,0.4750435030394775,0.0,2.0975053934491084
B5,0.95,2.0,1.0,1.2264802295732469,0.27423617831756597,0.18465868761052145,0.8153413123894786,0.8798214410306567,-0.14120485965797494,0.15041096299644768,0.27423617831756597,0.10128018556689335,0.0,0.4471921710682386,0.27423617831756597,0.10128018556689335,0.0,0.0681976618200803,0.0,0.3011197134009626,0.0,0.4471921710682386,0.0,0.3011197134009626,0.0,1.3295629113779948
B5,0.95,2.5,0.1,0.40480650924199146,0.8945852647705171,0.7529683991810011,2.4703160081899886,2.7330761764776073,-0.7263333682272278,1.6005655918890724,0.8945852647705171,1.3471888694903367,0.0,4.419816600506976,0.8945852647705171,1.3471888694903367,0.0,1.1339228203303988,0.0,3.720139780316033,0.0,4.419816600506976,0.0,3.720139780316033,0.0,12.20492236063944
B5,0.95,2.5,0.25,0.5548065092419914,0.6527211419091746,0.5493924533409595,1.8024301866361618,1.9941493260487,-0.5299585899591467,0.8520897781904337,0.6527211419091746,0.7172001390019881,0.0,2.3529685792654447,0.6527211419091746,0.7172001390019881,0.0,0.6036641355759969,0.0,1.9804830844236891,0.0,2.3529685792654447,0.0,1.9804830844236891,0.0,6.497509155394538
B5,0.95,2.5,0.5,0.8048065092419914,0.4499639777915716,0.37873265902020853,1.242534681959583,1.3746994013932405,-0.3653356079524874,0.4049351626200279,0.4499639777915716,0.34083210754462395,0.0,1.1181916960770386,0.4499639777915716,0.34083210754462395,0.0,0.28687685401703505,0.0,0.941176928046764,0.0,1.1181916960770386,0.0,0.941176928046764,0.0,3.0877848717448044
B5,0.95,2.5,0.75,1.0548065092419914,0.343317883496295,0.2889691204702865,0.9480411727062845,1.0488814932393715,-0.27874730840382744,0.23573433825675116,0.343317883496295,0.1984165336712893,0.0,0.6509589777617342,0.343317883496295,0.1984165336712893,0.0,0.16700630517074191,0.0,0.547909247693108,0.0,0.6509589777617342,0.0,0.547909247693108,0.0,1.7975641302926144
B5,0.95,2.5,1.0,1.3048065092419914,0.2775384209735834,0.2336028423241576,0.7663971576758424,0.8479165444500096,-0.22533952218620623,0.15405515023302,0.2775384209735834,0.12966752798717535,0.0,0.42540931395999143,0.2775384209735834,0.12966752798717535,0.0,0.10914057588385047,0.0,0.3580651087644647,0.0,0.42540931395999143,0.0,0.3580651087644647,0.0,1.17472920658722
B5,0.95,3.0,0.1,0.4715525084779866,0.7801064749664264,0.787934539203775,2.12065460796225,2.3930279807445487,-0.7878567680354163,1.2171322245690872,0.7801064749664264,1.2293456717651048,0.0,3.3086727816774792,0.7801064749664264,1.2293456717651048,0.0,1.2416816761405305,0.0,3.341874022670195,0.0,3.3086727816774792,0.0,3.341874022670195,0.0,8.994351932543047
B5,0.95,3.0,0.25,0.6215525084779865,0.591842459217372,0.5977813674790209,1.6088745300839165,1.8155157155448416,-0.5977223649184543,0.7005549930649333,0.591842459217372,0.7075847892062146,0.0,1.9044005169141178,0.591842459217372,0.7075847892062146,0.0,0.7146851266101765,0.0,1.9235104333914614,0.0,1.9044005169141178,0.0,1.9235104333914614,0.0,5.176954507105486
B5,0.95,3.0,0.5,0.8715525084779865,0.4220757344761051,0.4263110998634354,1.1473778002731292,1.2947451085290573,-0.4262690218599071,0.3562958512670871,0.4220757344761051,0.35987114118035135,0.0,0.9685606555437176,0.4220757344761051,0.35987114118035135,0.0,0.363482307733544,0.0,0.9782797839866536,0.0,0.9685606555437176,0.0,0.9782797839866536,0.0,2.6329516331192093
B5,0.95,3.0,0.75,1.1215525084779865,0.3279928156458296,0.33128409563472455,0.8916212058203672,1.0061395598048821,-0.3312513970412574,0.21515857423055834,0.3279928156458296,0.2173176066118312,0.0,0.584890699573104,0.3279928156458296,0.2173176066118312,0.0,0.21949830404103465,0.0,0.5907598496378859,0.0,0.584890699573104,0.0,0.5907598496378859,0.0,1.5899767493371313
B5,0.95,3.0,1.0,1.3715525084779865,0.26820786143911757,0.27089922272848216,0.7291007772715178,0.8227452760305415,-0.27087248427749316,0.14387091387548978,0.26820786143911757,0.1453146023870508,0.0,0.39110112049118434,0.26820786143911757,0.1453146023870508,0.0,0.14677277774979156,0.0,0.39502566770717273,0.0,0.39110112049118434,0.0,0.39502566770717273,0.0,1.0631758868358627
B5,0.95,3.5,0.1,0.5280020841032638,0.6879029972784482,0.8106068081722902,1.893931918277098,2.171928185320295,-0.7920327904659504,0.9464210673293454,0.6879029972784482,1.115237705912069,0.0,2.6056828864482733,0.6879029972784482,1.115237705912069,0.0,1.3141667949105362,0.0,3.0704682143404423,0.0,2.6056828864482733,0.0,3.0704682143404423,0.0,7.173956222137536
B5,0.95,3.5,0.25,0.6780020841032638,0.5357125364950689,0.6312695700181307,1.4749217199274773,1.6914145771225586,-0.6168048356330006,0.5739758435159611,0.5357125364950689,0.6763580451331286,0.0,1.580268111428037,0.5357125364950689,0.6763580451331286,0.0,0.7970025400617512,0.0,1.8621463998980408,0.0,1.580268111428037,0.0,1.8621463998980408,0.0,4.350788159827656
B5,0.95,3.5,0.5,0.9280020841032638,0.3913937505591697,0.46120810657105993,1.0775837868578801,1.235754345831972,-0.4506401129995853,0.30637813595354707,0.3913937505591697,0.36102794123828075,0.0,0.8435191197601173,0.3913937505591697,0.36102794123828075,0.0,0.42542583513372434,0.0,0.993980756016791,0.0,0.8435191197601173,0.0,0.993980756016791,0.0,2.3223736353979385
B5,0.95,3.5,0.75,1.1780020841032637,0.30833070766627185,0.3633288004147071,0.8488949327803905,0.9734979452474452,-0.35500358589135267,0.19013565057996798,0.30833070766627185,0.2240508522948086,0.0,0.5234807507169802,0.30833070766627185,0.2240508522948086,0.0,0.26401563442158016,0.0,0.6168559552104455,0.0,0.5234807507169802,0.0,0.6168559552104455,0.0,1.4412452138004475
B5,0.95,3.5,1.0,1.4280020841032637,0.2543513208189668,0.29972090998174866,0.7002790900182514,0.8030678814393156,-0.2928531888710495,0.12938918880470593,0.2543513208189668,0.15246881866184084,0.0,0.35623382297609274,0.2543513208189668,0.15246881866184084,0.0,0.17966524776057496,0.0,0.4197765722029224,0.0,0.35623382297609274,0.0,0.4197765722029224,0.0,0.9807816078335805
B5,0.95,4.0,0.1,0.5758993901795282,0.6136115664633085,0.8263585589683878,1.7364144103161225,2.0185446804149154,-0.7715865930599574,0.7530383089951105,0.6136115664633085,1.0141263396579094,0.0,2.130967932687076,0.6136115664633085,1.0141263396579094,0.0,1.365736935960621,0.0,2.869801819761548,0.0,2.130967932687076,0.0,2.869801819761548,0.0,6.030270008706975
B5,0.95,4.0,0.25,0.7258993901795282,0.48681474556126497,0.6555996555691135,1.3776013777235463,1.6014321905044973,-0.6121457800150952,0.47397719299175833,0.48681474556126497,0.6383111590318619,0.0,1.3412733283626725,0.48681474556126497,0.6383111590318619,0.0,0.8596218167646804,0.0,1.8063099774941862,0.0,1.3412733283626725,0.0,1.8063099774941862,0.0,3.7955711118116255
B5,0.95,4.0,0.5,0.9758993901795282,0.36210549006318804,0.4876521032480417,1.0246957935039167,1.191186983206567,-0.45532997856693475,0.26224077186780315,0.36210549006318804,0.35316300765395303,0.0,0.7420959449448462,0.36210549006318804,0.35316300765395303,0.0,0.4756091476044774,0.0,0.9993901177832121,0.0,0.7420959449448462,0.0,0.9993901177832121,0.0,2.100002938449243
B5,0.95,4.0,0.75,1.2258993901795283,0.28826062706628275,0.38820428005093843,0.8157276265987488,0.9482659505449628,-0.36247366788301855,0.16618837823329308,0.28826062706628275,0.2238080183945967,0.0,0.47028431431729173,0.28826062706628275,0.2238080183945967,0.0,0.30140512609973485,0.0,0.6333379120028559,0.0,0.47028431431729173,0.0,0.6333379120028559,0.0,1.3308231215928554
B5,0.95,4.0,1.0,1.4758993901795283,0.23943266680958483,0.3224470403240968,0.6775529596759032,0.787640850207057,-0.30107489126333864,0.11465600387109934,0.23943266680958483,0.1544087095393125,0.0,0.3244566240798572,0.23943266680958483,0.1544087095393125,0.0,0.20794418762753944,0.0,0.43694989302065423,0.0,0.3244566240798572,0.0,0.43694989302065423,0.0,0.9181560263311523
