delta,mse,mse_beta,mse_eta,mse_gamma,est_beta,est_eta,est_gamma,failure
0.001,0.808748761086582,0.5276517017425184,0.26010155087517106,0.020995508468892587,1.72639638059569,1510.0015204635874,855.1017306214716,
0.003,0.789889594525041,0.5155966077365246,0.2546297301202993,0.019663256668217114,1.7180505607104033,1504.6084919224995,859.7742653140405,
0.005,0.7736982257752074,0.5052327944860625,0.2499227142297764,0.018542717059368444,1.7107972949344015,1499.9227082557627,863.828354422191,
0.007,0.7576635440636362,0.49495435550630523,0.24525413982981753,0.017455048727513446,1.703529925096513,1495.2314002865908,867.8824435303413,
0.009000000000000001,0.7417891217013673,0.4847654991508166,0.24062337087789867,0.016400251672652067,1.6962510317053876,1490.533761200897,871.9365326384918,
0.011,0.7260736393723112,0.4746644750853492,0.23603083839217756,0.015378325894784342,1.688958979247204,1485.8300509356925,875.9906217466423,
0.013000000000000001,0.7105192223325831,0.4646537330085211,0.2314762179301518,0.01438927139391026,1.6816551422886217,1481.1197542505938,880.0447108547928,
0.015,0.697657517477941,0.4563647369881652,0.2277039140034643,0.013588866486311574,1.6755477310954165,1477.1833127881405,883.4287064225863,
0.017,0.6850065513361023,0.44820201383136393,0.2239872227463903,0.012817314758348177,1.6694789121633062,1473.2728840176567,886.7864197264826,
0.019000000000000003,0.6724659999568109,0.44010085628161255,0.2202968321675512,0.012068311507647101,1.6634009769977827,1469.3578934752788,890.1441330303788,
0.021,0.6600361055039067,0.4320614705269017,0.21663277824279664,0.011341856734208351,1.6573138295570098,1465.4382646955412,893.5018463342751,
0.023,0.6477171114460295,0.4240840627978685,0.2129950982101291,0.0106379504380319,1.6512173698527002,1461.5139198443846,896.8595596381715,
0.025,0.6355092612853444,0.4161688377403426,0.20938383092588403,0.009956592619117797,1.645111492488192,1457.5847800417798,900.2172729420678,
0.027000000000000003,0.6246020577584066,0.409088500795008,0.20615173720208746,0.009361819761311141,1.6396002664125524,1454.0393564462088,903.2435027436858,
0.029,0.61468118505375,0.40264139675659144,0.20320720652640428,0.008832581770754246,1.634540303492687,1450.7851001601587,906.0181838292415,
0.031,0.6048367041721183,0.39623718178209705,0.2002807808995709,0.008318741490450457,1.629473733989034,1447.5274079870092,908.7928649147971,
0.033,0.5950687672295075,0.38987598599984996,0.19737248230925783,0.007820298920399723,1.6244005012809086,1444.2662290893354,911.5675460003528,
0.035,0.5853778030876677,0.38355828140886294,0.19448226761820275,0.0073372540606020725,1.6193208226830929,1441.0014372065048,914.3422270859085,
0.037000000000000005,0.5757638075052306,0.37728400366366,0.19161019693051307,0.006869606911057505,1.6142344858957856,1437.733020150997,917.1169081714642,
0.039,0.5662267950796567,0.3710531100676209,0.1887563275402698,0.006417357471766016,1.6091412890845775,1434.4609620440826,919.8915892570199,
0.041,0.5567655005692504,0.36486396611445837,0.18592102871206456,0.005980505742727626,1.604039705743305,1431.185608192185,922.6662703425754,
0.043000000000000003,0.5487513811527994,0.35961661102438486,0.1835149842097596,0.005619785918654958,1.59968042407968,1428.3864892941415,925.0347686013379,
0.045,0.5410691920842263,0.3545815785662313,0.1812053580748698,0.005282255443125175,1.595467529397054,1425.6822266372767,927.3208734014698,
0.047,0.5334404447744564,0.34957730831947015,0.17890795893707648,0.0049551775179097635,1.5912506307138032,1422.975128036007,929.6069782016018,
0.049,0.5258632920592606,0.34460146200941055,0.17662327790684137,0.004638552143008724,1.5870276501234082,1420.265722973979,931.8930830017338,
0.051000000000000004,0.5183392338623549,0.33965586985567336,0.1743509846882595,0.00433237931842206,1.5828000256139951,1417.5535710400038,934.1791878018657,
0.053000000000000005,0.5108694831710817,0.3347420097310421,0.1720908143958898,0.004036659044149768,1.578568932566416,1414.8382990948278,936.4652926019977,
0.055,0.5034539354050509,0.3298597165484649,0.16984282753639418,0.0037513913201918624,1.5743341506026478,1412.119918878467,938.7513974021296,
0.057,0.4960903212892701,0.3250061137279665,0.16760763141475526,0.0034765761465483155,1.570093074618493,1409.3991101782651,941.0375022022615,
0.059000000000000004,0.48877772689128185,0.32018001096337384,0.16538550240468886,0.00321221352321914,1.5658445112956154,1406.6761640478685,943.3236070023935,
0.061,0.48209109658312466,0.31576371843628714,0.16334941522932014,0.002977962917517385,1.561928570581962,1404.165084129394,945.4292851657834,
0.063,0.4761703740156532,0.3118499975405456,0.16154370807696514,0.002776668398142521,1.5584353118674943,1401.925003050277,947.3058978808584,
0.065,0.4702859361553733,0.30795711918917223,0.1597463997368686,0.002582417229332419,1.5549388427468132,1399.682873959929,949.1825105959334,
0.067,0.4644378707787867,0.3040851706858542,0.1579574906818454,0.0023952094110870794,1.5514391813118236,1397.43866279194,951.0591233110084,
0.069,0.45862454209246684,0.30023206990393286,0.15617742724512748,0.0022150449434064916,1.5479343664198595,1395.1928987787198,952.9357360260835,
0.07100000000000001,0.45284852881137494,0.29640103609891333,0.1544055688861709,0.002041923826290677,1.5444272551029323,1392.9447402449496,954.8123487411585,
0.07300000000000001,0.44710817319299107,0.29258995790741404,0.1526423692258374,0.001875846059739625,1.5409158510410044,1390.6947263860077,956.6889614562335,
