beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
5.0,1.0,1.0,1.0,20,0,0,0,0,0,False,209.72160017117858,failure
5.0,1.0,1.0,1.0,20,1,3.013749315315697,0.5009840927079952,1.463170093050283,0.9600174837771656,True,19.971000030636787,success
5.0,1.0,1.0,1.0,20,2,1.933176459478167,0.39539536891162114,1.637601598773278,0.918320883794431,True,20.19429998472333,success
5.0,1.0,1.0,1.0,20,3,2.786495960312483,0.5592511031309955,1.4040902678382081,0.9523095036243986,True,16.197599936276674,success
5.0,1.0,1.0,1.0,20,4,10.560646512972422,2.0234790109801324,0.0,0.9065405086314542,True,18.472300143912435,success
5.0,1.0,1.0,1.0,20,5,3.9668926447568635,0.8705959502417526,1.1123803419126193,0.9556135496903528,True,13.954299967736006,success
5.0,1.0,1.0,1.0,20,6,12.074238544212875,1.9637486916447493,0.0,0.9195419467556385,True,12.341399909928441,success
5.0,1.0,1.0,1.0,20,7,2.8177453680486186,0.5408750154473465,1.4357475200180807,0.8901144411244871,True,20.153800025582314,success
5.0,1.0,1.0,1.0,20,8,6.85054335778681,1.2348622280805657,0.7114155315371608,0.9592431470344865,True,19.11229989491403,success
5.0,1.0,1.0,1.0,20,9,4.165182736933849,0.778896363441815,1.2762596932944683,0.9422980984176977,True,18.627200042828918,success
5.0,1.0,1.0,1.0,20,10,12.219968701381024,2.0073205724806824,4.178583410186722e-05,0.9649465260697615,True,7.727399934083223,success
5.0,1.0,1.0,1.0,20,11,4.135202065257522,0.6828185915327425,1.3326579442987405,0.9264734877148284,True,12.79939990490675,success
5.0,1.0,1.0,1.0,20,12,4.295632915571801,0.810457691507577,1.2090844052403065,0.9550351332835233,True,16.139999963343143,success
5.0,1.0,1.0,1.0,20,13,2.726124356005096,0.5530736725993717,1.409110248158935,0.9405122606732235,True,14.272300060838461,success
5.0,1.0,1.0,1.0,20,14,9.434478845677521,2.060620692358362,0.0,0.9614891278100738,True,6.994300056248903,success
5.0,1.0,1.0,1.0,20,15,11.722600639117875,2.003336759985345,8.410022852990074e-05,0.9340137988121966,True,6.930300034582615,success
5.0,1.0,1.0,1.0,20,16,2.469762796402856,0.5199854140574713,1.4577153365254265,0.9517029550028868,True,15.718200011178851,success
5.0,1.0,1.0,1.0,20,17,2.0851075505107266,0.42158179281345654,1.5472349221371862,0.9282533375953675,True,17.6530999597162,success
5.0,1.0,1.0,1.0,20,18,10.210089126013386,2.0893784034377587,0.0,0.8307093422568145,True,11.50020002387464,success
5.0,1.0,1.0,1.0,20,19,2.172064311169774,0.44363140974752835,1.5498012866688486,0.9518903970007573,True,15.555399935692549,success
5.0,1.0,1.0,1.0,20,20,12.104492659572308,1.9757984241520141,0.0,0.9028777030620068,True,7.242899853736162,success
5.0,1.0,1.0,1.0,20,21,1.923949876933725,0.4210088186431341,1.5664980740884213,0.9425990227490125,True,13.391700107604265,success
5.0,1.0,1.0,1.0,20,22,2.4002244684995055,0.48520377308711715,1.5190396629953007,0.8994544338298108,True,15.600200043991208,success
5.0,1.0,1.0,1.0,20,23,3.0535035226358125,0.6801988235241101,1.284881279368987,0.9293981607639249,True,14.757800148800015,success
5.0,1.0,1.0,1.0,20,24,4.802709027860916,1.0163342598829588,0.9607571332153015,0.9294540042031751,True,17.198099987581372,success
5.0,1.0,1.0,1.0,20,25,5.66072663834167,1.2716265794081973,0.685935038272255,0.9664971609847985,True,12.909600045531988,success
5.0,1.0,1.0,1.0,20,26,2.4147367914709514,0.6353944071478282,1.3814888611991978,0.9294963965891293,True,16.861400101333857,success
5.0,1.0,1.0,1.0,20,27,2.322656278511209,0.36695079056988156,1.649628655164325,0.9039583969801983,True,16.97760005481541,success
5.0,1.0,1.0,1.0,20,28,3.4351306929290315,0.5927930493394344,1.3799616029829935,0.9603640015753592,True,17.804899951443076,success
5.0,1.0,1.0,1.0,20,29,7.115651334536377,1.5060482709828005,0.571248840599343,0.8699129554571866,True,24.595099966973066,success
5.0,1.0,1.0,1.0,20,30,1.5350416988739988,0.18821109954520654,1.6985014181011238,0.9217338458642763,True,15.073500107973814,success
5.0,1.0,1.0,1.0,20,31,4.072615154900644,0.7988280191232314,1.2124902843344851,0.9601755391498434,True,16.633299877867103,success
5.0,1.0,1.0,1.0,20,32,4.528694275633642,1.008792525630358,0.953088498461157,0.9516745711060521,True,18.557799980044365,success
5.0,1.0,1.0,1.0,20,33,3.5519993931706635,0.711784432602402,1.2622312240988731,0.9389176801545377,True,16.707199858501554,success
5.0,1.0,1.0,1.0,20,34,3.891110165881358,0.6867378152574466,1.3912891395463394,0.9634336697108238,True,11.136599816381931,success
5.0,1.0,1.0,1.0,20,35,5.716121565693735,0.9838725421456833,1.0458240085815507,0.9430962361615317,True,15.897200210019946,success
5.0,1.0,1.0,1.0,20,36,11.168364697017008,2.0420601671995984,0.0,0.5460610993113526,True,14.974100049585104,success
5.0,1.0,1.0,1.0,20,37,5.10542584030348,1.1569699439250967,0.7932486631104531,0.938624172524404,True,25.230100145563483,success
5.0,1.0,1.0,1.0,20,38,16.515020299670553,2.0452694472448982,0.0,0.679506135997824,True,13.983000069856644,success
5.0,1.0,1.0,1.0,20,39,5.5988424134074295,0.9347568502409729,1.0716579883172366,0.9446796593519966,True,17.38690002821386,success
5.0,1.0,1.0,1.0,20,40,4.329240287660914,0.7718746739303646,1.2186515027312628,0.9546414485328991,True,11.585199972614646,success
5.0,1.0,1.0,1.0,20,41,3.9475586088833845,0.8130760671426654,1.1851961630590293,0.9563352672572585,True,19.969400018453598,success
5.0,1.0,1.0,1.0,20,42,4.74834430862431,0.9078101179410072,1.0873919771456775,0.9542673040912052,True,17.705600010231137,success
5.0,1.0,1.0,1.0,20,43,1.633778936244744,0.3212450571961649,1.666871168658804,0.9045849561816482,True,17.37340004183352,success
