beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
2.0,1.0,0.1,0.1,7,0,0,0,0,0,False,9.471899829804897,failure
2.0,1.0,0.1,0.1,7,1,2.6304219777075426,1.134922787013739,0.4145571990152366,0.6742225124517085,True,3.671300131827593,success
2.0,1.0,0.1,0.1,7,2,2.3932477765405658,0.9399619119395779,0.20177693109193978,0.8350617481647569,True,29.808600200340152,success
2.0,1.0,0.1,0.1,7,3,1.9353209795966944,0.802583842983235,0.5080929711696807,0.8148520210300343,True,32.55090001039207,success
2.0,1.0,0.1,0.1,7,4,0,0,0,0,False,409.93910003453493,failure
2.0,1.0,0.1,0.1,7,5,1.5511274939413526,0.6236385383997535,0.1442467451735081,0.7064953364145843,True,23.07419991120696,success
2.0,1.0,0.1,0.1,7,6,0,0,0,0,False,320.92490000650287,failure
2.0,1.0,0.1,0.1,7,7,2.746923177946675,1.0237767063665615,0.0,0.1812122543944975,True,21.74870017915964,success
2.0,1.0,0.1,0.1,7,8,0,0,0,0,False,53.03979991003871,failure
2.0,1.0,0.1,0.1,7,9,0,0,0,0,False,444.9614998884499,failure
2.0,1.0,0.1,0.1,7,10,0,0,0,0,False,373.64329979754984,failure
2.0,1.0,0.1,0.1,7,11,0,0,0,0,False,424.6677001938224,failure
2.0,1.0,0.1,0.1,7,12,0,0,0,0,False,53.31219988875091,failure
2.0,1.0,0.1,0.1,7,13,0,0,0,0,False,334.83970002271235,failure
2.0,1.0,0.1,0.1,7,14,0,0,0,0,False,416.0919999703765,failure
2.0,1.0,0.1,0.1,7,15,0,0,0,0,False,56.58460012637079,failure
2.0,1.0,0.1,0.1,7,16,0,0,0,0,False,415.11719999834895,failure
2.0,1.0,0.1,0.1,7,17,0,0,0,0,False,396.1799000389874,failure
2.0,1.0,0.1,0.1,7,18,2.5106295624844606,0.8436257037018893,0.3401027939406192,0.8455280316161878,True,23.669300135225058,success
2.0,1.0,0.1,0.1,7,19,0,0,0,0,False,399.66519991867244,failure
