beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
5.0,1.0,0.1,0.1,7,0,0.0,3.204384528516816,0.6302898277797285,0.48753289954882256,0.9358710517582725,True,241.8994999025017,success
5.0,1.0,0.1,0.1,7,0,0.02,1.8202862767799266,0.41447168258845146,0.6923258724187243,0.9511295349218909,True,208.80830008536577,success
5.0,1.0,0.1,0.1,7,0,0.04,1.6242652282437569,0.38619115780863694,0.718239561566674,0.9545188732008189,True,213.5499999858439,success
5.0,1.0,0.1,0.1,7,0,0.06,1.517996421172714,0.3713616829865239,0.7317036314047013,0.9563775695686999,True,222.52690000459552,success
5.0,1.0,0.1,0.1,7,0,0.08,1.4465456371001923,0.361637891286259,0.7404855273500428,0.9575729554938437,True,232.82229993492365,success
5.0,1.0,0.1,0.1,7,0,0.1,1.3934033387185418,0.3545533433822013,0.7468615232716084,0.9583984667104976,True,240.16630020923913,success
5.0,1.0,0.1,0.1,7,0,0.12,1.3514602316782125,0.34905982812085484,0.7517934086687322,0.9589897526123591,True,226.24799981713295,success
5.0,1.0,0.1,0.1,7,0,0.14,1.3170292466973328,0.34461995227332676,0.755772131630392,0.9594206705776133,True,232.25510003976524,success
5.0,1.0,0.1,0.1,7,0,0.16,1.2879673839628847,0.3409233350124854,0.7590797950284424,0.9597354954727677,True,234.314400004223,success
5.0,1.0,0.1,0.1,7,0,0.18,1.262914159198205,0.33777658159742885,0.7618923435445151,0.959963343228214,True,245.03450002521276,success
5.0,1.0,0.1,0.1,7,0,0.2,1.2409668701423349,0.33505036229593627,0.7643263354568928,0.960123603476666,True,233.6621000431478,success
5.0,1.0,0.1,0.1,7,0,0.22,1.2214860986308627,0.3326554446340033,0.7664626506174304,0.9602304369134749,True,275.5133998580277,success
5.0,1.0,0.1,0.1,7,0,0.24,1.2040110503685881,0.3305270482856287,0.7683595182243703,0.9602940221778999,True,279.4784000143409,success
5.0,1.0,0.1,0.1,7,0,0.26,1.188195657199402,0.3286171498809684,0.7700601447066189,0.9603220936669974,True,300.0920999329537,success
5.0,1.0,0.1,0.1,7,0,0.28,1.1737742085226046,0.32688921768027607,0.7715973895772539,0.960320625620043,True,249.24309994094074,success
5.0,1.0,0.1,0.1,7,0,0.3,1.1605401664748851,0.32531466534637765,0.7729967766068594,0.9602942252563783,True,222.91120002046227,success
5.0,1.0,0.1,0.1,7,0,0.32,1.1483247979728615,0.3238713730399753,0.7742784917255854,0.9602467849644635,True,239.18090015649796,success
5.0,1.0,0.1,0.1,7,0,0.34,1.1369997090339687,0.3225405427212872,0.7754587558273515,0.9601810140097606,True,236.03710019961,success
5.0,1.0,0.1,0.1,7,0,0.36,1.126451816546946,0.3213078419722217,0.7765507683449987,0.960099545248045,True,224.6482998598367,success
5.0,1.0,0.1,0.1,7,0,0.38,1.116589528429171,0.32016117275242395,0.7775654139212523,0.9600044315206762,True,250.15110010281205,success
5.0,1.0,0.1,0.1,7,0,0.4,1.1073373092594814,0.31909029824452173,0.7785117574316349,0.959897318418451,True,225.68630008026958,success
5.0,1.0,0.1,0.1,7,0,0.42,1.0986336231129694,0.3180862821194589,0.7793974230510331,0.959779459755149,True,281.17349999956787,success
5.0,1.0,0.1,0.1,7,0,0.44,1.0904201270891074,0.31714231632378714,0.7802288767363069,0.9596522265294837,True,222.3902998957783,success
5.0,1.0,0.1,0.1,7,0,0.46,1.0826506251415904,0.3162520564683205,0.7810116466475827,0.9595165753381473,True,251.71209988184273,success
5.0,1.0,0.1,0.1,7,0,0.48,1.0752835270706254,0.3154102552031078,0.7817504920466405,0.9593734103210532,True,220.0816001277417,success
5.0,1.0,0.1,0.1,7,0,0.5,1.0682846999543734,0.3146120773421443,0.7824495362804015,0.9592233958703936,True,245.35500002093613,success
5.0,1.0,0.1,0.1,7,1,0.0,3.425619529173391,0.7577877110036965,0.38754288250053365,0.9206972123986812,True,204.94580012746155,success
5.0,1.0,0.1,0.1,7,1,0.02,2.958086947928891,0.6704109515701987,0.47181128458097277,0.9230210305069824,True,248.5364000312984,success
5.0,1.0,0.1,0.1,7,1,0.04,2.7313032530775945,0.6277167517620831,0.5124985789050122,0.9225918789084137,True,240.78769981861115,success
5.0,1.0,0.1,0.1,7,1,0.06,2.582019955131037,0.5993455889021242,0.5392673253901035,0.9211825631715103,True,204.55919997766614,success
5.0,1.0,0.1,0.1,7,1,0.08,2.4715522528122182,0.5781146491664636,0.5591114002379044,0.9192119186124574,True,202.90670008398592,success
5.0,1.0,0.1,0.1,7,1,0.1,2.384435362803141,0.5611553454201231,0.5748170364075572,0.9168399485421808,True,199.2745001334697,success
5.0,1.0,0.1,0.1,7,1,0.12,2.3129206946879437,0.5470300753000009,0.5877773904248712,0.9141388484771431,True,190.49070007167757,success
5.0,1.0,0.1,0.1,7,1,0.14,2.252563965742857,0.5349161950700508,0.5987884921306517,0.9111433881914922,True,219.22209998592734,success
5.0,1.0,0.1,0.1,7,1,0.16,2.200589906019878,0.5242985655690173,0.608347624659552,0.9078675704696868,True,189.49329992756248,success
5.0,1.0,0.1,0.1,7,1,0.18,2.1551495767696824,0.5148332793743255,0.6167860554227114,0.9043131535880409,True,195.26079995557666,success
5.0,1.0,0.1,0.1,7,1,0.2,2.1149471738727663,0.5062793813133266,0.6243355160392818,0.9004740327716338,True,201.76960015669465,success
5.0,1.0,0.1,0.1,7,1,0.22,2.0790410420572925,0.4984613286226575,0.6311644658205453,0.8963378917620702,True,195.4755000770092,success
5.0,1.0,0.1,0.1,7,1,0.24,2.0467310185062075,0.49124683774340266,0.6373992615217992,0.891886189845898,True,249.48400002904236,success
5.0,1.0,0.1,0.1,7,1,0.26,2.0174754494004095,0.4845339894909659,0.6431371865991273,0.8870961865048318,True,180.15030003152788,success
5.0,1.0,0.1,0.1,7,1,0.28,1.9908526857777458,0.47824210535511585,0.6484548283569019,0.8819395413080222,True,181.06559989973903,success
5.0,1.0,0.1,0.1,7,1,0.3,1.9665296313619371,0.4723059668672381,0.6534136661335038,0.8763818277705241,True,192.75350007228553,success
5.0,1.0,0.1,0.1,7,1,0.32,1.9442357119896627,0.4666720868929609,0.6580639170960496,0.8703828539173533,True,194.46190004236996,success
