beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
5.0,1.0,0.5,0.5,20,0,1.6264511599654516,0.3355461278177603,1.1283333337854988,0.9373654982265005,True,31.24649985693395,success
5.0,1.0,0.5,0.5,20,1,3.187801243824116,0.6134197929584131,0.8450403276054426,0.9349469939078681,True,34.575700061395764,success
5.0,1.0,0.5,0.5,20,2,4.022463000549514,0.7922523847270925,0.6080457534061481,0.9573221884373084,True,24.028100073337555,success
5.0,1.0,0.5,0.5,20,3,8.394339356857717,1.3089460162652737,0.20119414413972342,0.9514023346847662,True,40.362299885600805,success
5.0,1.0,0.5,0.5,20,4,7.367021641683227,1.4672306365088001,0.0,0.9615440488427733,True,16.067600110545754,success
5.0,1.0,0.5,0.5,20,5,1.9469071640405105,0.4897826975612095,0.896030696202863,0.9435821495228149,True,23.599500069394708,success
5.0,1.0,0.5,0.5,20,6,3.4328743590400457,0.6404629442027847,0.8028562796081862,0.9636901745388191,True,31.962599838152528,success
5.0,1.0,0.5,0.5,20,7,8.22457373578455,1.5237447692597892,5.1406382361385476e-05,0.9394618004579709,True,11.493999976664782,success
5.0,1.0,0.5,0.5,20,8,2.802148045452922,0.5971071036297297,0.9597131554685547,0.9102454526736774,True,21.571299992501736,success
5.0,1.0,0.5,0.5,20,9,7.248853035399584,1.5307888826012985,0.0,0.8745494805141597,True,21.608900045976043,success
5.0,1.0,0.5,0.5,20,10,4.261879307718758,1.0482602885130046,0.4320307153375389,0.9472916281011421,True,25.39619989693165,success
5.0,1.0,0.5,0.5,20,11,5.565771295842713,1.1171419036770172,0.45545088223716945,0.9628560561964703,True,36.100100027397275,success
5.0,1.0,0.5,0.5,20,12,4.47564652205226,0.8191504463659961,0.6842037241453609,0.9480272704116249,True,21.76619996316731,success
5.0,1.0,0.5,0.5,20,13,1.9108708036697135,0.5338024500371703,0.9244268980089201,0.8534028756167916,True,30.680499970912933,success
5.0,1.0,0.5,0.5,20,14,3.76311482731749,0.8959873251472519,0.6728491792220573,0.9577172679822069,True,30.865400098264217,success
5.0,1.0,0.5,0.5,20,15,6.496372638647456,1.375074464600587,0.147253320378508,0.9573224239979335,True,17.42819999344647,success
5.0,1.0,0.5,0.5,20,16,12.426804744753863,1.5106689082229257,0.0,0.861599420503896,True,19.626500084996223,success
5.0,1.0,0.5,0.5,20,17,3.503066540542619,0.7546804020085065,0.7603518102115626,0.9076427697652366,True,31.525200000032783,success
5.0,1.0,0.5,0.5,20,18,1.7709370572419356,0.32198313020737024,1.0557367614529318,0.892498294622329,True,28.784899972379208,success
5.0,1.0,0.5,0.5,20,19,2.6034306610295697,0.48297111765295464,1.024528406415543,0.885077152945719,True,26.87179995700717,success
5.0,1.0,0.5,0.5,20,20,3.176910955168748,0.6959884400619163,0.7771756946606249,0.9165493338485458,True,27.04229997470975,success
5.0,1.0,0.5,0.5,20,21,8.801211980263083,1.5584149028259282,0.0,0.8114667534001441,True,37.75689983740449,success
5.0,1.0,0.5,0.5,20,22,3.2940646615578415,0.8277783934073266,0.6314334155762378,0.9636088452227501,True,26.300499914214015,success
5.0,1.0,0.5,0.5,20,23,1.189887504986526,0.282593173664138,1.1881280114823747,0.7805546496400154,True,28.128900099545717,success
5.0,1.0,0.5,0.5,20,24,2.363405370729987,0.528958717631052,0.8826351911686595,0.9294449289952026,True,21.237899782136083,success
5.0,1.0,0.5,0.5,20,25,7.764844932871158,1.4919949755387931,0.0,0.9260469255598766,True,18.06410006247461,success
