beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
2.0,1.0,0.5,0.5,20,0,3.859373638734201,1.67205196784413,0.0,0.9172250513600395,True,14.047699980437756,success
2.0,1.0,0.5,0.5,20,1,1.7624703362170715,1.1008998195112594,0.5352172982213868,0.9224833324098758,True,21.683000028133392,success
2.0,1.0,0.5,0.5,20,2,2.112227294785989,1.001352850426722,0.4496327937298642,0.931810077857227,True,19.32610012590885,success
2.0,1.0,0.5,0.5,20,3,3.211049813538725,1.303392152543175,0.24034069842167444,0.9289008823825281,True,26.684300042688847,success
2.0,1.0,0.5,0.5,20,4,1.240254145505911,0.8032598522669014,0.6734440081114317,0.8732311643481027,True,28.9962999522686,success
2.0,1.0,0.5,0.5,20,5,5.452341010215434,1.6158423926590362,0.0,0.9444420573820151,True,20.113799953833222,success
2.0,1.0,0.5,0.5,20,6,0,0,0,0,False,86.93109988234937,failure
2.0,1.0,0.5,0.5,20,7,1.641381639421448,0.604496410013099,0.8226786785646387,0.9135004788739249,True,22.28289982303977,success
2.0,1.0,0.5,0.5,20,8,3.28003289196113,1.4110624207626277,0.20446372130019363,0.8890159597012984,True,40.57590011507273,success
2.0,1.0,0.5,0.5,20,9,1.5253241175216687,0.7478957971975271,0.6403761803997758,0.8872191298915342,True,20.6385999917984,success
2.0,1.0,0.5,0.5,20,10,2.1491168580800046,0.8809022609393309,0.6557316617986313,0.9237193741187619,True,21.930400049313903,success
2.0,1.0,0.5,0.5,20,11,1.1763349440012845,0.6528110363344373,0.7706567995848547,0.8431717519183184,True,22.987999953329563,success
2.0,1.0,0.5,0.5,20,12,4.166733564131729,1.5339816487662064,0.0,0.8082818029022121,True,30.41500016115606,success
2.0,1.0,0.5,0.5,20,13,1.2785816501615743,0.7322242258732585,0.6288802072765756,0.8698228573061743,True,28.64870009943843,success
2.0,1.0,0.5,0.5,20,14,1.4920168713479485,0.9123576968795045,0.5515750039403723,0.9056197013997263,True,15.006900066509843,success
2.0,1.0,0.5,0.5,20,15,1.4581741975545344,0.8865087085715291,0.6945795871199758,0.9043403456581299,True,33.01159990951419,success
2.0,1.0,0.5,0.5,20,16,3.2344014040879836,1.348585449968281,0.24583612973093977,0.9283511472750409,True,23.097400087863207,success
2.0,1.0,0.5,0.5,20,17,2.3789573337304497,0.9685980912704937,0.4912782803126726,0.9460185020700095,True,19.522400107234716,success
2.0,1.0,0.5,0.5,20,18,0,0,0,0,False,307.88940005004406,failure
2.0,1.0,0.5,0.5,20,19,3.7192779919995616,1.6171334130067305,0.0,0.9205301954993671,True,14.476899988949299,success
2.0,1.0,0.5,0.5,20,20,2.462456831960845,1.0426218561137868,0.46584464973991974,0.9140685401128464,True,26.347799925133586,success
2.0,1.0,0.5,0.5,20,21,2.247415479886813,1.0344756459180169,0.42553164354481365,0.9534457528005961,True,21.5574000030756,success
2.0,1.0,0.5,0.5,20,22,2.5022157177977267,1.4030101957574503,0.33372674100374455,0.958523460386306,True,22.316099843010306,success
2.0,1.0,0.5,0.5,20,23,1.4414730748318965,0.6078016700484299,0.7371342310037502,0.9057875797325816,True,22.067799931392074,success
2.0,1.0,0.5,0.5,20,24,3.3762837850898677,0.9864745243409144,0.39705761119263694,0.9039395643101353,True,27.559599839150906,success
2.0,1.0,0.5,0.5,20,25,2.164484680911114,1.0811670200126988,0.4641743514574912,0.8898604154882538,True,26.51960006915033,success
2.0,1.0,0.5,0.5,20,26,0,0,0,0,False,66.27419986762106,failure
2.0,1.0,0.5,0.5,20,27,1.813943841770974,0.8401999119941492,0.5885350208834533,0.8774608730014287,True,23.7572998739779,success
2.0,1.0,0.5,0.5,20,28,1.7110051423731731,0.8111126559624582,0.6249461204557001,0.9140785984005468,True,28.41219981200993,success
2.0,1.0,0.5,0.5,20,29,0,0,0,0,False,51.350200083106756,failure
2.0,1.0,0.5,0.5,20,30,1.655674549418996,0.6802719664627503,0.7789144779754756,0.8914747041979566,True,18.970999866724014,success
2.0,1.0,0.5,0.5,20,31,3.9623363788847605,1.5504823958632985,0.0,0.8788601914732708,True,18.07420002296567,success
2.0,1.0,0.5,0.5,20,32,0,0,0,0,False,200.8034000173211,failure
2.0,1.0,0.5,0.5,20,33,1.4567852372329435,0.7657428454177181,0.5586665565213954,0.8916025817241549,True,26.96219994686544,success
2.0,1.0,0.5,0.5,20,34,1.576853535741796,0.6602354497340843,0.5965863963318778,0.8899374289246887,True,22.519699996337295,success
2.0,1.0,0.5,0.5,20,35,1.3364239917249525,0.7832345125694973,0.6933230951835119,0.873885068612549,True,19.289500080049038,success
2.0,1.0,0.5,0.5,20,36,2.839232600185171,0.8997107239209438,0.48177125932348397,0.8952307148713821,True,28.93849997781217,success
2.0,1.0,0.5,0.5,20,37,1.9018344438408723,0.9146649481567342,0.5719056858377395,0.9371001435644418,True,22.80429983511567,success
2.0,1.0,0.5,0.5,20,38,1.171023151204837,0.5523203548433938,0.8128063086339867,0.7884291351490091,True,25.27750004082918,success
2.0,1.0,0.5,0.5,20,39,1.9206411828285825,0.9036017798816534,0.5623146256985456,0.9481173023449702,True,22.445400012657046,success
2.0,1.0,0.5,0.5,20,40,4.245335535126234,1.5533298878477333,0.0,0.9381364217600026,True,14.591099927201867,success
2.0,1.0,0.5,0.5,20,41,1.5390529012747334,0.7582553648506374,0.5763047941973327,0.9171845538278299,True,26.322900084778666,success
2.0,1.0,0.5,0.5,20,42,1.2092402486985276,0.6258123366761557,0.6340021149887025,0.7862959106553523,True,18.940600100904703,success
2.0,1.0,0.5,0.5,20,43,1.564219018645576,0.8034733424052413,0.7261824196396351,0.9115707189303046,True,26.471600169315934,success
2.0,1.0,0.5,0.5,20,44,2.079138878024816,0.8607548722948208,0.6222999945357613,0.9036780847674757,True,19.243100192397833,success
2.0,1.0,0.5,0.5,20,45,1.2083334584609982,0.6125692681962183,0.816451812076583,0.7897551994102645,True,24.060900090262294,success
2.0,1.0,0.5,0.5,20,46,1.741565139393277,0.8231954011536395,0.6141961234149811,0.9278081119270736,True,24.4032999034971,success
2.0,1.0,0.5,0.5,20,47,1.9031614554674845,0.7294275107890333,0.7138385721921271,0.9357348613713338,True,28.80509989336133,success
2.0,1.0,0.5,0.5,20,48,1.4135772915572602,0.6563837222720162,0.8371095401881763,0.8886006113987174,True,20.552899921312928,success
2.0,1.0,0.5,0.5,20,49,2.5826305031276604,1.1103361860283045,0.3545758519220363,0.9298227454984989,True,19.319599959999323,success
2.0,1.0,0.5,0.5,20,50,0,0,0,0,False,36.895800149068236,failure
2.0,1.0,0.5,0.5,20,51,3.865603742488104,1.669411298309078,0.0,0.9079706399382206,True,17.92749995365739,success
2.0,1.0,0.5,0.5,20,52,1.5092472880685486,0.8078402235183769,0.6398372875241825,0.9045965002356362,True,25.12359991669655,success
2.0,1.0,0.5,0.5,20,53,2.440292471430915,1.3280479761078894,0.24795569601681877,0.929544340192442,True,24.44369997829199,success
2.0,1.0,0.5,0.5,20,54,1.7958982501247251,0.9834918769696374,0.6237186827833854,0.8957118887057868,True,26.047199964523315,success
2.0,1.0,0.5,0.5,20,55,1.8403256840558857,0.7184132272973737,0.7116971695879035,0.9118637717913367,True,20.238099852576852,success
2.0,1.0,0.5,0.5,20,56,1.421613571871953,0.7127672761708195,0.7926530973304938,0.8769351072353544,True,17.975599970668554,success
2.0,1.0,0.5,0.5,20,57,3.344924996961921,1.3677301584360033,0.32330896982781815,0.9628567253856083,True,20.278400043025613,success
2.0,1.0,0.5,0.5,20,58,1.660811523940819,0.7509567500333798,0.7557337333071041,0.9320435468262631,True,24.053699802607298,success
2.0,1.0,0.5,0.5,20,59,2.0324696534161033,0.9148460197623841,0.6969269001606819,0.8926299377963197,True,16.56170003116131,success
2.0,1.0,0.5,0.5,20,60,1.935144742098224,0.9596092756016272,0.5311562546190254,0.945894378270776,True,25.636699981987476,success
2.0,1.0,0.5,0.5,20,61,1.4174077084153671,0.806940901371556,0.8656750605487193,0.9103421313739879,True,25.41689993813634,success
2.0,1.0,0.5,0.5,20,62,1.3996096323795013,0.8522502710609792,0.5849797944596928,0.8872820326167628,True,20.22359985858202,success
2.0,1.0,0.5,0.5,20,63,1.6461333562497626,0.5793317446902877,0.6416062606781068,0.8949709761664909,True,20.53360012359917,success
2.0,1.0,0.5,0.5,20,64,2.3077996201693525,0.8400376301520943,0.47964962866477934,0.93481621655113,True,17.236199928447604,success
2.0,1.0,0.5,0.5,20,65,3.5272755777716425,1.3730227625347462,0.19781711418344422,0.9586504886581384,True,20.919499918818474,success
2.0,1.0,0.5,0.5,20,66,2.435550482882477,0.9676867409511275,0.5202233386097215,0.9347726549228813,True,19.931099843233824,success
2.0,1.0,0.5,0.5,20,67,1.3777747494503307,0.8877780384863183,0.5972570517182579,0.8694355251594299,True,18.378900131210685,success
2.0,1.0,0.5,0.5,20,68,0,0,0,0,False,44.91250007413328,failure
2.0,1.0,0.5,0.5,20,69,2.5595310809961154,1.2382312431463438,0.32593912239704304,0.9389209324458975,True,20.701499888673425,success
2.0,1.0,0.5,0.5,20,70,0,0,0,0,False,261.1980999354273,failure
2.0,1.0,0.5,0.5,20,71,2.0134553096521133,0.9251905217492773,0.5541557445499423,0.946100390011121,True,20.08739998564124,success
2.0,1.0,0.5,0.5,20,72,1.5494385836483884,0.7183443227894932,0.7068295598773922,0.9141208733874736,True,20.873700035735965,success
2.0,1.0,0.5,0.5,20,73,2.161133834680083,1.105814519485722,0.44507447857017435,0.95196514464402,True,17.010300187394023,success
2.0,1.0,0.5,0.5,20,74,2.086483960921577,0.6646711061041852,0.6333583701794185,0.9409312406043775,True,20.705899922177196,success
2.0,1.0,0.5,0.5,20,75,1.705911221729136,0.878291174447003,0.48241725325167784,0.8958236987054129,True,23.25550001114607,success
2.0,1.0,0.5,0.5,20,76,1.9487766779803186,0.8261711291796288,0.6485754001908632,0.8997019903604075,True,27.64509990811348,success
2.0,1.0,0.5,0.5,20,77,1.4550700494942528,0.9307798406545063,0.7372519671248848,0.8869890832637174,True,21.57860016450286,success
2.0,1.0,0.5,0.5,20,78,1.0633835192900436,0.6801904743077557,0.7582115366667448,0.6316324739601511,True,26.21430018916726,success
2.0,1.0,0.5,0.5,20,79,1.3854683521896676,0.7051685797870155,0.768108670029039,0.8920733722971637,True,24.318500189110637,success
2.0,1.0,0.5,0.5,20,80,2.1617267669037172,0.8951904695719843,0.7663270734062859,0.8674581894885929,True,27.641399996355176,success
2.0,1.0,0.5,0.5,20,81,1.1936100037442499,0.5581224906809772,0.7193533074340521,0.8164589867339893,True,17.674700124189258,success
2.0,1.0,0.5,0.5,20,82,2.590273506470628,1.0286233219072227,0.47516614145741076,0.9517081185985752,True,19.175899913534522,success
2.0,1.0,0.5,0.5,20,83,2.110487284184197,0.819963188165461,0.6830394817518899,0.9512821544801606,True,24.475200101733208,success
2.0,1.0,0.5,0.5,20,84,2.0301812137205375,0.9037669630984604,0.445668641037594,0.916349611035216,True,21.526600001379848,success
2.0,1.0,0.5,0.5,20,85,0,0,0,0,False,328.4994000568986,failure
2.0,1.0,0.5,0.5,20,86,0,0,0,0,False,247.05890007317066,failure
2.0,1.0,0.5,0.5,20,87,1.4307149366924987,0.769262233997885,0.6068477465655795,0.9112894028611047,True,19.200999988242984,success
2.0,1.0,0.5,0.5,20,88,4.090277445074895,1.6274227742980347,0.0,0.9479920794311647,True,14.761399943381548,success
2.0,1.0,0.5,0.5,20,89,0,0,0,0,False,288.51439990103245,failure
2.0,1.0,0.5,0.5,20,90,2.3224788550065707,1.40047320745285,0.3070507446065069,0.953608277982975,True,18.983199959620833,success
2.0,1.0,0.5,0.5,20,91,0,0,0,0,False,43.79540006630123,failure
2.0,1.0,0.5,0.5,20,92,1.5361415316749638,0.9235802171121723,0.46256942913515253,0.9041062442526591,True,16.625700052827597,success
2.0,1.0,0.5,0.5,20,93,2.077296065317154,0.950301507108855,0.5837823531643906,0.9335455539752657,True,17.277699895203114,success
2.0,1.0,0.5,0.5,20,94,1.750043426594727,0.9357939537050171,0.607568536554077,0.9432767234057787,True,20.26530005969107,success
2.0,1.0,0.5,0.5,20,95,1.4260591324796876,0.7488304835651359,0.7024392600530964,0.913215532640061,True,20.187699934467673,success
2.0,1.0,0.5,0.5,20,96,3.947501129233485,1.3430855003823368,0.09433145628277069,0.9494670184611244,True,28.144700219854712,success
2.0,1.0,0.5,0.5,20,97,1.4279006985862004,0.7415492185809041,0.587494604212179,0.9145079677806163,True,24.62859987281263,success
2.0,1.0,0.5,0.5,20,98,1.2722883829669471,0.7146188501581818,0.6466457829094574,0.8095454494709854,True,29.366200091317296,success
2.0,1.0,0.5,0.5,20,99,2.2331803599607554,0.8534348711186678,0.5912908955814888,0.9229884563494888,True,20.29810007661581,success
2.0,1.0,0.5,0.5,20,100,1.5218049645631855,0.7709711932418135,0.5777273100693925,0.9098606120144493,True,23.084399988874793,success
2.0,1.0,0.5,0.5,20,101,1.433776630914381,0.6747970287657967,0.7384156030119502,0.8221853127354589,True,18.046400044113398,success
2.0,1.0,0.5,0.5,20,102,2.22213857742205,0.9905219681827542,0.5244184647368195,0.9563470794875626,True,16.78949990309775,success
2.0,1.0,0.5,0.5,20,103,2.6972888549867986,1.247561962515166,0.2970565634896952,0.9331214037934924,True,17.34669995494187,success
2.0,1.0,0.5,0.5,20,104,2.429780655954948,0.7833024923623594,0.5397471015565138,0.9267214588804747,True,18.086700001731515,success
2.0,1.0,0.5,0.5,20,105,1.7167488573409129,0.7029076321053658,0.8511743421663422,0.9211722418606236,True,17.074599862098694,success
2.0,1.0,0.5,0.5,20,106,2.522033812567752,1.0912494760657605,0.36758526963081495,0.9422758690039974,True,19.56879999488592,success
2.0,1.0,0.5,0.5,20,107,1.4843862220146926,0.852187553616753,0.6570478715588716,0.890745193512413,True,21.632099989801645,success
2.0,1.0,0.5,0.5,20,108,0,0,0,0,False,288.0428999196738,failure
2.0,1.0,0.5,0.5,20,109,2.713412174346929,0.9674757799976827,0.5362908342970724,0.9309842837103203,True,25.429599918425083,success
2.0,1.0,0.5,0.5,20,110,1.303413290937867,0.6647015274104164,0.7826045572256257,0.8841222486398377,True,23.116600001230836,success
