beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
4.0,1.0,0.1,0.1,7,0,0,0,0,0,False,20.843699807301164,failure
4.0,1.0,0.1,0.1,7,1,7.742211240756372,1.0310165928836996,0.0,0.871662060464149,True,7.598299998790026,success
4.0,1.0,0.1,0.1,7,2,8.689027323900337,1.2021547569337994,0.0,0.7827264733734861,True,21.993700182065368,success
4.0,1.0,0.1,0.1,7,3,0,0,0,0,False,22.508000023663044,failure
4.0,1.0,0.1,0.1,7,4,0,0,0,0,False,17.88439997471869,failure
4.0,1.0,0.1,0.1,7,5,0,0,0,0,False,153.26869999989867,failure
4.0,1.0,0.1,0.1,7,6,8.8731536398784,1.0964590427619445,0.0,0.15404323276645915,True,8.00799997523427,success
4.0,1.0,0.1,0.1,7,7,7.634814366515931,1.0445390815455624,0.0,0.8232019976837418,True,11.261699954047799,success
4.0,1.0,0.1,0.1,7,8,0,0,0,0,False,131.98269996792078,failure
4.0,1.0,0.1,0.1,7,9,3.956999868300781,0.9750953723531341,0.0,0.6254155102920027,True,9.649699786677957,success
