beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
4.0,1.0,1.0,1.0,7,0,0,0,0,0,False,270.1172998640686,failure
4.0,1.0,1.0,1.0,7,1,3.5355598391844936,0.9237194375039482,1.255255186858573,0.8399327908375678,True,27.552400017157197,success
4.0,1.0,1.0,1.0,7,2,0,0,0,0,False,57.03010014258325,failure
4.0,1.0,1.0,1.0,7,3,2.011910737577904,0.5413632412731306,1.4331956792954608,0.8010430785185867,True,27.03940006904304,success
4.0,1.0,1.0,1.0,7,4,12.526548574083186,1.8798811434282663,0.0,0.3319725490569413,True,23.73080002143979,success
4.0,1.0,1.0,1.0,7,5,0,0,0,0,False,70.37830003537238,failure
4.0,1.0,1.0,1.0,7,6,0,0,0,0,False,213.62469997256994,failure
4.0,1.0,1.0,1.0,7,7,0,0,0,0,False,295.9868998732418,failure
4.0,1.0,1.0,1.0,7,8,1.7432494218855372,0.3548527272461651,1.7635019000779146,0.7592183980451732,True,28.188900090754032,success
4.0,1.0,1.0,1.0,7,9,10.520997441962049,2.026776286115494,0.0005319363806099975,0.7895957694621397,True,16.852699918672442,success
4.0,1.0,1.0,1.0,7,10,2.8790062416450093,0.826178986439494,1.0938293742030702,0.8549658208320849,True,32.54759986884892,success
4.0,1.0,1.0,1.0,7,11,0,0,0,0,False,76.72839984297752,failure
4.0,1.0,1.0,1.0,7,12,0,0,0,0,False,79.29660007357597,failure
4.0,1.0,1.0,1.0,7,13,2.757284294290412,0.627454698932032,1.2929405894445707,0.8491480436854699,True,31.341300113126636,success
4.0,1.0,1.0,1.0,7,14,15.285429496760703,1.889733118091967,0.0,0.6466281629549124,True,20.973899867385626,success
4.0,1.0,1.0,1.0,7,15,15.49482526821588,2.055536108087342,0.00022430110288161424,0.8816364974784742,True,14.025799930095673,success
4.0,1.0,1.0,1.0,7,16,8.279078215317668,2.043926516230397,0.0,0.8566290487849462,True,18.580100033432245,success
4.0,1.0,1.0,1.0,7,17,17.15751227802657,2.010366255237779,0.0,0.8116057196122103,True,20.213100127875805,success
4.0,1.0,1.0,1.0,7,18,0,0,0,0,False,278.2089998945594,failure
4.0,1.0,1.0,1.0,7,19,8.676689299828174,1.3720587625596767,0.6473033368411616,0.8616947913552833,True,34.717199858278036,success
4.0,1.0,1.0,1.0,7,20,0,0,0,0,False,298.0710999108851,failure
