beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
4.0,1.0,0.5,0.5,7,0,0.0,4.53888089629787,1.5781554097782275,0.0,0.9568911220833132,True,166.0027999896556,success
4.0,1.0,0.5,0.5,7,0,0.02,4.53888089629787,1.5781554097782275,0.0,0.9568911220833132,True,192.56759993731976,success
4.0,1.0,0.5,0.5,7,0,0.04,4.478644574568064,1.5608687754901749,0.01711223782442844,0.9563213797064299,True,200.41860011406243,success
4.0,1.0,0.5,0.5,7,0,0.06,3.8225986510355656,1.372701295402168,0.20296362746567737,0.9482970284557148,True,188.5432000271976,success
4.0,1.0,0.5,0.5,7,0,0.08,3.4295781622846224,1.2598840493766588,0.31384907688663716,0.941017710999156,True,205.20829991437495,success
4.0,1.0,0.5,0.5,7,0,0.1,3.160967440709569,1.1824935390983267,0.38951534555175316,0.9341491534872731,True,219.37350020743906,success
4.0,1.0,0.5,0.5,7,0,0.12,2.9628271172003258,1.1250390047588892,0.44536691012455437,0.927504578844429,True,248.5847999341786,success
4.0,1.0,0.5,0.5,7,0,0.14,2.809199157681335,1.0800829552219053,0.4887916898065622,0.9209601843411449,True,207.29749999009073,success
4.0,1.0,0.5,0.5,7,0,0.16,2.6858323150544763,1.0435513061100183,0.5238324613357571,0.91442382183092,True,206.71049994416535,success
4.0,1.0,0.5,0.5,7,0,0.18,2.5841671473054872,1.013000234046286,0.5529114775755236,0.9078198717881187,True,233.75610006041825,success
4.0,1.0,0.5,0.5,7,0,0.2,2.498713070874078,0.9868626491813969,0.5775799543991739,0.9010812082576357,True,244.93540008552372,success
4.0,1.0,0.5,0.5,7,0,0.22,2.425763848698879,0.9640807911029345,0.598883502049558,0.894144623814515,True,234.70970010384917,success
4.0,1.0,0.5,0.5,7,0,0.24,2.362719708180728,0.9439104593622811,0.6175562734817819,0.8869468887709263,True,184.67430002056062,success
4.0,1.0,0.5,0.5,7,0,0.26,2.307695514928431,0.9258101297684453,0.6341313053986275,0.8794224332296495,True,202.12840009480715,success
4.0,1.0,0.5,0.5,7,0,0.28,2.259293849668835,0.9093736577544941,0.6490067366208673,0.8714997264612375,True,234.07200002111495,success
4.0,1.0,0.5,0.5,7,0,0.3,2.2164521762469183,0.8942889159448673,0.662487318872495,0.8630996282059327,True,227.21590008586645,success
4.0,1.0,0.5,0.5,7,0,0.32,2.1783528271175614,0.8803099559997326,0.6748115068091667,0.8541313863339114,True,212.15060004033148,success
4.0,1.0,0.5,0.5,7,0,0.34,2.144358192250234,0.8672385653344721,0.6861697149951596,0.844488942756517,True,191.81290012784302,success
4.0,1.0,0.5,0.5,7,0,0.36,2.113964491534568,0.8549115227765981,0.6967170228899624,0.8340467146061471,True,204.03529983013868,success
4.0,1.0,0.5,0.5,7,0,0.38,2.0867769839999224,0.8431906933703149,0.706582294322278,0.8226516761867446,True,207.39650004543364,success
