beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
1.5,1.0,1.0,1.0,7,0,0.0,4.6553866224361204,2.02339341524641,0.0,0.9479487237933855,True,163.42599992640316,success
1.5,1.0,1.0,1.0,7,0,0.02,3.694514523012229,1.662497929092734,0.35440005960946735,0.9485698303202801,True,211.6223000921309,success
1.5,1.0,1.0,1.0,7,0,0.04,3.1879812686037896,1.472449351430942,0.539296128505895,0.9470507294283351,True,190.36959996446967,success
1.5,1.0,1.0,1.0,7,0,0.06,2.91280685809129,1.3688874167287624,0.6391386288767794,0.9447830629070149,True,213.55980006046593,success
1.5,1.0,1.0,1.0,7,0,0.08,2.7283882907387342,1.2990719199469178,0.7058872513440645,0.9421623501361721,True,182.44010000489652,success
1.5,1.0,1.0,1.0,7,0,0.1,2.59194454407214,1.2469998678645797,0.7552658745175359,0.9393016271368452,True,214.41569994203746,success
1.5,1.0,1.0,1.0,7,0,0.12,2.484956162464376,1.2057579724776395,0.7940528236131312,0.9362417811645003,True,273.4980001114309,success
1.5,1.0,1.0,1.0,7,0,0.14,2.397788061408875,1.1717561902062563,0.8257617262851391,0.9329968536121641,True,198.48860008642077,success
1.5,1.0,1.0,1.0,7,0,0.16,2.3248215480059007,1.1429006091656944,0.8524377980435769,0.9295675065795618,True,225.25340015999973,success
1.5,1.0,1.0,1.0,7,0,0.18,2.2624964241730496,1.117868895312783,0.8753711695203007,0.9259480120825465,True,182.97010008245707,success
1.5,1.0,1.0,1.0,7,0,0.2,2.2084293249579816,1.0957740284901047,0.8954253794521957,0.9221273261522347,True,220.1147999148816,success
1.5,1.0,1.0,1.0,7,0,0.22,2.1609527264876003,1.0759928880453613,0.9132054601906543,0.9180900421139946,True,228.47019997425377,success
1.5,1.0,1.0,1.0,7,0,0.24,2.1188432174676746,1.0580730165171301,0.9291510465730909,0.9138190695436526,True,206.46629994735122,success
1.5,1.0,1.0,1.0,7,0,0.26,2.0811973685613103,1.0416735782680673,0.9435912587129237,0.9092921766512486,True,208.35600001737475,success
