beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
2.0,1.0,0.1,0.1,10,0,3.1099451516346557,1.351728639338356,0.0,0.7570636862643223,True,18.147400114685297,success
2.0,1.0,0.1,0.1,10,1,2.0951276569013046,1.0669107984427528,0.21607460322662703,0.8270494433741318,True,33.56690006330609,success
2.0,1.0,0.1,0.1,10,2,1.8780905649694923,0.5810490864533098,0.27124123971198094,0.8712103698554857,True,19.323900109156966,success
2.0,1.0,0.1,0.1,10,3,1.3359276782145981,0.4212413559474719,0.394792866929111,0.7601609187940139,True,20.39720001630485,success
2.0,1.0,0.1,0.1,10,4,1.6901129785364455,0.971498270858545,0.04201738953393375,0.8543513228742083,True,14.54220013692975,success
2.0,1.0,0.1,0.1,10,5,2.3153419021904185,1.209491456016908,0.0,0.8349118126422843,True,12.887799879536033,success
2.0,1.0,0.1,0.1,10,6,0,0,0,0,False,325.85000013932586,failure
2.0,1.0,0.1,0.1,10,7,0,0,0,0,False,55.40880002081394,failure
2.0,1.0,0.1,0.1,10,8,0,0,0,0,False,43.45860006287694,failure
2.0,1.0,0.1,0.1,10,9,0,0,0,0,False,48.87389997020364,failure
2.0,1.0,0.1,0.1,10,10,2.2268677727560897,1.2327849501595023,0.0,0.8229247497815687,True,22.242600098252296,success
2.0,1.0,0.1,0.1,10,11,0,0,0,0,False,299.426699988544,failure
2.0,1.0,0.1,0.1,10,12,0,0,0,0,False,368.0632000323385,failure
2.0,1.0,0.1,0.1,10,13,0,0,0,0,False,311.424900079146,failure
2.0,1.0,0.1,0.1,10,14,0,0,0,0,False,54.116199957206845,failure
2.0,1.0,0.1,0.1,10,15,2.222460889575594,0.6024605067981319,0.5022456809586627,0.8364540922197996,True,36.956399912014604,success
2.0,1.0,0.1,0.1,10,16,3.19263159570227,1.3355318395240316,0.0,0.5520538967303176,True,26.0341998655349,success
2.0,1.0,0.1,0.1,10,17,0,0,0,0,False,290.91320000588894,failure
2.0,1.0,0.1,0.1,10,18,0,0,0,0,False,304.3120999354869,failure
2.0,1.0,0.1,0.1,10,19,0,0,0,0,False,268.26500007882714,failure
2.0,1.0,0.1,0.1,10,20,2.649544711679934,1.0042883817252855,0.0,0.4971594803519528,True,14.283900149166584,success
2.0,1.0,0.1,0.1,10,21,0,0,0,0,False,45.61079991981387,failure
