beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
1.5,1.0,0.1,0.1,10,0,2.4955364170919063,1.5233240362907292,0.0,0.6491660122340013,True,2.8305999003350735,success
1.5,1.0,0.1,0.1,10,1,0,0,0,0,False,35.55659996345639,failure
1.5,1.0,0.1,0.1,10,2,0,0,0,0,False,6.765099940821528,failure
1.5,1.0,0.1,0.1,10,3,1.7070179609691305,1.0322306227660891,0.20181425829363928,0.8600580128022275,True,3.2426000107079744,success
1.5,1.0,0.1,0.1,10,4,0,0,0,0,False,45.539099955931306,failure
1.5,1.0,0.1,0.1,10,5,0,0,0,0,False,23.032700177282095,failure
1.5,1.0,0.1,0.1,10,6,1.2426500052753564,0.7918276516805043,0.09653951247004952,0.687158155723159,True,9.960199939087033,success
1.5,1.0,0.1,0.1,10,7,1.8630855178282644,0.6604544152914076,0.10140014313172802,0.8696398266996631,True,9.035099996253848,success
1.5,1.0,0.1,0.1,10,8,0,0,0,0,False,24.570100009441376,failure
1.5,1.0,0.1,0.1,10,9,0,0,0,0,False,22.220100043341517,failure
