beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,status,loss
1.5,1000.0,100.0,0.1,7,25,0.82,1.2806069937272913,1120.4156085626207,162.7535768872462,0.8909778710275251,True,success,0.0398305040649284
1.5,1000.0,100.0,0.1,7,25,0.84,1.2757670799156418,1116.4048620291635,165.44918394175093,0.8886692588526847,True,success,0.0401805331158067
1.5,1000.0,100.0,0.1,7,25,0.86,1.271201100943892,1112.4247310869998,168.07719440888926,0.8862470652527352,True,success,0.0405400184293642
1.5,1000.0,100.0,0.1,7,25,0.88,1.2669033761905677,1108.4661292557528,170.64351225664657,0.8836998622644548,True,success,0.0409038674780611
1.5,1000.0,100.0,0.1,7,25,0.9,1.262868149131836,1104.5204368594657,173.1537961281346,0.8810151711671651,True,success,0.0412677839186551
1.5,1000.0,100.0,0.1,7,25,0.92,1.25909099710562,1100.5789487952973,175.61352024948167,0.8781787900177759,True,success,0.0416278172410922
1.5,1000.0,100.0,0.1,7,25,0.94,1.2555690200658556,1096.6327072606923,178.0280359265464,0.8751744037673674,True,success,0.0419802562593367
1.5,1000.0,100.0,0.1,7,25,0.96,1.2523008641252933,1092.6723816602955,180.40263610901764,0.8719831702570504,True,success,0.0423215817327934
1.5,1000.0,100.0,0.1,7,25,0.98,1.2492871148052092,1088.68802444938,182.7426256402587,0.868583068429484,True,success,0.0426483303575539
1.5,1000.0,100.0,0.1,7,25,1.0,1.2465271213229323,1084.6699122825646,185.05340041096412,0.864949525171476,True,success,0.0429579639562225
1.5,1000.0,100.0,0.1,7,29,0.48,1.7203147000654857,1206.6185389064487,10.56841016943754,0.910442291086464,True,success,0.0722619263527664
1.5,1000.0,100.0,0.1,7,29,0.5,1.7060340400715075,1196.768858616521,18.378967327049374,0.906043512772157,True,success,0.0642466547705973
1.5,1000.0,100.0,0.1,7,29,0.52,1.6926751575979977,1187.212741997793,25.861165774889688,0.9013710248864224,True,success,0.0570446069978854
