beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,status,loss
1.5,1000.0,250.0,0.25,20,257,0.74,1.8266112687274696,974.8261528513056,339.2604814470192,0.8907668429975727,True,success,0.0560122320660938
1.5,1000.0,250.0,0.25,20,257,0.76,1.8213549508648572,970.3040787077524,342.3935146191497,0.8842626717944105,True,success,0.055315744594121
1.5,1000.0,250.0,0.25,20,257,0.78,1.8164846020583207,965.7366529946008,345.5118396524284,0.8770599456313629,True,success,0.0548131566129208
1.5,1000.0,250.0,0.25,20,257,0.8,1.812007674873283,961.1087584825524,348.6243588723485,0.8690371641606423,True,success,0.0545054213541201
1.5,1000.0,250.0,0.25,20,257,0.82,1.807939059308952,956.4028435395225,351.74085038696046,0.8600405196510749,True,success,0.0543970079102711
1.5,1000.0,250.0,0.25,20,257,0.84,1.8042885512731708,951.6001657452456,354.8722902490274,0.8498772264655176,True,success,0.0544925289672639
1.5,1000.0,250.0,0.25,20,257,0.86,1.8010823028854157,946.6771276165952,358.0312905476204,0.8382927440405196,True,success,0.0548032231725057
1.5,1000.0,250.0,0.25,20,257,0.88,1.798351244133178,941.6059476859324,361.23271383689627,0.8249503058027661,True,success,0.0553441219179856
1.5,1000.0,250.0,0.25,20,257,0.9,1.7961372007510723,936.3524370386268,364.4945654155415,0.8093910047602931,True,success,0.0561365696333628
1.5,1000.0,250.0,0.25,20,257,0.92,1.7944971111395136,930.8733516358956,367.8393398737221,0.7909700471914451,True,success,0.0572106250779375
1.5,1000.0,250.0,0.25,20,257,0.94,1.793509742499226,925.112215009412,371.2961467160284,0.7687466904812688,True,success,0.0586089217453804
1.5,1000.0,250.0,0.25,20,257,0.96,1.7932869538638192,918.9923638666354,374.90425358084326,0.7412816792219553,True,success,0.0603931929219334
1.5,1000.0,250.0,0.25,20,257,0.98,1.793993884767454,912.4045570305829,378.7194105069189,0.7062326746559384,True,success,0.0626560501727722
1.5,1000.0,250.0,0.25,20,257,1.0,1.7958884957281995,905.18283357961,382.82619757033183,0.6594532631058377,True,success,0.06554420576645
1.5,1000.0,250.0,0.25,20,263,0.48,2.115341094988105,959.4214173577768,505.1883750301549,0.9179821419058392,True,success,0.2350542450891871
1.5,1000.0,250.0,0.25,20,263,0.5,2.1014465267091342,952.8352886341175,510.4856003091456,0.9120018737244382,True,success,0.2308496688513013
1.5,1000.0,250.0,0.25,20,263,0.52,2.0883782957224493,946.3724981487728,515.6240133390032,0.905434885225164,True,success,0.2272938115847907
1.5,1000.0,250.0,0.25,20,263,0.54,2.076094346837313,940.0115047946068,520.621756151221,0.8981965979948893,True,success,0.2243390639962274
1.5,1000.0,250.0,0.25,20,263,0.56,2.0645603394178167,933.7313365134138,525.4959314934852,0.8901845676569722,True,success,0.2219466004046772
1.5,1000.0,250.0,0.25,20,263,0.58,2.053744836665172,927.5116957724492,530.2628903012043,0.8812746997464588,True,success,0.2200833282112543
1.5,1000.0,250.0,0.25,20,263,0.6,2.0436260996218976,921.3318314735463,534.9385123514846,0.871313008711827,True,success,0.2187250082004357
1.5,1000.0,250.0,0.25,20,263,0.62,2.034185610847926,915.1708127748273,539.5384967695969,0.8601081459882809,True,success,0.2178526507110909
1.5,1000.0,250.0,0.25,20,263,0.64,2.025411277956353,909.006731033492,544.0786767139055,0.8474179329358648,True,success,0.2174540479855589
1.5,1000.0,250.0,0.25,20,263,0.66,2.017297959410171,902.8161190772664,548.5753814839609,0.8329309221796146,True,success,0.2175240446105754
1.5,1000.0,250.0,0.25,20,263,0.68,2.009846726086481,896.573387441778,553.0458757677275,0.8162397805578031,True,success,0.2180643932722545
1.5,1000.0,250.0,0.25,20,263,0.7,2.00306798667226,890.2496789516621,557.5089200520608,0.7967993257551654,True,success,0.2190857129771229
1.5,1000.0,250.0,0.25,20,263,0.72,1.9969827917369136,883.8116383592899,561.9855214818255,0.7738615263582613,True,success,0.220608876676202
1.5,1000.0,250.0,0.25,20,263,0.74,1.991623119780812,877.2198362250177,566.499986802712,0.7463698108860995,True,success,0.2226664511085142
1.5,1000.0,250.0,0.25,20,263,0.76,1.987039585682296,870.4257179792819,571.081469343423,0.7127731632658921,True,success,0.2253083858598416
1.5,1000.0,250.0,0.25,20,263,0.78,1.983306383312493,863.367610814912,575.7663566543588,0.6706885221639571,True,success,0.2286077111914368
1.5,1000.0,250.0,0.25,20,263,0.8,1.9805332696377211,855.9638252602268,580.6021668062368,0.6162292024627894,True,success,0.2326718670989648
1.5,1000.0,250.0,0.25,20,263,0.82,1.978885462901318,848.1007499283487,585.6543459587776,0.5425304779014735,True,success,0.2376622383903268
1.5,1000.0,250.0,0.25,20,263,0.84,1.978622476218664,839.6102015868919,591.0191771880376,0.4360197184378347,True,success,0.2438320665301971
1.5,1000.0,250.0,0.25,20,263,0.86,1.9801809321631012,830.2213176460282,596.8512699646739,0.2647663170382184,True,success,0.2516078167304134
1.5,1000.0,250.0,0.25,20,263,0.88,1.9843842308778377,819.4396608143428,603.432790452437,-0.0739514969426913,True,success,0.2617959215085533
1.5,1000.0,250.0,0.25,20,263,0.9,1.9931443100427584,806.1452679611791,611.4042394795767,-1.3766819026466184,True,success,0.2762777083487869
1.5,1000.0,250.0,0.25,20,263,0.92,1.9974803908493903,801.1304514216097,614.3767628706007,-184.36986769611775,True,success,0.2823136290183473
1.5,1000.0,250.0,0.25,20,263,0.94,1.9974803908493903,801.1304514216097,614.3767628706007,-184.36986769611775,True,success,0.2823136290183473
1.5,1000.0,250.0,0.25,20,263,0.96,1.9974803908493903,801.1304514216097,614.3767628706007,-184.36986769611775,True,success,0.2823136290183473
1.5,1000.0,250.0,0.25,20,263,0.98,1.9974803908493903,801.1304514216097,614.3767628706007,-184.36986769611775,True,success,0.2823136290183473
1.5,1000.0,250.0,0.25,20,263,1.0,1.9974803908493903,801.1304514216097,614.3767628706007,-184.36986769611775,True,success,0.2823136290183473
1.5,1000.0,250.0,0.25,20,266,0.48,1.9501970044632224,1178.5788285085987,176.73783780383891,0.9195611013354236,True,success,0.1273365614356749
1.5,1000.0,250.0,0.25,20,266,0.5,1.9382420945749463,1171.8572696687886,182.0712676820373,0.9162691581903776,True,success,0.1195075153489745
1.5,1000.0,250.0,0.25,20,266,0.52,1.926940469183492,1165.2989688720102,187.22052064590636,0.912780861197399,True,success,0.1122775295721743
1.5,1000.0,250.0,0.25,20,266,0.54,1.9162617604855656,1158.882692386199,192.20298564790312,0.909076085292614,True,success,0.1055948062490341
1.5,1000.0,250.0,0.25,20,266,0.56,1.9061693169398304,1152.5903117920384,197.03457531760048,0.90513433206799,True,success,0.099410701252742
1.5,1000.0,250.0,0.25,20,266,0.58,1.8966341602788848,1146.4042841148153,201.72997461848465,0.90093140246296,True,success,0.0936836129131198
1.5,1000.0,250.0,0.25,20,266,0.6,1.8876312274146576,1140.3079115626592,206.3028587633057,0.8964394979692801,True,success,0.0883770695179986
1.5,1000.0,250.0,0.25,20,266,0.62,1.8791390699285715,1134.2851001101783,210.76608826865848,0.8916265224990616,True,success,0.0834590920952554
1.5,1000.0,250.0,0.25,20,266,0.64,1.871139538625309,1128.3201423337564,215.13188837579256,0.8864552354007496,True,success,0.0789016473061302
1.5,1000.0,250.0,0.25,20,266,0.66,1.8636179015395489,1122.3974458624432,219.4120194839924,0.8808820769478747,True,success,0.0746803052257085
1.5,1000.0,250.0,0.25,20,266,0.68,1.8565626767508632,1116.5013085337116,223.61794512796652,0.8748557769024148,True,success,0.0707738754656671
1.5,1000.0,250.0,0.25,20,266,0.7,1.849965528783018,1110.6156756954683,227.76100446464775,0.8683155644288809,True,success,0.0671641212259319
1.5,1000.0,250.0,0.25,20,266,0.72,1.8438214782364015,1104.7238294704698,231.8525974909975,0.8611887490002309,True,success,0.0638356126308568
1.5,1000.0,250.0,0.25,20,266,0.74,1.8381291382336569,1098.8080389613826,235.9043930222495,0.8533875368237693,True,success,0.0607756320873032
1.5,1000.0,250.0,0.25,20,266,0.76,1.8328910944741024,1092.8491333912932,239.92857286484423,0.8448047317843331,True,success,0.0579741644516821
1.5,1000.0,250.0,0.25,20,266,0.78,1.828114394183987,1086.8259747448376,243.93813105639808,0.8353078564647985,True,success,0.0554239653324693
1.5,1000.0,250.0,0.25,20,266,0.8,1.823811391269741,1080.7147523676945,247.9472552162713,0.8247308574942305,True,success,0.0531207815069455
1.5,1000.0,250.0,0.25,20,266,0.82,1.820001376275992,1074.487975827596,251.97183176003352,0.8128619929582651,True,success,0.0510638492493952
1.5,1000.0,250.0,0.25,20,266,0.84,1.8167117553195888,1068.1132468782002,256.0301402036177,0.7994264562161789,True,success,0.0492563707501059
1.5,1000.0,250.0,0.25,20,266,0.86,1.813980845659386,1061.5513464682747,260.14384414204795,0.7840594643293319,True,success,0.0477065642442504
1.5,1000.0,250.0,0.25,20,266,0.88,1.811861836120506,1054.7534267959825,264.3394637506383,0.7662637911208934,True,success,0.046429249001427
1.5,1000.0,250.0,0.25,20,266,0.9,1.8104290454096348,1047.6566417323506,268.65066475884305,0.7453394512885442,True,success,0.045448421567791
1.5,1000.0,250.0,0.25,20,266,0.92,1.809791650464968,1040.1765474735498,273.12201064471645,0.7202583807354395,True,success,0.0448025008755083
1.5,1000.0,250.0,0.25,20,266,0.94,1.81009851308078,1032.1963548929684,277.8155273331625,0.6894419259324661,True,success,0.0445485700802872
1.5,1000.0,250.0,0.25,20,266,0.96,1.8115932651676008,1023.5404961200436,282.8231944238027,0.650271980718201,True,success,0.0447827894487857
1.5,1000.0,250.0,0.25,20,266,0.98,1.8146756216464068,1013.9258209755023,288.2935889675953,0.5979867946550703,True,success,0.0456695482718842
1.5,1000.0,250.0,0.25,20,266,1.0,1.820093889097752,1002.8338138917592,294.4991115928545,0.5225436752546313,True,success,0.047526022694937
1.5,1000.0,250.0,0.25,20,271,0.48,1.709867971567656,819.5944148955872,202.41240827549208,0.960979312562769,True,success,0.0543861164629695
1.5,1000.0,250.0,0.25,20,271,0.5,1.6985955853908352,816.5471941561925,205.06814465756852,0.9601171401247568,True,success,0.0532027842794693
1.5,1000.0,250.0,0.25,20,271,0.52,1.6878364848508636,813.6136055814311,207.60989751613585,0.9592394101014612,True,success,0.0522179399423373
1.5,1000.0,250.0,0.25,20,271,0.54,1.677554370845041,810.7844363710884,210.04642440325244,0.9583455410636198,True,success,0.0514101753251177
1.5,1000.0,250.0,0.25,20,271,0.56,1.6677175588784472,808.0511528910639,212.38564768636277,0.9574347557443836,True,success,0.0507610569869332
1.5,1000.0,250.0,0.25,20,271,0.58,1.658299903094581,805.4057482344695,214.63466697842605,0.9565060051660472,True,success,0.0502549004086929
1.5,1000.0,250.0,0.25,20,271,0.6,1.6492744420853651,802.8414626843532,216.799904456139,0.9555585022428176,True,success,0.0498772280960765
1.5,1000.0,250.0,0.25,20,271,0.62,1.640618521246487,800.3518576865757,218.88719441191847,0.95459120059338,True,success,0.0496156400752291
1.5,1000.0,250.0,0.25,20,271,0.64,1.6323112354459317,797.9310971575211,220.9018487433456,0.953603011808648,True,success,0.0494591052470644
1.5,1000.0,250.0,0.25,20,271,0.66,1.6243335616044814,795.5738213915722,222.84872082566423,0.9525927640226228,True,success,0.0493978475906943
1.5,1000.0,250.0,0.25,20,271,0.68,1.6166681376714358,793.2750920553256,224.73225904208152,0.9515591981401874,True,success,0.0494231815635044
1.5,1000.0,250.0,0.25,20,271,0.7,1.6092993803411042,791.0302960771786,226.55655295983183,0.950500925989323,True,success,0.0495274232746942
1.5,1000.0,250.0,0.25,20,271,0.72,1.6022128424095394,788.8351789864882,228.3253734176016,0.9494164785582562,True,success,0.049703688917127
1.5,1000.0,250.0,0.25,20,271,0.74,1.5953931704865352,786.686111198825,230.0422074396033,0.948304549545844,True,success,0.0499455095173519
1.5,1000.0,250.0,0.25,20,271,0.76,1.5888310189928678,784.578939691968,231.7102887192308,0.9471630897475836,True,success,0.0502478356231089
1.5,1000.0,250.0,0.25,20,271,0.78,1.582514075639894,782.51036423738,233.33262480171103,0.9459904178051314,True,success,0.0506055753618048
1.5,1000.0,250.0,0.25,20,271,0.8,1.5764316043915962,780.4771795437287,234.9120202583004,0.9447846339196252,True,success,0.0510142670114838
1.5,1000.0,250.0,0.25,20,271,0.82,1.5705757941739849,778.47601818787,236.4510991154769,0.943543378614242,True,success,0.0514701995545411
1.5,1000.0,250.0,0.25,20,271,0.84,1.564934834310139,776.504432583606,237.95232230788255,0.942264818019757,True,success,0.0519694297289424
1.5,1000.0,250.0,0.25,20,271,0.86,1.5595037854669611,774.5591171941753,239.41800589262235,0.9409460139411082,True,success,0.0525092148995128
1.5,1000.0,250.0,0.25,20,271,0.88,1.5542749185608915,772.6374354849606,240.850335807334,0.9395843184984928,True,success,0.0530866817798235
1.5,1000.0,250.0,0.25,20,271,0.9,1.549239936334554,770.7370403366601,242.251382314176,0.9381770564038696,True,success,0.0536991330075156
1.5,1000.0,250.0,0.25,20,271,0.92,1.544394289384165,768.8551539389199,243.6231126693669,0.9367207718223124,True,success,0.0543445391881502
1.5,1000.0,250.0,0.25,20,271,0.94,1.5397309345178312,766.9895556470422,244.96740331181775,0.9352122289670542,True,success,0.0550207707215044
1.5,1000.0,250.0,0.25,20,271,0.96,1.53524656492523,765.1375543325173,246.28605098055812,0.9336472976526724,True,success,0.0557263041751318
1.5,1000.0,250.0,0.25,20,271,0.98,1.5309376101554544,763.2966173704673,247.5807833802719,0.9320215817901892,True,success,0.0564597376115965
1.5,1000.0,250.0,0.25,20,271,1.0,1.5267969745258485,761.464881925836,248.8532694277928,0.9303310393740896,True,success,0.057219463253989
1.5,1000.0,250.0,0.25,20,280,0.48,1.3715230883644782,1376.78283559639,194.9151800156512,0.9838653702530428,True,success,0.1523357834031651
1.5,1000.0,250.0,0.25,20,280,0.5,1.3673984426213683,1374.9913342524912,196.4467864639991,0.9837655913467276,True,success,0.1513011910086021
1.5,1000.0,250.0,0.25,20,280,0.52,1.3633754639329236,1373.2425201875255,197.93887559910613,0.9836618707531776,True,success,0.1503164568189513
1.5,1000.0,250.0,0.25,20,280,0.54,1.3594556169822962,1371.531318195884,199.39358988269888,0.9835540043726752,True,success,0.1493755174110326
1.5,1000.0,250.0,0.25,20,280,0.56,1.3556307300079409,1369.8568116173064,200.8128986431554,0.9834421930964582,True,success,0.1484767592031816
1.5,1000.0,250.0,0.25,20,280,0.58,1.351897091664832,1368.2166460857525,202.198615850224,0.9833264582505876,True,success,0.1476171247623126
1.5,1000.0,250.0,0.25,20,280,0.6,1.3482482603828354,1366.60985099216,203.5524166276432,0.983206945754854,True,success,0.1467950899464417
1.5,1000.0,250.0,0.25,20,280,0.62,1.3446821031169096,1365.0339950353243,204.87585131862372,0.9830836200500592,True,success,0.1460076281444176
1.5,1000.0,250.0,0.25,20,280,0.64,1.341198544725397,1363.4860399834702,206.17035818806696,0.9829563525494754,True,success,0.1452510952963747
1.5,1000.0,250.0,0.25,20,280,0.66,1.3377876816166554,1361.9671376466342,207.4372725952445,0.9828254634585326,True,success,0.1445263883825843
1.5,1000.0,250.0,0.25,20,280,0.68,1.3344498562204343,1360.474493079561,208.67783934515592,0.9826908150041412,True,success,0.1438302033912333
1.5,1000.0,250.0,0.25,20,280,0.7,1.3311822544707623,1359.006761111729,209.89321930867013,0.9825524137948084,True,success,0.1431608222505006
1.5,1000.0,250.0,0.25,20,280,0.72,1.327981879673982,1357.5628334738092,211.08449714014603,0.9824102784793708,True,success,0.1425168112315415
1.5,1000.0,250.0,0.25,20,280,0.74,1.3248464422767323,1356.141457677811,212.25268929929933,0.9822643966052604,True,success,0.1418966056900637
1.5,1000.0,250.0,0.25,20,280,0.76,1.3217738664496048,1354.741429861596,213.39874771825748,0.9821147473037688,True,success,0.1412987135867629
1.5,1000.0,250.0,0.25,20,280,0.78,1.3187621674546308,1353.3616300248673,214.52356682635616,0.9819613063920424,True,success,0.1407217530826633
1.5,1000.0,250.0,0.25,20,280,0.8,1.3158083496749289,1352.00146637919,215.6279899043289,0.9818041026597388,True,success,0.140164940321994
1.5,1000.0,250.0,0.25,20,280,0.82,1.3129108633972062,1350.6598603627288,216.712808691272,0.981643094554004,True,success,0.1396269725680673
1.5,1000.0,250.0,0.25,20,280,0.84,1.3100677479620475,1349.3359964790932,217.7787714184127,0.9814782622339336,True,success,0.1391068506136627
1.5,1000.0,250.0,0.25,20,280,0.86,1.3072780300466589,1348.0287337331088,218.8265855547826,0.9813095336088432,True,success,0.1386032291399095
1.5,1000.0,250.0,0.25,20,280,0.88,1.304539717557715,1346.7374392916338,219.85691986498725,0.9811368912688656,True,success,0.1381153335365087
1.5,1000.0,250.0,0.25,20,280,0.9,1.301851614509243,1345.4612222729208,220.8704080609725,0.9809602748770674,True,success,0.1376421148530985
1.5,1000.0,250.0,0.25,20,280,0.92,1.2992103355450346,1344.2001853262536,221.86765128908536,0.980779748772054,True,success,0.1371836363345921
1.5,1000.0,250.0,0.25,20,280,0.94,1.2966189760374347,1342.9517609331065,222.8492204878269,0.9805950066656108,True,success,0.136737004447709
1.5,1000.0,250.0,0.25,20,280,0.96,1.2940717640011206,1341.7171868398857,223.81565860754569,0.9804062510297264,True,success,0.136303561463304
1.5,1000.0,250.0,0.25,20,280,0.98,1.2915691053340632,1340.495147565918,224.76748256496924,0.9802133286904414,True,success,0.1358818200525977
1.5,1000.0,250.0,0.25,20,280,1.0,1.2891098412677302,1339.2850406496702,225.70518507356107,0.9800161753756208,True,success,0.1354710919743458
1.5,1000.0,250.0,0.25,20,284,0.48,1.9782420527290536,1279.046886189949,241.26958441079492,0.960739007760326,True,success,0.1795947008479994
1.5,1000.0,250.0,0.25,20,284,0.5,1.9650440244302236,1272.4444922483067,246.8387025920821,0.9587001158629738,True,success,0.1703541927836315
1.5,1000.0,250.0,0.25,20,284,0.52,1.9524602033427905,1266.0093246047477,252.21959948592632,0.9565348152203834,True,success,0.1617526587803293
1.5,1000.0,250.0,0.25,20,284,0.54,1.9404570087950284,1259.725395903073,257.4267368776758,0.9542328364750308,True,success,0.1537357161850643
1.5,1000.0,250.0,0.25,20,284,0.56,1.92900122814423,1253.5782480356254,262.4734873825,0.951782917116734,True,success,0.1462539840973019
1.5,1000.0,250.0,0.25,20,284,0.58,1.9180733017137368,1247.552424959458,267.3722827006831,0.9491710214990944,True,success,0.1392663484676852
1.5,1000.0,250.0,0.25,20,284,0.6,1.9076459475970244,1241.634984587325,272.13474303818185,0.9463824680252496,True,success,0.1327330653335614
1.5,1000.0,250.0,0.25,20,284,0.62,1.897697662151072,1235.8129896822115,276.77179201363964,0.9434001127213908,True,success,0.1266193529417857
1.5,1000.0,250.0,0.25,20,284,0.64,1.888209133898728,1230.0739724356524,281.29376080114093,0.9402043626844984,True,success,0.1208939240984671
1.5,1000.0,250.0,0.25,20,284,0.66,1.8791629652124784,1224.4058385160492,285.7104841901962,0.9367727583944896,True,success,0.1155285764583979
1.5,1000.0,250.0,0.25,20,284,0.68,1.870543915038748,1218.7966872052275,290.0313912580983,0.9330793791611788,True,success,0.1104979661612603
1.5,1000.0,250.0,0.25,20,284,0.7,1.862338723525524,1213.2347082945491,294.2655931665059,0.9290941762732082,True,success,0.1057793060336689
1.5,1000.0,250.0,0.25,20,284,0.72,1.8545358902304572,1207.7080870597647,298.42197057749235,0.9247821545783308,True,success,0.1013520910919689
1.5,1000.0,250.0,0.25,20,284,0.74,1.8471257837082955,1202.2048469700042,302.50926326493266,0.9201022800068897,True,success,0.0971979382957213
1.5,1000.0,250.0,0.25,20,284,0.76,1.8401006728205933,1196.7126969662563,306.5361651429242,0.9150061037987678,True,success,0.093300430962593
1.5,1000.0,250.0,0.25,20,284,0.78,1.8334547996802373,1191.218857069674,310.5114281122932,0.9094359826440506,True,success,0.0896449968666826
1.5,1000.0,250.0,0.25,20,284,0.8,1.8271845019484376,1185.7098533454987,314.4439796154893,0.9033227464907602,True,success,0.0862188198339536
1.5,1000.0,250.0,0.25,20,284,0.82,1.8212883855235724,1180.1712729436913,318.34305974954253,0.8965826031335987,True,success,0.0830107843755657
1.5,1000.0,250.0,0.25,20,284,0.84,1.815767619232575,1174.5874537361046,322.2183863375108,0.8891129493370531,True,success,0.0800114695964986
1.5,1000.0,250.0,0.25,20,284,0.86,1.810625990596042,1168.9411521621764,326.0803595671624,0.8807867228922706,True,success,0.0772131144652067
1.5,1000.0,250.0,0.25,20,284,0.88,1.805871239105048,1163.21290390366,329.94032288545355,0.8714441294372913,True,success,0.074609891628877
1.5,1000.0,250.0,0.25,20,284,0.9,1.8015150491656995,1157.3804871102816,333.8109052293832,0.8608813273437701,True,success,0.0721979188355022
1.5,1000.0,250.0,0.25,20,284,0.92,1.7975742140290092,1151.417997250952,337.7064827081318,0.848833484468953,True,success,0.06997557604718
1.5,1000.0,250.0,0.25,20,284,0.94,1.7940721020778536,1145.2945896281797,341.6438202793886,0.8349491990240707,True,success,0.0679439525575053
1.5,1000.0,250.0,0.25,20,284,0.96,1.7910441282164302,1138.9721316381451,345.6429926335207,0.8187489684480131,True,success,0.066108250776062
1.5,1000.0,250.0,0.25,20,284,0.98,1.7885275000322132,1132.4047077853256,349.72875447802784,0.799565647834769,True,success,0.0644759947911623
1.5,1000.0,250.0,0.25,20,284,1.0,1.786586368583926,1125.5311619239335,353.93266721766696,0.7764238544216457,True,success,0.0630630704436719
1.5,1000.0,250.0,0.25,20,285,0.48,1.6858387138673132,1452.6837777025512,178.1027750949243,0.9644807942887031,True,success,0.2254411591315958
1.5,1000.0,250.0,0.25,20,285,0.5,1.6780618292079783,1448.325838417747,181.7001572221516,0.963714957503622,True,success,0.2197524881479618
1.5,1000.0,250.0,0.25,20,285,0.52,1.6705812367394868,1444.0741801623867,185.1847840755164,0.962915999874654,True,success,0.214335315625599
1.5,1000.0,250.0,0.25,20,285,0.54,1.663379490584595,1439.9201257307468,188.56457624083345,0.9620826117789882,True,success,0.2091675207348386
1.5,1000.0,250.0,0.25,20,285,0.56,1.6564411684351903,1435.8556318052476,191.8467441706388,0.9612133097457224,True,success,0.2042291947982923
1.5,1000.0,250.0,0.25,20,285,0.58,1.6497523415964788,1431.8733291624608,195.0378524033908,0.9603064647070078,True,success,0.1995024162496891
1.5,1000.0,250.0,0.25,20,285,0.6,1.64330036263352,1427.9664235446228,198.14391239869383,0.9593602908836676,True,success,0.1949709774721779
1.5,1000.0,250.0,0.25,20,285,0.62,1.6370737516121536,1424.128617228348,201.17044806133015,0.958372833023273,True,success,0.1906201705972419
1.5,1000.0,250.0,0.25,20,285,0.64,1.6310620591011409,1420.3540484800328,204.1225541620615,0.9573419545458252,True,success,0.186436605370536
1.5,1000.0,250.0,0.25,20,285,0.66,1.625255744017582,1416.6372402693432,207.0049468171928,0.956265324227221,True,success,0.1824080540927348
1.5,1000.0,250.0,0.25,20,285,0.68,1.6196460920698277,1412.973048692534,209.82200742170497,0.9551403981104976,True,success,0.1785233155218417
1.5,1000.0,250.0,0.25,20,285,0.7,1.614225279736742,1409.3565801932014,212.5778209193801,0.9539643832768304,True,success,0.1747720801372535
1.5,1000.0,250.0,0.25,20,285,0.72,1.6089862072120624,1405.7831804285977,215.27620970301516,0.9527342237123476,True,success,0.1711448392924347
1.5,1000.0,250.0,0.25,20,285,0.74,1.603921825666894,1402.248572297972,217.92076340242048,0.9514466503957416,True,success,0.1676328783808582
1.5,1000.0,250.0,0.25,20,285,0.76,1.5990244737268948,1398.7489977536322,220.514865551801,0.9500982462496942,True,success,0.1642282903171272
1.5,1000.0,250.0,0.25,20,285,0.78,1.5942914475869563,1395.279612997649,223.0617173615668,0.9486846790823324,True,success,0.160923144451099
1.5,1000.0,250.0,0.25,20,285,0.8,1.5897164017822385,1391.8368644151012,225.5643595133293,0.9472017575437344,True,success,0.1577105767289864
1.5,1000.0,250.0,0.25,20,285,0.82,1.5852950463343316,1388.4168563227754,228.02569180064253,0.9456446532320302,True,success,0.1545839666872526
1.5,1000.0,250.0,0.25,20,285,0.84,1.5810212467228326,1385.0164161434018,230.4484910590989,0.9440083993465486,True,success,0.1515374321664517
1.5,1000.0,250.0,0.25,20,285,0.86,1.5768939948613487,1381.6311034062785,232.83542863208973,0.9422867808582142,True,success,0.1485647822398875
1.5,1000.0,250.0,0.25,20,285,0.88,1.5729107614070628,1378.257053057655,235.18908599103568,0.9404732201998788,True,success,0.1456604187522903
1.5,1000.0,250.0,0.25,20,285,0.9,1.5690622012149729,1374.8924343147714,237.5119710004179,0.9385616694701104,True,success,0.1428201049021529
1.5,1000.0,250.0,0.25,20,285,0.92,1.5653534883295874,1371.531443596426,239.80652502348653,0.9365429193607908,True,success,0.1400377775959835
1.5,1000.0,250.0,0.25,20,285,0.94,1.561777610551742,1368.1717509114849,242.07515457600505,0.9344089846754674,True,success,0.1373094516399925
1.5,1000.0,250.0,0.25,20,285,0.96,1.5583340924063436,1364.809248804852,244.32022786738432,0.9321497847996384,True,success,0.1346304328636484
1.5,1000.0,250.0,0.25,20,285,0.98,1.5550212216839892,1361.440192231214,246.5440987241534,0.9297543277910338,True,success,0.1319964379629203
1.5,1000.0,250.0,0.25,20,285,1.0,1.55183605033782,1358.0611705990998,248.7491204297436,0.9272105885723166,True,success,0.1294035781969969
1.5,1000.0,250.0,0.25,20,286,0.48,1.572599656395949,1176.8831914278776,149.09752502970406,0.9834410294815578,True,success,0.0438115106909801
1.5,1000.0,250.0,0.25,20,286,0.5,1.5673235534420105,1174.5772567961608,151.0035857498728,0.9831388362149636,True,success,0.0422919356684373
1.5,1000.0,250.0,0.25,20,286,0.52,1.5621790113091771,1172.3108665054783,152.86801095971452,0.9828230569901828,True,success,0.0408439822096295
1.5,1000.0,250.0,0.25,20,286,0.54,1.5571594514782323,1170.0815267794662,154.69309857569164,0.982493438935917,True,success,0.0394632213855337
1.5,1000.0,250.0,0.25,20,286,0.56,1.5522577553321597,1167.8872242844975,156.4809582669537,0.9821497513753862,True,success,0.0381456525745564
1.5,1000.0,250.0,0.25,20,286,0.58,1.5474692057536032,1165.7256324616917,158.23353164085125,0.9817916481517271,True,success,0.0368875479676618
1.5,1000.0,250.0,0.25,20,286,0.6,1.542790591762161,1163.5943008691652,159.95261143004473,0.9814186938593756,True,success,0.0356854206844087
1.5,1000.0,250.0,0.25,20,286,0.62,1.538216538539863,1161.4915782283986,161.63985764267983,0.9810305447468906,True,success,0.034536157404091
1.5,1000.0,250.0,0.25,20,286,0.64,1.533743833696494,1159.4154664129287,163.29681153531678,0.980626732344117,True,success,0.033436798849388
1.5,1000.0,250.0,0.25,20,286,0.66,1.5293686407159457,1157.364321144896,164.924908099779,0.98020680131351,True,success,0.0323846417456704
1.5,1000.0,250.0,0.25,20,286,0.68,1.5250876585545572,1155.3365307979525,166.52548699025022,0.979770247276014,True,success,0.0313771612833358
1.5,1000.0,250.0,0.25,20,286,0.7,1.5208978333484875,1153.330573806674,168.09980217962482,0.9793165286613448,True,success,0.0304120047951943
1.5,1000.0,250.0,0.25,20,286,0.72,1.5167963352568008,1151.345009145808,169.64903052569622,0.978845064939947,True,success,0.0294869753679424
1.5,1000.0,250.0,0.25,20,286,0.74,1.5127805396229304,1149.3784673765133,171.17427939431423,0.9783552344902192,True,success,0.0286000172750075
1.5,1000.0,250.0,0.25,20,286,0.76,1.508847588442619,1147.4297546486127,172.67659342864866,0.9778464008106924,True,success,0.0277492327912152
1.5,1000.0,250.0,0.25,20,286,0.78,1.5049956874187418,1145.4974975671184,174.1569606940539,0.977317822764604,True,success,0.0269327803618061
1.5,1000.0,250.0,0.25,20,286,0.8,1.5012226649721174,1143.5805148688482,175.61631806281164,0.9767687446505936,True,success,0.0261489607928181
1.5,1000.0,250.0,0.25,20,286,0.82,1.4975264304144265,1141.6776873603587,177.0555561989407,0.9761983640053924,True,success,0.025396178331223
