beta,eta,gamma,gamma_over_eta,n,repeat_id,default_loss,base_l6_delta,base_l6_loss,loss_048,loss_050,new_grid_best_delta,new_grid_best_loss,extended_l6_loss,extended_l6_delta,loss_reduction,at_new_upper_boundary
1.5,1000.0,100.0,0.1,10,221,0.11360459000605908,0.5,0.02034354102596337,0.021434636024862105,0.02034354102596337,0.58,0.0184684858891715,0.0184684858891715,0.58,0.00187505513679187,False
1.5,1000.0,100.0,0.1,10,224,0.2988331221531312,0.5,0.0302998269710303,0.03166455747695059,0.0302998269710303,0.58,0.0278910966274448,0.0278910966274448,0.58,0.002408730343585498,False
1.5,1000.0,100.0,0.1,10,229,0.3833290959370749,0.5,0.1820277247753563,0.18859654480484267,0.1820277247753563,1.0,0.0896925477709317,0.0896925477709317,1.0,0.0923351770044246,True
1.5,1000.0,100.0,0.1,10,237,0.1793266297249527,0.5,0.16480550260023938,0.17315504147909594,0.16480550260023938,1.0,0.0436470923698097,0.0436470923698097,1.0,0.12115841023042967,True
1.5,1000.0,100.0,0.1,10,243,0.16959169096230758,0.5,0.03731436283344276,0.041153504890896975,0.03731436283344276,0.76,0.0173196499852342,0.0173196499852342,0.76,0.019994712848208564,False
1.5,1000.0,100.0,0.1,10,245,0.010176067982864263,0.5,0.007455490480377485,0.007597429107256136,0.007455490480377485,0.52,0.0074066222434649,0.0074066222434649,0.52,4.886823691258469e-05,False
1.5,1000.0,100.0,0.1,10,250,0.03335430394386178,0.5,0.03142585408400998,0.031606424423675894,0.03142585408400998,0.52,0.0315203112452259,0.03142585408400998,0.5,0.0,False
1.5,1000.0,100.0,0.1,10,273,0.07677624210330639,0.5,0.040952081940275824,0.04482646452200587,0.040952081940275824,1.0,0.00196050094695,0.00196050094695,1.0,0.03899158099332582,True
1.5,1000.0,100.0,0.1,10,282,0.08927041179876427,0.5,0.026191445048285397,0.02840740768753364,0.026191445048285397,0.78,0.0154855314644227,0.0154855314644227,0.78,0.010705913583862697,False
1.5,1000.0,100.0,0.1,10,286,0.36341296019672725,0.5,0.07102958647004502,0.07178287216284326,0.07102958647004502,0.54,0.0704632806103486,0.0704632806103486,0.54,0.0005663058596964282,False
1.5,1000.0,100.0,0.1,15,0,0.12918037377847624,0.5,0.06073794424671173,0.0652565853902982,0.06073794424671173,1.0,0.0096675154851273,0.0096675154851273,1.0,0.05107042876158443,True
1.5,1000.0,100.0,0.1,15,10,0.040058808913155095,0.5,0.015467374873205837,0.015826016410852108,0.015467374873205837,0.72,0.013825561486966,0.013825561486966,0.72,0.001641813386239836,False
1.5,1000.0,100.0,0.1,15,12,0.5564245926339404,0.5,0.3405336649467195,0.34735953295137867,0.3405336649467195,0.54,0.3339488191222787,0.3339488191222787,0.54,0.006584845824440799,False
1.5,1000.0,100.0,0.1,15,19,0.09065522645978767,0.5,0.010704964263785408,0.012053925214134228,0.010704964263785408,0.88,0.00106538878166,0.00106538878166,0.88,0.009639575482125408,False
1.5,1000.0,100.0,0.1,15,23,0.06634057713466943,0.5,0.01775174662655882,0.018226734775222034,0.01775174662655882,0.66,0.0161630435704637,0.0161630435704637,0.66,0.001588703056095122,False
1.5,1000.0,100.0,0.1,15,24,0.4482249310982167,0.5,0.14515116333581657,0.15096305575456798,0.14515116333581657,0.66,0.123076652501087,0.123076652501087,0.66,0.02207451083472957,False
1.5,1000.0,100.0,0.1,15,28,0.13128669847323882,0.5,0.02060686300678227,0.021886611158069728,0.02060686300678227,0.7,0.0152307580119218,0.0152307580119218,0.7,0.005376104994860468,False
1.5,1000.0,100.0,0.1,15,29,0.46066463283856796,0.5,0.340064837006284,0.3427523470484008,0.340064837006284,0.52,0.3420234944091344,0.340064837006284,0.5,0.0,False
1.5,1000.0,100.0,0.1,15,33,0.016311843636009467,0.5,0.005710133817952033,0.005941695337212464,0.005710133817952033,0.62,0.0051113751888189,0.0051113751888189,0.62,0.0005987586291331332,False
1.5,1000.0,100.0,0.1,15,35,0.3890562010403154,0.5,0.14895858001071605,0.15614855035875227,0.14895858001071605,0.7,0.1176045056566401,0.1176045056566401,0.7,0.031354074354075945,False
1.5,1000.0,100.0,0.1,15,36,0.060696318715655596,0.5,0.019184856938324814,0.019706354917670865,0.019184856938324814,0.66,0.0174463218505713,0.0174463218505713,0.66,0.0017385350877535122,False
1.5,1000.0,100.0,0.1,15,39,0.3539570912116933,0.5,0.20075350138331818,0.21097869874138564,0.20075350138331818,0.98,0.0753017814090419,0.0753017814090419,0.98,0.1254517199742763,False
1.5,1000.0,100.0,0.1,15,51,0.6215810469079429,0.5,0.09795619020293901,0.1023485072035011,0.09795619020293901,0.7,0.0799683200042185,0.0799683200042185,0.7,0.017987870198720515,False
