fit_id,n,fold,seed,route,converged,nan_flag,best_epoch,stopped_epoch,best_val_loss,last_train_loss,rrmse_x95,n_test,n_nonfinite,n_illegal,n_support_viol,support_legality_ok,sample_bytes_sha,evidence_sha256,runtime_s,init_param_sha,batch_order_sha,network_sha,scaler_sha,train_rows_sha,val_rows_sha,test_rows_sha,target_R,hidden_layers,split_strategy
n10_f1_s42_rQ_lg512,10,1,42,Q,True,False,38,58,0.02861099238376085,0.027504150582888867,0.16758107670430322,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,c7fb7240e3f881ad96dcf8d727108cdae7e4a7bfd1865fe14d05f21e3f4e7be4,17.100765228271484,1db70e81d817695ad8451d18159f17d947efe41b6a2d1615f51365c5f1464d4d,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[512, 256, 128]",repeat_stratified
n10_f1_s42_rQ_sm64,10,1,42,Q,True,False,107,127,0.029016759843917442,0.027432402662787913,0.16906113103380047,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,82428526464d77094e53d45092b9b2118e62348a6de4737501051b2f752145f5,4.855455636978149,50e2a7ce29ff485e8885a5273cfa4f63017e106a7b43a308cc23dcc7b4fda883,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[64, 32]",repeat_stratified
n10_f3_s2026_rP_lg512,10,3,2026,P,True,False,52,72,0.057352367584965196,0.06092985040964016,0.17174277929417378,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,6b36382e02566f8babb97db95790adde5ed3c6fe1d818e63ee9d35ce03fef72c,17.59997582435608,bf043f038f49e9bbe41b7c41d16b957abedbc2f04e12ed6c4825074a55c40fcd,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[512, 256, 128]",repeat_stratified
n10_f3_s2026_rP_sm64,10,3,2026,P,True,False,168,188,0.05752340497671329,0.06044052884673145,0.17153042787606984,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,019888d745f45196fbd1972c71957e875ab58cf4007892b64a1378515934c256,6.643615484237671,3fe2fe03d05412435a2546e3201dc94705f5cf2d0f84f881eb4cc720b6aaeeed,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[64, 32]",repeat_stratified
n10_f3_s2026_rQ_lg512,10,3,2026,Q,True,False,47,67,0.027029402519265333,0.026745971174332913,0.1725510791493391,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,6d49225f754653c5ec445ed93d849d8d3e522f791563fa91a8bc83fadb474f3c,16.38486909866333,bf043f038f49e9bbe41b7c41d16b957abedbc2f04e12ed6c4825074a55c40fcd,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[512, 256, 128]",repeat_stratified
n10_f3_s2026_rQ_sm64,10,3,2026,Q,True,False,153,173,0.027472537262546903,0.026636703189291303,0.17231307315500455,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,393de060d1a3917249d77cb91a1fced47cefbfc4b14d541469170f67f459aacd,6.688710689544678,3fe2fe03d05412435a2546e3201dc94705f5cf2d0f84f881eb4cc720b6aaeeed,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[64, 32]",repeat_stratified
n10_f3_s3407_rP_lg512,10,3,3407,P,True,False,62,82,0.0570733004992877,0.05902244780892107,0.17118376666095964,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,025bc0accea08b5c946f19af126b7778d7421c4395b6a01496e5abcb45900b74,19.855954885482788,cee4dc9ac01ec89c3d50945cc0ece17a0904220545f7afdea709fae7c402bd74,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[512, 256, 128]",repeat_stratified
n10_f3_s3407_rP_sm64,10,3,3407,P,True,False,186,206,0.057484849726271436,0.06038741310707055,0.17142870774361077,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,f1be8f4e8abbef4b7f20c4b683a12e39f310469bac26dffa95904a74b03a8a14,8.049995183944702,71fd1213ab6a5a3d924d10899ed1f1b7714581357c41e75ff9f5cfafdb4d34e6,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[64, 32]",repeat_stratified
n10_f3_s3407_rQ_lg512,10,3,3407,Q,True,False,72,92,0.026612894504402677,0.027011523145039865,0.1721067833353034,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,b38a21ec132dabc98b0fe0f8679b396fa3696bcdf3cc8aba25b9bd0d6aae6ef7,22.453664302825928,cee4dc9ac01ec89c3d50945cc0ece17a0904220545f7afdea709fae7c402bd74,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[512, 256, 128]",repeat_stratified
n10_f3_s3407_rQ_sm64,10,3,3407,Q,True,False,108,128,0.027572264307821625,0.02697355014726539,0.1731375001871255,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,24867fe7052ad91214ea39a721c05eac1c9975127ac40d93ef648c0a8ab4ef76,5.096409559249878,71fd1213ab6a5a3d924d10899ed1f1b7714581357c41e75ff9f5cfafdb4d34e6,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[64, 32]",repeat_stratified
n10_f3_s42_rP_lg512,10,3,42,P,True,False,56,76,0.05733768430720335,0.06355764595777647,0.16973319715779972,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,e41b559b2352c9ed5f954a71383e03314840e7e42a381193a3d66004b2be318e,18.56702756881714,1db70e81d817695ad8451d18159f17d947efe41b6a2d1615f51365c5f1464d4d,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[512, 256, 128]",repeat_stratified
n10_f3_s42_rP_sm64,10,3,42,P,True,False,213,233,0.05744812982475252,0.06170121911326083,0.17149072640550408,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,1dd9964586ea0cd8f0f8afffe8a7c385dba64fe0cc4db5a14f8f0b24660915f7,8.13700270652771,50e2a7ce29ff485e8885a5273cfa4f63017e106a7b43a308cc23dcc7b4fda883,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[64, 32]",repeat_stratified
n10_f3_s42_rQ_lg512,10,3,42,Q,True,False,29,49,0.027033919988207877,0.027018148462107403,0.1712400386107446,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,a0e49a2d73bdf04c381127d026d289b1e92ead1630f3ff10da7c0030aa816cc8,11.87315821647644,1db70e81d817695ad8451d18159f17d947efe41b6a2d1615f51365c5f1464d4d,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[512, 256, 128]",repeat_stratified
n10_f3_s42_rQ_sm64,10,3,42,Q,True,False,112,132,0.0279904600599115,0.026975233161729936,0.17357047700489472,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,da65360204ff429b411fb11e4d30fbd9d17ffcb4c3a74d491bd5309e774268ba,4.9053215980529785,50e2a7ce29ff485e8885a5273cfa4f63017e106a7b43a308cc23dcc7b4fda883,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[64, 32]",repeat_stratified
n15_f1_s2026_rP_lg512,15,1,2026,P,True,False,81,101,0.040526376047090404,0.0442481702122003,0.14974610100119246,2400,0,0,0,True,9adbc819f1efc2b7f30b4ce84e410af04d0d3ca16a2bdb980a4f9f4f0037dcdf,30b657a561337c692fc5d7cef621c9ca54ffe50ce4c6cd933d31bdf307eb99d5,25.329416275024414,73a5b67ebb3f1fb936b3b59ac7bcdb676b98ed2c2f9bbdeb46baa8a18f3c8af2,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,df905ff6f6fed942e52d6f27c2d7164a4233214c988da5ea105721197fbe3591,a07da131ef4cbf4d2a5f5e360d4969586f3a01c06f67f3ab692404c9dd41c678,7220220c46e0c06a06bd2bbda909a9d2291c001d79635f840ba47d83ce3f81b5,c6e9bc1956b8ff76dc5c898f4bb9476c5dfb5c79c4939c10d3a260df797a9b67,8683fac296e4a397ee2330834f9978f62c39422af36f1e1eb1d9bc8641b7cf01,,"[512, 256, 128]",repeat_stratified
n15_f1_s2026_rP_sm64,15,1,2026,P,True,False,148,168,0.04217516961569805,0.04376945518018016,0.149133427158129,2400,0,0,0,True,9adbc819f1efc2b7f30b4ce84e410af04d0d3ca16a2bdb980a4f9f4f0037dcdf,d5eb74703129c2dc3507765c3fa8ee27b7524ce0740d881c1228ea97bb493490,6.421563148498535,84b85a6f6390c4d03d7545e9d9c9c9135a6e2b85487838cde9638fbcd3710d1b,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,42453a624ead89eb087d0333f98b7ad027cfce4c8ae44d9d5c09b305824da4b1,a07da131ef4cbf4d2a5f5e360d4969586f3a01c06f67f3ab692404c9dd41c678,7220220c46e0c06a06bd2bbda909a9d2291c001d79635f840ba47d83ce3f81b5,c6e9bc1956b8ff76dc5c898f4bb9476c5dfb5c79c4939c10d3a260df797a9b67,8683fac296e4a397ee2330834f9978f62c39422af36f1e1eb1d9bc8641b7cf01,,"[64, 32]",repeat_stratified
n15_f1_s2026_rQ_lg512,15,1,2026,Q,True,False,40,60,0.018558684732871013,0.019344906286462953,0.14264241713585096,2400,0,0,0,True,9adbc819f1efc2b7f30b4ce84e410af04d0d3ca16a2bdb980a4f9f4f0037dcdf,d23e693f31a61b6c0d056c271ac3127b73580aec929c3667dec53bdb738f2dee,15.816773176193237,73a5b67ebb3f1fb936b3b59ac7bcdb676b98ed2c2f9bbdeb46baa8a18f3c8af2,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,df905ff6f6fed942e52d6f27c2d7164a4233214c988da5ea105721197fbe3591,a07da131ef4cbf4d2a5f5e360d4969586f3a01c06f67f3ab692404c9dd41c678,7220220c46e0c06a06bd2bbda909a9d2291c001d79635f840ba47d83ce3f81b5,c6e9bc1956b8ff76dc5c898f4bb9476c5dfb5c79c4939c10d3a260df797a9b67,8683fac296e4a397ee2330834f9978f62c39422af36f1e1eb1d9bc8641b7cf01,,"[512, 256, 128]",repeat_stratified
n15_f1_s2026_rQ_sm64,15,1,2026,Q,True,False,131,151,0.01912211486558621,0.01960769143497925,0.1457621849753548,2400,0,0,0,True,9adbc819f1efc2b7f30b4ce84e410af04d0d3ca16a2bdb980a4f9f4f0037dcdf,9a933d46bad60da41aea08243517ff2013ea343883c3ff8147df45b3b5d89353,5.8437206745147705,84b85a6f6390c4d03d7545e9d9c9c9135a6e2b85487838cde9638fbcd3710d1b,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,42453a624ead89eb087d0333f98b7ad027cfce4c8ae44d9d5c09b305824da4b1,a07da131ef4cbf4d2a5f5e360d4969586f3a01c06f67f3ab692404c9dd41c678,7220220c46e0c06a06bd2bbda909a9d2291c001d79635f840ba47d83ce3f81b5,c6e9bc1956b8ff76dc5c898f4bb9476c5dfb5c79c4939c10d3a260df797a9b67,8683fac296e4a397ee2330834f9978f62c39422af36f1e1eb1d9bc8641b7cf01,,"[64, 32]",repeat_stratified
