fit_id,n,fold,seed,route,converged,nan_flag,best_epoch,stopped_epoch,best_val_loss,last_train_loss,rrmse_x95,n_test,n_nonfinite,n_illegal,n_support_viol,support_legality_ok,sample_bytes_sha,evidence_sha256,runtime_s,init_param_sha,batch_order_sha,network_sha,scaler_sha,train_rows_sha,val_rows_sha,test_rows_sha,target_R,hidden_layers,split_strategy
n10_f1_s2026_rP_lg512,10,1,2026,P,True,False,60,80,0.059801974105041907,0.06261555729341349,0.17516332363825704,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,43aa9cf3d2e00a59429ee815bb17c86c9079b46d72cf9cf0b9b3f4e99d025020,23.897252798080444,bf043f038f49e9bbe41b7c41d16b957abedbc2f04e12ed6c4825074a55c40fcd,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[512, 256, 128]",repeat_stratified
n10_f1_s2026_rP_sm64,10,1,2026,P,True,False,148,168,0.06000291965312448,0.06273143220880463,0.178921205145371,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,2269a1688be381576f664a36f548b2d35ce9781bb29aed8c3d5d197e428d06df,6.105217933654785,3fe2fe03d05412435a2546e3201dc94705f5cf2d0f84f881eb4cc720b6aaeeed,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[64, 32]",repeat_stratified
n10_f1_s2026_rQ_lg512,10,1,2026,Q,True,False,46,66,0.02839608936324853,0.02648770377125429,0.16689158364406806,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,844f0cc4649355b4c1cdc797f5f658d2f3da8945a0fe7eb4d15909134aeb3667,16.797048568725586,bf043f038f49e9bbe41b7c41d16b957abedbc2f04e12ed6c4825074a55c40fcd,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[512, 256, 128]",repeat_stratified
n10_f1_s2026_rQ_sm64,10,1,2026,Q,True,False,149,169,0.029121750488912686,0.02670097552987239,0.16930204625416845,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,bff48e83b57f500aa8a10e9bb124ea539838d64fabacccd8e08f683d3413daff,6.3435797691345215,3fe2fe03d05412435a2546e3201dc94705f5cf2d0f84f881eb4cc720b6aaeeed,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[64, 32]",repeat_stratified
n10_f1_s3407_rP_lg512,10,1,3407,P,True,False,54,74,0.05944755466776368,0.06392394003080726,0.1752158235760033,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,98b7f95f5e32f1fd2fa83009549defd36b079b6f0fcc4a8451dbb322c162eea5,19.196142196655273,cee4dc9ac01ec89c3d50945cc0ece17a0904220545f7afdea709fae7c402bd74,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[512, 256, 128]",repeat_stratified
n10_f1_s3407_rP_sm64,10,1,3407,P,True,False,118,138,0.061104946898656795,0.06193658615474072,0.17613732880467997,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,4b514f5cc36631b5ab25c5dc9ef8a3b1108b0ebdae4c850a6fab3b1e0bc15cfe,4.733701944351196,71fd1213ab6a5a3d924d10899ed1f1b7714581357c41e75ff9f5cfafdb4d34e6,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[64, 32]",repeat_stratified
n10_f1_s3407_rQ_lg512,10,1,3407,Q,True,False,70,90,0.02833025956494418,0.026999542408880823,0.16692723821017047,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,4dbb360e2065856bf73476a64065569c9e540f0ee8c0442b9469deb057113ed6,22.659074544906616,cee4dc9ac01ec89c3d50945cc0ece17a0904220545f7afdea709fae7c402bd74,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[512, 256, 128]",repeat_stratified
n10_f1_s3407_rQ_sm64,10,1,3407,Q,True,False,77,97,0.02903426137204555,0.027511758340898414,0.1689375155510946,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,4c3ed429437ea727984932e18b9c5e2f8975e0162a494982c3bf584c50f313d5,3.8593223094940186,71fd1213ab6a5a3d924d10899ed1f1b7714581357c41e75ff9f5cfafdb4d34e6,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[64, 32]",repeat_stratified
n10_f1_s42_rP_lg512,10,1,42,P,True,False,66,86,0.059733389425872696,0.061887525101561876,0.17496724749434314,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,9e5d820f1f3eac54cdc9d4de0ae04d0c16c04df956fe63d5177d42f4a4de8c2c,24.40106225013733,1db70e81d817695ad8451d18159f17d947efe41b6a2d1615f51365c5f1464d4d,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,77945028d723d4a4fe6c68999604440c08bad548e905fe26de10a20693ae1162,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[512, 256, 128]",repeat_stratified
n10_f1_s42_rP_sm64,10,1,42,P,True,False,138,158,0.060643190556256305,0.06549512533396971,0.17629953218525055,2400,0,0,0,True,49a373c080da421fc8545181299e2b2e9d3a1d223b53c84176848add7ce833ff,7675f2b1cde104c4894ac7104a2f746df9fc7384fc710c1cf20c3e4959a3aa50,6.077072858810425,50e2a7ce29ff485e8885a5273cfa4f63017e106a7b43a308cc23dcc7b4fda883,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,fbc7a018ebafafa7c3f07ae0d4d2fdc125d57a277a62d818821c6e1221202816,629b35229b46c2c3c3c31eeefdadf0bd8f9c5a00cf429f3d4d7ba588b517d905,60ea477ca7c473df13c48cc1a9230a7326bb367fcc306194f087cf86bb667b6e,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,,"[64, 32]",repeat_stratified
