R,target,beta,gamma_over_eta,s_beta,s_eta,s_gamma,s_norm,W_bb,W_be,W_bg,W_ee,W_eg,W_gg,rank
0.95,B5,4.0,0.75,0.28826062706628275,0.38820428005093843,0.8157276265987488,0.9482659505449628,0.08309418911664654,0.11190400919729836,0.23514215715864586,0.15070256304986743,0.31666895600142797,0.6654115607964277,1
0.95,B5,4.0,1.0,0.23943266680958483,0.3224470403240968,0.6775529596759032,0.787640850207057,0.05732800193554967,0.07720435476965624,0.1622283120399286,0.10397209381376972,0.21847494651032712,0.45907801316557617,1
0.95,B5,4.5,0.1,0.5530374785235496,0.837880490906625,1.6211950909337507,1.9068738009006534,0.30585045265168553,0.46337931399507376,0.8965816452847581,0.7020437170419268,1.3583677386469815,2.6282735228676923,1
0.95,B5,4.5,0.25,0.4448573867812441,0.6739820357470314,1.3040718570118741,1.5338687321064823,0.1978980945738374,0.2998258871599274,0.5801259984852665,0.4542517845097127,0.8789210049492746,1.7006034082503978,1
0.95,B5,4.5,0.5,0.33548368029226583,0.5082751922797132,0.9834496154405736,1.1567480784248725,0.11254929974244324,0.17051803210725724,0.32993129637001717,0.2583436710869794,0.4998630423854675,0.9671731461102122,1
0.95,B5,4.5,0.75,0.269278276038199,0.4079705677809109,0.7893725762921189,0.9284717757280726,0.07251078994610449,0.1098576111663689,0.21256088649577348,0.1664399841754788,0.32204077814057613,0.623109064202057,1
0.95,B5,4.5,1.0,0.22489649468588335,0.3407298649517531,0.6592701350482469,0.7754433474848896,0.05057843332199756,0.07662895226244369,0.14826754242343967,0.11609684087003992,0.2246330240817132,0.43463711096653374,1
0.95,B5,5.0,0.1,0.5029417383479069,0.846647604244362,1.53352395755638,1.8224868411992758,0.25295039217241444,0.42581441784675017,0.7712732050115675,0.7168121657727179,1.2983543847164418,2.3516957283993816,1
0.95,B5,5.0,0.25,0.4088862169148738,0.6883153843955755,1.2467384624176983,1.4816621748732848,0.16718793838295723,0.281442673569814,0.5097741733802392,0.47377806839562886,0.8581492639997867,1.5543567936716465,1
0.95,B5,5.0,0.5,0.31172601405137235,0.5247567717171094,0.9504864565657811,1.1295872172675705,0.0971731078363564,0.16358033679384046,0.2962913545150638,0.2753696694629625,0.49877420450829385,0.9034245041149745,1
0.95,B5,5.0,0.75,0.2518750565516108,0.42400420752278173,0.7679943899696244,0.9127080558068472,0.06344104411287714,0.10679608374792157,0.193438630404919,0.17977956799702216,0.3256328527010128,0.5898153830248156,1
0.95,B5,5.0,1.0,0.2113048262652972,0.35570864631447935,0.6442913536855206,0.7656955786079788,0.044649729603007435,0.07516295371054511,0.13614187255475207,0.12652864106287937,0.22918000525159996,0.4151113484339206,1
0.99,B1,1.5,0.1,0.9744318306047298,0.31773920232829095,6.822607976717089,6.899163369362662,0.9495173924956849,0.3096151925796432,6.648166380250865,0.10095820069621861,2.167810016320723,46.547979603963654,1
0.99,B1,1.5,0.25,0.48158350806637373,0.15703300621091898,3.371867975156324,3.409703166283828,0.23192267524151505,0.07562450601326302,1.6238360082124428,0.024659365039638517,0.5294945646851218,11.369493641884809,1
0.99,B1,1.5,0.5,0.2613088078567558,0.08520662971183449,1.829586740576331,1.850116240700322,0.06828229306351892,0.022265242831491498,0.47808713005052866,0.007260169746849675,0.15589291992996962,3.347387641292723,1
0.99,B1,1.5,0.75,0.17929834102162925,0.05846495369475243,1.2553800617403301,1.2694664805810325,0.03214789509310846,0.010482669205375484,0.2250875624216717,0.003418150810529546,0.07339573717896385,1.575979099415155,1
0.99,B1,1.5,1.0,0.1364684105927473,0.044499125093070156,0.9555008749069299,0.9662223973659831,0.018623627089710666,0.006072724874219123,0.1303956857185282,0.001980172134048706,0.04251895295902145,0.9129819219479085,1
0.99,B1,2.0,0.1,1.1514808785381252,0.5006276195718077,4.993723804281924,5.149156597013631,1.3259082136389326,0.5764631312049955,5.7501774733312985,0.25062801347813457,2.499996060936731,24.93727743345193,1
0.99,B1,2.0,0.25,0.6583432355357195,0.28622690398982314,2.8550923840407076,2.9439589293586437,0.4334158157756398,0.1884355460700319,1.8796307578627505,0.08192584056759944,0.8172042536888949,8.151552521407252,1
0.99,B1,2.0,0.5,0.3841484249393364,0.16701563623339985,1.6659687275332002,1.717823051495238,0.14757001238337294,0.06415879359930171,0.6399792626800693,0.027894222746447345,0.278242826973905,2.7754518011185905,1
0.99,B1,2.0,0.75,0.27119699625068955,0.1179079124964487,1.1761227833380683,1.2127303443435196,0.07354781077539652,0.031976271703226034,0.31896096606328467,0.013902275829270205,0.13867418222290465,1.3832648014868847,1
0.99,B1,2.0,1.0,0.20957539656800436,0.09111678175486417,0.9088832182451358,0.9371727797859022,0.043921846846636296,0.01909583567027596,0.1904795608977284,0.008302267917363547,0.08281451383750062,0.8260687044076352,1
0.99,B1,2.5,0.1,1.1290847319256083,0.6136131005019492,3.863868994980508,4.071957389186043,1.2748323318675228,0.6928211830862846,4.362635488393236,0.3765210371076152,2.3709206339433395,14.92948361037168,1
0.99,B1,2.5,0.25,0.7148004420691855,0.3884658990563123,2.4461364037747506,2.5778729085399075,0.510939671982303,0.2776755963742556,1.7484993827797193,0.150905754729629,0.9502405773067331,5.983583305872069,1
0.99,B1,2.5,0.5,0.44355278715517726,0.24105347744663494,1.5178930451067303,1.5996390687794617,0.19673907499312598,0.10691994177490259,0.6732656907605494,0.058106778989115336,0.36589339691503925,2.3039992963833824,1
0.99,B1,2.5,0.75,0.3215377924358429,0.17474313146421078,1.1003424913810524,1.159601359216647,0.1033865519645152,0.056186520734328615,0.35380169560201913,0.03053516199391845,0.19227729262705645,1.2107535983386615,1
0.99,B1,2.5,1.0,0.252169569380254,0.1370442332133617,0.8629557667866383,0.9094301891892395,0.06358949172142273,0.03455838527546052,0.21761118410479346,0.01878112185703827,0.11826311135632343,0.7446926554303149,1
0.99,B1,3.0,0.1,1.04783463944781,0.6833482488015176,3.166517511984824,3.404666711217617,1.097957431626722,0.7160359659002306,3.3179867354757944,0.46696482914010073,2.163834196614168,10.02683315370656,1
0.99,B1,3.0,0.25,0.7104071413765983,0.4632939757093895,2.1468240971624417,2.3082836304503,0.5046783065188701,0.3291273489007066,1.5251191699035669,0.2146413079286124,0.9946106711231083,4.608853704157333,1
0.99,B1,3.0,0.5,0.4622921561751172,0.3014851041032782,1.3970297917934436,1.5020983805382508,0.21371403766103897,0.13937419883058416,0.6458359146890661,0.09089326799616451,0.4211836722142274,1.9516922391584322,1
0.99,B1,3.0,0.75,0.34262709231515776,0.22344520281263383,1.0354063962498214,1.1132778127867997,0.11739332438833963,0.07655838013146343,0.3547582829115924,0.04992775865997907,0.23135659220353966,1.0720664053950422,1
0.99,B1,3.0,1.0,0.27217433140676267,0.1774992405610378,0.8225007594389623,0.8843598511658776,0.07407886667671827,0.0483107371249086,0.2238635942818541,0.03150598039974517,0.14599326016129266,0.6765074992776697,1
0.99,B1,3.5,0.1,0.9578081882430626,0.7287434588724778,2.7125654112752215,2.9675704987011837,0.917396525465458,0.6979964520366307,2.598117362064318,0.5310670288494228,1.9767643002305504,7.358011110446712,1
0.99,B1,3.5,0.25,0.6808007167918999,0.5179837416799039,1.9280650332803848,2.1093201618501562,0.4634896159843647,0.3526437026222289,1.3126280566786843,0.26830715664471344,0.9987063401407622,3.7174347725584913,1
0.99,B1,3.5,0.5,0.45937466135736266,0.3495128604507024,1.3009742790985954,1.4232773426123715,0.21102507949719163,0.16055735190958456,0.5976346188955562,0.12215923962043217,0.45470724166054055,1.69253407487611,1
0.99,B1,3.5,0.75,0.34663413717636604,0.2637348095264747,0.9816869206313671,1.0739741546939878,0.12015522505600375,0.0914194881435828,0.3402861987103777,0.0695560497559659,0.2589050130273451,0.963709210138696,1
0.99,B1,3.5,1.0,0.2783267135803343,0.21176345581592637,0.7882365441840736,0.8623377356342377,0.07746575949242944,0.05893942671366111,0.21938728686667316,0.0448437612191038,0.16691969459682257,0.6213168495872511,1
0.99,B1,4.0,0.1,0.8740007208944848,0.7599759727854876,2.400240272145124,2.665069249262132,0.7638772601240791,0.6642195480770035,2.0978117281748125,0.5775634792112482,1.8241249357423939,5.761153364027298,1
0.99,B1,4.0,0.25,0.6426305587948913,0.5587910540416934,1.7648357838332265,1.9595578126384279,0.41297403509703423,0.3590962073083997,1.1341374059459663,0.3122474420770267,0.9861744478586667,3.114645343898239,1
0.99,B1,4.0,0.5,0.44589687053849464,0.38772383116879355,1.224552337662413,1.3596625375756701,0.19882401915602305,0.1728848429513607,0.546024055174268,0.15032976925620714,0.4747881238251729,1.4995284276744802,1
0.99,B1,4.0,0.75,0.3413857048184912,0.2968475047125437,0.9375366603832751,1.0409791688939343,0.11654419945441799,0.1013394946199021,0.32006161359811874,0.08811844105406363,0.2783054182113067,0.8789749895626245,1
0.99,B1,4.0,1.0,0.2765635808297907,0.2404822688968154,0.7595177311031845,0.8433186347729343,0.07648741424139618,0.06650863741217587,0.21005494341761483,0.05783172165376023,0.18265054724305516,0.5768671838601294,1
0.99,B1,4.5,0.1,0.7999208639708929,0.782505895007968,2.174941049920321,2.445926702697092,0.6398733886159398,0.6259427915970905,1.7397807237380238,0.612315475722221,1.70190419285747,4.7303685706285075,1
0.99,B1,4.5,0.25,0.6031488763973922,0.5900178037681053,1.6399287849275792,1.8442548618606978,0.36378856709943674,0.35586857539718975,0.98912120400081,0.3481210087633384,0.9675871800190678,2.6893664196340463,1
0.99,B1,4.5,0.5,0.42777056193282204,0.4184576268728057,1.1630847462543887,1.3079986873517795,0.18298765365632233,0.17900385419245526,0.4975334154807336,0.17510678548802028,0.4867016827695709,1.3527661269696358,1
0.99,B1,4.5,0.75,0.33140696537522646,0.32419194914542504,0.9010774011394334,1.0133466728785967,0.10983057669921654,0.10743947006536506,0.29862332707981526,0.10510041989070985,0.2921220390062869,0.8119404828441953,1
0.99,B1,4.5,1.0,0.27047682642039395,0.26458831200670685,0.7354116879932933,0.8270399260725877,0.07315771363044792,0.07156500693950309,0.1989118194808909,0.07000697485055846,0.19458133715614842,0.5408303508371449,1
0.99,B1,5.0,0.1,0.7354728434543113,0.7994010707014307,2.005989292985692,2.2812179682947002,0.5409203034587698,0.5879377785292023,1.4753506492510906,0.6390420718385939,1.6035899886283684,4.023993043573237,1
0.99,B1,5.0,0.25,0.5653576381337223,0.614499237158313,1.5420030513667478,1.7535712081032382,0.3196292589961409,0.3474118373547979,0.8717832031156973,0.3776093124681486,0.9475596987606575,2.377773410424361,1
0.99,B1,5.0,0.5,0.40805292447054564,0.4435213993660776,1.1129572012678448,1.265658782104625,0.16650718916896481,0.18098020407659676,0.45414544078789776,0.1967112316956437,0.4936203353408678,1.238673731853954,1
0.99,B1,5.0,0.75,0.3192304636302154,0.34697837819264277,0.870695495743143,0.9901579319230627,0.10190808890956228,0.11076606854009757,0.27795252678682375,0.12039399493319664,0.30211251101259484,0.7581106463073976,1
0.99,B1,5.0,1.0,0.2621641725779936,0.2849518131411767,0.7150481868588233,0.8131552734416956,0.06873005338350402,0.07470415631675563,0.18746001626123798,0.08119753581244407,0.2037542773287326,0.5112939095300907,1
