beta,gamma_over_eta,n,repeat_id,max_feature_rel_diff,max_curve_rel_diff,delta_consistent,selected_delta_0.001,selected_delta_1,selected_delta_1000
4.0,1.0,20,417,3.4584609194258354e-14,0.0,True,0.02,0.02,0.02
2.0,0.1,20,708,2.0875177985603317e-15,0.0,True,0.48,0.48,0.48
2.5,0.5,20,942,1.9578430067501445e-14,0.0,True,0.2,0.2,0.2
4.0,0.1,10,480,4.6098804740507627e-14,0.0,True,0.2,0.2,0.2
2.5,0.1,7,142,6.0555200405214e-16,0.0,True,0.12,0.12,0.12
5.0,1.0,7,112,4.5440485621507705e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,427,1.4813877586304303e-14,0.0,True,0.08,0.08,0.08
5.0,0.5,7,946,4.1532865815640024e-16,0.0,True,0.12,0.12,0.12
5.0,1.0,20,199,5.906755145184075e-14,0.0,True,0.06,0.06,0.06
2.5,0.5,20,0,1.7229920746440277e-14,0.0,True,0.16,0.16,0.16
4.0,1.0,20,768,1.1604297693852412e-14,0.0,True,0.04,0.04,0.04
1.5,1.0,20,110,1.9587035082738645e-15,0.0,True,0.32,0.32,0.32
2.5,1.0,20,242,3.7922982327509254e-13,0.0,True,0.0,0.0,0.0
5.0,1.0,10,326,4.2315951862224584e-14,0.0,True,0.02,0.02,0.02
2.0,0.1,20,201,3.251962491336743e-15,0.0,True,0.04,0.04,0.04
4.0,0.5,7,662,6.910253952469767e-15,0.0,True,0.14,0.14,0.14
1.5,0.1,10,166,6.5375527797748e-15,0.0,True,0.3,0.3,0.3
1.5,1.0,7,947,5.590661150593024e-15,0.0,True,0.02,0.02,0.02
5.0,0.5,20,34,5.1576117564959835e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,10,694,9.799782824995742e-15,0.0,True,0.32,0.32,0.32
2.5,0.5,20,204,4.063019879156126e-15,0.0,True,0.08,0.08,0.08
1.5,0.5,7,179,8.1735575287823e-16,0.0,True,0.02,0.02,0.02
4.0,1.0,10,822,8.260907851415977e-15,0.0,True,0.04,0.04,0.04
2.0,1.0,20,566,1.1601320322993978e-14,0.0,True,0.0,0.0,0.0
4.0,0.5,20,560,1.7174840951018484e-14,0.0,True,0.0,0.0,0.0
1.5,0.1,20,471,1.7781670991159555e-15,0.0,True,0.4,0.4,0.4
5.0,0.1,10,510,2.973026348499678e-15,0.0,True,0.02,0.02,0.02
4.0,1.0,10,572,2.1050827550115758e-14,0.0,True,0.0,0.0,0.0
1.5,1.0,7,863,2.1899061108166226e-16,0.0,True,0.0,0.0,0.0
5.0,0.1,20,196,6.3356045492756875e-15,0.0,True,0.12,0.12,0.12
4.0,1.0,7,812,9.31400963036449e-15,0.0,True,0.0,0.0,0.0
1.5,1.0,10,72,2.354066683638365e-14,0.0,True,0.0,0.0,0.0
1.5,1.0,10,518,4.240746271902205e-15,0.0,True,0.02,0.02,0.02
4.0,0.5,20,542,5.505037076036817e-14,0.0,True,0.06,0.06,0.06
5.0,0.5,7,310,9.041795507632178e-14,0.0,True,0.08,0.08,0.08
2.5,1.0,7,879,1.7129453815913273e-15,0.0,True,0.04,0.04,0.04
2.5,0.1,20,194,1.2148133318428321e-14,0.0,True,0.0,0.0,0.0
2.5,1.0,10,537,2.0548325057232947e-14,0.0,True,0.04,0.04,0.04
1.5,0.5,20,953,7.060734685545773e-13,0.0,True,0.06,0.06,0.06
5.0,1.0,20,89,1.3486133485651456e-14,0.0,True,0.04,0.04,0.04
1.5,1.0,10,718,6.274843166874021e-15,0.0,True,0.02,0.02,0.02
2.0,0.1,10,828,1.4363394536674894e-13,0.0,True,0.28,0.28,0.28
2.5,0.1,7,420,3.1277178209209827e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,10,947,3.147513307892217e-15,0.0,True,0.0,0.0,0.0
5.0,0.5,7,631,7.912086235398372e-15,0.0,True,0.04,0.04,0.04
4.0,1.0,20,708,2.8249593245623786e-14,0.0,True,0.02,0.02,0.02
4.0,0.5,10,643,5.349834298510092e-15,0.0,True,0.12,0.12,0.12
1.5,1.0,10,420,1.2212854970925329e-14,0.0,True,0.06,0.06,0.06
2.5,0.1,20,614,1.012357282281372e-14,0.0,True,0.28,0.28,0.28
2.0,1.0,10,680,6.234712968921814e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,10,858,2.3550445987063238e-15,0.0,True,0.08,0.08,0.08
5.0,0.1,10,250,2.664756594457058e-14,0.0,True,0.02,0.02,0.02
2.0,1.0,10,462,1.082587998528738e-15,0.0,True,0.08,0.08,0.08
5.0,0.5,10,990,2.6171051201967757e-14,0.0,True,0.0,0.0,0.0
4.0,0.5,20,537,1.0183248938473215e-13,0.0,True,0.12,0.12,0.12
2.0,1.0,10,739,3.637259809461707e-15,0.0,True,0.02,0.02,0.02
5.0,0.1,7,400,1.421121842806528e-15,0.0,True,0.0,0.0,0.0
2.0,1.0,7,687,4.261948190158507e-15,0.0,True,0.06,0.06,0.06
4.0,1.0,10,981,1.735703569674658e-14,0.0,True,0.04,0.04,0.04
2.0,1.0,7,906,6.470617906932376e-15,0.0,True,0.08,0.08,0.08
1.5,0.5,7,281,7.790221874557456e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,7,244,2.0705758660898327e-14,0.0,True,0.02,0.02,0.02
2.5,1.0,7,231,1.7724265998796938e-14,0.0,True,0.02,0.02,0.02
2.0,1.0,7,548,4.3831095912816386e-14,0.0,True,0.06,0.06,0.06
2.0,0.1,20,642,1.1385574903667904e-14,0.0,True,0.06,0.06,0.06
5.0,1.0,20,637,9.7837778052995e-15,0.0,True,0.04,0.04,0.04
5.0,0.1,20,528,4.388761857640996e-15,0.0,True,0.08,0.08,0.08
5.0,0.5,20,918,4.419019760361018e-15,0.0,True,0.04,0.04,0.04
4.0,1.0,10,512,1.8751016620349664e-13,0.0,True,0.02,0.02,0.02
2.0,1.0,20,916,1.3246338164685256e-14,0.0,True,0.14,0.14,0.14
2.5,1.0,20,661,1.1847416763399103e-14,0.0,True,0.04,0.04,0.04
1.5,1.0,7,591,1.5081511341412017e-14,0.0,True,0.06,0.06,0.06
2.0,0.1,20,661,3.1877371598434645e-15,0.0,True,0.34,0.34,0.34
2.5,0.1,20,357,3.672783719879662e-15,0.0,True,0.32,0.32,0.32
2.0,0.1,7,0,6.057165686570152e-15,0.0,True,0.06,0.06,0.06
5.0,1.0,20,947,2.4596762705459116e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,20,934,1.4526535370601695e-14,0.0,True,0.24,0.24,0.24
2.5,0.1,10,430,8.390052195951401e-15,0.0,True,0.32,0.32,0.32
4.0,0.1,20,903,1.2796467708399583e-14,0.0,True,0.32,0.32,0.32
1.5,0.1,7,829,2.454860080283985e-15,0.0,True,0.08,0.08,0.08
2.0,0.5,20,329,7.27398037417756e-14,0.0,True,0.32,0.32,0.32
5.0,1.0,10,300,2.3729936645471232e-14,0.0,True,0.02,0.02,0.02
2.5,1.0,20,493,1.6551543254800106e-14,0.0,True,0.02,0.02,0.02
2.0,0.5,20,742,4.613742325212192e-15,0.0,True,0.42,0.42,0.42
5.0,0.1,7,805,8.313979090552267e-15,0.0,True,0.32,0.32,0.32
5.0,0.1,10,583,2.877788483342573e-15,0.0,True,0.12,0.12,0.12
4.0,0.1,10,137,8.119900340700496e-15,0.0,True,0.0,0.0,0.0
2.5,0.5,20,640,1.481160595907963e-14,0.0,True,0.16,0.16,0.16
4.0,0.1,20,268,2.3751601322110817e-14,0.0,True,0.2,0.2,0.2
2.5,0.1,10,185,1.0279577814653558e-14,0.0,True,0.32,0.32,0.32
1.5,0.1,20,620,2.3822496124682334e-15,0.0,True,0.06,0.06,0.06
1.5,0.5,20,653,3.875012891413056e-15,0.0,True,0.36,0.36,0.36
2.5,0.1,10,752,1.0616615566505083e-14,0.0,True,0.16,0.16,0.16
2.0,0.5,10,902,7.170931054612689e-14,0.0,True,0.32,0.32,0.32
4.0,1.0,7,184,1.3197407025975983e-13,0.0,True,0.1,0.1,0.1
1.5,0.5,7,286,4.408269514901443e-15,0.0,True,0.24,0.24,0.24
2.0,1.0,7,511,1.2413075698350867e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,7,15,2.1813648542759084e-15,0.0,True,0.04,0.04,0.04
2.0,1.0,10,11,8.815236572239317e-15,0.0,True,0.14,0.14,0.14
5.0,0.5,20,686,6.438390724271452e-14,0.0,True,0.04,0.04,0.04
4.0,0.1,10,493,8.959826344007726e-15,0.0,True,0.2,0.2,0.2
4.0,1.0,7,495,2.0419950487062635e-15,0.0,True,0.1,0.1,0.1
2.5,1.0,7,400,1.843842094614254e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,10,52,2.8068142052011714e-14,0.0,True,0.16,0.16,0.16
4.0,0.5,10,392,8.58119531406354e-14,0.0,True,0.04,0.04,0.04
1.5,1.0,10,554,1.0938237307269552e-13,0.0,True,0.04,0.04,0.04
1.5,0.1,10,145,1.4582836098816103e-14,0.0,True,0.08,0.08,0.08
5.0,0.1,20,263,1.576148857604548e-14,0.0,True,0.08,0.08,0.08
2.5,1.0,7,826,4.1228180329904744e-15,0.0,True,0.0,0.0,0.0
2.5,0.1,10,472,2.4665830833416903e-15,0.0,True,0.04,0.04,0.04
2.0,1.0,20,851,1.497987342508455e-14,0.0,True,0.06,0.06,0.06
1.5,1.0,20,729,1.3289109348644855e-15,0.0,True,0.48,0.48,0.48
5.0,1.0,7,883,6.864233481316441e-15,0.0,True,0.04,0.04,0.04
4.0,0.5,20,832,1.968885225124808e-14,0.0,True,0.02,0.02,0.02
1.5,1.0,10,449,1.0855702956375266e-15,0.0,True,0.02,0.02,0.02
5.0,0.1,10,74,4.131315682457336e-14,0.0,True,0.2,0.2,0.2
5.0,1.0,7,351,9.05517883873324e-15,0.0,True,0.12,0.12,0.12
4.0,0.1,20,855,5.327221536817004e-15,0.0,True,0.12,0.12,0.12
1.5,1.0,10,222,8.599226950501646e-15,0.0,True,0.14,0.14,0.14
2.5,0.1,7,492,2.550939840127054e-14,0.0,True,0.02,0.02,0.02
2.0,1.0,10,959,5.521528175418073e-15,0.0,True,0.04,0.04,0.04
5.0,1.0,7,396,1.344388090124569e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,20,169,1.442244143527429e-15,0.0,True,0.06,0.06,0.06
2.5,0.5,7,481,2.763181747776597e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,20,455,3.725719754697199e-14,0.0,True,0.02,0.02,0.02
4.0,0.5,20,521,5.696582381437748e-15,0.0,True,0.12,0.12,0.12
4.0,0.1,20,85,1.6926189100238152e-13,0.0,True,0.14,0.14,0.14
5.0,1.0,7,449,1.8373054530406934e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,20,611,1.5964369399722477e-14,0.0,True,0.08,0.08,0.08
1.5,0.1,7,84,5.0885146277164065e-15,0.0,True,0.32,0.32,0.32
5.0,0.5,20,569,2.3767165013000578e-14,0.0,True,0.02,0.02,0.02
2.5,0.5,10,202,4.176481386601335e-15,0.0,True,0.1,0.1,0.1
2.0,1.0,20,564,4.3547386212888075e-15,0.0,True,0.06,0.06,0.06
2.0,1.0,10,931,2.0065545874090374e-15,0.0,True,0.38,0.38,0.38
5.0,0.1,10,776,6.863091923083659e-15,0.0,True,0.04,0.04,0.04
1.5,1.0,10,30,4.268759181490665e-15,0.0,True,0.04,0.04,0.04
2.0,0.5,7,759,1.2954785637862024e-14,0.0,True,0.2,0.2,0.2
2.0,0.5,10,710,3.573847181811377e-15,0.0,True,0.18,0.18,0.18
5.0,0.5,10,589,1.8615270709029015e-14,0.0,True,0.04,0.04,0.04
1.5,0.5,7,151,1.3915049913489397e-14,0.0,True,0.12,0.12,0.12
2.5,0.5,20,278,1.826333041675171e-14,0.0,True,0.32,0.32,0.32
2.5,0.1,10,469,1.3228911339194673e-13,0.0,True,0.46,0.46,0.46
2.0,1.0,20,186,2.3617932002923774e-15,0.0,True,0.26,0.26,0.26
2.0,0.1,20,380,3.2645483779414032e-15,0.0,True,0.48,0.48,0.48
4.0,0.5,10,572,2.987326845334976e-13,0.0,True,0.04,0.04,0.04
4.0,0.1,20,991,6.224815957502832e-15,0.0,True,0.22,0.22,0.22
5.0,0.5,10,590,1.2178421390695618e-14,0.0,True,0.1,0.1,0.1
2.0,0.1,20,878,2.8988453096692675e-15,0.0,True,0.5,0.5,0.5
2.0,1.0,7,174,9.45984922014836e-14,0.0,True,0.1,0.1,0.1
2.0,0.1,20,104,2.6255220404814793e-14,0.0,True,0.32,0.32,0.32
1.5,0.5,7,694,4.7655540131198345e-14,0.0,True,0.04,0.04,0.04
1.5,0.5,20,469,1.4851959516798025e-15,0.0,True,0.02,0.02,0.02
2.5,0.1,10,962,1.1356618329620144e-14,0.0,True,0.32,0.32,0.32
2.5,0.1,7,604,1.1416151000878816e-15,0.0,True,0.08,0.08,0.08
1.5,0.5,20,203,4.1082492238983975e-16,0.0,True,0.36,0.36,0.36
5.0,0.1,10,825,8.041114403101824e-15,0.0,True,0.16,0.16,0.16
4.0,0.5,10,96,5.334056392798374e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,7,175,1.5428280957721388e-15,0.0,True,0.0,0.0,0.0
2.5,0.1,10,602,1.679603821621929e-14,0.0,True,0.44,0.44,0.44
4.0,0.1,7,637,1.5807219746663476e-14,0.0,True,0.0,0.0,0.0
2.0,0.5,10,104,1.9583424133141784e-14,0.0,True,0.1,0.1,0.1
2.5,1.0,20,560,4.541780215223272e-15,0.0,True,0.06,0.06,0.06
5.0,1.0,7,272,6.163541400285206e-14,0.0,True,0.02,0.02,0.02
2.0,0.1,7,288,1.9528550829937737e-14,0.0,True,0.38,0.38,0.38
2.5,1.0,10,430,6.704616854766419e-15,0.0,True,0.02,0.02,0.02
5.0,1.0,20,823,2.7834667860917176e-14,0.0,True,0.02,0.02,0.02
5.0,0.1,7,812,1.3612627892348641e-15,0.0,True,0.1,0.1,0.1
5.0,1.0,20,830,1.9321902936524517e-14,0.0,True,0.0,0.0,0.0
4.0,1.0,20,842,4.1882930318479597e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,20,307,2.6703183314272873e-14,0.0,True,0.36,0.36,0.36
2.5,1.0,7,56,8.796854612119806e-15,0.0,True,0.02,0.02,0.02
1.5,0.1,10,561,2.5883677551349413e-15,0.0,True,0.16,0.16,0.16
1.5,0.1,7,654,3.4628880098613164e-15,0.0,True,0.2,0.2,0.2
2.5,0.5,10,734,2.4599844366675826e-13,0.0,True,0.04,0.04,0.04
2.5,0.1,10,309,2.7454462837416903e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,20,610,2.3891344132738534e-15,0.0,True,0.32,0.32,0.32
5.0,0.1,10,410,1.4927331011894044e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,10,440,7.282763620156885e-13,0.0,True,0.02,0.02,0.02
2.5,0.1,7,415,2.434817060207058e-14,0.0,True,0.2,0.2,0.2
2.0,1.0,7,659,8.197265793625813e-16,0.0,True,0.0,0.0,0.0
5.0,1.0,10,456,2.8033274096358762e-14,0.0,True,0.02,0.02,0.02
2.0,1.0,7,921,4.063796253611353e-15,0.0,True,0.0,0.0,0.0
2.5,0.1,10,911,5.2903266360031904e-15,0.0,True,0.3,0.3,0.3
1.5,1.0,10,432,1.0253801932950206e-14,0.0,True,0.02,0.02,0.02
2.0,1.0,7,215,3.2299775216608545e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,20,410,1.0207007992486918e-14,0.0,True,0.08,0.08,0.08
5.0,0.5,20,964,1.1035534815511306e-15,0.0,True,0.1,0.1,0.1
5.0,0.1,20,139,1.571470115175382e-14,0.0,True,0.0,0.0,0.0
2.5,0.1,7,725,3.612916309184758e-15,0.0,True,0.1,0.1,0.1
1.5,0.5,7,30,1.8169978780147283e-15,0.0,True,0.04,0.04,0.04
2.0,1.0,20,335,3.2604151602753968e-15,0.0,True,0.14,0.14,0.14
4.0,1.0,20,361,3.319066794099049e-14,0.0,True,0.02,0.02,0.02
5.0,1.0,20,524,1.3277386016235363e-14,0.0,True,0.02,0.02,0.02
5.0,0.5,10,231,3.1522290436223366e-15,0.0,True,0.0,0.0,0.0
1.5,1.0,7,193,4.1494384787928654e-15,0.0,True,0.0,0.0,0.0
5.0,0.5,10,10,2.8094823610654595e-14,0.0,True,0.02,0.02,0.02
2.0,1.0,10,22,6.916146199283867e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,7,139,4.579544026645265e-15,0.0,True,0.2,0.2,0.2
4.0,1.0,10,29,4.34412959552624e-14,0.0,True,0.02,0.02,0.02
4.0,0.5,7,487,1.0131890962643028e-14,0.0,True,0.0,0.0,0.0
2.5,0.5,7,844,1.7137175463938275e-15,0.0,True,0.2,0.2,0.2
5.0,0.1,10,55,3.3437115691244754e-15,0.0,True,0.28,0.28,0.28
5.0,1.0,10,413,3.619869944547977e-15,0.0,True,0.02,0.02,0.02
2.0,1.0,7,677,2.792158518358571e-14,0.0,True,0.04,0.04,0.04
4.0,0.1,10,907,2.3462601138129477e-15,0.0,True,0.28,0.28,0.28
2.5,0.5,10,269,7.706372535845381e-15,0.0,True,0.04,0.04,0.04
2.0,0.1,7,190,3.138263161744334e-14,0.0,True,0.22,0.22,0.22
4.0,0.5,20,999,5.158786465357186e-15,0.0,True,0.12,0.12,0.12
4.0,1.0,20,744,4.947287907734708e-14,0.0,True,0.02,0.02,0.02
5.0,0.5,10,698,1.5930992236981398e-14,0.0,True,0.04,0.04,0.04
4.0,0.5,7,908,2.264760533765243e-14,0.0,True,0.06,0.06,0.06
2.0,0.1,20,416,5.745312502832997e-14,0.0,True,0.06,0.06,0.06
4.0,1.0,10,970,7.531516176645922e-15,0.0,True,0.0,0.0,0.0
5.0,0.5,10,631,1.2729529538461434e-13,0.0,True,0.02,0.02,0.02
2.0,0.1,10,575,1.6996577352554457e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,20,17,3.2230786613151472e-15,0.0,True,0.32,0.32,0.32
2.5,0.1,7,548,1.5221988112849552e-15,0.0,True,0.2,0.2,0.2
4.0,0.1,7,58,7.82575409513659e-16,0.0,True,0.02,0.02,0.02
2.5,1.0,7,395,4.428063492748887e-15,0.0,True,0.2,0.2,0.2
1.5,0.5,20,591,6.637294443785285e-15,0.0,True,0.06,0.06,0.06
2.0,0.1,10,596,4.651459870602503e-15,0.0,True,0.22,0.22,0.22
5.0,0.1,20,717,2.404452446198433e-15,0.0,True,0.08,0.08,0.08
2.0,0.5,20,6,3.083010457532009e-14,0.0,True,0.04,0.04,0.04
1.5,0.5,10,820,4.4457900390114106e-15,0.0,True,0.32,0.32,0.32
1.5,0.5,20,128,3.7737676844772375e-14,0.0,True,0.0,0.0,0.0
4.0,0.1,20,769,1.1321685693082681e-14,0.0,True,0.26,0.26,0.26
2.0,0.1,20,981,3.004716255515299e-14,0.0,True,0.28,0.28,0.28
2.5,1.0,20,451,3.228489473757174e-14,0.0,True,0.02,0.02,0.02
5.0,1.0,7,556,7.863518542120968e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,235,1.549989844851628e-14,0.0,True,0.12,0.12,0.12
4.0,0.1,7,182,4.201439823618303e-15,0.0,True,0.16,0.16,0.16
1.5,0.1,7,954,1.2922366960744811e-14,0.0,True,0.0,0.0,0.0
2.5,1.0,10,164,1.1469377071339703e-14,0.0,True,0.04,0.04,0.04
2.5,1.0,10,383,4.947264317427944e-15,0.0,True,0.06,0.06,0.06
4.0,0.5,20,733,2.6680866685480255e-15,0.0,True,0.08,0.08,0.08
5.0,1.0,20,717,1.2871981953302155e-14,0.0,True,0.0,0.0,0.0
2.5,1.0,10,924,6.880631789483069e-15,0.0,True,0.16,0.16,0.16
2.5,0.5,20,287,2.7638734581775593e-14,0.0,True,0.16,0.16,0.16
4.0,0.1,10,781,1.902193560586542e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,848,4.1177636758848466e-15,0.0,True,0.1,0.1,0.1
1.5,1.0,20,18,1.3481543509206331e-14,0.0,True,0.04,0.04,0.04
4.0,1.0,20,956,3.488150911218913e-14,0.0,True,0.02,0.02,0.02
1.5,0.5,10,347,6.972330623669415e-15,0.0,True,0.02,0.02,0.02
2.5,1.0,7,461,3.2866640581976005e-15,0.0,True,0.12,0.12,0.12
5.0,0.5,7,812,5.935348653705392e-15,0.0,True,0.08,0.08,0.08
1.5,1.0,20,470,1.7845856804348103e-14,0.0,True,0.32,0.32,0.32
2.0,0.1,7,393,6.065588399535236e-14,0.0,True,0.1,0.1,0.1
2.0,0.1,20,56,1.1301933809111396e-14,0.0,True,0.48,0.48,0.48
5.0,0.5,7,912,3.942143034144833e-15,0.0,True,0.06,0.06,0.06
5.0,1.0,7,315,5.172199915811195e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,7,844,5.736390226033229e-15,0.0,True,0.0,0.0,0.0
5.0,0.5,20,587,2.7457849552856403e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,20,806,5.259391837612686e-15,0.0,True,0.46,0.46,0.46
2.0,0.5,7,465,4.508920450443118e-15,0.0,True,0.12,0.12,0.12
1.5,0.5,7,772,9.956513671301716e-15,0.0,True,0.32,0.32,0.32
2.5,0.5,10,430,2.901660424386521e-15,0.0,True,0.04,0.04,0.04
2.0,1.0,10,431,1.1194329721705112e-14,0.0,True,0.04,0.04,0.04
2.0,0.5,20,784,9.263986145510615e-15,0.0,True,0.16,0.16,0.16
4.0,0.1,20,931,8.900486045751382e-15,0.0,True,0.12,0.12,0.12
2.0,1.0,20,747,9.064569247237484e-14,0.0,True,0.16,0.16,0.16
2.5,0.5,20,219,1.9164928448541347e-14,0.0,True,0.06,0.06,0.06
5.0,1.0,20,568,3.838772718279385e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,7,892,3.1682797432011916e-15,0.0,True,0.12,0.12,0.12
4.0,0.1,20,886,5.22457945499326e-15,0.0,True,0.04,0.04,0.04
1.5,1.0,10,721,3.659389372750424e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,10,794,2.650838845443257e-15,0.0,True,0.0,0.0,0.0
2.5,0.1,10,268,2.7278888145490028e-15,0.0,True,0.32,0.32,0.32
4.0,1.0,7,365,5.114393716409179e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,7,469,7.932556547179721e-15,0.0,True,0.06,0.06,0.06
2.0,0.5,7,412,6.176082424108318e-15,0.0,True,0.06,0.06,0.06
2.0,0.1,7,385,2.9804645736011156e-15,0.0,True,0.02,0.02,0.02
1.5,0.5,7,16,8.616489565203418e-15,0.0,True,0.3,0.3,0.3
2.5,0.1,10,237,3.0953396157051458e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,7,97,2.4593701388280895e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,10,545,9.500208483868712e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,7,687,3.7231269674504176e-16,0.0,True,0.06,0.06,0.06
2.5,0.1,10,427,1.5191571966185469e-15,0.0,True,0.04,0.04,0.04
2.5,0.5,10,827,5.579228955642836e-15,0.0,True,0.06,0.06,0.06
2.5,0.5,7,153,4.346345911053866e-14,0.0,True,0.14,0.14,0.14
2.0,1.0,20,307,6.8925392228665895e-15,0.0,True,0.12,0.12,0.12
2.5,0.5,10,737,1.2276647078028137e-14,0.0,True,0.32,0.32,0.32
5.0,0.1,7,961,5.263528169773073e-15,0.0,True,0.12,0.12,0.12
2.0,1.0,7,75,2.997597803003348e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,20,631,1.354955755226299e-14,0.0,True,0.08,0.08,0.08
2.0,1.0,7,416,3.4373162565523488e-15,0.0,True,0.18,0.18,0.18
2.5,0.1,10,594,4.16551381249042e-15,0.0,True,0.3,0.3,0.3
2.5,1.0,7,519,2.8890458873202587e-15,0.0,True,0.02,0.02,0.02
2.5,0.5,10,208,1.7883904459829508e-14,0.0,True,0.14,0.14,0.14
4.0,0.1,7,842,9.025642348726574e-16,0.0,True,0.02,0.02,0.02
5.0,1.0,10,317,5.745610559838207e-15,0.0,True,0.02,0.02,0.02
2.0,1.0,20,8,4.619670446082494e-15,0.0,True,0.04,0.04,0.04
2.5,1.0,10,406,9.24978678827405e-15,0.0,True,0.02,0.02,0.02
2.5,0.1,20,268,3.210717858359072e-15,0.0,True,0.06,0.06,0.06
4.0,0.5,7,669,4.876829965353391e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,10,737,1.0285776995637916e-14,0.0,True,0.0,0.0,0.0
2.5,0.1,7,441,2.133588233381006e-16,0.0,True,0.0,0.0,0.0
4.0,0.5,20,820,2.4350605495184462e-15,0.0,True,0.02,0.02,0.02
4.0,0.5,7,769,1.8495926914027813e-15,0.0,True,0.02,0.02,0.02
5.0,0.5,20,511,1.4579312334208348e-14,0.0,True,0.04,0.04,0.04
2.5,0.1,20,1,3.382173573808865e-14,0.0,True,0.32,0.32,0.32
2.5,0.5,10,755,6.704733091881943e-15,0.0,True,0.08,0.08,0.08
2.5,0.5,10,26,2.725191436608441e-15,0.0,True,0.02,0.02,0.02
5.0,1.0,7,894,1.487524572898147e-15,0.0,True,0.06,0.06,0.06
4.0,1.0,7,866,5.1043540049091274e-15,0.0,True,0.02,0.02,0.02
1.5,1.0,7,576,2.1803565147615986e-14,0.0,True,0.0,0.0,0.0
1.5,1.0,7,617,3.877969518728878e-15,0.0,True,0.04,0.04,0.04
4.0,0.5,10,481,4.5472512078654864e-15,0.0,True,0.16,0.16,0.16
4.0,0.1,10,263,4.95120925325979e-15,0.0,True,0.44,0.44,0.44
5.0,0.5,20,532,6.7591185171745104e-15,0.0,True,0.04,0.04,0.04
4.0,0.1,7,733,6.957840521288523e-14,0.0,True,0.0,0.0,0.0
4.0,0.1,20,549,1.440800683661518e-14,0.0,True,0.32,0.32,0.32
1.5,0.1,20,663,2.6444967238652477e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,391,5.8499724414366295e-15,0.0,True,0.06,0.06,0.06
1.5,0.5,7,76,2.426400650504855e-15,0.0,True,0.04,0.04,0.04
4.0,1.0,10,83,8.264022523157656e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,20,954,3.4677022348520625e-15,0.0,True,0.32,0.32,0.32
4.0,1.0,20,897,2.969069057426955e-14,0.0,True,0.0,0.0,0.0
2.5,1.0,10,934,1.1633141598988063e-14,0.0,True,0.02,0.02,0.02
4.0,1.0,20,846,6.58707250585632e-14,0.0,True,0.02,0.02,0.02
1.5,1.0,10,459,5.058369665927762e-15,0.0,True,0.2,0.2,0.2
1.5,0.1,20,839,9.742171592320695e-16,0.0,True,0.06,0.06,0.06
2.0,0.5,20,371,2.5765452429181477e-15,0.0,True,0.0,0.0,0.0
5.0,0.5,20,50,3.146083011402806e-14,0.0,True,0.02,0.02,0.02
1.5,0.1,20,486,7.390744897920579e-15,0.0,True,0.46,0.46,0.46
5.0,0.1,7,766,1.797503974784337e-14,0.0,True,0.2,0.2,0.2
2.5,1.0,10,656,7.246130773059895e-14,0.0,True,0.02,0.02,0.02
2.5,0.5,10,480,7.183273780557095e-15,0.0,True,0.3,0.3,0.3
2.5,0.5,20,80,4.2253959063419573e-14,0.0,True,0.08,0.08,0.08
2.5,0.5,7,14,2.326265098070092e-15,0.0,True,0.02,0.02,0.02
2.5,0.5,20,239,3.057074482931181e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,7,920,8.545614231811724e-13,0.0,True,0.02,0.02,0.02
5.0,0.5,7,858,3.5494465574684677e-14,0.0,True,0.04,0.04,0.04
4.0,0.1,10,600,4.087834629783562e-15,0.0,True,0.2,0.2,0.2
2.5,1.0,10,268,6.411380741185761e-14,0.0,True,0.02,0.02,0.02
5.0,1.0,7,273,1.146554054425717e-14,0.0,True,0.06,0.06,0.06
