method,beta_group,beta,gamma_over_eta,n,n_total,n_valid,failure_rate,J1_primary,J1_valid,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,beta_mae,eta_bias,eta_sd,eta_rmse,eta_mae,gamma_bias,gamma_sd,gamma_rmse,gamma_mae,x0.90_bias,x0.90_sd,x0.90_rmse,x0.90_mae,x0.95_bias,x0.95_sd,x0.95_rmse,x0.95_mae,x0.99_bias,x0.99_sd,x0.99_rmse,x0.99_mae
Adaptive-MDM,seen_grid,1.5,0.1,15,300,300,0.0,0.37291580268289515,0.37291580268289515,0.6323253884030086,0.7464956939477961,0.0005010955873106093,0.2552856072231456,0.2548602686726463,0.20318579672797824,-0.029795613834401376,0.23758569505015653,0.23905351818074796,0.1957637619302029,0.034330172082616045,0.12585743675899527,0.1302530413777021,0.10139336240277518,0.10425378180215791,0.3275546581930969,0.3432248023434522,0.26417683714066953,0.16266188955427968,0.4318141828362166,0.4607611462029068,0.34643576332805204,0.2834647939059155,0.7484373363795308,0.799151763465105,0.5963937773188339
Adaptive-MDM,seen_grid,1.5,0.1,20,300,300,0.0,0.32166316398518197,0.32166316398518197,0.5535625710725832,0.642687761697397,-0.015980414407209903,0.2226848279866844,0.22288699188460323,0.1758558624458151,-0.04950665887006239,0.19358701758717844,0.19950419261972316,0.16387616448966577,0.030753512260429088,0.1143874709167634,0.11826519792713033,0.08913775093065746,0.055440393866096754,0.2852148786545993,0.29008620417840036,0.22060421022820023,0.106190043837094,0.38143995115648704,0.39533248491271195,0.29029430777725534,0.22124969140702916,0.6733432563869303,0.7076943288358247,0.5090208000776785
Adaptive-MDM,seen_grid,1.5,0.25,7,300,300,0.0,0.57740388782159,0.57740388782159,0.9673706584142844,1.225816889217609,-0.07405700280223514,0.3882276161441853,0.394591838901825,0.310125195957989,-0.08239128062044403,0.3408495850838846,0.35011355487702395,0.2818524790456688,0.09521242471648515,0.21494564113597545,0.2347616430231666,0.17757493129766289,0.14451155217601527,0.3732267435025754,0.3996466732473072,0.2876637557245803,0.21725313603069252,0.4578133772458398,0.5060566864220465,0.35974857015214357,0.33633214109702064,0.6434018263751293,0.7250553999181595,0.5262695356663165
Adaptive-MDM,seen_grid,1.5,0.25,10,300,300,0.0,0.43925797376419734,0.43925797376419734,0.7732013375115419,0.8420917960406837,-0.022752758421698882,0.28204222096659,0.28248954501397694,0.2274950488924433,-0.06835077955877107,0.2765410384422911,0.2844149407512845,0.2355947653938684,0.055733465416788995,0.17101647747668047,0.1795977893813505,0.13575028179992035,0.08696693766179578,0.27578090031166463,0.28872969401569,0.21232909890205381,0.1316858923801477,0.34743418541207616,0.3710112115119959,0.2661589251710303,0.2014590641647158,0.5081602764616783,0.5458496724243959,0.3984032147511304
Adaptive-MDM,seen_grid,1.5,0.25,15,300,300,0.0,0.3963345948509578,0.3963345948509578,0.6897615321045327,0.8494031233051499,0.02911047552628983,0.2757410728308943,0.27681603138874167,0.22254543809934244,-0.02082353694487619,0.24150893229163736,0.24200364085336779,0.19295904239959796,0.01645681134470499,0.14727425449160897,0.1479467257345502,0.11499421891889473,0.05919636953954132,0.22602104318658237,0.23327973999028656,0.1784545618251033,0.07982415242007851,0.27154892883585363,0.28260382161660597,0.21128990718429733,0.10026113387768718,0.4005848452874136,0.41229312288645736,0.30900015554615523
Adaptive-MDM,seen_grid,1.5,0.25,20,300,300,0.0,0.35078131157038966,0.35078131157038966,0.6144170878949865,0.7224064777549786,0.002366256047845161,0.23807598676465247,0.23769064079891827,0.18962028256442115,-0.010867125045299192,0.22688579666837863,0.22676787379938884,0.18022855527004633,0.024017350305118576,0.12082569656452403,0.12299194785085271,0.09624418627931682,0.06007932297687484,0.1856513930142138,0.19483602501860547,0.14995982157522045,0.08096635928706279,0.21911355557185888,0.23325150747085435,0.1775172684298135,0.10843757883129485,0.32495272904479366,0.3420540946927452,0.26227552963033285
Adaptive-MDM,seen_grid,1.5,0.5,7,300,300,0.0,0.6184248730872256,0.6184248730872256,1.0509445365522505,1.327231587947185,-0.015869268772405888,0.4379729601051116,0.43753028058485327,0.34238288605184547,-0.0666365404411037,0.3588302113083832,0.3643766622618492,0.29179391834089113,0.07240741653664488,0.23060932357726338,0.241342547478071,0.18618307313159269,0.0891964742662248,0.23154272825578456,0.24776872128316957,0.19015480352767053,0.12121157972363934,0.2716223356864,0.2970269538701099,0.22469415680792712,0.15852062341983217,0.35597551497899677,0.3891336018512909,0.2928234512127024
Adaptive-MDM,seen_grid,1.5,0.5,10,300,300,0.0,0.499500284177224,0.499500284177224,0.8161624981450318,0.9828151098432905,-0.0142518249022695,0.3620417247773476,0.3617186903629243,0.2953273765061308,-0.059148571643205514,0.28907063283835127,0.29458758436345844,0.23776389392439692,0.04901880867408289,0.17197096998833852,0.17854489092147274,0.13693782945169133,0.057561087892429676,0.19555161483639916,0.20353438233117518,0.1525359367987073,0.08148396215719432,0.2189062257830262,0.23323772991617178,0.17212297444245614,0.10881815675974882,0.2750936046457081,0.295407561830265,0.22024731890442642
Adaptive-MDM,seen_grid,1.5,0.5,15,300,300,0.0,0.42165490485039425,0.42165490485039425,0.73100226152121,0.9210453578322825,0.03652054046426412,0.2906571312047578,0.2924614719404611,0.23180883777141378,-0.01684564608559265,0.2671085898876725,0.2671945943587106,0.2113550890076506,0.005309692157927414,0.1445949322912127,0.14445135845777982,0.11214889163614146,0.02844838100097243,0.13807932853158314,0.14075389282745815,0.11011450491268517,0.03603391179820631,0.15588882372944624,0.15974593498850637,0.12215145076856762,0.037439201989904226,0.21086905832132813,0.2138205659046235,0.1631621694237711
Adaptive-MDM,seen_grid,1.5,0.5,20,300,300,0.0,0.34009751653233955,0.34009751653233955,0.5934414543720823,0.7568637647363351,0.010194765445001567,0.24018823978900478,0.24000421344976963,0.18564855906126002,-0.014426648647372229,0.20892071742895862,0.20907056577861155,0.16844935679142609,0.012852872225358202,0.11931493616349097,0.11980733200782681,0.09132054993703335,0.024815337759336663,0.1185955240100674,0.12097031168410023,0.09200870554763503,0.03285130709977231,0.1301601680254454,0.13403136008949929,0.10105568669289326,0.03920669412008968,0.1723889068640386,0.17651073703764272,0.1309242894072632
Adaptive-MDM,seen_grid,1.5,0.75,7,300,300,0.0,0.6625005695555523,0.6625005695555523,1.1576891638147515,1.5086810195684184,0.010536874322019859,0.4788639773296937,0.47818131025293265,0.3750356340544103,-0.04265366730161908,0.38834013118540145,0.3900316644817551,0.3125303981370998,0.025531156981565547,0.24013603985334803,0.24109114435791965,0.18262056412172775,0.03676933526229059,0.1776356362907697,0.18111107613411145,0.13004260914933846,0.0510196231362567,0.2006014627362291,0.20666352437567206,0.14797684550591628,0.060964039407475565,0.2513890557563463,0.2582681099111866,0.1905789542384258
Adaptive-MDM,seen_grid,1.5,0.75,10,300,300,0.0,0.547160238387347,0.547160238387347,0.8985476733304316,1.1425305576205256,0.06465646445478969,0.3909762888565177,0.3956429897213505,0.3128555804861856,-0.013182607353265617,0.3185852107182242,0.3183268694859281,0.26071916860703187,0.013114929546736305,0.20367925291894995,0.20376200656584317,0.16233594118786504,0.044545216490526555,0.15036374506098146,0.1565827830729031,0.11587050896382246,0.051728200632714695,0.1669830423926412,0.17454569239193118,0.12906307349140725,0.050341763096874326,0.20999465943119772,0.2156039368333236,0.1644238194263469
Adaptive-MDM,seen_grid,1.5,0.75,15,300,300,0.0,0.44255646965641415,0.44255646965641415,0.8562752841730557,0.9872010738476646,0.04889842048164329,0.32198586851781963,0.32514669312843547,0.2522605291315174,-0.0031552269453102993,0.2599172860250706,0.25950291144121285,0.20548937902938438,0.0019705512783093643,0.1512165140142459,0.15097713646749855,0.11979811114701834,0.025408269769394143,0.10092921617331348,0.10391501893907935,0.08391274955661182,0.029454696132332293,0.10832525892048936,0.11208401449525168,0.08836043216058773,0.027245399385863903,0.141220769506651,0.14359366226246095,0.11261197151483046
Adaptive-MDM,seen_grid,1.5,0.75,20,300,300,0.0,0.3613021560709345,0.3613021560709345,0.6277864472901407,0.7325854191084674,0.022685632551211424,0.2578983440605276,0.25846564299183034,0.21164484605950717,-0.013648074191624306,0.22140217396930637,0.22145382398748645,0.1825288328661295,0.005174100872759964,0.12130640009834422,0.1212145338465854,0.09616065589946086,0.016576276321188365,0.0839519457529805,0.0854354085556377,0.06638831237219696,0.020868760650454538,0.08807457655313683,0.09037023349892526,0.06870314541324685,0.021535021148128244,0.11529969327555033,0.11710449610378557,0.08888760993027356
Adaptive-MDM,seen_grid,1.5,1.0,7,300,300,0.0,0.6846009136935511,0.6846009136935511,1.1981839129062473,1.451234943845945,0.08187337988920937,0.5074179621408874,0.5131451990843817,0.39565559775187487,0.0011236537412948758,0.37233352470833947,0.3717141491891229,0.29627396672906114,0.017875065645175714,0.2590234213028373,0.25920842382010223,0.20882114606560567,0.04378673737208302,0.13509398929394248,0.14179855321276183,0.10523221958819969,0.05071065302121025,0.15523075881428003,0.16305777151147352,0.12134949022963923,0.050125223402607604,0.19919412370835096,0.20508187619753082,0.15576929127887246
Adaptive-MDM,seen_grid,1.5,1.0,10,300,300,0.0,0.5838223717643108,0.5838223717643108,0.9956343937583725,1.2288437779658883,0.08633428320931236,0.4312377925106333,0.4390896894345676,0.3440770531304123,0.028739093099931688,0.32220847458354285,0.3229522806267441,0.26728240766501166,-0.009272484940456986,0.20931002721022002,0.20916651463067626,0.16963748047700936,0.031229078176645532,0.10461532323704045,0.10900981588936624,0.08395671261740238,0.0327942333572974,0.11550959049540989,0.11988933377461944,0.09193177400654458,0.025091068045372197,0.15086529581095517,0.15268932963433982,0.11982310710400912
Adaptive-MDM,seen_grid,1.5,1.0,15,300,300,0.0,0.5332797987466424,0.5332797987466424,1.031299716521685,1.276793665839986,0.10323019468271127,0.41004707151116176,0.4221784124588332,0.31777349765021407,0.01800974445173523,0.2724612769759462,0.27260236215975003,0.22355512475952305,-0.01659208628547211,0.17796335712034636,0.17843958067066662,0.1353031309150488,0.02319789949349651,0.09049819868321586,0.09327790070143886,0.06760373057371546,0.024266506531292132,0.0948681971524937,0.09776931141260248,0.06998054203249292,0.016553541734844267,0.1204239667353247,0.12135737198740855,0.08908379036861412
Adaptive-MDM,seen_grid,1.5,1.0,20,300,300,0.0,0.4200675323308061,0.4200675323308061,0.8246276359093443,1.0416927487954388,0.06174847769602799,0.3138315647959923,0.3193349725964941,0.24093056140406996,0.012476649382561851,0.23125140561425478,0.2312025562208502,0.18536203408741975,-0.013178024999283076,0.14464912448195724,0.1450078790694969,0.11112009848246958,0.012773719813696375,0.06798756060438992,0.06906568337573993,0.055569017686016194,0.013233513586855684,0.07114611741476047,0.0722497289842972,0.057048936131508986,0.007861786438641279,0.09521583123354144,0.09538156017688151,0.07516996791907422
Adaptive-MDM,seen_grid,2.0,0.1,7,300,300,0.0,0.6025918660763404,0.6025918660763404,1.0853312358260505,1.2880086124525463,-0.2179757690163015,0.32018281498893447,0.3868963006316276,0.31166506888033285,-0.20870750280617004,0.29519303355489135,0.36111948949998385,0.2950205956659461,0.18856006313659432,0.21823101467177142,0.28813351752650795,0.22358414464356244,0.14663529244999657,0.4111095335105323,0.43583206326902185,0.3356792236234864,0.2899774244772327,0.5583328819430463,0.6283179092426705,0.47402434286136935,0.7218193670483275,0.9863960824550889,1.2209656721998856,0.9196839677931656
Adaptive-MDM,seen_grid,2.0,0.1,10,300,300,0.0,0.4818158075946441,0.4818158075946441,0.8480480562956724,1.0016033702199105,-0.1594823464266788,0.27324748564775037,0.3159903900540869,0.25513866799504803,-0.1696313433314901,0.22840340010669835,0.2841988953358992,0.23101261293410139,0.14681640369560683,0.17341487749443452,0.2269967703105041,0.17696115907556387,0.10277301461437444,0.32200615729283827,0.33749760194157163,0.26957482995344256,0.21375565114684553,0.43070181527926416,0.48018453248355386,0.37224456522727045,0.5521801596145421,0.7598871995241786,0.9382999109129789,0.7229061602431669
Adaptive-MDM,seen_grid,2.0,0.1,15,300,300,0.0,0.36414805893541496,0.36414805893541496,0.6919095777536313,0.8179757179944069,-0.09766552615974833,0.2214339921222306,0.24167772857883416,0.19376760436628382,-0.08446389163374543,0.20152058790611035,0.21819561830791812,0.17250091190492692,0.07397694734556683,0.1455485566947176,0.1630532320643511,0.1266074013709366,0.03724706916752343,0.25056577562687005,0.25290566367194495,0.19600035342427713,0.09223058640244852,0.3359916723073694,0.3478801281790073,0.2705030451788968,0.2658960015703415,0.611037845651904,0.6654497539062977,0.5113863332759393
Adaptive-MDM,seen_grid,2.0,0.1,20,300,300,0.0,0.33681308235351737,0.33681308235351737,0.6134230644810824,0.712437773903655,-0.09736460241060242,0.20395574214514586,0.22569703307909328,0.18294353701466784,-0.08409468705498221,0.18074213077900206,0.1990747142070388,0.16191666021009854,0.08108350582729158,0.12787937832680793,0.1512387512086694,0.11880975149805309,0.052237763588241476,0.20298082778647153,0.20926696587234997,0.1647955807508341,0.11026939063003373,0.2744844054058644,0.295380920775575,0.23132834786211598,0.2944886084244837,0.5134766628296975,0.5911877559779769,0.459394939661029
Adaptive-MDM,seen_grid,2.0,0.25,7,300,300,0.0,0.5957750506993356,0.5957750506993356,1.0845869971203055,1.153433496193114,-0.1937218207314577,0.31950118919227877,0.37318746454001783,0.3087503041037548,-0.17990212145746787,0.3091483048761587,0.35723783692568245,0.29274188567715337,0.16096643892741316,0.24971547840330127,0.29674931375598546,0.23616897069971018,0.08876415153014226,0.3108844789267942,0.3228096497478431,0.25045699844374525,0.16824906606400253,0.4032450934799381,0.4363167789909081,0.33392504070462925,0.3558130813358615,0.6189276362881942,0.7130199598055729,0.550226221893941
Adaptive-MDM,seen_grid,2.0,0.25,10,300,300,0.0,0.4657776605381564,0.4657776605381564,0.8700313748093996,0.9559228131766233,-0.13576985203842226,0.2672767664738099,0.2993863719670201,0.24139027678344385,-0.12182246818238053,0.24900423613418415,0.2768341495097256,0.22505784194671974,0.11448773166397098,0.19415895885803997,0.2251210407803989,0.16640904835939915,0.058839302725254686,0.23693061297130694,0.24374383791925938,0.18120044197248508,0.114183858494691,0.3038896585769765,0.324158986273917,0.23721862698934446,0.24771166220505483,0.47032128527112677,0.5308727141228979,0.3858302363546845
Adaptive-MDM,seen_grid,2.0,0.25,15,300,300,0.0,0.39198447585254337,0.39198447585254337,0.7197817188055101,0.8133478914383774,-0.0922772427679133,0.23747537465290247,0.2544045228649896,0.20217437948944758,-0.06532827907749962,0.2261833304434983,0.23506627438768282,0.19287266543426337,0.07335735979789124,0.16848542049865772,0.18350480838584246,0.14262988564470522,0.041659561027628925,0.18612132143215598,0.19042372443849484,0.14897532410030262,0.07634993734222516,0.23974012520690843,0.2512231202356551,0.19307007920397076,0.16197578230870144,0.3836700119772371,0.4158703602704739,0.3137385862016224
Adaptive-MDM,seen_grid,2.0,0.25,20,300,300,0.0,0.3428436403121481,0.3428436403121481,0.6153117713934366,0.721300701189599,-0.09142573695776669,0.21487327994867333,0.23318509827899672,0.18628100994896082,-0.07428424403706137,0.18837573868577037,0.20220109571368788,0.16724920913895777,0.05817603050601745,0.13769508997245425,0.14926884649947647,0.1174764463200109,0.008943409710711867,0.15727376110101055,0.15726592252723365,0.12194347142671999,0.03791852646101952,0.195837608286603,0.19915406658914586,0.15115480741980408,0.11227776780534385,0.3067940229350274,0.3262133163187037,0.24935500077902684
Adaptive-MDM,seen_grid,2.0,0.5,7,300,300,0.0,0.6118143011557182,0.6118143011557182,1.0528058394597997,1.2604372285895897,-0.11815902908676447,0.40674656241544715,0.42290997423177523,0.3418992119047648,-0.1433988754581587,0.31710728533326993,0.34754147636322336,0.27692298261880927,0.11830969397737365,0.24674800893198018,0.27327424869754935,0.21634224757892834,0.05053062988180295,0.2030779327211176,0.20894143316251787,0.16175439900430982,0.09159930218876612,0.24499300494427015,0.2611741425272673,0.20381125755650042,0.1697277436964979,0.335653101472462,0.37562610154242476,0.29283280485059576
Adaptive-MDM,seen_grid,2.0,0.5,10,300,300,0.0,0.48814917003228536,0.48814917003228536,0.8913322261847,1.0505891844349862,-0.06926515862552084,0.32538827660861014,0.3321479604813075,0.2622650123820793,-0.09701536890409437,0.2608741254375987,0.27792164380514406,0.22155722217265544,0.08235466924827539,0.2099799629928983,0.22522634050209012,0.16703910229446337,0.03973898214606575,0.17765840301354438,0.18175941929592135,0.14206949166541005,0.06778485393827899,0.2126602388637887,0.22286411934867129,0.16998476161861162,0.12087888509357948,0.2903374570623316,0.31404865499628654,0.23463689922631384
Adaptive-MDM,seen_grid,2.0,0.5,15,300,300,0.0,0.3961163842397646,0.3961163842397646,0.7197795237157795,0.837941861065376,-0.04523376853813216,0.25765617712731126,0.26117333403185616,0.21013106076994165,-0.06207371457989029,0.22669198879410404,0.23467233816371952,0.18407334695271985,0.05003697937511844,0.17670868791395167,0.1833727710284222,0.14121842543091764,0.022575631346074165,0.12814676695307187,0.12990963923023705,0.10344350277917885,0.040442178511561844,0.15587073540718702,0.1607801926190446,0.1257947994619696,0.07433863666254618,0.22495049164771547,0.23655925441155995,0.18192394678527615
Adaptive-MDM,seen_grid,2.0,0.5,20,300,300,0.0,0.34522685797999475,0.34522685797999475,0.6223049568395544,0.7045625287064424,-0.025514169927521018,0.24488110697307638,0.24580040730426353,0.2010847234014966,-0.03596731202001639,0.1899008795955478,0.19296575808038435,0.15377213523458855,0.02721907867580601,0.1444181540354856,0.146724092937255,0.11290399305572879,0.009628579520235086,0.10931274344499636,0.10955434497750807,0.08491823187367402,0.021390851932872903,0.1271430857219594,0.12872081512259753,0.10068662696640691,0.04374414112252705,0.17681102673545573,0.18185566234574455,0.14208406100973284
Adaptive-MDM,seen_grid,2.0,0.75,7,300,300,0.0,0.589518164597354,0.589518164597354,1.0442955747337808,1.2165210848942054,-0.09393924477308699,0.4001298724825196,0.410359375237412,0.3342285409485938,-0.1046625709835826,0.3139544189586848,0.3304437516804233,0.2644654103468464,0.09272928399288807,0.24809317568863326,0.26446885737334086,0.20509551341026405,0.03455178091903998,0.16092318587446078,0.16432825810195772,0.12660518986204788,0.05847997685241352,0.18762804538649322,0.19623160677329632,0.14947416152282186,0.09931265410274659,0.24402372101345957,0.2630819031419601,0.2008999097045676
Adaptive-MDM,seen_grid,2.0,0.75,10,300,300,0.0,0.5355370035192414,0.5355370035192414,0.9718829207188745,1.093617690757072,-0.011323914874282177,0.3718327610539148,0.3713852015097189,0.29247439739538766,-0.04312453290147448,0.2997667444876354,0.30235788854989365,0.24799648772222202,0.05333569836211758,0.2340738343977408,0.23969276474187445,0.18717826080106542,0.039739548858738975,0.13851461502164167,0.14388042253728517,0.10755750890716533,0.054273627551255546,0.16378153721365962,0.1722805965274912,0.12744347562014727,0.07601583392831177,0.21899471583960867,0.231467557744641,0.1719151718908132
Adaptive-MDM,seen_grid,2.0,0.75,15,300,300,0.0,0.4387932537592335,0.4387932537592335,0.7881709860110532,0.8731967760694231,0.0218517729286499,0.31550851474036495,0.3157392976980916,0.2543740758237786,-0.022207064248315173,0.24383137627551382,0.2444355019742808,0.19887364900768462,0.01237578650964083,0.18181454602718228,0.1819326820785984,0.14577478781330336,0.016720670175381248,0.09776321001954262,0.0990220542454794,0.07791837882128191,0.02484194238455276,0.1125834454526585,0.11510822813391403,0.08803187560624544,0.03441439233656439,0.15456888601177216,0.15810203178455826,0.12029160431837704
Adaptive-MDM,seen_grid,2.0,0.75,20,300,300,0.0,0.3902190073430101,0.3902190073430101,0.7112232396435487,0.7771284273760826,0.0007032093884696037,0.27514833393767707,0.2746902707048332,0.221125945144579,-0.025235389042208057,0.22308897476353276,0.22414196368734468,0.1822199049925169,0.022237928871365963,0.16176901501779908,0.16302303207292745,0.1308292300798054,0.01564581796110123,0.08941366133164659,0.09062530060433754,0.06801069584579629,0.023652560297925913,0.10110900110354097,0.10367447586454932,0.07835728556005321,0.03560760102350183,0.13585917953343057,0.14022871386393784,0.10878426410413797
Adaptive-MDM,seen_grid,2.0,1.0,7,300,300,0.0,0.6594406537383426,0.6594406537383426,1.1760992015632483,1.405017604287294,0.016193445229890538,0.46165807803627484,0.46117239879952365,0.36703726408166054,-0.04745511562080995,0.3705480755744969,0.372961362685432,0.2952241338405679,0.028422099342605922,0.2873137039591735,0.2882391651600653,0.22960464981591977,0.024328553747569613,0.1196878112350336,0.12193973967423678,0.09670289970143689,0.036036978094252166,0.1414460927921102,0.145735963186051,0.11348771554782892,0.04967802386997988,0.19147558832955158,0.19750594247267694,0.15542015367982287
Adaptive-MDM,seen_grid,2.0,1.0,10,300,300,0.0,0.569649559837133,0.569649559837133,0.9571961342880303,1.0707564310492734,0.0033522632309125823,0.41347285554552776,0.4127967707409611,0.3459477093046808,-0.05176816401190847,0.30230946804058895,0.3062128680464911,0.25553629812901796,0.030963094696763976,0.2440757872692801,0.24562802472685383,0.19735968893225414,0.018575723930251194,0.10866215946903567,0.11005982102326048,0.08520206281588713,0.03015533423537973,0.12384157232096155,0.1272594073837333,0.09645420783855924,0.04524706330165272,0.16304950280722202,0.1689491638586998,0.12751364028883258
Adaptive-MDM,seen_grid,2.0,1.0,15,300,300,0.0,0.5220110185415834,0.5220110185415834,0.8920803146973066,1.1094839284548519,0.048659451158226036,0.3818236442776874,0.38427994118708403,0.30909306781022367,-0.007538317948067895,0.27661319571830423,0.276254659235811,0.2255683430024131,0.0029363226391548587,0.22059323681161971,0.22024484904437255,0.17899692485988297,0.019070111346226642,0.09083931792840857,0.09267116536181565,0.07292751454257271,0.025219150607460737,0.10297193618908042,0.1058483874908576,0.0812792192996707,0.030265782279165907,0.13759302417513178,0.14065828004170042,0.10762778844700892
Adaptive-MDM,seen_grid,2.0,1.0,20,300,300,0.0,0.4641504731255688,0.4641504731255688,0.8040183016932322,1.0081607648243063,0.07224894016286107,0.323777579391496,0.3312135120052992,0.26306344767563455,0.01865098907304595,0.25947171150097065,0.25970947210119555,0.21177725227313673,-0.017544564560985746,0.19520107853174154,0.19566364319597854,0.16137202413494195,0.014842296115701021,0.069603109548245,0.07105447185018358,0.054517471834706135,0.016860349443152237,0.08023239768491584,0.08185384268818086,0.06415832054374027,0.014696053719560787,0.1136719329510742,0.11442994060978509,0.09305018445242892
Adaptive-MDM,seen_grid,2.5,0.1,7,300,300,0.0,0.6351985738068682,0.6351985738068682,1.0541181239958728,1.1836659384784383,-0.30107987262212454,0.27640760016963906,0.4084061466133788,0.356830949162208,-0.27195455270253754,0.25047239028352525,0.369440895997811,0.31426503658949373,0.2357605051454876,0.21156857128068163,0.316536051562891,0.2646341495492313,0.06987798473591011,0.31584305044281935,0.3229663178858347,0.2545510339833521,0.18186512789753279,0.41615926833677197,0.4535263677513227,0.35797554769957307,0.5487877131042838,0.71475404226149,0.9001879713964961,0.723359228841225
Adaptive-MDM,seen_grid,2.5,0.1,10,300,300,0.0,0.503417388134632,0.503417388134632,0.885849400553472,1.0023756433117659,-0.2288802950486811,0.226446786079309,0.32170391547322025,0.27643372465797056,-0.21481619966149262,0.19840189447646264,0.2921953119571728,0.24132477682378523,0.1867028737717334,0.17262364782114134,0.2540817921767405,0.20662810469634968,0.05190126564056171,0.26607862113437974,0.27065768273679036,0.21070567223932318,0.13626602835712617,0.346036840178269,0.3713634162500629,0.28620752022082874,0.4192982852569243,0.5849869411058657,0.7189437211721882,0.5559834309723484
Adaptive-MDM,seen_grid,2.5,0.1,15,300,300,0.0,0.44347039483214706,0.44347039483214706,0.7852944936286922,0.8913596523904878,-0.19464697732305175,0.21620655770937905,0.2906491076749039,0.24853369677138049,-0.16625674109742672,0.19983237817571872,0.2596943846071295,0.21457946836191147,0.14359983267486484,0.15558822022853766,0.2115370272644646,0.1706155310929372,0.02489549318831742,0.19632809129419415,0.1975753593295655,0.1580361815945569,0.0868654218927626,0.2621198988294225,0.2757234485465702,0.22134041100606633,0.3020414221274036,0.4747497496297061,0.5620187313352064,0.44771820014857594
Adaptive-MDM,seen_grid,2.5,0.1,20,300,300,0.0,0.41357411738561245,0.41357411738561245,0.735155645584583,0.8236669656169675,-0.19745329826915295,0.18095854111463217,0.2676278111252553,0.22770133903004003,-0.16111729214006368,0.1793603759666963,0.24087692392292695,0.19866120483182534,0.13797763762520868,0.1497803888029225,0.20346305022047986,0.16435909332551693,0.01548408800188563,0.18350291645434896,0.18385002835829098,0.14637899625744927,0.07230714481898616,0.24771072127365718,0.25765168209750977,0.1996313557046792,0.2744049057972543,0.45422644384284655,0.5300301649316118,0.40357089040519134
Adaptive-MDM,seen_grid,2.5,0.25,7,300,300,0.0,0.625519372932433,0.625519372932433,1.0813467297361483,1.1798843530786187,-0.2723810101336086,0.2983517770810943,0.4036192326428798,0.3523675845996022,-0.242205481947502,0.2695619153043443,0.36205650053643984,0.2983839325093136,0.21434983684301745,0.22695137933304824,0.31189916860079014,0.252867786723929,0.05393413357500132,0.24576533782430096,0.2512133688775192,0.19544547663061207,0.12645529806618405,0.30750861111246325,0.3320200041628454,0.2525183140292002,0.3233103260563406,0.46372577771651496,0.5646719034363064,0.43029937263346035
Adaptive-MDM,seen_grid,2.5,0.25,10,300,300,0.0,0.516519862442793,0.516519862442793,0.9270724518801727,1.0488009631787691,-0.20829655913328074,0.2516835753560459,0.32637544317920136,0.28089840934042515,-0.1821116249253257,0.23539655258033973,0.29730703956756355,0.24321044211137746,0.17539400631884505,0.2031128288150754,0.26810513350376747,0.20624161953450018,0.05445660584324776,0.20559123831428963,0.21234968016771583,0.16526931315515342,0.1106506220808722,0.2611933959373831,0.2832633820573747,0.21219541878753317,0.2659304993068308,0.40557456309673884,0.48441867663408744,0.3584428659527959
Adaptive-MDM,seen_grid,2.5,0.25,15,300,300,0.0,0.43833483169360565,0.43833483169360565,0.8095742555393096,0.9065142942584669,-0.17587545846825792,0.23753426575367878,0.29523995191572916,0.24710441558681695,-0.13899534815269735,0.20875142546171427,0.2505027090637535,0.20483151558333684,0.12327154146884309,0.16466236444664323,0.20547308393164296,0.16811884320095202,0.014425163516527596,0.1557789994909075,0.15618672063460484,0.12484403158142847,0.05306314657845979,0.19306810688171158,0.19991683380857525,0.16006689089152984,0.1654134733376793,0.30125662113702656,0.343241387997723,0.27198561090163337
Adaptive-MDM,seen_grid,2.5,0.25,20,300,300,0.0,0.3932946723011908,0.3932946723011908,0.767574721115955,0.8586755361006496,-0.15116218966493505,0.2148330314933315,0.2623916822236886,0.21908844733186106,-0.1188370048344998,0.1937214017051546,0.22699145782396618,0.18061624375563276,0.10567389270667446,0.15236994290375777,0.18521928202882793,0.14482820363068064,0.01148124226346521,0.15065218267320682,0.15083847475903814,0.1258436226033445,0.04352956784387769,0.18577428833338064,0.1905042498084917,0.15421447287996537,0.1381741191236835,0.28616185807492667,0.31734481905719536,0.2461820256144742
Adaptive-MDM,seen_grid,2.5,0.5,7,300,300,0.0,0.6024437558976835,0.6024437558976835,1.0712577944372539,1.173695271702324,-0.18032176533697225,0.33795198312755115,0.38255297255554976,0.32391286830600147,-0.19410487456620978,0.29708709505071546,0.3544619047268004,0.28857980788318705,0.16505124585570846,0.2528232819995376,0.3015766242706307,0.23914812036270267,0.03873429182796415,0.16877628381846055,0.1728896408012489,0.14030334987494386,0.07864370934218956,0.20681171867408502,0.22093743392664641,0.17774470435174095,0.16866952812585279,0.29600985542468,0.34026338540172474,0.27024456995701596
Adaptive-MDM,seen_grid,2.5,0.5,10,300,300,0.0,0.5040886652750992,0.5040886652750992,0.9474935801510325,1.0712260679507954,-0.16932272994221317,0.27000816741738337,0.31832622048082015,0.264051411307095,-0.1608161184931726,0.2521965688555282,0.2987522768871164,0.23438612786276677,0.14588421136027624,0.2058638875838881,0.25203348362467826,0.19047883598196522,0.0317376724762889,0.1449044396416921,0.14810329332369823,0.1181329135957434,0.06354002729428548,0.17753221055528814,0.18828160266098815,0.14953614752497535,0.13896269256918753,0.25279077857595444,0.28809858914384207,0.2241538500000759
