track,method,R,fold,seed,bias,rmse,mae,p95_abs,n
extrap_diag,Direct-MLP,0.95,combo_fold_1,3407,0.011790344309837861,0.2592238810991103,0.15233172192411795,0.517830662677938,7000
extrap_diag,Direct-MLP,0.95,combo_fold_2,42,-0.0008730372590745727,0.23759294467961486,0.14062068683099055,0.4593472341584391,7000
extrap_diag,Direct-MLP,0.95,combo_fold_2,2026,-0.04561300444499947,0.29656107005266147,0.1739488742087156,0.7645185525900833,7000
extrap_diag,Direct-MLP,0.95,combo_fold_2,3407,-0.010859177919282453,0.2620098193993662,0.15496414523537286,0.584013859155659,7000
extrap_diag,Direct-MLP,0.95,combo_fold_3,42,0.055935120981727426,0.3347271113361978,0.1954500080234701,0.8594549121449503,7000
extrap_diag,Direct-MLP,0.95,combo_fold_3,2026,0.04817420217443256,0.3056952867055344,0.18491755050817027,0.7477794499772288,7000
extrap_diag,Direct-MLP,0.95,combo_fold_3,3407,0.061854948684083554,0.3430305529279122,0.19771286280514616,0.9073174555728998,7000
extrap_diag,Direct-MLP,0.95,combo_fold_4,42,0.008733872376636208,0.25524669612285716,0.14430245191879737,0.4734249417448,7000
extrap_diag,Direct-MLP,0.95,combo_fold_4,2026,0.0028854361587473698,0.257974052918665,0.14699007063061248,0.47537736413049325,7000
extrap_diag,Direct-MLP,0.95,combo_fold_4,3407,0.028510297856917645,0.2532158607063294,0.14401656917903963,0.47595908543740867,7000
extrap_diag,Direct-MLP,0.95,combo_fold_5,42,0.02533135159862697,0.26055742159153883,0.1529778431139091,0.5551350042618204,7000
extrap_diag,Direct-MLP,0.95,combo_fold_5,2026,-0.020045023172244363,0.26233342371866447,0.15726041786466904,0.5728180813457833,7000
extrap_diag,Direct-MLP,0.95,combo_fold_5,3407,0.014795260537064094,0.24882931464445127,0.14463159483388507,0.48693469226175734,7000
extrap_diag,Direct-MLP,0.99,combo_fold_1,42,0.11631942165867096,0.522537984623447,0.2462504419938692,1.091326631348121,7000
extrap_diag,Direct-MLP,0.99,combo_fold_1,2026,0.13120271612115147,0.5258186277862023,0.24758680206760486,1.118820079239562,7000
extrap_diag,Direct-MLP,0.99,combo_fold_1,3407,0.06765502890302086,0.5095724784920473,0.2454765842629349,0.948094559562404,7000
extrap_diag,Direct-MLP,0.99,combo_fold_2,42,0.09245838168290399,0.49320257392987515,0.23864625368301587,0.9657779871816545,7000
extrap_diag,Direct-MLP,0.99,combo_fold_2,2026,-0.0020375186744292853,0.4966408257723206,0.24997238148748094,0.9582419898782994,7000
extrap_diag,Direct-MLP,0.99,combo_fold_2,3407,0.047684759677056536,0.4694361039259325,0.22712514851925106,0.7891431860922832,7000
extrap_diag,Direct-MLP,0.99,combo_fold_3,42,0.215069388516863,0.7851979492984849,0.37695774225633144,2.216176583099978,7000
extrap_diag,Direct-MLP,0.99,combo_fold_3,2026,0.19348522881743457,0.711787669204397,0.34893202750537927,1.9137131003538352,7000
extrap_diag,Direct-MLP,0.99,combo_fold_3,3407,0.22038713691622722,0.7941487740004681,0.37899996970342065,2.241934882216877,7000
extrap_diag,Direct-MLP,0.99,combo_fold_4,42,0.06084868968134559,0.5135516137067271,0.2329439207851352,0.7756554527771508,7000
extrap_diag,Direct-MLP,0.99,combo_fold_4,2026,0.051408443717979514,0.5217831000451432,0.24567009023441566,0.7276578113288142,7000
extrap_diag,Direct-MLP,0.99,combo_fold_4,3407,0.0894435007934213,0.5050282684710871,0.23151466910776886,0.7193226484984062,7000
extrap_diag,Direct-MLP,0.99,combo_fold_5,42,0.14129248340037706,0.5676169365604192,0.2843772683716723,1.3297890349762986,7000
extrap_diag,Direct-MLP,0.99,combo_fold_5,2026,0.05947009007416134,0.5125383632392502,0.2505536502056455,0.9558263268090844,7000
extrap_diag,Direct-MLP,0.99,combo_fold_5,3407,0.10828297185158715,0.5175223741564704,0.24802313492378225,1.021119235201684,7000
extrap_diag,LSE,0.9,combo_fold_1,42,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_1,2026,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_1,3407,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_2,42,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_2,2026,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_2,3407,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_3,42,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_3,2026,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_3,3407,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_4,42,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_4,2026,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_4,3407,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_5,42,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_5,2026,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.9,combo_fold_5,3407,0.039853866478089736,0.2118219164198256,0.12197597359378551,0.4308384680557402,7000
extrap_diag,LSE,0.95,combo_fold_1,42,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_1,2026,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_1,3407,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_2,42,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_2,2026,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_2,3407,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_3,42,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_3,2026,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_3,3407,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_4,42,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_4,2026,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_4,3407,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_5,42,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_5,2026,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.95,combo_fold_5,3407,0.0716828891756178,0.29287541994272426,0.16133039724457182,0.5776089635629681,7000
extrap_diag,LSE,0.99,combo_fold_1,42,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_1,2026,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_1,3407,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_2,42,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_2,2026,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_2,3407,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_3,42,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_3,2026,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_3,3407,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_4,42,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_4,2026,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_4,3407,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_5,42,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_5,2026,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,LSE,0.99,combo_fold_5,3407,0.16604434467597398,0.6275195189582686,0.30245862471774154,1.0208810660999434,7000
extrap_diag,MDM-Default,0.9,combo_fold_1,42,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_1,2026,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_1,3407,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_2,42,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_2,2026,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_2,3407,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_3,42,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_3,2026,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_3,3407,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_4,42,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_4,2026,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_4,3407,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_5,42,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_5,2026,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.9,combo_fold_5,3407,0.030497517942850126,0.20968256181385295,0.12151377343444031,0.4175888259242309,7000
extrap_diag,MDM-Default,0.95,combo_fold_1,42,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_1,2026,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_1,3407,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_2,42,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_2,2026,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_2,3407,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_3,42,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_3,2026,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_3,3407,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_4,42,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_4,2026,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_4,3407,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_5,42,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_5,2026,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.95,combo_fold_5,3407,0.06273228504665236,0.28944940035014344,0.15966873453614197,0.551325685680151,7000
extrap_diag,MDM-Default,0.99,combo_fold_1,42,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_1,2026,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_1,3407,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_2,42,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_2,2026,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_2,3407,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_3,42,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_3,2026,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_3,3407,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_4,42,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_4,2026,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_4,3407,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_5,42,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_5,2026,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Default,0.99,combo_fold_5,3407,0.1683626399736896,0.6166234091870229,0.29402963072001004,0.9520230237277865,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_1,42,0.031144660547678817,0.2085841073784276,0.12139176630788763,0.41621556501362456,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_1,2026,0.031187855639921727,0.20874327629489847,0.12141551085824268,0.4176112051492966,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_1,3407,0.030928522453256353,0.20852303620045357,0.12130097390043239,0.4202799243156835,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_2,42,0.03169378395800855,0.20947293084654342,0.1216966028699089,0.4188987779270599,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_2,2026,0.03141649816706876,0.20898998007215266,0.12152552683322604,0.41822292441927955,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_2,3407,0.032036482442362825,0.20947111456807277,0.12174930114746856,0.420863825073554,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_3,42,0.031665625431386325,0.20929286378729248,0.12180506972560641,0.42012622018139545,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_3,2026,0.031248817767210273,0.20893848864657477,0.12143845163077156,0.42020498455917826,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_3,3407,0.03167839812457234,0.20987073096002687,0.12169532369487708,0.4188987779270599,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_4,42,0.031013027131614482,0.20791522456942585,0.12113782992304993,0.41546516125225846,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_4,2026,0.030785304469155204,0.2091724787984663,0.12122684247741193,0.4202799243156835,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_4,3407,0.03187893988741681,0.20957426516948777,0.12140431626125386,0.4162155334807899,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_5,42,0.032494790919276914,0.20998110708048828,0.12176990696730994,0.4236552206135112,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_5,2026,0.031209562911900978,0.2081571667631128,0.12125096761762526,0.41602356252235134,7000
extrap_diag,MDM-Vector-MLP,0.9,combo_fold_5,3407,0.03185278667313006,0.20880032943969146,0.12143083548087034,0.4181143483368058,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_1,42,0.058811427382555764,0.28246052708435937,0.1571696814210334,0.5528808209238029,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_1,2026,0.05897235809402197,0.28249023088659514,0.15694630945783794,0.5437934952879375,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_1,3407,0.05787520587460394,0.28148605472621224,0.1565352776074496,0.5514593497361584,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_2,42,0.06050366445386145,0.2849169735802576,0.157941591404186,0.5532064152029675,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_2,2026,0.060440859537486145,0.28377823190991486,0.15768935562400607,0.548013824428667,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_2,3407,0.06166263037338138,0.285546139366077,0.1581507008476334,0.5524474939888477,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_3,42,0.06162811595191062,0.28397980233777675,0.15780610518776686,0.5529192942355092,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_3,2026,0.0587031374774026,0.28375235992074216,0.15788584265166025,0.546118338301365,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_3,3407,0.06036377382354619,0.2857537782378074,0.15812410172262215,0.5547894472333926,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_4,42,0.05950409046852287,0.2810117838885631,0.15659628010924767,0.5434598650752894,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_4,2026,0.05711917394438824,0.28213830978117216,0.1564471108937776,0.5452701952019677,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_4,3407,0.06084153698069542,0.28455602858221885,0.15711972865822638,0.5516372316629488,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_5,42,0.06345319150614999,0.28498666616521723,0.15747269404130954,0.5593572999539916,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_5,2026,0.05936904192281781,0.28163007883550517,0.15677735777307822,0.5436740708368126,7000
extrap_diag,MDM-Vector-MLP,0.95,combo_fold_5,3407,0.06084324071791624,0.28243725665925157,0.15680510664075714,0.5533461106524495,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_1,42,0.14332020205054324,0.5703594924073075,0.27132178244422467,0.8901235690610302,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_1,2026,0.14260225901430806,0.5674897556626058,0.269030100096734,0.8719498689760578,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_1,3407,0.1397265369443207,0.5640315973975583,0.26815467733311843,0.8791850955715155,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_2,42,0.15023558956523062,0.5836367433136386,0.27596019711005054,0.9140016668040758,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_2,2026,0.15114167819995888,0.5793211673781904,0.27504513891314564,0.9042867687393751,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_2,3407,0.15486735241734828,0.5889213430788995,0.2767596542244551,0.9239747012909806,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_3,42,0.1547052058589083,0.5768569174326735,0.2739445948894397,0.9234956471667516,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_3,2026,0.14362636502200307,0.576983431832899,0.27521644558576286,0.9087763295241333,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_3,3407,0.14983864863687685,0.5841611368237924,0.2759942127698281,0.9244300200594575,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_4,42,0.14749583513544912,0.5675522702171948,0.2714888800659236,0.8991692764897901,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_4,2026,0.136770403301007,0.5631871872387069,0.2686927864530368,0.8704617101831381,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_4,3407,0.14992276023204107,0.5796943367570945,0.2726997710910391,0.9096824906830924,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_5,42,0.15935458251027734,0.5806135315349515,0.27397285945198174,0.9390419746922168,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_5,2026,0.1456565288392553,0.5690936787312626,0.2711281202642816,0.8975650687240684,7000
extrap_diag,MDM-Vector-MLP,0.99,combo_fold_5,3407,0.1500244643929383,0.5722891535585356,0.27077719964000957,0.9086823634017246,7000
extrap_diag,WMLE,0.9,combo_fold_1,42,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_1,2026,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_1,3407,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_2,42,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_2,2026,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_2,3407,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_3,42,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_3,2026,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_3,3407,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_4,42,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_4,2026,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_4,3407,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_5,42,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_5,2026,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.9,combo_fold_5,3407,0.015033449983199524,0.2007575705748943,0.12059757999581519,0.39797701094936405,7000
extrap_diag,WMLE,0.95,combo_fold_1,42,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_1,2026,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_1,3407,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_2,42,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_2,2026,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_2,3407,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_3,42,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_3,2026,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_3,3407,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
extrap_diag,WMLE,0.95,combo_fold_4,42,0.017789584484018114,0.2609645286754772,0.15614535999699697,0.4943145506463309,7000
