method,beta,gamma_over_eta,n,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
LSE,0.75,0.1,7,300,300,0.0,0.7256453252039117,1.4189658354160368,1.8116609133858739,-0.02342688946943602,0.4217725534809575,0.421720206294601,0.03302375041419544,0.5785101951794384,0.5784885771256701,0.03359693919888698,0.11392400831379433,0.11859246067203257,0.4120548612166287,0.9114222783072631,0.9988547489412102,-0.017570167102077018,0.3163294151107181,0.31629015472095073,33.02375041419544,578.5101951794383,578.4885771256701,33.59693919888698,113.92400831379435,118.59246067203253
LSE,0.75,0.1,10,300,300,0.0,0.5953007482698202,1.003025930891181,1.500837016795351,-0.017143763662765914,0.3420458734214044,0.3419054014763745,0.030348458132667407,0.47723639566069903,0.4774059324409031,0.028944097066354882,0.09358786178440436,0.09781233563369579,0.31193775270120994,0.7649383869050337,0.8249154268985922,-0.012857822747074433,0.25653440506605335,0.25642905110728087,30.348458132667414,477.23639566069903,477.40593244090314,28.944097066354878,93.58786178440434,97.8123356336958
LSE,0.75,0.1,15,300,300,0.0,0.5110223389739712,0.9823206830705196,1.2030969060822045,0.03549056355184631,0.3009164496643058,0.30250364308693833,0.06717477255798872,0.4024248590403915,0.40733082134548104,0.011652069694616515,0.05994318466709129,0.060967030693436536,0.21570815200218107,0.4760042832511232,0.521876247388242,0.02661792266388473,0.22568733724822937,0.22687773231520372,67.17477255798872,402.42485904039154,407.33082134548107,11.652069694616515,59.943184667091295,60.967030693436534
LSE,0.75,0.1,20,300,300,0.0,0.4014534154128393,0.7277490639544948,0.8964241195266976,-0.0037146070610676097,0.21903744101699116,0.21870362183633915,0.04709031787567466,0.33181359139160294,0.3345904311319314,0.00863308955574898,0.03623063941952717,0.03718620627664985,0.12318449142631062,0.3114345872716334,0.3344287907310731,-0.002785955295800707,0.1642780807627434,0.16402771637725438,47.09031787567466,331.8135913916029,334.5904311319314,8.633089555748978,36.23063941952717,37.18620627664985
LSE,0.75,0.25,7,300,300,0.0,0.8688672737674713,1.80721153338427,2.1348161358399578,0.041995425596298104,0.5059925581641027,0.5068911682587715,0.1565025278688799,0.6758880819525899,0.6926723551269738,0.02025795851566825,0.13358814505787817,0.13489511261801598,0.19045999211548792,0.3958689223570803,0.438708147032277,0.03149656919722358,0.379494418623077,0.3801683761940786,156.50252786887987,675.8880819525898,692.6723551269738,20.25795851566825,133.58814505787817,134.895112618016
LSE,0.75,0.25,10,300,300,0.0,0.6600928266765044,1.370127295058106,1.6380806800332108,0.04538426529121069,0.38787195641775546,0.38987549798550103,0.09781801333869972,0.514545082440111,0.5229172816586639,0.015246322586958124,0.10039071875425815,0.10137629132617165,0.13958209457114393,0.3103621229644286,0.33983338025854903,0.03403819896840801,0.2909039673133166,0.2924066234891257,97.81801333869974,514.5450824401111,522.9172816586639,15.246322586958128,100.39071875425815,101.37629132617165
LSE,0.75,0.25,15,300,300,0.0,0.48934465528786686,0.9246108793721171,1.2313846579455612,0.02103511509880753,0.28549323646720876,0.2857921905432569,0.03903188278428047,0.39140333936812294,0.39269505560333806,0.013078185650012432,0.058411839479574436,0.059762938247538804,0.08703663146061692,0.18595974186468164,0.2050393394572751,0.015776336324105647,0.21411992735040658,0.2143441429074427,39.031882784280484,391.40333936812294,392.69505560333806,13.078185650012434,58.41183947957444,59.7629382475388
LSE,0.75,0.25,20,300,300,0.0,0.42164763310297654,0.814432140784338,0.9740849270053875,0.020401851457773023,0.24618140413562892,0.2466161018113394,0.06101455992025839,0.33498250188152634,0.3399441260469828,0.005507913641291382,0.0371413131071807,0.037486210729739955,0.05204596246815567,0.12923889390484766,0.13912511731528798,0.015301388593329772,0.18463605310172168,0.18496207635850456,61.0145599202584,334.98250188152633,339.9441260469827,5.507913641291382,37.1413131071807,37.48621072973996
LSE,0.75,0.5,7,300,300,0.0,1.0171399002879065,2.192525791239265,2.808666804288257,0.17622391432995493,0.7332915393383442,0.7529800537695223,0.1414414140225343,0.6440247984828649,0.6583244297897901,-0.017057934530112274,0.18446139818180002,0.18494204639531692,0.06957141236651175,0.20030121709425522,0.2117239328218385,0.13216793574746621,0.5499686545037583,0.5647350403271416,141.44141402253433,644.0247984828649,658.3244297897902,-17.057934530112277,184.4613981818,184.9420463953169
LSE,0.75,0.5,10,300,300,0.0,0.7363279100067156,1.5142393709105975,1.9466075200395274,0.07623760415639917,0.5134620253108382,0.5182437774693437,0.06739695344476469,0.5058871168250815,0.5095204134477807,0.002680465943026694,0.11845130048582625,0.11828409212216978,0.059611105816124936,0.15042295410185963,0.16157080648108735,0.057178203117299375,0.38509651898312863,0.38868283310200774,67.39695344476469,505.88711682508136,509.5204134477807,2.680465943026696,118.45130048582624,118.28409212216978
