delta,mse,est_beta,est_eta,est_gamma
0.005,2.376769455073759,1.3976380100301595,4745.8632229346595,2511.117481625888
0.01,2.448110986092863,1.3856155366626064,4720.843301498098,2533.1753912721565
0.015,2.5119507689654395,1.374975788238558,4698.737296838369,2552.6289266887907
0.02,2.5766555819521697,1.3642999481969205,4676.593316120905,2572.0824621054244
0.025,2.637863285302592,1.35429770029205,4655.877133025189,2590.2495396753175
0.030000000000000002,2.6905075692494216,1.3457650077040424,4638.234595484919,2605.6982109497226
0.034999999999999996,2.74369927417691,1.3372081978108614,4620.565645677062,2621.1468822241277
0.04,2.7974386923007137,1.3286278536097749,4602.868194663589,2636.595553498533
0.045,2.8479439283717847,1.320618719184121,4586.375024283839,2650.972674628378
0.049999999999999996,2.891412588041252,1.3137661598893862,4572.285084142838,2663.2395393457746
0.055,2.9352267980552837,1.306900854333363,4558.171934808564,2675.5064040631705
0.06,2.979388329768164,1.3000177362163252,4544.041379207641,2687.773268780567
0.065,3.02389690325804,1.2931186264508836,4529.890207329292,2700.0401334979633
0.07,3.065787472240514,1.2866575247096648,4516.65475802146,2711.498815529665
0.07500000000000001,3.10160422475676,1.2811579477119461,4505.399956560265,2721.2308336198
0.08,3.137640532732879,1.2756462135693305,4494.133497007861,2730.962851709934
0.085,3.173894769148061,1.2701280854974806,4482.847060704257,2740.694869800069
0.09000000000000001,3.2103700151201426,1.2645940394005908,4471.5531353608785,2750.426887890203
0.095,3.2470641824446336,1.2590513396081033,4460.241285188479,2760.1589059803373
0.1,3.2839786827097908,1.2534959302779787,4448.916565416906,2769.890924070472
0.10500000000000001,3.3134226381498584,1.2490810987029388,4439.919575618778,2777.6122287488797
0.11,3.342957551791927,1.2446667018537458,4430.926418651878,2785.3211655974583
0.115,3.372631697257033,1.2402420456091092,4421.927520454216,2793.0301024460373
0.12000000000000001,3.4024434710906184,1.2358125040086405,4412.91501480756,2800.739039294616
0.125,3.4323940001491087,1.231374762892945,4403.893278153498,2808.4479761431944
0.13,3.4624831559319915,1.226929507739776,4394.861032007545,2816.156912991773
0.135,3.492711043892271,1.2224766855292546,4385.8180330307605,2823.865849840352
0.14,3.5230198633938516,1.2180248187979041,4376.781132898672,2831.560126541686
