delta,mse,est_beta,est_eta,est_gamma
0.005,0.6281490294798354,0.7068751048281531,8622.062876867629,1132.1107336707546
0.01,0.6280471518299375,0.7064832509591311,8619.832930030861,1133.2946068263254
0.015,0.6279601753885872,0.7060872007625081,8617.63382701569,1134.4784799818963
0.02,0.6278646721816227,0.705694777771716,8615.40051132647,1135.662353137467
0.025,0.627775733448783,0.7053009414585462,8613.174880534149,1136.8462262930382
0.030000000000000002,0.627692705440802,0.7049059104857478,8610.955120950563,1138.030099448609
0.034999999999999996,0.6276098851145612,0.7045115860769834,8608.725371178803,1139.2139726041798
0.04,0.6275356674192817,0.7041151692460271,8606.508974254035,1140.3978457597507
0.045,0.6274525961913514,0.7037224745486778,8604.257347127059,1141.5817189153215
0.049999999999999996,0.6273851862749238,0.7033253358203966,8602.038713109185,1142.7655920708924
0.055,0.6273170751821602,0.7029292017153272,8599.80752072136,1143.9494652264632
0.06,0.6272523385716011,0.7025327142277454,8597.57510886491,1145.133338382034
0.065,0.6271909355560806,0.7021358861623819,8595.341356713125,1146.3172115376049
0.07,0.6271328947872492,0.7017387071895851,8593.106337184601,1147.5010846931757
0.07500000000000001,0.6270766057065168,0.7013417113878304,8590.865549067812,1148.6849578487465
0.08,0.6270274556557373,0.7009607256896909,8588.72323674567,1149.8185211426412
0.085,0.6269866639672851,0.7006244343110095,8586.832773250433,1150.818304277519
0.09000000000000001,0.6269482696747071,0.7002878906547365,8584.941385577182,1151.8180874123968
0.095,0.626912272762471,0.6999510942309476,8583.04906940535,1152.8178705472747
0.1,0.6268786732070832,0.6996140445496409,8581.155820370623,1153.8176536821525
0.10500000000000001,0.6268474709782527,0.6992767411203287,8579.261634068009,1154.8174368170303
0.11,0.6268239125861618,0.6989374457763406,8577.381182502595,1155.817219951908
0.115,0.6267927051021542,0.6986012231412422,8575.471682006018,1156.817003086786
0.12000000000000001,0.6267686753037846,0.6982631619636647,8573.574603468789,1157.8167862216637
0.125,0.6267470430396731,0.6979248449346637,8571.676570707883,1158.8165693565415
0.13,0.6267310493027307,0.69758519975372,8569.786658089919,1159.8163524914194
0.135,0.6267109708026397,0.6972474413651217,8567.877623899461,1160.8161356262972
0.14,0.6266986454409949,0.6969076550276749,8565.982628587977,1161.815918761175
0.14500000000000002,0.6266844876829001,0.6965690085172976,8564.074803882559,1162.8157018960528
0.15,0.6266748417819736,0.6962294048905404,8562.171929430482,1163.8154850309304
0.155,0.626667522697268,0.6958895656244234,8560.267875387324,1164.8152681658082
0.16,0.6266627406990004,0.6955494207845367,8558.363227231448,1165.815051300686
0.165,0.6266602852493062,0.6952090393268388,8556.457389571373,1166.8148344355639
0.17,0.6266602263334755,0.6948683976137932,8554.55055417836,1167.8146175704417
0.17500000000000002,0.626662563793652,0.6945274951564876,8552.642715967882,1168.8144007053195
0.18000000000000002,0.6266672974622135,0.6941863314661394,8550.733869803407,1169.8141838401973
0.185,0.6266744271617526,0.6938449060540741,8548.824010496124,1170.8139669750751
0.19,0.6266839527044764,0.6935032184318984,8546.913132803038,1171.813750109953
0.195,0.6266958738920404,0.6931612681115259,8545.001231426271,1172.8135332448308
0.2,0.626710190516324,0.6928190546048973,8543.088301015028,1173.8133163797086
0.20500000000000002,0.6267269023577378,0.6924765774245077,8541.174336160591,1174.8130995145864
0.21000000000000002,0.6267460091863581,0.6921338360830067,8539.259331399293,1175.8128826494642
0.215,0.6267675107609174,0.6917908300935013,8537.343281209427,1176.812665784342
0.22,0.6267905099902179,0.6914598531500846,8535.49483319177,1177.776655247596
0.225,0.6268124694464488,0.6911699286926986,8533.875981942172,1178.6204867109755
0.23,0.6268361343002024,0.6908798147378197,8532.25637470545,1179.464318174355
0.23500000000000001,0.6268615043808995,0.6905895109936094,8530.636008030076,1180.3081496377345
0.24000000000000002,0.6268885795116188,0.6902990171685865,8529.01487843285,1181.151981101114
0.245,0.6269173595101372,0.690008332971271,8527.392982401721,1181.9958125644935
0.25,0.626947844187426,0.6897174581106663,8525.770316391443,1182.839644027873
0.255,0.6269800333482126,0.6894263922960625,8524.146876825042,1183.6834754912525
0.26,0.6270139267913742,0.6891351352368927,8522.522660094823,1184.527306954632
0.265,0.627049524308719,0.6888436866431206,8520.897662558815,1185.3711384180115
0.27,0.6270868256862011,0.6885520462248281,8519.271880544085,1186.214969881391
0.275,0.6271258307025468,0.688260213692653,8517.645310342752,1187.0588013447705
0.28,0.6271665391301149,0.6879681887574924,8516.017948214288,1187.9026328081502
