delta,mse,est_beta,est_eta,est_gamma
0.005,0.9402957237061271,3.5164346039849628,1491.5298294414608,648.1468013011423
0.01,0.8484968529265161,3.446683603290995,1466.5845923569118,672.0178219873886
0.015,0.7727637236877302,3.386283727682178,1444.868961463338,692.7384055805827
0.02,0.7090877728732082,3.333206161978652,1425.6811871017967,710.99544599375
0.025,0.6544723827042425,3.2857856895622852,1408.4420099114855,727.3531636476996
0.030000000000000002,0.6069070606857305,3.2428823883669473,1392.7544242775284,742.1980119006529
0.034999999999999996,0.5663058138279988,3.20494272601712,1378.7996510494227,755.3678374631776
0.04,0.5296850950293791,3.1695678573220567,1365.7104604618619,767.6883323680762
0.045,0.496544866929471,3.13651442713961,1353.4038392162229,779.2414609067497
0.049999999999999996,0.467718658875531,3.106882935866252,1342.2997100401253,789.6381475789784
0.055,0.44035955423808165,3.0779268041923746,1331.3795022194688,799.835989878894
0.06,0.41691156449472944,3.052410195322636,1321.6910509204974,808.8596655657467
0.065,0.39422088872636674,3.0270476500190675,1311.9958410361933,817.8660793535073
0.07,0.37443447370646077,3.00434933387805,1303.2584009861216,825.9614415640008
0.07500000000000001,0.3555421292612445,2.982129589580562,1294.6445589624059,833.9214629981557
0.08,0.33820476959532714,2.961231691738882,1286.4835882744296,841.4429694276031
0.085,0.3224259010059519,2.9417583306322856,1278.8224887118,848.4852071060956
0.09000000000000001,0.3070866683690857,2.922381670474964,1271.140853896216,855.5274447845879
0.095,0.293484334618559,2.904804537283408,1264.1179764294689,861.9485006484861
0.1,0.2806195567914282,2.8878147908366785,1257.2764546844837,868.1872276700122
0.10500000000000001,0.26810159242445064,2.8709177735943614,1250.4162723919499,874.4259546915384
0.11,0.2569035566619948,2.8554757174677836,1244.094485381017,880.1594264269545
0.115,0.24636826069408757,2.840646981322892,1237.972935133695,885.696430343934
0.12000000000000001,0.2361088327448277,2.8259092593866333,1231.8342958602295,891.2334342609137
0.125,0.22642749042917915,2.8117120036180587,1225.868796721887,896.5994057455415
0.13,0.2177672979450117,2.7987591888829844,1220.3770399814146,901.5256493405975
0.135,0.2093254968861156,2.7858881173427794,1214.870228988682,906.4518929356535
0.14,0.2011024192151656,2.773103085812005,1209.3477709634974,911.3781365307094
