delta,mse,est_beta,est_eta,est_gamma
0.005,0.30139078837272604,2.6882358966696414,853.7463521549938,1257.3529251570346
0.01,0.35336154005557796,2.5590690218264913,821.5172383305256,1288.4088802969359
0.015,0.3947804200656411,2.4642587071599578,797.9450392877989,1311.0544273092225
0.02,0.43026284668893533,2.387602577612701,778.9448096764798,1329.2607444262608
0.025,0.46389694232498724,2.3182164841003714,761.7951424678374,1345.6542710961785
0.030000000000000002,0.4904926552144644,2.2653216508915026,748.7551413283237,1358.0922357189593
0.034999999999999996,0.5180277494422514,2.2121932993400613,735.6886834295906,1370.53020034174
0.04,0.5399481741916571,2.170980904665914,725.575379818212,1380.1385804665751
0.045,0.5612507499360239,2.1317774920463837,715.9735538167608,1389.2450559728077
0.049999999999999996,0.5830717295819521,2.092422924816522,706.3546202901282,1398.3515314790404
0.055,0.6005943352756752,2.061371897355729,698.7795122867004,1405.510971530254
0.06,0.6170113434678383,2.0327000465439156,691.7964949735605,1412.1009371574353
0.065,0.6337067047292674,2.0039383224589082,684.8029035199461,1418.6909027846166
0.07,0.6506830876644732,1.9750810835235217,677.798366582211,1425.2808684117977
0.07500000000000001,0.665325282489753,1.9504924228017952,671.8396233157954,1430.8783948269665
0.08,0.6777635604332191,1.9298160290517274,666.8353537308142,1435.5728346566614
0.085,0.690347769158828,1.9090860134006262,661.824712208361,1440.2672744863564
0.09000000000000001,0.7030789226755405,1.8883008827544556,656.8074307072001,1444.9617143160513
0.095,0.7159583737543521,1.8674575387409078,651.7833635083438,1449.656154145746
0.1,0.7289865593179549,1.8465580036944906,646.751871753596,1454.350593975441
0.10500000000000001,0.7399284799374766,1.8291421949263287,642.5646976905289,1458.2520221456189
0.11,0.7491843252708039,1.8145053948429377,639.0494255641694,1461.5235345091926
0.115,0.7585142811541592,1.799837154039338,635.5303086263273,1464.7950468727663
0.12000000000000001,0.7679184152673383,1.785138897976309,632.0070174856687,1468.06655923634
0.125,0.7773978015738571,1.7704067167815172,628.4797275599432,1471.3380715999137
0.13,0.78695193570065,1.7556452783196885,624.9477688280177,1474.6095839634875
0.135,0.7965825683927601,1.740847178692083,621.4116461637632,1477.8810963270614
0.14,0.8062895652517392,1.7260152682381305,617.8708445439655,1481.1526086906351
0.14500000000000002,0.8160732556345996,1.7111500043035746,614.3250658809135,1484.4241210542089
0.15,0.8227342828600361,1.7010749292971488,611.9243068032131,1486.6366964434526
0.155,0.829418187061751,1.6910027413785789,609.5257231994343,1488.8450796686645
