delta,mse,est_beta,est_eta,est_gamma
0.005,0.2828290904549089,0.6047159268435381,1121.5883548326303,1334.3588849318053
0.01,0.2829109448543142,0.6045950515771422,1121.3701668013214,1334.4176344447924
0.015,0.28299287034510173,0.604474183013613,1121.151752017381,1334.4763839577793
0.02,0.28307486682442223,0.6043533214144605,1120.9331097026352,1334.5351334707664
0.025,0.28315693418896826,0.6042324670426643,1120.7142390759554,1334.5938829837532
0.030000000000000002,0.2832390723346041,0.6041116201629996,1120.495139352759,1334.6526324967401
0.034999999999999996,0.2833212811561827,0.6039907810422045,1120.2758097447609,1334.7113820097272
0.04,0.28340356054783383,0.6038699499487401,1120.056249460346,1334.770131522714
0.045,0.28348591040286236,0.6037491271528851,1119.8364577044163,1334.828881035701
0.049999999999999996,0.28356833061378706,0.6036283129267114,1119.616433678435,1334.887630548688
0.055,0.2836508210723423,0.6035075075440918,1119.396176580424,1334.946380061675
0.06,0.28373338166937156,0.6033867112807989,1119.1756856048048,1335.0051295746619
0.065,0.28381601229484293,0.6032659244145021,1118.9549599424115,1335.063879087649
0.07,0.2838987128379502,0.603145147224688,1118.7339987806188,1335.1226286006358
0.07500000000000001,0.28398148318700045,0.603024379992766,1118.5128013031722,1335.181378113623
0.08,0.2840643232296839,0.6029036230018441,1118.2913666905438,1335.2401276266098
0.085,0.28414723285252724,0.602782876537211,1118.069694119195,1335.2988771395967
0.09000000000000001,0.28423021194134235,0.6026621408859559,1117.8477827621573,1335.3576266525838
0.095,0.28431326038105337,0.602541416337129,1117.6256317887999,1335.4163761655707
0.1,0.28439637805585116,0.6024207031816142,1117.403240365013,1335.4751256785576
0.10500000000000001,0.284479564849016,0.6023000017122933,1117.1806076529688,1335.5338751915447
0.11,0.28456282064277555,0.6021793122241796,1116.9577328109272,1335.5926247045315
0.115,0.28464614531879506,0.6020586350139995,1116.734614993862,1335.6513742175184
0.12000000000000001,0.2847295387576608,0.6019379703806514,1116.5112533527742,1335.7101237305055
0.125,0.2848130008391183,0.6018173186250093,1116.2876470349988,1335.7688732434924
0.13,0.28489560788153045,0.6016974849021492,1116.062578559967,1335.8276227564795
0.135,0.28497919236254093,0.6015768727782441,1115.838460715925,1335.8863722694664
