delta,mse,est_beta,est_eta,est_gamma
0.005,0.3197335553203313,2.1984371925107977,653.9353401060487,1436.0372422740095
0.01,0.3350004857151735,2.1392215853896284,640.7946087845737,1448.4710806477333
0.015,0.35001697167986245,2.088199596368773,629.498478938486,1459.1304851249406
0.02,0.36188445531047775,2.0514872277832374,621.385350630956,1466.7683246937745
0.025,0.3746861687033242,2.0146364334032736,613.2553766149151,1474.4061642626084
0.030000000000000002,0.3884316508093843,1.9776420703593531,605.1072804861012,1482.0440038314423
0.034999999999999996,0.3994312649117107,1.9496357620081564,598.9479319307558,1487.8056626280268
0.04,0.4087405499551512,1.9268912034060581,593.9509902760313,1492.4718546500724
0.045,0.41841145103451094,1.9040867093516591,588.9460208746375,1497.1380466721178
0.049999999999999996,0.4284466750702328,1.8812186215087727,583.9327853222089,1501.8042386941631
0.055,0.43884912452907016,1.8582892755662421,578.9105261534991,1506.4704307162087
0.06,0.4496217731518326,1.8352931607394023,573.879077816214,1511.1366227382541
0.065,0.4584737559953802,1.816919189994318,569.8624849423775,1514.855152821985
0.07,0.46533261577586527,1.8029825718658126,566.8179721402448,1517.669759371767
0.07500000000000001,0.47232902086206396,1.7890204237245786,563.769613286777,1520.484365921549
0.08,0.4794637685811658,1.7750316114732214,560.7173347006158,1523.2989724713311
0.085,0.4867376499567223,1.76101610594719,557.6609597580651,1526.113579021113
0.09000000000000001,0.49415131291705083,1.7469772259206753,554.6000040693395,1528.928185570895
0.095,0.5017058664695803,1.7329084754198403,551.5348409612537,1531.7427921206772
0.1,0.5094020920973072,1.718811733102246,548.4650962951608,1534.5573986704592
0.10500000000000001,0.5172408267793096,1.7046876329935488,545.3904903566707,1537.3720052202414
0.11,0.5252230508533948,1.690534828419946,542.3109109749843,1540.1866117700233
0.115,0.5321168301426429,1.6784896857444433,539.6910185790377,1542.5774149581443
0.12000000000000001,0.5369600332548596,1.6701230774376177,537.8714537070263,1544.2357429884548
0.125,0.5418538930982537,1.6617459524577707,536.0499960608496,1545.8940710187653
0.13,0.5467985997227104,1.653358499257199,534.2265706279428,1547.5523990490758
0.135,0.5517943673973233,1.644960636681292,532.4011256623722,1549.2107270793865
0.14,0.5568414138808526,1.6365522917383188,530.5736065758176,1550.869055109697
0.14500000000000002,0.5619399592314183,1.6281334122651114,528.7439545815075,1552.5273831400075
0.15,0.5670902074844844,1.6197041529955316,526.9120882891619,1554.185711170318
0.155,0.5722923628822104,1.611264682657596,525.0779219387503,1555.8440392006285
0.16,0.5775468877211329,1.6028127012462496,523.2416118407491,1557.502367230939
0.165,0.5828537109445517,1.594351202302932,521.4027882955874,1559.1606952612497
0.17,0.5882132006975014,1.5858788859706463,519.5615028533064,1560.8190232915601
0.17500000000000002,0.5936254595567869,1.577396977507311,517.7175514786684,1562.4773513218706
0.18000000000000002,0.5990912042642551,1.5689013430101197,515.8712707022144,1564.1356793521811
0.185,0.604610142564769,1.560396746006566,514.0220904769168,1565.7940073824916
0.19,0.6101827865360883,1.5518809599784413,512.1701474251662,1567.4523354128023
0.195,0.6158094423229197,1.543353655580102,510.3153830165321,1569.1106634431128
0.2,0.6211237077806995,1.5353647850629162,508.57698950861396,1570.6624762505198
0.20500000000000002,0.6243508058080804,1.5305429771856494,507.52768463535676,1571.5980671241282
0.21000000000000002,0.6275952104460789,1.5257182935660816,506.47731902034883,1572.5336579977363
0.215,0.630857053433116,1.5208901058256217,505.42593946092785,1573.4692488713447
0.22,0.6341363862177007,1.5160584125083145,504.3735264644526,1574.4048397449528
0.225,0.6374332060058487,1.5112236102856156,503.3200173995932,1575.3404306185612
0.23,0.6407473241337004,1.5063874114431806,502.26520687075106,1576.2760214921693
0.23500000000000001,0.6440794211610686,1.5015453026663876,501.2095586444322,1577.2116123657777
0.24000000000000002,0.647429209396404,1.496699758709012,500.1527857815064,1578.1472032393858
0.245,0.6507967489786158,1.4918507399116971,499.0948703508504,1579.082794112994
0.25,0.6541822892233822,1.4869969237947533,498.03593430216114,1580.0183849866023
0.255,0.6575852366596675,1.482142734411011,496.9754700702407,1580.9539758602104
0.26,0.6610062187662356,1.4772842640518142,495.9138806308978,1581.8895667338188
0.265,0.664445154855936,1.4724224522775489,494.85103850388333,1582.825157607427
0.27,0.667902098155338,1.4675573299673623,493.7869149554426,1583.7607484810353
0.275,0.6713771027022313,1.4626889271201013,492.7214806561648,1584.6963393546434
0.28,0.6748702209224724,1.4578172885140384,491.6547039058617,1585.6319302282518
0.28500000000000003,0.6783815113820284,1.4529424242511797,490.58655615070046,1586.56752110186
0.29000000000000004,0.6819110336406708,1.4480643438713732,489.51700818413445,1587.503111975468
0.295,0.685458990558254,1.4431821788270849,488.44612986156363,1588.4387028490764
0.3,0.689024907493498,1.4382992383831443,487.37351512807516,1589.3742937226846
0.305,0.6926093837392079,1.433412214396347,486.2995092582581,1590.309884596293
0.31,0.6962122998146902,1.428522238020337,485.2239521483736,1591.245475469901
0.315,0.6998337093953086,1.423629376607047,484.14680365245647,1592.1810663435094
0.32,0.703473666592153,1.4187336991908712,483.0680224539566,1593.1166572171176
0.325,0.707132225120538,1.4138352814659354,481.9875654529489,1594.052248090726
