delta,mse,est_beta,est_eta,est_gamma
0.005,0.31931555708490184,0.8003097159305197,47.860143637616076,1087.0797644929603
0.01,0.3196996232966821,0.7998947461913967,47.8393935559842,1087.0897481574398
0.015,0.32008443477239007,0.7994798612379703,47.818610076024605,1087.0997318219195
0.02,0.3204699928854637,0.7990650643137722,47.7977929610142,1087.109715486399
0.025,0.32085629900866136,0.7986503587044792,47.776941972086036,1087.1196991508787
0.030000000000000002,0.3212433545138619,0.7982357477392883,47.75605686818491,1087.1296828153581
0.034999999999999996,0.32163116077201837,0.7978212347907884,47.735137406066066,1087.1396664798376
0.04,0.32201971915300454,0.7974068232759196,47.71418334026204,1087.1496501443173
0.045,0.3224090310254695,0.7969925166563016,47.693194423073024,1087.1596338087968
0.049999999999999996,0.3227990977567704,0.796578318438866,47.67217040453774,1087.1696174732765
0.055,0.3231899207127719,0.7961642321764729,47.65111103241762,1087.179601137756
0.06,0.3235815012577866,0.7957502614683708,47.6300160521734,1087.1895848022357
0.065,0.3239623180431821,0.7953485513177838,47.60950573409435,1087.1992755294623
0.07,0.3243068333923361,0.7949858828307073,47.59095448196747,1087.20802682386
0.07500000000000001,0.32465193381947954,0.7946233112038391,47.572375303350334,1087.2167781182577
0.08,0.3249976202385992,0.794260838983415,47.5537680208127,1087.2255294126553
0.085,0.32534389356234134,0.7938984687447311,47.53513245550907,1087.234280707053
0.09000000000000001,0.32569075470195075,0.7935362030924707,47.51646842716555,1087.2430320014507
0.095,0.3260382045671548,0.7931740446611135,47.49777575406866,1087.2517832958483
0.1,0.3263862440661277,0.7928119961154529,47.47905425304214,1087.260534590246
0.10500000000000001,0.3267348741053997,0.7924500601503144,47.46030373946039,1087.2692858846438
0.11,0.32708409558972223,0.792088239491735,47.441524027208516,1087.2780371790413
0.115,0.32743390942205725,0.7917265368964596,47.42271492869677,1087.286788473439
0.12000000000000001,0.32778431650343604,0.7913649551529748,47.40387625482674,1087.2955397678365
0.125,0.3281353177328971,0.7910034970814462,47.385007814993195,1087.3042910622344
0.13,0.32848691400734975,0.7906421655344216,47.36610941706264,1087.313042356632
0.135,0.32883910622154,0.790280963396968,47.34718086736446,1087.3217936510296
0.14,0.3291918952679344,0.7899198935868301,47.32822197068906,1087.3305449454274
0.14500000000000002,0.3295452820365754,0.7895589590554827,47.30923253025294,1087.339296239825
0.15,0.3298992674150595,0.7891981627877234,47.290212347710266,1087.3480475342226
0.155,0.3302538522883765,0.7888375078027698,47.27116122311746,1087.3567988286202
0.16,0.33060903753884235,0.788476997154105,47.252078954938874,1087.365550123018
0.165,0.3309648240459441,0.7881166339302532,47.23296534002348,1087.3743014174156
0.17,0.3313163764831632,0.7877613042557661,47.21407996938929,1087.3829340554937
0.17500000000000002,0.3316300285685703,0.7874449073941625,47.19723113014923,1087.3906238884128
0.18000000000000002,0.331944146834014,0.7871286313472662,47.18035763084025,1087.398313721332
0.185,0.33225873186831056,0.786812478303282,47.163459329381126,1087.4060035542511
0.19,0.33257378425829764,0.7864964504722007,47.14653608269917,1087.4136933871703
0.195,0.33288930458876426,0.7861805500862565,47.12958774671464,1087.4213832200894
0.2,0.33320529344237887,0.7858647794003434,47.112614176326794,1087.4290730530086
0.20500000000000002,0.33352175139964646,0.7855491406917023,47.0956152254268,1087.4367628859277
0.21000000000000002,0.33383867903881714,0.7852336362608181,47.07859074686617,1087.4444527188468
