delta,mse,mse_beta,mse_eta,mse_gamma,est_beta,est_eta,est_gamma,failure
0.001,0.09376880712612659,0.021415237214047676,0.070948975551485,0.001404594360593919,1.7073210823168319,733.6375109902203,1037.4779183065698,
0.003,0.09416856109023017,0.021606101266563538,0.07113450489750808,0.0014279549261585524,1.7060197199364315,733.2894735907335,1037.7882908605106,
0.005,0.09456998536514838,0.02179843886676541,0.0713200383444153,0.0014515081539676646,1.7047141123130642,732.941882084788,1038.0986634144515,
0.007,0.09497266453318529,0.02199145376811422,0.07150595672104981,0.001475254044021257,1.703409684796592,732.5940226527279,1038.4090359683923,
0.009000000000000001,0.09537672604465255,0.022185388442995762,0.07169214500533748,0.0014991925963193113,1.702104793976165,732.2461111293853,1038.719408522333,
0.011,0.09578215227451817,0.022380208077190957,0.07187862038646535,0.001523323810861862,1.7007996786285753,731.8981156603606,1039.0297810762738,
0.013000000000000001,0.09618890712245678,0.022575843090318497,0.07206541634448939,0.0015476476876488928,1.699494804768247,731.5499742140273,1039.3401536302147,
0.015,0.09659716088923086,0.022772614931695516,0.07225238173085495,0.0015721642266804028,1.6981880391257131,731.2019685138023,1039.6505261841555,
0.017,0.09700674854665649,0.02297020941177058,0.07243966570692952,0.0015968734279563927,1.6968814792080789,730.8538209319524,1039.9608987380964,
0.019000000000000003,0.09741769782907354,0.023168678007050615,0.07262724453054607,0.001621775291476843,1.695574784178113,730.5055760678042,1040.271271292037,
0.021,0.09782996380064349,0.02336793504685778,0.07281515893654392,0.001646869817241792,1.6942685161985584,730.1571588191676,1040.5816438459779,
0.023,0.09824367794736288,0.023568226946568845,0.07300329399554281,0.0016721570052512203,1.692961064706322,729.8087825344006,1040.8920163999187,
0.025,0.09865877487675682,0.023769429129091246,0.07319170889216045,0.0016976368555051277,1.6916532527877666,729.4603376727167,1041.2023889538596,
0.027000000000000003,0.09907525563682826,0.023971542286148843,0.07338040398267592,0.0017233093680034963,1.6903450805419113,729.1118238411357,1041.5127615078002,
0.029,0.09949312127707531,0.024174567107622263,0.07356937962670668,0.0017491745427463624,1.689036548079217,728.7632406425953,1041.823134061741,
0.031,0.09991237284845589,0.024378504281460198,0.07375863618726199,0.001775232379733709,1.6877276555219134,728.4145876758805,1042.1335066156819,
0.033,0.10033305234232548,0.024583430793098833,0.07394813867026111,0.0018014828789655343,1.6864179163721318,728.0659295522881,1042.4438791696227,
0.035,0.10075507891908919,0.024789194578250337,0.07413795830039703,0.0018279260404418201,1.6851083070117578,727.7171354998684,1042.7542517235634,
0.037000000000000005,0.1011784945414676,0.0249958726819063,0.0743280599953987,0.001854561864162605,1.6837983385122317,727.368270380356,1043.0646242775042,
0.039,0.1016032978923186,0.025203461380690812,0.07451844616149993,0.0018813903501278687,1.6824880387721382,727.0193300588851,1043.374996831445,
0.041,0.10202949531928972,0.02541197117007048,0.07470911265088163,0.0019084114983376128,1.6811773460365749,726.6703224110458,1043.685369385386,
0.043000000000000003,0.10245708623666275,0.025621399658512168,0.07490006126935875,0.0019356253087918357,1.6798662800733908,726.3212443952605,1043.9957419393268,
0.045,0.10288606860317454,0.02583174178049857,0.07509129504118545,0.001963031781490518,1.678554876966543,725.9720907622994,1044.3061144932674,
0.047,0.10331644530325729,0.026043001582413287,0.0752828128044103,0.001990630916433701,1.677243115751727,725.6228639182734,1044.6164870472082,
0.049,0.10374821739888582,0.026255179730215617,0.07547461495504884,0.002018422713621362,1.6759309966675886,725.2735634216306,1044.926859601149,
0.051000000000000004,0.10418138595348753,0.026468276887673534,0.0756667018927605,0.0020464071730535035,1.6746185199635755,724.9241888264974,1045.23723215509,
0.053000000000000005,0.1046159439776596,0.026682278928321694,0.07585908075460779,0.0020745842947301036,1.6733057764310995,724.5747274584124,1045.5476047090306,
0.055,0.10505190919636666,0.026897217116729422,0.07605173800098604,0.0021029540786512034,1.6719925786404861,724.2252041955501,1045.8579772629714,
0.057,0.1054892741814782,0.027113076488136108,0.0762446811685253,0.0021315165248167833,1.670679022908433,723.8756056257881,1046.1683498169123,
0.059000000000000004,0.10592804000894505,0.027329857708772505,0.07643791066694572,0.002160271633226842,1.669365109471051,723.5259312938269,1046.4787223708531,
0.061,0.10636820775615675,0.02754756144245842,0.07663142690981697,0.00218921940388136,1.6680508385763964,723.1761807397763,1046.7890949247937,
0.063,0.10680977850183881,0.027766188350382373,0.07682523031467606,0.0022183598367803777,1.6667362104855532,722.8263534989734,1047.0994674787346,
0.065,0.1072527533260727,0.027985739091112228,0.0770193213030366,0.0022476929319238757,1.6654212254723129,722.4764491019968,1047.4098400326754,
0.067,0.1076971333102523,0.02820621432048424,0.0772137003004562,0.002277218689311853,1.664105883823582,722.1264670745769,1047.7202125866163,
0.069,0.10814291953702448,0.028427614691465274,0.07740836773661491,0.0023069371089442874,1.6627901858399416,721.7764069374869,1048.030585140557,
0.07100000000000001,0.10859011309032753,0.02864994085419131,0.07760332404531499,0.0023368481908212237,1.6614741318351502,721.4262682065752,1048.3409576944978,
0.07300000000000001,0.10903871505526881,0.028873193455716876,0.0777985696646093,0.002366951934942639,1.6601577221373605,721.0760503925679,1048.6513302484386,
0.075,0.10948872651816743,0.029097373140060764,0.07799410503679813,0.0023972483413085346,1.6588409570885698,720.725753001108,1048.9617028023795,
0.077,0.10994014856648125,0.02932248054804184,0.0781899306085205,0.002427737409918909,1.65752383704531,720.375375532625,1049.2720753563203,
0.079,0.11039298228876829,0.02954851631717941,0.07838604683081514,0.0024584191407737406,1.6562063623789445,720.0249174822603,1049.582447910261,
