pooled_J1,mean_selected_loss,per_n,model,runtime_seconds,training_iterations,input_dimension,train_samples,test_samples,component_iterations,model_count
0.5304030230201544,0.28132736682891846,"{'7': {'J1': 0.6156728483862852, 'n_samples': 3000}, '10': {'J1': 0.5635183176737617, 'n_samples': 3000}, '20': {'J1': 0.3838959562034008, 'n_samples': 3000}}",summary_features_13,41.20429949997924,59,13,36000,9000,,
0.5244853505815245,0.27508488297462463,"{'7': {'J1': 0.611601722601778, 'n_samples': 3000}, '10': {'J1': 0.5539862807637429, 'n_samples': 3000}, '20': {'J1': 0.37986468980410254, 'n_samples': 3000}}",summary_features_12_without_n,35.533986800001,79,12,36000,9000,,
0.5314428316091372,0.2824314832687378,"{'7': {'J1': 0.6240574166325356, 'n_samples': 3000}, '10': {'J1': 0.5592222079660153, 'n_samples': 3000}, '20': {'J1': 0.38094256543992044, 'n_samples': 3000}}",routed_known_n_specialists_12,26.14220399991609,242,12,36000,9000,"{'7': 54, '10': 89, '20': 99}",3.0
0.5321707040014538,0.28320565819740295,"{'7': {'J1': 0.6203008665055725, 'n_samples': 3000}, '10': {'J1': 0.558614957180132, 'n_samples': 3000}, '20': {'J1': 0.3908875727313424, 'n_samples': 3000}}",sorted_raw_masked,100.56232660001842,113,41,36000,9000,,
