fold,layer,delta_star,mean_train_loss,group_id,n_train_repeats,n,beta,gamma_over_eta
4,L3,0.12,0.293528873276927,beta=2.5,800,,2.5,
4,L3,0.04,0.43706289879406046,beta=4.0,800,,4.0,
4,L3,0.04,0.5121521131252075,beta=5.0,800,,5.0,
4,L4,0.3,0.34361931487940933,beta=1.5|n=7,800,7.0,1.5,
4,L4,0.42,0.2086051635295834,beta=1.5|n=10,800,10.0,1.5,
4,L4,0.5,0.09257283532204616,beta=1.5|n=20,800,20.0,1.5,
4,L4,0.16,0.371849135290716,beta=2.0|n=7,800,7.0,2.0,
4,L4,0.22,0.25010441637809,beta=2.0|n=10,800,10.0,2.0,
4,L4,0.28,0.12234436136505093,beta=2.0|n=20,800,20.0,2.0,
4,L4,0.12,0.41554228304338753,beta=2.5|n=7,800,7.0,2.5,
4,L4,0.14,0.30056156341391693,beta=2.5|n=10,800,10.0,2.5,
4,L4,0.16,0.1599748114213273,beta=2.5|n=20,800,20.0,2.5,
4,L4,0.04,0.5736807153510023,beta=4.0|n=7,800,7.0,4.0,
4,L4,0.04,0.45505093990852363,beta=4.0|n=10,800,10.0,4.0,
4,L4,0.06,0.27307452710738245,beta=4.0|n=20,800,20.0,4.0,
4,L4,0.02,0.6440610845453152,beta=5.0|n=7,800,7.0,5.0,
4,L4,0.04,0.5445265418346592,beta=5.0|n=10,800,10.0,5.0,
4,L4,0.04,0.3328896060239832,beta=5.0|n=20,800,20.0,5.0,
4,L5,0.16,0.2894482615352659,beta=1.5|gamma_over_eta=0.1|n=7,800,7.0,1.5,0.1
4,L5,0.24,0.1924244112058636,beta=1.5|gamma_over_eta=0.1|n=10,800,10.0,1.5,0.1
4,L5,0.5,0.08904699475408588,beta=1.5|gamma_over_eta=0.1|n=20,800,20.0,1.5,0.1
4,L5,0.36,0.360412087863399,beta=1.5|gamma_over_eta=0.5|n=7,800,7.0,1.5,0.5
4,L5,0.42,0.21621114401623018,beta=1.5|gamma_over_eta=0.5|n=10,800,10.0,1.5,0.5
4,L5,0.5,0.0939844641729025,beta=1.5|gamma_over_eta=0.5|n=20,800,20.0,1.5,0.5
4,L5,0.28,0.3566705665156194,beta=1.5|gamma_over_eta=1.0|n=7,800,7.0,1.5,1.0
4,L5,0.44,0.2099389416925828,beta=1.5|gamma_over_eta=1.0|n=10,800,10.0,1.5,1.0
4,L5,0.5,0.09468704703915011,beta=1.5|gamma_over_eta=1.0|n=20,800,20.0,1.5,1.0
4,L5,0.08,0.29790505031385756,beta=2.0|gamma_over_eta=0.1|n=7,800,7.0,2.0,0.1
4,L5,0.1,0.2316768716313559,beta=2.0|gamma_over_eta=0.1|n=10,800,10.0,2.0,0.1
4,L5,0.1,0.11247730771848992,beta=2.0|gamma_over_eta=0.1|n=20,800,20.0,2.0,0.1
4,L5,0.16,0.3712993857187577,beta=2.0|gamma_over_eta=0.5|n=7,800,7.0,2.0,0.5
4,L5,0.24,0.2594862286857391,beta=2.0|gamma_over_eta=0.5|n=10,800,10.0,2.0,0.5
4,L5,0.32,0.12288565964388481,beta=2.0|gamma_over_eta=0.5|n=20,800,20.0,2.0,0.5
4,L5,0.18,0.42525846423831304,beta=2.0|gamma_over_eta=1.0|n=7,800,7.0,2.0,1.0
4,L5,0.24,0.24597521787241206,beta=2.0|gamma_over_eta=1.0|n=10,800,10.0,2.0,1.0
4,L5,0.3,0.12625214254189612,beta=2.0|gamma_over_eta=1.0|n=20,800,20.0,2.0,1.0
4,L5,0.04,0.362402729662004,beta=2.5|gamma_over_eta=0.1|n=7,800,7.0,2.5,0.1
4,L5,0.04,0.2530343367936581,beta=2.5|gamma_over_eta=0.1|n=10,800,10.0,2.5,0.1
4,L5,0.04,0.14059175199289903,beta=2.5|gamma_over_eta=0.1|n=20,800,20.0,2.5,0.1
4,L5,0.12,0.4241582413705847,beta=2.5|gamma_over_eta=0.5|n=7,800,7.0,2.5,0.5
4,L5,0.16,0.3230550456024016,beta=2.5|gamma_over_eta=0.5|n=10,800,10.0,2.5,0.5
4,L5,0.18,0.15807635304979512,beta=2.5|gamma_over_eta=0.5|n=20,800,20.0,2.5,0.5
4,L5,0.12,0.428995156685834,beta=2.5|gamma_over_eta=1.0|n=7,800,7.0,2.5,1.0
4,L5,0.16,0.3014784752369938,beta=2.5|gamma_over_eta=1.0|n=10,800,10.0,2.5,1.0
4,L5,0.18,0.16704147852198603,beta=2.5|gamma_over_eta=1.0|n=20,800,20.0,2.5,1.0
4,L5,0.02,0.49634429485556486,beta=4.0|gamma_over_eta=0.1|n=7,800,7.0,4.0,0.1
4,L5,0.0,0.3486869513688382,beta=4.0|gamma_over_eta=0.1|n=10,800,10.0,4.0,0.1
4,L5,0.0,0.19902057450163366,beta=4.0|gamma_over_eta=0.1|n=20,800,20.0,4.0,0.1
4,L5,0.04,0.5726233450123035,beta=4.0|gamma_over_eta=0.5|n=7,800,7.0,4.0,0.5
4,L5,0.04,0.46835311552735204,beta=4.0|gamma_over_eta=0.5|n=10,800,10.0,4.0,0.5
4,L5,0.06,0.27826400660506995,beta=4.0|gamma_over_eta=0.5|n=20,800,20.0,4.0,0.5
4,L5,0.06,0.6033382828338492,beta=4.0|gamma_over_eta=1.0|n=7,800,7.0,4.0,1.0
4,L5,0.06,0.480232282540755,beta=4.0|gamma_over_eta=1.0|n=10,800,10.0,4.0,1.0
4,L5,0.06,0.28308632226511543,beta=4.0|gamma_over_eta=1.0|n=20,800,20.0,4.0,1.0
4,L5,0.0,0.553068689272481,beta=5.0|gamma_over_eta=0.1|n=7,800,7.0,5.0,0.1
4,L5,0.0,0.41812318971719903,beta=5.0|gamma_over_eta=0.1|n=10,800,10.0,5.0,0.1
4,L5,0.0,0.2327112353558907,beta=5.0|gamma_over_eta=0.1|n=20,800,20.0,5.0,0.1
4,L5,0.02,0.6342814138978067,beta=5.0|gamma_over_eta=0.5|n=7,800,7.0,5.0,0.5
4,L5,0.04,0.546782498627895,beta=5.0|gamma_over_eta=0.5|n=10,800,10.0,5.0,0.5
4,L5,0.04,0.3349018926559337,beta=5.0|gamma_over_eta=0.5|n=20,800,20.0,5.0,0.5
4,L5,0.04,0.6678667327636926,beta=5.0|gamma_over_eta=1.0|n=7,800,7.0,5.0,1.0
4,L5,0.04,0.5632923654032616,beta=5.0|gamma_over_eta=1.0|n=10,800,10.0,5.0,1.0
4,L5,0.04,0.3461337850860175,beta=5.0|gamma_over_eta=1.0|n=20,800,20.0,5.0,1.0
