sample_size,group_id,gamma,gradient,sigma_min,best_beta,best_eta,source,virtual
7,1,1014.2508904485203,2.375648348419883,245.37303729268896,1.1083891415031315,478.14149690795585,trace_grid,False
7,1,1014.2508805255193,2.3756489505558793,245.3730137191388,1.1083890171425324,478.14152846142133,trace_grid,False
7,1,1014.2508697037083,2.3756496072358724,245.37298801032776,1.1083888815180383,478.1415628729332,trace_grid,False
7,1,1014.2508579016747,2.3756503218779126,245.37295997284667,1.1083887336081064,478.1416004014479,trace_grid,False
7,1,1014.2508450306316,2.3756511042736523,245.37292939576696,1.1083885723016331,478.14164132919944,trace_grid,False
7,1,1014.2508309937494,2.37565195787685,245.37289604905405,1.1083883963839343,478.1416859641643,trace_grid,False
7,1,1014.2508156854286,2.3756528839510787,245.37285968183744,1.1083882045318136,478.1417346421234,trace_grid,False
7,1,1014.2507989905041,2.375653898626392,245.37282002052245,1.108387995303555,478.1417877291939,trace_grid,False
7,1,1014.2507807833796,2.375655005194257,245.37277676673244,1.108387767122612,478.14184562491056,trace_grid,False
7,1,1014.2507609270823,2.375656207319764,245.3727295950637,1.108387518274759,478.14190876469064,trace_grid,False
7,1,1014.2507392722327,2.375657522960026,245.3726781506374,1.1083872468859588,478.14197762366547,trace_grid,False
7,1,1014.2507156559209,2.375658956086328,245.3726220464296,1.1083869509163227,478.1420527197696,trace_grid,False
7,1,1014.2506899004807,2.375660519076399,245.37256086036018,1.1083866281384958,478.1421346180155,trace_grid,False
7,1,1014.250661812153,2.37566222445695,245.3724941321157,1.1083862761249559,478.1422239345009,trace_grid,False
7,1,1014.2506311796287,2.3756640827213427,245.3724213596879,1.1083858922269094,478.1423213412142,trace_grid,False
7,1,1014.2505977724586,2.375666110567317,245.37234199559623,1.108385473557585,478.1424275708977,trace_grid,False
7,1,1014.2505613393193,2.375668321601248,245.37225544276765,1.1083850169659548,478.1425434228355,trace_grid,False
7,1,1014.2505216061236,2.375670733064808,245.37216105004637,1.1083845190187858,478.14266976852014,trace_grid,False
7,1,1014.2504782739572,2.375673362814163,245.37205810729304,1.1083839759697574,478.14280755851513,trace_grid,False
7,1,1014.2504310168314,2.375676230388056,245.371945840043,1.1083833837341799,478.1429578294318,trace_grid,False
7,1,1014.2503794792293,2.3756793589227336,245.37182340367818,1.108382737856986,478.1431217118075,trace_grid,False
7,1,1014.2503232734321,2.375682769461471,245.37168987707247,1.108382033479564,478.14330043859144,trace_grid,False
7,1,1014.2502619766019,2.375686489722271,245.37154425566155,1.10838126530389,478.14349535438066,trace_grid,False
7,1,1014.2501951276012,2.3756905463421414,245.37138544388398,1.108380427551098,478.14370792563307,trace_grid,False
7,1,1014.2501222235229,2.3756949714624174,245.37121224693766,1.1083795139205836,478.14393975154854,trace_grid,False
7,1,1014.2500427159077,2.3756997965708337,245.37102336178978,1.1083785175405307,478.1441925762279,trace_grid,False
7,1,1014.2499560066175,2.3757050586433492,245.37081736737156,1.1083774309153587,478.1444683018505,trace_grid,False
7,1,1014.2498614433359,2.3757107979417422,245.37059271388642,1.108376245872864,478.14476900277623,trace_grid,False
7,1,1014.2497583146608,2.375717056768159,245.37034771114625,1.10837495349964,478.14509694134586,trace_grid,False
7,1,1014.2496458447522,2.3757238825288844,245.37008051585414,1.1083735440757987,478.1454545848001,trace_grid,False
7,1,1014.2495231874957,2.3757313265774656,245.36978911773136,1.1083720069999246,478.14584462396755,trace_grid,False
7,1,1014.2493894201376,2.375739445006413,245.3694713243917,1.108370330713039,478.1462699932927,trace_grid,False
7,1,1014.2492435363422,2.3757482985590395,245.3691247448398,1.1083685026075942,478.14673389317153,trace_grid,False
7,1,1014.2490844386217,2.3757579543558953,245.36874677147856,1.1083665089356756,478.1472398138579,trace_grid,False
7,1,1014.2489109300793,2.37576848451206,245.3683345604823,1.1083643347042123,478.147791561824,trace_grid,False
7,1,1014.2487217054056,2.3757799685818037,245.367885010395,1.1083619635636286,478.1483932883296,trace_grid,False
7,1,1014.2485153410581,2.3757924929474314,245.36739473878495,1.1083593776822456,478.14904952083634,trace_grid,False
7,1,1014.2482902845519,2.3758061516831512,245.36686005678484,1.1083565576175145,478.14976519677623,trace_grid,False
7,1,1014.2480448427807,2.3758210476139574,245.3662769413253,1.1083534821640615,478.15054570107435,trace_grid,False
7,1,1014.2477771692793,2.3758372928887153,245.36564100484887,1.1083501281977306,478.15139690649033,trace_grid,False
7,1,1014.2474852503323,2.3758550095509214,245.36494746227885,1.1083464705043171,478.15232521769036,trace_grid,False
7,1,1014.2471668898253,2.375874331250293,245.36419109499505,1.1083424815836986,478.1533376198643,trace_grid,False
7,1,1014.2468196927235,2.375895403000681,245.36336621154075,1.1083381314497025,478.15444173094363,trace_grid,False
7,1,1014.2464410470533,2.3759183833212774,245.3624666047659,1.1083333874033274,478.1556458590739,trace_grid,False
7,1,1014.2460281042527,2.375943445414727,245.36148550508625,1.108328213785951,478.15695906526986,trace_grid,False
7,1,1014.2455777577414,2.375970777573139,245.36041552949962,1.1083225717140626,478.1583912315283,trace_grid,False
7,1,1014.2450866195503,2.376000585611308,245.35924862597892,1.1083164187861456,478.15995313535626,trace_grid,False
7,1,1014.2445509948329,2.376033093753602,245.3579760128183,1.1083097087663079,478.1616565308718,trace_grid,False
7,1,1014.2439668540694,2.376068546530229,245.3565881124759,1.1083023912394006,478.16351423726576,trace_grid,False
7,1,1014.2433298027528,2.376107210788239,245.35507447941347,1.108294411228279,478.16554023569995,trace_grid,False
7,1,1014.2426350483279,2.376149377284202,245.35342372138146,1.108285708789977,478.16774977420266,trace_grid,False
