sample_size,group_id,beta_hat,eta_hat,gamma_hat,r_squared,status,solution_strategy,gradient_at_zero,sample_min,offset
7,1,1.3833040600296778,731.5859009879644,875.8377413555665,0.9724289243892168,True,brent_root,-0.011200130277498223,1014.251,0.1
7,2,0.520422904600684,376.53082675499866,856.4370341867616,0.9559532527393061,True,brent_root,-0.034987152877539854,860.947,0.1
7,3,3.1724639151389322,1098.8276021939062,415.89447731038535,0.9429734609782174,True,brent_root,0.02972095139419378,879.849,0.1
7,4,0.802130662886339,374.49258467724087,1052.6366565855112,0.9613691198519767,True,brent_root,-0.014770005590231946,1073.11,0.1
7,5,2.0210404682286995,1106.1182118774962,168.3361161331691,0.9645885900862778,True,brent_root,0.03436162367864155,511.87,0.1
7,6,1.1205814351253627,712.6956827104913,921.2223729375479,0.9244001169799707,True,brent_root,-0.016286967073398932,1020.7,0.1
7,7,2.473811908446398,1525.048182482032,155.3456161948583,0.9430363459190161,True,brent_root,0.05750903973448599,695.037,0.1
7,8,2.5331197494898627,597.249695604003,708.773082651081,0.9250676176808573,True,brent_root,-0.0054815561344653315,917.488,0.1
7,9,3.370309323551856,1592.6001127923132,0.0,0.8043316989670232,True,truncated_at_zero,0.13242570281398913,611.442,0.1
7,10,2.209591243096054,1426.8042464171738,150.15029923111788,0.9549537758270945,True,brent_root,0.06029543214131241,625.3081,0.1
7,11,1.9453454974874098,1140.3057052061556,616.2711784147159,0.959393545082935,True,brent_root,0.0009372499549460853,962.847,0.1
7,12,2.4841167094986045,1201.2746730078256,365.2769986301986,0.9637104582730932,True,brent_root,0.015102712834992645,800.319,0.1
7,13,2.054166080017052,1183.177953989916,806.8679634512093,0.986340636342849,True,brent_root,-0.014771262812384051,1172.99,0.1
7,14,2.0509065265973705,1196.01225545079,202.3799253657549,0.954698681567401,True,brent_root,0.04333402301373391,596.889,0.1
7,15,0.6731595245133957,605.1088272671504,547.4989092881513,0.9860847819800721,True,brent_root,-0.07559855698817619,567.6855,0.1
7,16,2.286895656695087,1284.9454304555998,148.95098136466444,0.916455814083959,True,brent_root,0.03261855207752325,552.587,0.1
7,17,1.0298085444750742,357.96881489789297,1204.6422524524694,0.9854947890698241,True,brent_root,-0.005472012099011368,1242.55,0.1
7,18,2.1770100443373694,1373.6063459305735,146.8621810210208,0.910197293749168,True,brent_root,0.032750962699425235,560.2201,0.1
7,19,0.9788784306188065,584.9151390201869,1067.6718045992686,0.9379924963601868,True,brent_root,-0.012433592801695351,1129.0,0.1
