beta,eta,gamma,gamma_over_eta,n,delta,count,beta_bias,beta_bias_sq,beta_var,eta_bias,eta_bias_sq,eta_var,gamma_bias,gamma_bias_sq,gamma_var,bias_sq_sum,var_sum,risk
1.5,1000.0,100.0,0.1,7,0.36,300,-0.1471013815782474,0.021638816462229142,0.17315584273591925,-0.15811731285896397,0.02500108462573949,0.11105002093691975,0.1328507856681912,0.017649331252655675,0.0408027537788606,0.06428923234062431,0.3250086174516996,0.3892978497923239
1.5,1000.0,100.0,0.1,7,0.38,300,-0.15175667418163893,0.023030088158672118,0.17206798213162866,-0.16114144533667993,0.025966565405194205,0.11018592163067673,0.13527624713484276,0.018299663038887054,0.040632867833059465,0.06729631660275337,0.3228867715953649,0.3901830881981185
1.5,1000.0,100.0,0.1,7,0.4,300,-0.15621701535816604,0.024403755887413486,0.17109618288263065,-0.16409127041308472,0.026925945025780093,0.10931071301653877,0.13762695612733833,0.01894117905287631,0.04046271968541105,0.0702708799660699,0.3208696155845805,0.39114049555065034
1.5,1000.0,100.0,0.1,7,0.42,300,-0.16052097477782623,0.025766983343623526,0.17019940832197114,-0.16703140610779413,0.027899490626346845,0.10838310966699462,0.13995176908434045,0.019586497669836552,0.040272552758724996,0.07325297163980693,0.31885507074769076,0.3921080423874978
1.5,1000.0,100.0,0.1,7,0.44,300,-0.16096732964097676,0.025910481211746876,0.1803315509463605,-0.170635819773775,0.029116582989868228,0.10707132384316113,0.14274709628500104,0.02037673349779936,0.03987946489943532,0.07540379769941447,0.327282339688957,0.4026861373883715
1.5,1000.0,100.0,0.1,7,0.46,300,-0.16503546437281122,0.027236704500749442,0.1795266867810575,-0.17367560846772848,0.03016321697663572,0.10603696976537552,0.14510404644582464,0.021055184294952036,0.03962092738774889,0.0784551057723372,0.3251845839341819,0.4036396897065192
1.5,1000.0,100.0,0.1,7,0.48,300,-0.1636218746101937,0.02677211785095395,0.1906261152259089,-0.17856055140485422,0.031883870518005585,0.10358028758724652,0.14861900664872943,0.022087609137255083,0.03902984442321408,0.08074359750621463,0.33323624723636946,0.4139798447425842
1.5,1000.0,100.0,0.1,7,0.5,300,-0.1640292201888907,0.026905585075775593,0.1945871670412166,-0.18362927315524558,0.033719709959523794,0.1011122950706231,0.15215755213283164,0.023151920671055377,0.03847346390776798,0.08377721570635477,0.33417292601960763,0.41795014172596245
1.5,1000.0,100.0,0.1,10,0.0,300,0.019698252501459627,0.00038802115161126044,0.12417442149249844,-0.027332742739111692,0.0007470788256424629,0.08059932488725159,0.03169144952223339,0.001004347972820267,0.025598435741380852,0.0021394479500739905,0.2303721821211309,0.23251163007120482
1.5,1000.0,100.0,0.1,10,0.02,300,0.008079532227689151,6.527884101826761e-05,0.11961711849169843,-0.03354325277985821,0.0011251498070534655,0.07988882381207409,0.03705109125501995,0.0013727833631878158,0.025733181392206043,0.002563212011259549,0.22523912369597854,0.2278023357072381
