reliability,route,rmsre,mae,signed_relative_bias,relative_error_sd,within_10pct
0.9199999999999999,P,0.14575537545461537,0.09882325233478038,-0.014319613699204498,0.14505026072855384,0.6423604166666667
0.9199999999999999,Q,0.1686222460677028,0.1331305509925431,-0.09978999071179127,0.13592431578881506,0.45121666666666665
0.9199999999999999,QCP,0.14172463485550338,0.09944142930745752,-0.023449129999973634,0.13977127897808655,0.6306854166666667
0.9299999999999999,P,0.15113717657508263,0.10188594886837167,-0.014613899756798237,0.15042898682430178,0.6315854166666667
0.9299999999999999,Q,0.16194242262684647,0.12373105250957599,-0.07905312172031093,0.14133630882588472,0.5023604166666666
0.9299999999999999,QCP,0.14659273691646912,0.10239481359642617,-0.023900017868797842,0.1446313232413099,0.62021875
0.94,P,0.15724383499804873,0.10529926413763557,-0.014889999833339747,0.1565372529139844,0.6201666666666666
0.94,Q,0.15854738537505253,0.1161496843316001,-0.0552025637380688,0.14862688305286453,0.5480375
0.94,QCP,0.15208461546711002,0.10567450314459287,-0.024358361968458427,0.15012128584578632,0.6091604166666666
0.95,P,0.1643204162276035,0.10917339945358777,-0.015131994744730199,0.16362219263980762,0.60745625
0.95,Q,0.1609206144204703,0.1118512090055359,-0.027125014044287278,0.158618024696309,0.58401875
0.95,QCP,0.15840638416568148,0.10938080298511825,-0.02481782575356262,0.15645017759437435,0.5969791666666666
0.96,P,0.17276564691052143,0.1136826984769595,-0.015308651570692765,0.17208606550066188,0.5935979166666666
0.96,Q,0.17282946052466824,0.11338461372877061,0.007021962478893654,0.17268675243976556,0.60025
0.96,QCP,0.1658923350481822,0.11367427734482134,-0.025263113148806055,0.16395743942184804,0.5833604166666667
0.97,P,0.18329790509557972,0.11914039953733196,-0.01535122482393768,0.18265394030470045,0.5780895833333334
0.97,Q,0.19991423767092004,0.12517271251845166,0.05063494375674704,0.19339546244495026,0.5835979166666667
0.97,QCP,0.1751434082982716,0.11884408379685542,-0.02565489574955098,0.17325426342348618,0.5680020833333334
0.98,P,0.1974394906939051,0.12620481342249978,-0.015076627621872483,0.1968630178195489,0.5592895833333333
0.98,Q,0.2522178189509497,0.15642264315638077,0.11115390046591021,0.22640370714188526,0.5120958333333333
0.98,QCP,0.1874327904402012,0.12548720600423666,-0.02587411012693752,0.18563830789290095,0.5495625
0.99,P,0.21960174662332096,0.13676010076334505,-0.013771507399615418,0.21916950678403144,0.5354375
0.99,Q,0.3582009277355454,0.23238438129283284,0.2113390903502348,0.28921219462626524,0.3503291666666667
0.99,QCP,0.20646814606312533,0.13532445600937296,-0.02539824105861519,0.20490003584644031,0.5263104166666667
