reliability,p_rmsre,q_rmsre,qcp_rmsre,q_vs_p_relative_rmsre_improvement,q_vs_p_ci_low,q_vs_p_ci_high,q_vs_p_favorable_truth_cells,qcp_vs_q_relative_rmsre_improvement,qcp_vs_q_ci_low,qcp_vs_q_ci_high,qcp_vs_q_favorable_truth_cells,qcp_vs_p_relative_rmsre_improvement,qcp_vs_p_ci_low,qcp_vs_p_ci_high,qcp_vs_p_favorable_truth_cells
0.9,0.13656898075056703,0.18629565302806153,0.1333551887390113,-0.36411395914506034,-0.3850819437851247,-0.3432140815380057,8,0.2841744475974211,0.27500589957937027,0.29281576858691216,155,0.023532371654918265,0.018091644545603157,0.029042576120437962,74
0.95,0.1643204162276035,0.1609206144204703,0.15840638416568148,0.020690075434230085,0.01280105890766135,0.028105712232254755,42,0.015624040859173967,0.012407202384552053,0.018982965982382458,119,0.03599085370944025,0.03027377704506299,0.04179672316559679,76
0.99,0.21960174662332096,0.3582009277355454,0.20646814606312533,-0.6311387921242776,-0.6526801838553428,-0.6115812463090728,13,0.42359684167105843,0.4187555456929214,0.42855379908456165,146,0.05980644854671156,0.05276872284853003,0.06673174688285134,77
