reliability,n,beta,gamma_over_eta,p_rmsre,q_rmsre,qcp_rmsre,qcp_vs_q_relative_rmsre_improvement
0.9,10,2.5,0.5,0.14372889190212543,0.21668058265981593,0.16283440678271968,0.24850485085520396
0.9,10,2.5,0.75,0.1079620635506716,0.14343452161517425,0.11135140510456917,0.2236777879503935
0.9,10,2.5,1.0,0.07868144216589935,0.12567442945816068,0.0804785755492258,0.3596264896828627
0.9,10,3.0,0.1,0.1781494677611844,0.21353429598171814,0.16283509355505255,0.23742885045035686
0.9,10,3.0,0.25,0.14778319897113962,0.23759282663127965,0.1537393103250641,0.35292949494787496
0.9,10,3.0,0.5,0.14084626526768515,0.2032334157773386,0.15387463320037878,0.24286745557156328
0.9,10,3.0,0.75,0.09856128087815093,0.1347065910013963,0.10065065651914513,0.2528156508830229
0.9,10,3.0,1.0,0.06930608225443538,0.12110218150838474,0.06904693846523458,0.42984562618755157
0.9,10,3.5,0.1,0.12976950881420712,0.18926066480092177,0.11684949657308856,0.38260020012082585
0.9,10,3.5,0.25,0.12669718793330306,0.22263892794758725,0.13294430463445558,0.40287035218857686
0.9,10,3.5,0.5,0.11239453429753349,0.18158273505960956,0.12314218146689604,0.3218398135347438
0.9,10,3.5,0.75,0.08204936597622402,0.12476280663660007,0.08084129833646225,0.3520400789641512
0.9,10,3.5,1.0,0.06933758824481037,0.12304248081261514,0.06849680548575114,0.44330766875493305
0.9,10,4.0,0.1,0.12128865730521876,0.20379171938971258,0.10881192082361935,0.4660630905442364
0.9,10,4.0,0.25,0.12568801900869075,0.2253605494467685,0.1342386901116474,0.4043381131205691
0.9,10,4.0,0.5,0.09646874604509528,0.1625979689104268,0.10124476129195725,0.37733071347446084
0.9,10,4.0,0.75,0.07783999530293954,0.1219262093700214,0.07644961317509799,0.3729845816571819
0.9,10,4.0,1.0,0.0610623353118349,0.11529304137262397,0.06023745664349886,0.47752738650710896
0.9,10,4.5,0.1,0.10282541824684521,0.20304480428066404,0.09327362109156527,0.540625422935544
0.9,10,4.5,0.25,0.11169542597944268,0.21062329189314913,0.12008361681794899,0.4298654448964345
0.9,10,4.5,0.5,0.09696505203211431,0.16511285004115955,0.0995168238965524,0.39727995809081657
0.9,10,4.5,0.75,0.07561360442615594,0.12691377302171822,0.07369720459763741,0.419312791330962
0.9,10,4.5,1.0,0.0606420851158504,0.11436359216554226,0.05920748838640753,0.4822872623596486
0.9,10,5.0,0.1,0.09931198629354519,0.21039004363871586,0.09483259139472029,0.5492534259008574
0.9,10,5.0,0.25,0.11709971845862141,0.2190446267293854,0.127565098545149,0.417629638079427
0.9,10,5.0,0.5,0.09429810027428297,0.16275861016172363,0.09448503181459092,0.41947752121557985
0.9,10,5.0,0.75,0.07449820298975043,0.13048694130056962,0.07210883007863012,0.4473866169294955
0.9,10,5.0,1.0,0.06416978181175056,0.11614669117877703,0.06346630589157817,0.45356768025454447
0.9,15,1.5,0.1,0.33019756892193447,0.24698697679966652,0.29394474442164403,-0.1901224438244993
0.9,15,1.5,0.25,0.18609132944635687,0.2617080899503918,0.16485347458961377,0.37008644012165365
0.9,15,1.5,0.5,0.13662809504420304,0.2400695462743239,0.1599896343062554,0.3335696393434358
0.9,15,1.5,0.75,0.08866386865690125,0.14721144644444228,0.10203298801134797,0.3068950107092705
0.9,15,1.5,1.0,0.06237429387034848,0.10667490835315856,0.06894463468528779,0.35369398718357187
0.9,15,2.0,0.1,0.22867801439386268,0.22817132809928753,0.21055356963103317,0.07721284972574682
0.9,15,2.0,0.25,0.18223049499459615,0.251846765913489,0.17818094985249908,0.2925025294400429
0.9,15,2.0,0.5,0.1270310253337759,0.20497043034861667,0.14490046190050468,0.29306650889079033
0.9,15,2.0,0.75,0.10442391657456176,0.14251268375127624,0.11070176499868786,0.22321464949819597
0.9,15,2.0,1.0,0.07144771733213715,0.11244256022073112,0.07556786817431659,0.32794247991176495
0.9,15,2.5,0.1,0.18393580702420514,0.2222029202863722,0.16950329963561905,0.23716889311281134
0.9,15,2.5,0.25,0.15437061650672995,0.2360758788750266,0.1558815207892363,0.3396973823329211
0.9,15,2.5,0.5,0.11017088059228317,0.17701307587512272,0.12210553304238167,0.31018919117295396
0.9,15,2.5,0.75,0.09101068038280624,0.13408562205738872,0.09354212088179505,0.302370235924632
0.9,15,2.5,1.0,0.0696411608405463,0.10672181480849904,0.072095048247255,0.32445818714175817
0.9,15,3.0,0.1,0.14414131816120382,0.2080809143894089,0.13301397696853892,0.36075839843911606
0.9,15,3.0,0.25,0.12786442063386375,0.21354169999282355,0.12966099018043958,0.39280716513544156
0.9,15,3.0,0.5,0.10894164098613683,0.173616590644792,0.11769466912455478,0.3221001017964335
0.9,15,3.0,0.75,0.08624446753456391,0.12242370745952996,0.08669489811655477,0.2918455100274282
0.9,15,3.0,1.0,0.05953142371144853,0.10340783732140867,0.060465440801204196,0.415272165365304
0.9,15,3.5,0.1,0.12455808474652662,0.20305275834108452,0.11496032483876702,0.43384012225207674
0.9,15,3.5,0.25,0.11440910927969371,0.2022967144887348,0.1168629372110165,0.42231915379167373
0.9,15,3.5,0.5,0.09332155592108766,0.1433620607990308,0.09961105148821349,0.30517843470560024
0.9,15,3.5,0.75,0.07036879992798636,0.12313650875499302,0.06868025911354489,0.4422429236628816
0.9,15,3.5,1.0,0.05678985302879807,0.11053134923481239,0.05591058690532957,0.4941653450139894
0.9,15,4.0,0.1,0.0986182746182869,0.18419863248677343,0.09115192950967875,0.5051432886385625
0.9,15,4.0,0.25,0.09926015561263901,0.18956780794923792,0.10359601882326878,0.4535147083042205
0.9,15,4.0,0.5,0.07890710875058306,0.14023825770917334,0.08260078104527394,0.41099681075208616
0.9,15,4.0,0.75,0.05398195186604746,0.10739494583024344,0.051034251470383235,0.5247983871508085
0.9,15,4.0,1.0,0.04634366313006385,0.09944140081768776,0.046317507395708876,0.534223100088607
0.9,15,4.5,0.1,0.08227149486815911,0.17919072621622087,0.0776774060432666,0.5665098987905379
0.9,15,4.5,0.25,0.08789756605032396,0.18893389330769486,0.09526114085372957,0.49579644400494766
0.9,15,4.5,0.5,0.06915992490455353,0.13403327561522438,0.07123608716758413,0.46851938937846366
0.9,15,4.5,0.75,0.06333972782062383,0.11914767111278017,0.06098796520095127,0.4881312858962839
0.9,15,4.5,1.0,0.04304090843483886,0.09636173241394529,0.04189989641329697,0.5651811630647552
0.9,15,5.0,0.1,0.08015623043121155,0.1903799635493294,0.0781671817003234,0.5894148720116259
0.9,15,5.0,0.25,0.088323774496827,0.18316263957465326,0.09647530360666447,0.47328066558386134
0.9,15,5.0,0.5,0.07457919969979537,0.14060754958224841,0.0771081315258511,0.45160745809920627
0.9,15,5.0,0.75,0.05699197692422593,0.11012678329271626,0.05428606669749047,0.5070584550426896
0.9,15,5.0,1.0,0.05143812380030713,0.10566607856926516,0.050588728162043135,0.5212396556489818
0.9,20,1.5,0.1,0.24875808527691826,0.21141483856016247,0.2243099852213779,-0.06099452029496907
0.9,20,1.5,0.25,0.1579586004796592,0.24925531537421386,0.1476676428693768,0.40756471873958106
0.9,20,1.5,0.5,0.11675006590058438,0.18611571169566912,0.12567070743129444,0.3247710991923807
0.9,20,1.5,0.75,0.07837702769758718,0.12513062831158753,0.08263031420834037,0.33964757211493585
0.9,20,1.5,1.0,0.05549219307305204,0.10028536266546052,0.05597409767521968,0.44185176991439623
0.9,20,2.0,0.1,0.1968121013948279,0.23606193593643937,0.18735621049400117,0.20632604426133494
0.9,20,2.0,0.25,0.14432220271791593,0.2574948933903195,0.1501503814523212,0.4168801583776725
0.9,20,2.0,0.5,0.11748613492609544,0.18691349059865223,0.1245929779693688,0.33341901876467767
0.9,20,2.0,0.75,0.08635796626616968,0.13211052932044376,0.08851101512061542,0.3300230074324699
0.9,20,2.0,1.0,0.06565723750899007,0.10221636553984596,0.06431259230167384,0.3708190272466348
0.9,20,2.5,0.1,0.1546025575414908,0.21108569349966036,0.14693218279920134,0.3039216426127062
0.9,20,2.5,0.25,0.13551250805306958,0.22452696977693426,0.13701564259854587,0.38975864353992834
0.9,20,2.5,0.5,0.10004521889230232,0.16234584168650332,0.1013280982387355,0.37585036249709225
0.9,20,2.5,0.75,0.08098554644929845,0.1219833167363959,0.08152798361643467,0.33164644315570296
0.9,20,2.5,1.0,0.05783506660590064,0.09952183852962479,0.055912840900490396,0.438185209130288
0.9,20,3.0,0.1,0.14614746859379799,0.183037529170235,0.136464507395033,0.25444520578010277
0.9,20,3.0,0.25,0.12205223743443933,0.20636994407071801,0.12428519496534786,0.397755348895388
0.9,20,3.0,0.5,0.09419842765583968,0.14846357622047257,0.09392449797625384,0.36735662465268026
0.9,20,3.0,0.75,0.07012768446042865,0.11134130480155181,0.06989029345216416,0.3722878173851788
0.9,20,3.0,1.0,0.0515776662590361,0.09382016252823706,0.05103075351179492,0.4560790331562665
0.9,20,3.5,0.1,0.10807405529781236,0.17752064046470933,0.09861713106562679,0.44447512803317296
0.9,20,3.5,0.25,0.09615541247172328,0.18455207030810516,0.09917525958688872,0.4626163801830126
0.9,20,3.5,0.5,0.07359531448758459,0.13289104178398306,0.07299232372123692,0.4507355594375779
0.9,20,3.5,0.75,0.057664601383173905,0.10450558556177962,0.057953388698674155,0.4454517585147219
0.9,20,3.5,1.0,0.04712371229819354,0.09460327770893948,0.04637415433045441,0.5098039364647478
0.9,20,4.0,0.1,0.08051144338985454,0.17439840356730146,0.0732569382077543,0.5799449036843737
0.9,20,4.0,0.25,0.0880912917574198,0.18071621747397526,0.09340297030691058,0.4831511437518803
0.9,20,4.0,0.5,0.06357943414075409,0.12376496878400252,0.06272524631938964,0.493190626267929
0.9,20,4.0,0.75,0.05447642664565594,0.10681942159705024,0.054503406651840974,0.48976126403827996
0.9,20,4.0,1.0,0.04107117283621704,0.0938604080757452,0.04018530608463597,0.5718609485246805
0.9,20,4.5,0.1,0.0677703611696405,0.1728293945399648,0.06480144650423286,0.6250554098351118
0.9,20,4.5,0.25,0.0844813574128204,0.1780806684821164,0.09041296256806446,0.49229209807720314
0.9,20,4.5,0.5,0.0543625582898561,0.1220305426351023,0.052736531644687695,0.5678415378158128
0.9,20,4.5,0.75,0.05162548039315172,0.10290079712932457,0.05163596447043799,0.4981966523977216
0.9,20,4.5,1.0,0.03892799093219448,0.09129066442840032,0.0372475819737801,0.5919891458015015
0.9,20,5.0,0.1,0.06368975684255208,0.1774341543746106,0.06615121454204827,0.6271787989454077
0.9,20,5.0,0.25,0.0865269410186611,0.1808078567465315,0.09419159340324225,0.47905143560610697
0.9,20,5.0,0.5,0.06074444405631102,0.1286549260414349,0.060108193834343245,0.5327952400751087
0.9,20,5.0,0.75,0.04932128930414307,0.10137286992146317,0.049727233265347046,0.5094621144308893
0.9,20,5.0,1.0,0.04089871850579525,0.09242147649312187,0.039328009214628534,0.5744711001500243
0.95,7,1.5,0.1,0.636791077281056,0.5578216475192304,0.5477913899310654,0.01798111929282777
0.95,7,1.5,0.25,0.3819479546925787,0.31093221401568544,0.31838100009096604,-0.02395630217621914
0.95,7,1.5,0.5,0.24391828832642376,0.2781739545481677,0.26665813959167883,0.04139789066590994
0.95,7,1.5,0.75,0.16556881097060308,0.20049788802152022,0.19637242052482576,0.020576114478830093
0.95,7,1.5,1.0,0.10944634502771591,0.13280879665289566,0.13331868238204828,-0.0038392466613882065
0.95,7,2.0,0.1,0.438092562869467,0.4070913525405584,0.39487062559994923,0.030019618113582044
0.95,7,2.0,0.25,0.28208694032485315,0.2552072484387245,0.25612628883442157,-0.0036011531855754905
0.95,7,2.0,0.5,0.20596593878323863,0.25158056590808775,0.23821992672891973,0.05310680151681186
0.95,7,2.0,0.75,0.14986037310296443,0.17794128185296015,0.17756063474257783,0.002139172576585515
0.95,7,2.0,1.0,0.10190894312849023,0.11557696368049698,0.11438209029076296,0.01033833518102406
0.95,7,2.5,0.1,0.3014608445304866,0.2865881549800793,0.27862715710960856,0.027778530731753688
0.95,7,2.5,0.25,0.23134725969376563,0.2298255430867809,0.22804687446541988,0.0077392120887512204
0.95,7,2.5,0.5,0.20247410777301272,0.23473418266791887,0.2329007371951145,0.007810730639934808
0.95,7,2.5,0.75,0.1295681719722787,0.14608776539320553,0.14647323622902073,-0.002638625040075545
0.95,7,2.5,1.0,0.09637743639307864,0.10461895352008486,0.10235042474756109,0.021683726477805556
0.95,7,3.0,0.1,0.2398505747252735,0.22159003348668144,0.21939691081902069,0.009897208070021653
0.95,7,3.0,0.25,0.19370981743272117,0.19544223268059865,0.19380369936837766,0.008383721827916123
0.95,7,3.0,0.5,0.16093377745048537,0.18695998380160278,0.1843451976397879,0.01398580652739904
0.95,7,3.0,0.75,0.12385073121513329,0.13150075849979234,0.13413790463205383,-0.02005422753714117
0.95,7,3.0,1.0,0.08962986253770426,0.09584452954555638,0.09171262775203012,0.04311046037909024
0.95,7,3.5,0.1,0.17491638215487113,0.17069488881198838,0.15755277964738748,0.07699181420174951
0.95,7,3.5,0.25,0.16851399646001478,0.17525277635842895,0.173537400570285,0.009788009204691013
0.95,7,3.5,0.5,0.14211221114026604,0.16211870563065037,0.16010462491349292,0.012423493694466442
0.95,7,3.5,0.75,0.10925950837257173,0.114745550758212,0.11456825071660351,0.00154515831277926
0.95,7,3.5,1.0,0.08481338787587835,0.09048863766378332,0.08501638087356105,0.06047451847551085
0.95,7,4.0,0.1,0.14794824645560992,0.14349968357293952,0.13062364839805524,0.08972866597534702
0.95,7,4.0,0.25,0.15184287933391238,0.16161150760049678,0.15944534348520473,0.013403526440993322
0.95,7,4.0,0.5,0.1390884910501223,0.15507878024749408,0.15334736965193296,0.011164716364146763
0.95,7,4.0,0.75,0.10412434395267516,0.10756074121149568,0.10654650704820375,0.009429408461379594
0.95,7,4.0,1.0,0.08345027519509106,0.08703898131495941,0.08251813872624461,0.05194043542807179
0.95,7,4.5,0.1,0.1578672412985353,0.15506207516897175,0.14164455116840552,0.08653001700090174
0.95,7,4.5,0.25,0.16450658990908004,0.17635167004896066,0.1730947140798533,0.018468529207594828
0.95,7,4.5,0.5,0.1453236193156848,0.15620503868722468,0.1562588328148448,-0.00034438151337626733
0.95,7,4.5,0.75,0.10155329886281074,0.10167157734844653,0.10004245160539178,0.01602341367707367
0.95,7,4.5,1.0,0.09758573429171767,0.0979183623967708,0.09578452406019722,0.02179201412628974
0.95,7,5.0,0.1,0.1494132953598406,0.14317246492170033,0.13623125303848707,0.048481472237062756
0.95,7,5.0,0.25,0.17546349041135467,0.187025297926413,0.1843465253405831,0.014323049424489613
0.95,7,5.0,0.5,0.14225069972119703,0.14818845328436464,0.14944548955685036,-0.008482687042245737
0.95,7,5.0,0.75,0.10249896893097071,0.10010490698814559,0.0993971271439778,0.007070381117796735
0.95,7,5.0,1.0,0.10177729673552327,0.1001590049833284,0.10009002061182076,0.0006887485705266421
0.95,10,1.5,0.1,0.537657732351106,0.4571293481095499,0.4508699626981648,0.013692810223781679
0.95,10,1.5,0.25,0.2780583830355084,0.23660153853996263,0.240999782860906,-0.018589246494694723
0.95,10,1.5,0.5,0.1962601093192037,0.25047396876817724,0.23162004955367982,0.07527296871295797
0.95,10,1.5,0.75,0.12651236562735035,0.14977284848135242,0.14842807239394637,0.008978770858948302
0.95,10,1.5,1.0,0.0895450861873971,0.10258094742568134,0.1036134315832073,-0.010065067475361086
0.95,10,2.0,0.1,0.3616819275364002,0.3201635375272659,0.325622611244182,-0.017050891425920763
0.95,10,2.0,0.25,0.2359865758009546,0.23159127011932035,0.23247067901404306,-0.0037972454413744616
0.95,10,2.0,0.5,0.1895385185862848,0.2259781454627612,0.21759688902222468,0.0370887920306332
0.95,10,2.0,0.75,0.12672439281570513,0.1346432027221295,0.13831001004739188,-0.027233512358063528
0.95,10,2.0,1.0,0.09061839448505693,0.09473509204751923,0.09635223526570952,-0.01707016041509862
0.95,10,2.5,0.1,0.2532906878424471,0.22738390486748572,0.23120804945136678,-0.016818009111549397
0.95,10,2.5,0.25,0.21170358333866746,0.2149271534441809,0.21679116669689275,-0.008672767599818212
0.95,10,2.5,0.5,0.16078765828181923,0.18430230997314037,0.18039016432189195,0.02122678577288893
0.95,10,2.5,0.75,0.11719072175170081,0.11706191450435725,0.12006212597102954,-0.025629270453804285
0.95,10,2.5,1.0,0.08337475391234381,0.08944173041905733,0.08472334826926634,0.05275369928202605
0.95,10,3.0,0.1,0.217070152582881,0.19807494986020166,0.20003549083580455,-0.009897975372386096
0.95,10,3.0,0.25,0.17147615833507,0.17739856314063557,0.17687092600591214,0.002974303316679806
0.95,10,3.0,0.5,0.15709994683936274,0.17129729443470496,0.17033943292800796,0.0055918075639082064
0.95,10,3.0,0.75,0.10750893945827193,0.10829439993401274,0.10919998859541817,-0.008362285233190577
0.95,10,3.0,1.0,0.07407707348438602,0.08010998968369296,0.07341773691425933,0.08353830522082674
0.95,10,3.5,0.1,0.15617941387322276,0.14178866452466693,0.14134576742229263,0.0031236425271305834
0.95,10,3.5,0.25,0.14687149860756699,0.15487902725817254,0.15275611892980137,0.013706880563192265
0.95,10,3.5,0.5,0.12521642485703469,0.1401038334772311,0.1360280296151856,0.029091308645083466
0.95,10,3.5,0.75,0.08963466504836148,0.08763951085396364,0.08774129367042441,-0.0011613804717642991
0.95,10,3.5,1.0,0.07501835039276444,0.08168654144127152,0.07376424799813212,0.09698407232524496
0.95,10,4.0,0.1,0.14631350198027473,0.14339678061683714,0.1321369157065862,0.07852243866156118
0.95,10,4.0,0.25,0.14610245889610604,0.15766553261077793,0.1548494582977009,0.017861064916635642
0.95,10,4.0,0.5,0.10841240130337793,0.11546656833677604,0.11278698422081022,0.02320657965819508
0.95,10,4.0,0.75,0.08572802381789249,0.08741720097174152,0.08364677029188108,0.043131450537741034
0.95,10,4.0,1.0,0.06714602660816814,0.07360985141027546,0.06607897491302153,0.10230799754341935
0.95,10,4.5,0.1,0.1256871017490761,0.12673375810780688,0.11545497947265579,0.08899585085732818
0.95,10,4.5,0.25,0.13112393032565994,0.14209813341251068,0.14018729817016043,0.01344729305347804
0.95,10,4.5,0.5,0.11039606412857472,0.11553862645475468,0.11241598595985065,0.027026809913885095
0.95,10,4.5,0.75,0.0844063668128727,0.08505163127543072,0.08193401439154878,0.03665558011210709
0.95,10,4.5,1.0,0.0679941027615022,0.07205018280782616,0.06652919055567565,0.07662704016832579
0.95,10,5.0,0.1,0.12444199549138862,0.13292246967318533,0.12030281598001602,0.09493995803867532
0.95,10,5.0,0.25,0.1392334236006337,0.15142588277149274,0.15048527637003684,0.006211661997541838
0.95,10,5.0,0.5,0.10960999279107829,0.10901305653953197,0.10909054344706058,-0.0007108039164144521
0.95,10,5.0,0.75,0.08515534545784256,0.08690242769491777,0.08239946886551729,0.051816260475584186
0.95,10,5.0,1.0,0.07324956831736977,0.07406145442396093,0.07275475014108525,0.017643513660905528
0.95,15,1.5,0.1,0.43070193943543544,0.38226783043282386,0.37933874798049866,0.00766238280895555
0.95,15,1.5,0.25,0.22300443343738657,0.20322824671380932,0.20108601490591163,0.010541014069340606
0.95,15,1.5,0.5,0.15569615971507048,0.1945324613891711,0.1823380890708419,0.06268553963306825
0.95,15,1.5,0.75,0.09635428227211695,0.11468375840831153,0.11081718307650183,0.033715108272292876
0.95,15,1.5,1.0,0.06686808666159945,0.07270732682126253,0.07340215172346871,-0.009556463324724885
0.95,15,2.0,0.1,0.29437301970599167,0.27209964193073527,0.27279661447911185,-0.002561460733395611
0.95,15,2.0,0.25,0.21745415561107642,0.20812486118486448,0.21124206772651236,-0.01497757895861876
0.95,15,2.0,0.5,0.14248700149092117,0.16150390384398733,0.16045570950999327,0.006490210509131792
0.95,15,2.0,0.75,0.11346591241199179,0.12252695240926097,0.11985398570059218,0.021815336594193768
0.95,15,2.0,1.0,0.07499904439622511,0.07756295605764463,0.07921025910576653,-0.0212382705849636
0.95,15,2.5,0.1,0.22838424963828502,0.20611307981525814,0.21258301702211033,-0.031390231093782466
0.95,15,2.5,0.25,0.18108195392153503,0.18027174164314225,0.18157833968289497,-0.007247935965134253
0.95,15,2.5,0.5,0.12302889796568933,0.13423927224194385,0.13526071464057873,-0.007609117522582417
0.95,15,2.5,0.75,0.09838027468144564,0.10198226992388605,0.10080898102156145,0.011504832194853837
0.95,15,2.5,1.0,0.07419882285768113,0.0768122310249385,0.07672212366835808,0.0011730860486420306
0.95,15,3.0,0.1,0.17619889410337156,0.16074234848583446,0.1636348951410011,-0.017994925932176154
0.95,15,3.0,0.25,0.14880681582581579,0.14967089123423036,0.15006418622139012,-0.002627731978586701
0.95,15,3.0,0.5,0.12187596958254453,0.13277072193563816,0.13089048985435162,0.014161496253654496
0.95,15,3.0,0.75,0.09432141747009216,0.09506683776890985,0.09464260321309695,0.004462487295981613
0.95,15,3.0,1.0,0.0640475313602626,0.06704425490110691,0.06480703687206851,0.033369272763764564
0.95,15,3.5,0.1,0.15090962816659126,0.145494250569162,0.13999344283929135,0.03780773266539336
0.95,15,3.5,0.25,0.13338163138107637,0.13742794563684874,0.13550500568482712,0.013992350268430502
0.95,15,3.5,0.5,0.10434022030466776,0.11024695345909577,0.1108190053899397,-0.00518882302771458
0.95,15,3.5,0.75,0.07742376009555325,0.08044153463534408,0.07524466890995685,0.06460425884396111
0.95,15,3.5,1.0,0.06169075835703374,0.06747308514443079,0.060495362110895706,0.10341491008746355
0.95,15,4.0,0.1,0.11953716178814752,0.1194758046706081,0.1111721420744911,0.06950078820569573
0.95,15,4.0,0.25,0.11526803797308693,0.12184764205535095,0.11984863047780225,0.016405828983055905
0.95,15,4.0,0.5,0.08887446044700938,0.09418742220320009,0.09236579771292018,0.01934042197640713
0.95,15,4.0,0.75,0.05978820946633829,0.06542104342829039,0.05632627540424223,0.13901899981184423
0.95,15,4.0,1.0,0.051267328962413025,0.05942777274124917,0.0509214517765073,0.1431371322256804
0.95,15,4.5,0.1,0.10099890282345474,0.10701818748550576,0.09642979846248106,0.09894008926715152
0.95,15,4.5,0.25,0.103542294432058,0.11378405768669343,0.11156590163974657,0.019494436145480035
0.95,15,4.5,0.5,0.0789055060085857,0.08343136634448532,0.08065617048336672,0.03326321961047492
0.95,15,4.5,0.75,0.07060272459333714,0.07710074284258141,0.06776518588823048,0.1210825811809826
0.95,15,4.5,1.0,0.048517061924210146,0.05507685066477746,0.047114100979206694,0.14457525420317965
0.95,15,5.0,0.1,0.10092089230060075,0.1120444465355081,0.0998004060661283,0.10927842341119091
0.95,15,5.0,0.25,0.10463640752884186,0.11519147848297169,0.11382782722009507,0.011838126229781833
