delta,mse,mse_beta,mse_eta,mse_gamma,est_beta,est_eta,est_gamma,failure
0.001,0.36584304429849107,0.2567344813123119,0.0907361920654492,0.018372370920729957,0.9866205423192912,698.7755121749741,1135.5447192653774,
0.003,0.3661271214365123,0.25695048934330605,0.09078573327600775,0.018390898817198516,0.9861943197174204,698.6932903568064,1135.6130481082057,
0.005,0.3664114211815316,0.25716670151180415,0.09083528361839881,0.018409436051328595,0.9857678736860992,698.6110758199651,1135.681376951034,
0.007,0.3666959437561438,0.2573831179308885,0.0908848432021351,0.018427982623120197,0.9853412042841426,698.5288683768625,1135.7497057938624,
0.009000000000000001,0.36698068938298933,0.2575997387119416,0.0909344121384744,0.01844653853257333,0.9849143115737635,698.4466678372225,1135.8180346366908,
0.011,0.3672656582840218,0.2578165639632938,0.09098399054104005,0.01846510377968798,0.9844871956232283,698.364474007056,1135.886363479519,
0.013000000000000001,0.36755085068101023,0.2580335937911156,0.0910335785254304,0.01848367836446416,0.9840598565050881,698.2822866893122,1135.9546923223475,
0.015,0.36783626679546133,0.2582508282992599,0.09108317620929957,0.018502262286901865,0.9836322942964789,698.2001056837502,1136.0230211651758,
0.017,0.36812190684821533,0.25846826758849817,0.09113278371271605,0.018520855547001093,0.9832045090806153,698.1179307863482,1136.0913500080042,
0.019000000000000003,0.36840777105998346,0.2586859117574847,0.09118240115773694,0.018539458144761843,0.9827765009448816,698.0357617900144,1136.1596788508325,
0.021,0.3686938596509553,0.2589037609020157,0.09123202866875546,0.018558070080184123,0.9823482699822778,697.9535984840153,1136.2280076936609,
0.023,0.36898017284098006,0.2591218151153395,0.09128166637237263,0.01857669135326792,0.9819198162908004,697.8714406541933,1136.2963365364892,
0.025,0.36926671084943186,0.2593400744878892,0.09133131439752937,0.018595321964013246,0.9814911399739535,697.7892880827528,1136.3646653793176,
0.027000000000000003,0.36955347389502885,0.2595585391069272,0.09138097287568153,0.0186139619124201,0.9810622411414379,697.7071405479753,1136.432994222146,
0.029,0.36984046219633965,0.2597772090574506,0.09143064194040058,0.018632611198488472,0.9806331199073602,697.6249978248853,1136.5013230649743,
0.031,0.37012767597130175,0.25999608442128574,0.09148032172779756,0.018651269822218437,0.9802037763919975,697.5428596845537,1136.5696519078028,
0.033,0.3704151154372282,0.26021516527708,0.09153001237653835,0.01866993778360986,0.979774210721803,697.4607258940778,1136.6379807506312,
0.035,0.3707027808110505,0.26043445170071844,0.09157971402766929,0.018688615082662806,0.9793444230285744,697.3785962168748,1136.7063095934595,
0.037000000000000005,0.3709906723089269,0.26065394376458295,0.09162942682496665,0.018707301719377283,0.9789144134508939,697.2964704121099,1136.774638436288,
0.039,0.3712787901466674,0.2608736415383098,0.09167915091460441,0.018725997693753278,0.9784841821326313,697.2143482352501,1136.8429672791162,
0.041,0.37156713453942863,0.2610935450882028,0.09172888644543503,0.018744703005790796,0.9780537292240793,697.1322294376058,1136.9112961219446,
0.043000000000000003,0.3718557045279861,0.2613136523154971,0.09177863455699917,0.018763417655489847,0.9776230591107854,697.0501121356881,1136.979624964773,
0.045,0.3721445028825773,0.2615339679869375,0.09182839325278933,0.018782141642850417,0.9771921627462223,696.9679996224997,1137.0479538076013,
0.047,0.37243352842851385,0.26175448960402387,0.09187816385661743,0.01880087496787251,0.9767610452997328,696.8858897104633,1137.1162826504296,
0.049,0.3727227813795083,0.26197521722161904,0.09192794652733315,0.018819617630556135,0.9763297069434534,696.8037821355069,1137.184611493258,
0.051000000000000004,0.3730122619479757,0.2621961508899403,0.09197774142713412,0.018838369630901276,0.9758981478584461,696.7216766283252,1137.2529403360863,
0.053000000000000005,0.3733019703459656,0.26241729065625113,0.09202754872080648,0.018857130968907943,0.9754663682313768,696.639572915638,1137.3212691789147,
