beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,7,0.1,1,1.473184,452.042303,1582.143920,-0.526816,-547.957697,582.143920,0.981101
2.0,1000,7,0.1,2,2.553447,1433.614672,635.657190,0.553447,433.614672,-364.342810,0.989271
2.0,1000,7,0.1,3,1.707169,729.762219,1029.906843,-0.292831,-270.237781,29.906843,0.978563
2.0,1000,7,0.1,4,2.693266,1371.469019,704.303596,0.693266,371.469019,-295.696404,0.906650
2.0,1000,7,0.1,5,2.102538,902.948016,1067.939999,0.102538,-97.051984,67.939999,0.990487
2.0,1000,7,0.1,6,1.435034,1311.951233,924.785672,-0.564966,311.951233,-75.214328,0.954649
2.0,1000,7,0.1,7,1.260487,780.008084,1665.264724,-0.739513,-219.991916,665.264724,0.944197
2.0,1000,7,0.1,8,1.830298,743.634613,1158.495928,-0.169702,-256.365387,158.495928,0.978263
2.0,1000,7,0.1,9,1.834835,554.515807,1361.626916,-0.165165,-445.484193,361.626916,0.910555
2.0,1000,7,0.1,10,1.829640,686.247846,1075.536522,-0.170360,-313.752154,75.536522,0.908602
2.0,1000,7,0.1,11,0.943641,619.533064,1114.421431,-1.056359,-380.466936,114.421431,0.978125
2.0,1000,7,0.1,12,1.720194,784.402664,1337.646554,-0.279806,-215.597336,337.646554,0.963849
2.0,1000,7,0.1,13,1.302705,446.000071,1436.119365,-0.697295,-553.999929,436.119365,0.981881
2.0,1000,7,0.1,14,3.691670,1703.644416,363.002529,1.691670,703.644416,-636.997471,0.796837
2.0,1000,7,0.1,15,2.381325,1584.832476,512.284883,0.381325,584.832476,-487.715117,0.945085
2.0,1000,7,0.1,16,1.619263,906.780628,946.744938,-0.380737,-93.219372,-53.255062,0.973790
2.0,1000,7,0.1,17,3.540138,1338.101871,743.193024,1.540138,338.101871,-256.806976,0.877233
2.0,1000,7,0.1,18,2.349252,1382.392901,680.530483,0.349252,382.392901,-319.469517,0.916189
2.0,1000,7,0.1,19,1.152496,298.981739,1231.120815,-0.847504,-701.018261,231.120815,0.889191
2.0,1000,7,0.1,20,1.959427,867.538300,1323.395614,-0.040573,-132.461700,323.395614,0.937341
2.0,1000,7,0.1,21,2.136622,770.668213,1354.904752,0.136622,-229.331787,354.904752,0.955874
2.0,1000,7,0.1,22,2.029785,402.723960,1422.667169,0.029785,-597.276040,422.667169,0.969304
2.0,1000,7,0.1,23,2.608767,1403.668194,821.947743,0.608767,403.668194,-178.052257,0.975632
2.0,1000,7,0.1,24,2.751089,1569.137564,592.726660,0.751089,569.137564,-407.273340,0.952915
2.0,1000,7,0.1,25,1.450162,964.733089,1044.658224,-0.549838,-35.266911,44.658224,0.954959
2.0,1000,7,0.1,26,0.969947,276.641786,1762.743001,-1.030053,-723.358214,762.743001,0.963574
2.0,1000,7,0.1,27,1.688178,754.549418,1398.154886,-0.311822,-245.450582,398.154886,0.902033
2.0,1000,7,0.1,28,1.447496,1011.339060,1161.603597,-0.552504,11.339060,161.603597,0.976534
2.0,1000,7,0.1,29,1.596597,613.791714,1336.094733,-0.403403,-386.208286,336.094733,0.957400
2.0,1000,7,0.1,30,1.498295,999.470479,1064.790065,-0.501705,-0.529521,64.790065,0.878684
2.0,1000,7,0.1,31,1.161449,466.892445,1464.831091,-0.838551,-533.107555,464.831091,0.947591
2.0,1000,7,0.1,32,1.306089,404.968065,1437.276318,-0.693911,-595.031935,437.276318,0.989059
2.0,1000,7,0.1,33,1.115757,955.922956,1110.411039,-0.884243,-44.077044,110.411039,0.964590
2.0,1000,7,0.1,34,1.895383,467.287223,1193.607531,-0.104617,-532.712777,193.607531,0.811813
2.0,1000,7,0.1,35,2.554752,1289.625099,637.252237,0.554752,289.625099,-362.747763,0.938767
2.0,1000,7,0.1,36,1.790992,733.275119,1355.213720,-0.209008,-266.724881,355.213720,0.928414
2.0,1000,7,0.1,37,0.744171,351.169100,1658.489666,-1.255829,-648.830900,658.489666,0.980609
2.0,1000,7,0.1,38,1.373627,894.745418,1231.001614,-0.626373,-105.254582,231.001614,0.966914
2.0,1000,7,0.1,39,3.054659,961.562765,990.008599,1.054659,-38.437235,-9.991401,0.821204
2.0,1000,7,0.1,40,3.990705,1552.276992,462.367293,1.990705,552.276992,-537.632707,0.712228
2.0,1000,7,0.1,41,1.219565,765.065385,1115.793936,-0.780435,-234.934615,115.793936,0.903554
2.0,1000,7,0.1,42,1.216153,636.156844,1362.386991,-0.783847,-363.843156,362.386991,0.955054
2.0,1000,7,0.1,43,1.636490,489.976239,1292.722330,-0.363510,-510.023761,292.722330,0.984014
2.0,1000,7,0.1,44,3.105851,1680.945029,419.955940,1.105851,680.945029,-580.044060,0.863285
2.0,1000,7,0.1,45,2.787743,1141.763299,810.297313,0.787743,141.763299,-189.702687,0.973505
2.0,1000,7,0.1,46,2.982985,1463.345887,434.799082,0.982985,463.345887,-565.200918,0.965329
2.0,1000,7,0.1,47,3.000075,1586.955144,411.555333,1.000075,586.955144,-588.444667,0.895394
2.0,1000,7,0.1,48,1.205474,1119.735953,1008.979258,-0.794526,119.735953,8.979258,0.973531
2.0,1000,7,0.1,49,1.823658,750.356917,1129.143369,-0.176342,-249.643083,129.143369,0.935214
2.0,1000,7,0.1,50,1.118507,671.541543,1177.374053,-0.881493,-328.458457,177.374053,0.929371
2.0,1000,7,0.1,51,0.808792,922.280984,1081.326701,-1.191208,-77.719016,81.326701,0.946694
2.0,1000,7,0.1,52,1.243873,606.462816,1397.313886,-0.756127,-393.537184,397.313886,0.981366
2.0,1000,7,0.1,53,1.265841,453.104736,1370.037257,-0.734159,-546.895264,370.037257,0.918809
2.0,1000,7,0.1,54,2.857621,1675.090365,502.128987,0.857621,675.090365,-497.871013,0.969210
2.0,1000,7,0.1,55,1.962177,1222.590114,677.623545,-0.037823,222.590114,-322.376455,0.884009
2.0,1000,7,0.1,56,2.636388,1038.429028,855.742983,0.636388,38.429028,-144.257017,0.972098
2.0,1000,7,0.1,57,2.626646,1327.438703,679.859777,0.626646,327.438703,-320.140223,0.960523
2.0,1000,7,0.1,58,1.632617,1170.623795,809.930172,-0.367383,170.623795,-190.069828,0.924944
2.0,1000,7,0.1,59,2.698716,1450.915296,695.038600,0.698716,450.915296,-304.961400,0.988680
2.0,1000,7,0.1,60,1.581864,539.426499,1081.942295,-0.418136,-460.573501,81.942295,0.936238
2.0,1000,7,0.1,61,0.886875,609.601461,1013.684659,-1.113125,-390.398539,13.684659,0.977385
2.0,1000,7,0.1,62,1.432737,1050.306141,889.572371,-0.567263,50.306141,-110.427629,0.979640
2.0,1000,7,0.1,63,2.316391,852.857258,1093.077118,0.316391,-147.142742,93.077118,0.913307
2.0,1000,7,0.1,64,2.120063,1176.045320,933.895430,0.120063,176.045320,-66.104570,0.904100
2.0,1000,7,0.1,65,1.303554,706.208791,1170.227599,-0.696446,-293.791209,170.227599,0.984403
2.0,1000,7,0.1,66,2.250330,670.023071,1219.692412,0.250330,-329.976929,219.692412,0.919278
2.0,1000,7,0.1,67,1.069860,655.984511,1156.032924,-0.930140,-344.015489,156.032924,0.987264
2.0,1000,7,0.1,68,2.751183,703.570318,851.969456,0.751183,-296.429682,-148.030544,0.889446
2.0,1000,7,0.1,69,0.778808,404.630085,1603.611073,-1.221192,-595.369915,603.611073,0.970067
2.0,1000,7,0.1,70,1.550329,1021.407387,959.685901,-0.449671,21.407387,-40.314099,0.952130
2.0,1000,7,0.1,71,1.985384,1227.876027,925.983034,-0.014616,227.876027,-74.016966,0.976970
2.0,1000,7,0.1,72,2.807587,1278.906934,668.123369,0.807587,278.906934,-331.876631,0.917151
2.0,1000,7,0.1,73,1.277344,604.246091,1332.361935,-0.722656,-395.753909,332.361935,0.953744
2.0,1000,7,0.1,74,1.855650,1407.920334,823.911238,-0.144350,407.920334,-176.088762,0.964570
2.0,1000,7,0.1,75,2.233071,980.973354,1253.432533,0.233071,-19.026646,253.432533,0.840191
2.0,1000,7,0.1,76,2.848554,1599.100215,611.831024,0.848554,599.100215,-388.168976,0.967094
2.0,1000,7,0.1,77,2.632064,1356.746878,634.492368,0.632064,356.746878,-365.507632,0.938564
2.0,1000,7,0.1,78,1.041187,386.228600,1394.872801,-0.958813,-613.771400,394.872801,0.954440
2.0,1000,7,0.1,79,2.229716,692.328223,1445.244369,0.229716,-307.671777,445.244369,0.855516
2.0,1000,7,0.1,80,2.588966,1145.962317,759.946124,0.588966,145.962317,-240.053876,0.974616
2.0,1000,7,0.1,81,1.114401,554.789774,1235.166270,-0.885599,-445.210226,235.166270,0.965510
2.0,1000,7,0.1,82,2.469297,961.046053,948.953211,0.469297,-38.953947,-51.046789,0.960020
2.0,1000,7,0.1,83,3.139882,1402.171111,749.906404,1.139882,402.171111,-250.093596,0.934661
2.0,1000,7,0.1,84,2.236132,1376.438520,610.218306,0.236132,376.438520,-389.781694,0.977454
2.0,1000,7,0.1,85,1.017396,406.351729,1393.261525,-0.982604,-593.648271,393.261525,0.954315
2.0,1000,7,0.1,86,2.370185,1230.120195,642.739535,0.370185,230.120195,-357.260465,0.928761
2.0,1000,7,0.1,87,0.810971,660.444559,1289.163621,-1.189029,-339.555441,289.163621,0.898392
2.0,1000,7,0.1,88,2.054390,1609.641000,578.488031,0.054390,609.641000,-421.511969,0.980439
2.0,1000,7,0.1,89,2.204265,1269.240656,1031.470274,0.204265,269.240656,31.470274,0.929656
2.0,1000,7,0.1,90,1.828837,1212.821587,848.784341,-0.171163,212.821587,-151.215659,0.969746
2.0,1000,7,0.1,91,1.984243,884.335029,913.192963,-0.015757,-115.664971,-86.807037,0.958122
2.0,1000,7,0.1,92,1.948947,1009.669037,891.711724,-0.051053,9.669037,-108.288276,0.956195
2.0,1000,7,0.1,93,1.119842,758.434864,1290.834172,-0.880158,-241.565136,290.834172,0.962243
2.0,1000,7,0.1,94,3.497463,1470.215796,585.157961,1.497463,470.215796,-414.842039,0.886637
2.0,1000,7,0.1,95,0.678614,443.829431,1246.167255,-1.321386,-556.170569,246.167255,0.978949
