method,beta,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
LSE,0.75,40,40,0.0,0.7317492162599223,1.459786195289311,2.3780950902052105,0.055289791099610595,0.4593168340485221,0.4568967237671848,0.03520628776049664,0.5519754463070071,0.5461679720475644,-0.01357250279622636,0.1701240355502969,0.1685314380680183,0.054725132526832906,0.151825538713452,0.15959185280135257,0.04146734332470795,0.3444876255363916,0.34267254282538867,35.20628776049664,551.975446307007,546.1679720475645,-13.572502796226356,170.1240355502969,168.53143806801828
LSE,1.0,40,40,0.0,0.6271605269571959,1.0420929428780783,1.5484259843848092,0.004632607849581622,0.47329146248497034,0.46736083415827756,0.027243645420588502,0.40475754544691206,0.4005935222230966,-0.006706792600564787,0.12146129975201675,0.12012080261553376,0.03221744129454237,0.21281631097222378,0.21259462877504195,0.004632607849581622,0.47329146248497034,0.46736083415827756,27.243645420588507,404.757545446912,400.5935222230966,-6.706792600564794,121.46129975201677,120.12080261553378
LSE,1.25,40,40,0.0,0.6046253245446354,1.0871899737053357,1.4683538139888475,0.06954338438764761,0.44563524831164675,0.4454910633070282,0.028488372306008723,0.3660878408099536,0.3626036222458586,0.012039865061009469,0.19076942822799284,0.18875409592499376,0.11634574105548283,0.20636270384093325,0.23464283040373654,0.08692923048455951,0.5570440603895584,0.5568638291337853,28.488372306008728,366.08784080995366,362.6036222458587,12.039865061009465,190.76942822799282,188.75409592499375
LSE,1.5,40,40,0.0,0.7988257540089654,1.4123590699832171,2.5410796291037494,0.030291659854335923,0.6246901531872677,0.6175754427263398,-0.011260689250714934,0.42166366866887284,0.41651176017108066,0.03761300463907705,0.2896972306861903,0.28851535738768885,0.19162833878355617,0.3733639129325688,0.41549610878834503,0.0454374897815039,0.9370352297809016,0.9263631640895096,-11.260689250714927,421.6636686688729,416.51176017108065,37.61300463907705,289.6972306861903,288.5153573876888
LSE,1.75,40,40,0.0,1.0603363908301435,2.0721793514336255,3.4860308167636456,0.0815949679235454,0.9402820715841033,0.9320326461982836,-0.061401631711783755,0.4166613249884826,0.4159767464949194,0.008157769053995526,0.2909316693392036,0.2873878120498878,0.050101421188817,0.24281238734827976,0.24493685200203338,0.1427911938662044,1.6454936252721808,1.631057130846996,-61.401631711783764,416.66132498848253,415.97674649491944,8.157769053995523,290.9316693392036,287.3878120498878
LSE,2.0,40,40,0.0,0.7458655503904889,1.156564475827116,2.444217132780654,0.04754193839091504,0.5739669972883333,0.5687375467056369,-0.049782063286457214,0.37103154196175786,0.3697310493146519,0.02316653034326368,0.3131564453311026,0.31008381673226176,0.10007494079519337,0.26717977376261715,0.28216200930548513,0.09508387678183008,1.1479339945766667,1.1374750934112738,-49.78206328645721,371.0315419617579,369.7310493146519,23.16653034326368,313.15644533110265,310.08381673226177
LSE,2.25,40,40,0.0,0.6805619303385565,1.3120395457969587,1.5178354935760412,0.039965544569680406,0.49156939926937326,0.4870284459796494,0.004993003164307991,0.37496350589222593,0.37028046135708187,-0.002145793570873905,0.3018840146436404,0.29809430348461285,0.07176161502359979,0.2990246250698253,0.3038586227655737,0.08992247528178092,1.1060311483560898,1.0958140034542112,4.993003164307981,374.9635058922259,370.2804613570819,-2.1457935708739115,301.88401464364046,298.09430348461285
LSE,2.5,40,40,0.0,0.7700300502907987,1.1090354720413964,2.0286297502227413,0.052666879612179675,0.5956743130250239,0.5905344953734475,-0.04587138954760599,0.36523226107554363,0.3635435651969698,0.019915798220489035,0.33840459066716333,0.3347407419612293,0.0832070454018442,0.25657022498469956,0.2666570564310767,0.13166719903044916,1.4891857825625598,1.4763362384336187,-45.87138954760599,365.23226107554365,363.5435651969698,19.915798220489034,338.40459066716335,334.7407419612294
LSE,2.75,40,40,0.0,0.8527156231987719,1.721503888522759,1.800201433525196,0.02386802262730161,0.5545862845406863,0.5481299853408536,0.017065171893758037,0.48776765687224066,0.4819342019457983,-0.010429065115832392,0.44641950239218264,0.4409272935670598,0.06274431178970016,0.19743878741591653,0.20480325087464774,0.06563706222507948,1.5251122824868872,1.5073574596873471,17.06517189375803,487.76765687224065,481.93420194579835,-10.429065115832396,446.41950239218266,440.92729356705985
LSE,3.0,40,40,0.0,0.8805661952011323,1.5565988062639675,1.8755026582396594,-0.0024068068051900093,0.5794325582902389,0.5721488705621984,-0.019181522552092163,0.5134677918901804,0.5073715352513182,0.007832280018663752,0.4420874430870089,0.43659663221573286,0.054034702447539065,0.1682303949802481,0.17468164820302134,-0.007220420415569984,1.7382976748707166,1.716446611686595,-19.18152255209218,513.4677918901805,507.37153525131816,7.832280018663743,442.087443087009,436.5966322157329
LSE,3.25,40,40,0.0,0.9626518494853155,1.7632427568612694,2.242575050554117,0.12833905031540985,0.6650512435476962,0.6691089145024074,0.0987984604695673,0.5172919698689716,0.5202521920470924,-0.10105088446166184,0.450775080956004,0.4564312659328935,0.023698666496159575,0.1940495331517209,0.19306855667660391,0.4171019135250821,2.1614165415300124,2.174603972132824,98.79846046956732,517.2919698689717,520.2521920470924,-101.05088446166185,450.775080956004,456.43126593289355
LSE,3.5,40,40,0.0,1.0964885399201472,2.1200327010760223,3.133107413011028,0.09944319365015686,0.9084748893174568,0.9025421916291219,-0.04549845899407441,0.4486485221947723,0.44533523196205765,0.04562690137536156,0.43829439532584963,0.435179551080721,0.067362186010715,0.13874242318619218,0.15266265946828386,0.34805117777554895,3.1796621126110987,3.158897670701927,-45.49845899407442,448.6485221947723,445.33523196205766,45.626901375361555,438.2943953258496,435.17955108072096
LSE,3.75,40,40,0.0,0.9602808767295007,1.8862576084070897,2.297957242756121,-0.08590183321323848,0.6660506363810884,0.6632586139036994,-0.07382165412054412,0.4983922800921414,0.49762900824926865,0.0677243489652033,0.48569923794939845,0.48434775053031,0.0376362645652084,0.1775476901894519,0.17930864771321464,-0.32213187454964426,2.4976898864290815,2.4872198021388727,-73.8216541205441,498.3922800921414,497.6290082492687,67.72434896520329,485.6992379493984,484.34775053030995
LSE,4.0,40,40,0.0,0.8022240234468085,1.5885197357603125,1.6502731913462858,-0.07674247596419839,0.5163389183679241,0.5155871791200197,-0.09757537846582592,0.43871491115152916,0.4440494999634342,0.11307254537223192,0.4148127604638086,0.424915622335153,0.08713667049998117,0.19411755764883243,0.21055257034451366,-0.30696990385679357,2.0653556734716965,2.062348716480079,-97.57537846582593,438.7149111515292,444.0494999634342,113.07254537223193,414.8127604638086,424.91562233515305
LSE,4.25,40,40,0.0,1.0156003556260136,1.7295740486240223,2.0204415575851673,-0.050761476082462544,0.6948713888457448,0.6880056818911994,-0.06252108092837085,0.5474018453788853,0.544119882357331,0.04569844723224882,0.5163356785073123,0.5118845745444524,0.03262177607156223,0.12727362887004112,0.12983756184043346,-0.2157362733504658,2.953203402594415,2.9240241480375975,-62.521080928370836,547.4018453788852,544.119882357331,45.69844723224882,516.3356785073123,511.8845745444524
LSE,4.5,40,40,0.0,0.9652447607725716,1.6062203264516155,1.6617617175541812,-0.1695673075507186,0.6114177236572754,0.6270876444104032,-0.1675604621985139,0.5098879039355663,0.5306246707490048,0.15305406068364497,0.4893433043008452,0.5068490832774789,0.05041741900721388,0.13050912857631267,0.13837894697190672,-0.7630528839782337,2.7513797564577396,2.8218943998468142,-167.5604621985139,509.88790393556627,530.6246707490047,153.05406068364496,489.3433043008452,506.8490832774789
LSE,4.75,40,40,0.0,0.9675743323175529,1.5440376871322967,2.028095909618388,-0.14800876474351563,0.6471558560316992,0.655932183146337,-0.15149985502776192,0.5035647833038053,0.5197982875911058,0.12402454907935034,0.47542770068661366,0.4855541163351337,0.01720858725249388,0.1368691518292309,0.1362386548657114,-0.7030416325316992,3.073990316150571,3.1156778699451007,-151.4998550277619,503.5647833038052,519.7982875911058,124.02454907935035,475.4277006866138,485.5541163351337
LSE,5.0,40,40,0.0,1.0227016965966276,1.9342895011130092,2.276203478015597,-0.01320317319826149,0.6773188886955993,0.6689291284147739,0.022682383086682446,0.5687584657443979,0.5620618542914244,-0.01586863303758689,0.5380756212375065,0.5315440276499747,0.020669179387615425,0.1517358980222688,0.15124616741083452,-0.0660158659913074,3.386594443477997,3.3446456420738695,22.682383086682453,568.7584657443979,562.0618542914244,-15.868633037586886,538.0756212375067,531.5440276499747
LSE,5.25,40,40,0.0,0.9727080277447121,1.5473080235176093,1.7568756373284948,-0.010366014931146384,0.6329262117290264,0.6250505211755828,-0.027490334608568666,0.5492751841005593,0.543062027459918,0.040198613442694986,0.5153445041667961,0.5104472426688806,0.03796417991175373,0.12872321850679028,0.13265256976233145,-0.054421578388518646,3.3228626115773885,3.2815152361718094,-27.490334608568663,549.2751841005593,543.062027459918,40.19861344269498,515.344504166796,510.4472426688806
LSE,5.5,40,40,0.0,1.1571660894246254,2.135324781572581,2.418411720901121,0.2704896139844322,0.777965522114933,0.8144103548169181,0.13074021717109027,0.5799823904902341,0.5874207081238634,-0.13266093584098917,0.5666881928795056,0.5750704688544881,0.03771566452763687,0.1112077634216664,0.11610537812642158,1.487692876914377,4.278810371632131,4.479256951493049,130.7402171710903,579.9823904902341,587.4207081238634,-132.66093584098917,566.6881928795056,575.0704688544881
LSE,5.75,40,40,0.0,0.9547791319567562,1.5619974756605388,1.9319048029039672,-0.013811023955795315,0.6576451535786325,0.6495194098004571,-0.09319843131500259,0.49740900277514377,0.499916263728533,0.07890007278285593,0.48946463153659864,0.48970547921405444,0.03193310287299437,0.09861726594652347,0.1024790421173783,-0.0794133877458231,3.7814596330771364,3.7347366063526275,-93.1984313150026,497.4090027751438,499.916263728533,78.90007278285593,489.46463153659863,489.7054792140545
WMLE,0.75,40,18,0.55,1.2709507406920855,1.634146104643533,1.6341461046435333,0.21237508872735236,0.3453119970215695,0.3971386260555017,0.11388249575793025,0.39824190598406367,0.40342894718703615,-0.00895389887665268,0.07401090255788581,0.07248085354386072,0.06664936751082531,0.16736929958461969,0.1757793264533783,0.15928131654551428,0.25898399776617703,0.29785396954162624,113.88249575793023,398.24190598406375,403.42894718703616,-8.95389887665268,74.01090255788581,72.48085354386073
WMLE,1.0,40,28,0.30000000000000004,0.9914071900270411,1.634146104643533,1.6341461046435333,0.08794869977869224,0.37328080952090653,0.37695776860019653,0.01472364484545381,0.33273941526882306,0.3270751878868338,-0.006963834294865947,0.1045022492169108,0.10285518636378975,0.040664744542200607,0.2666405244856714,0.2649747273399689,0.08794869977869224,0.37328080952090653,0.37695776860019653,14.723644845453796,332.739415268823,327.0751878868338,-6.963834294865949,104.5022492169108,102.85518636378976
WMLE,1.25,40,34,0.15000000000000002,0.7711743892023578,1.634146104643533,1.634146104643533,0.08903164713346748,0.34897739976827813,0.3551477739502614,-0.024269127047097383,0.28354186479586235,0.280393280420689,0.03013636550570582,0.15309003619977163,0.1538032806714992,0.13468768969144557,0.2117860366068357,0.2483442844238681,0.11128955891683437,0.4362217497103476,0.4439347174378268,-24.269127047097385,283.5418647958624,280.39328042068905,30.13636550570581,153.09003619977165,153.8032806714992
WMLE,1.5,40,36,0.09999999999999998,0.7470164044169324,1.634146104643533,1.676575058755193,-0.017672234778034614,0.4246599280184016,0.4190931012321788,-0.08481987305376108,0.31258895521580393,0.31967490923665093,0.09323345372115253,0.19455138886624598,0.21328695263934136,0.22632914901595308,0.39153691434947513,0.4475127635807059,-0.02650835216705194,0.6369898920276023,0.6286396518482681,-84.81987305376109,312.58895521580394,319.674909236651,93.23345372115256,194.551388866246,213.28695263934134
WMLE,1.75,40,33,0.17500000000000004,0.9168698698289751,1.634146104643533,1.7066805055446133,0.0079130848881881,0.5585904844899738,0.5501187997789748,-0.14664746208703947,0.300610277467325,0.33035380592375485,0.08752591719933916,0.18472538935636346,0.20186681531387232,0.109271590130153,0.210557426506384,0.23437415108142676,0.013847898554329175,0.9775333478574543,0.9627078996132059,-146.64746208703946,300.610277467325,330.35380592375486,87.52591719933915,184.72538935636348,201.8668153138723
WMLE,2.0,40,36,0.09999999999999998,0.7320973574307437,1.634146104643533,1.6461889584072593,-0.10780458255215003,0.38414243672939213,0.3938123925193944,-0.1923806320034205,0.2163065381842211,0.2872266438945203,0.1371381134330258,0.20885649144467971,0.24741907926662804,0.14236035474615336,0.2735081486719179,0.30495116641722425,-0.21560916510430006,0.7682848734587843,0.7876247850387889,-192.38063200342052,216.3065381842211,287.2266438945203,137.13811343302575,208.85649144467968,247.41907926662802
WMLE,2.25,40,34,0.15000000000000002,0.8143127705011801,1.634146104643533,1.634146104643533,-0.10373112769625648,0.3813445633925364,0.38975204417700055,-0.12609029521282583,0.27180705000722605,0.2959812850255595,0.11899522892519805,0.23847886432095203,0.2633615810816675,0.12366376538274831,0.29690972994442094,0.3175772490004142,-0.233395037316577,0.8580252676332071,0.8769420993982512,-126.09029521282585,271.8070500072261,295.98128502555954,118.99522892519806,238.47886432095206,263.3615810816675
WMLE,2.5,40,38,0.050000000000000044,0.68776009044725,1.0715409470518091,1.634146104643533,-0.1626978006239933,0.3871018513464037,0.41518074780258457,-0.22046525684591634,0.2493425631485818,0.3303642619021117,0.16125674527647738,0.22624764594859514,0.2753991333210561,0.10690194661486334,0.25185392846780436,0.2705350372655535,-0.40674450155998326,0.9677546283660092,1.0379518695064616,-220.46525684591626,249.34256314858183,330.3642619021117,161.2567452764774,226.24764594859514,275.3991333210561
WMLE,2.75,40,38,0.050000000000000044,0.715770813349505,1.24063978730685,1.634146104643533,-0.1866889793568116,0.3652399117256181,0.4058847579458986,-0.19310742237229833,0.3072236758047511,0.3594342933853706,0.17374187458227655,0.2768365310376847,0.3237404858710151,0.098344078199008,0.18328753404763062,0.20586844536701157,-0.5133946932312319,1.00440975724545,1.1161830843512213,-193.1074223722983,307.22367580475105,359.43429338537067,173.74187458227655,276.8365310376847,323.74048587101515
WMLE,3.0,40,37,0.07499999999999996,0.7405364561558755,1.634146104643533,1.634146104643533,-0.20853245061921497,0.32794510694552165,0.38487280186143336,-0.20460967209673578,0.30017324318185545,0.35990811500347164,0.18489306624581409,0.257452990430107,0.3141274927144037,0.07915826207601376,0.16637296133780916,0.18220286943674174,-0.6255973518576449,0.983835320836565,1.1546184055842998,-204.60967209673578,300.17324318185547,359.90811500347155,184.89306624581414,257.45299043010704,314.1274927144036
WMLE,3.25,40,36,0.09999999999999998,0.7754167318198708,1.634146104643533,1.634146104643533,-0.14335698108456907,0.3871168125506952,0.40773507175152235,-0.17261186664980477,0.3018538601770269,0.3440633899093105,0.1503867747782784,0.25681219489905216,0.29451090216219594,0.06729809115889228,0.19308539971210248,0.20192918148175423,-0.4659101885248495,1.2581296407897593,1.3251389831924476,-172.6118666498048,301.85386017702695,344.0633899093105,150.38677477827838,256.81219489905214,294.510902162196
WMLE,3.5,40,40,0.0,0.6838347920236669,0.9992265118389662,1.0765653459407605,-0.24877925731203923,0.3638082864761304,0.4369653034792471,-0.290949139897863,0.25095647515026537,0.3821728347445117,0.2695220516146109,0.24388550153843247,0.3614350159028389,0.09297558670878975,0.1361380680570355,0.16344630298293122,-0.8707274005921374,1.2733290026664563,1.5293785621773648,-290.9491398978629,250.95647515026533,382.17283474451165,269.52205161461086,243.88550153843252,361.4350159028389
WMLE,3.75,40,39,0.025000000000000022,0.7323611019220724,1.2579452850719486,1.4708389534775024,-0.3205037846444942,0.31953079271241314,0.4496717209299613,-0.2853542322516559,0.2590763748444199,0.38317954755083855,0.25990275016591974,0.25838730835198387,0.364144948058659,0.051977355023015884,0.1745305961816202,0.17994867317396898,-1.2018891924168535,1.1982404726715494,1.686268953487355,-285.3542322516559,259.07637484441995,383.1795475508386,259.9027501659198,258.38730835198385,364.144948058659
WMLE,4.0,40,38,0.050000000000000044,0.8137997097758207,1.2993904381315091,1.634146104643533,-0.37651414829823715,0.2524470738076643,0.45145911905475183,-0.35545881209619773,0.23255399771905955,0.42309471187776265,0.3475741703013562,0.2331862301129023,0.4168365137535967,0.09519597040770597,0.15343408579210727,0.17884284905268336,-1.5060565931929486,1.0097882952306572,1.8058364762190073,-355.4588120961978,232.55399771905954,423.0947118777626,347.5741703013562,233.18623011290228,416.83651375359665
WMLE,4.25,40,40,0.0,0.7707677564761422,1.1399533724213873,1.2108464324116566,-0.34295860913208903,0.33619520364872735,0.4773071779895166,-0.32938448429612077,0.3110153042073716,0.450340310165485,0.2929446437137445,0.2821853055877884,0.4042949385077736,0.054270967404683366,0.12087618289671091,0.13111488552001765,-1.4575740888113784,1.4288296155070912,2.0285555064554455,-329.3844842961207,311.0153042073716,450.340310165485,292.94464371374454,282.18530558778843,404.29493850777357
WMLE,4.5,40,39,0.025000000000000022,0.8477493997975525,1.357237186345228,1.518676744014969,-0.3835516998060317,0.3040497259086701,0.4870192254377902,-0.3681212713313782,0.31017602874291966,0.47880636738569343,0.34063812418872513,0.297361294342325,0.44965630836809034,0.06343897399753935,0.12033267515088131,0.13465947902816394,-1.7259826491271428,1.3682237665890156,2.1915865144700555,-368.12127133137824,310.17602874291964,478.8063673856934,340.6381241887251,297.3612943423249,449.6563083680904
WMLE,4.75,40,37,0.07499999999999996,0.8922101705732056,1.634146104643533,1.634146104643533,-0.43329519460885296,0.24903801174706947,0.4980847745180882,-0.41330482793522605,0.22027443281662915,0.4669371830110159,0.3727149061335077,0.20027463960347627,0.4218320522743277,0.043876253266664084,0.11504961084231455,0.12167085791188315,-2.0581521743920517,1.1829305557985799,2.365902678960919,-413.30482793522617,220.27443281662917,466.93718301101586,372.7149061335077,200.27463960347623,421.8320522743277
WMLE,5.0,40,37,0.07499999999999996,0.8644625735559234,1.634146104643533,1.634146104643533,-0.37463420333466557,0.28312543608587704,0.4672732734076533,-0.33707881658530325,0.29246043554100754,0.4436705189328816,0.3275191301315969,0.2661258137451813,0.4197351493429179,0.053052396913128144,0.09819534936182815,0.11043676938373877,-1.8731710166733277,1.415627180429385,2.3363663670382664,-337.07881658530323,292.4604355410075,443.67051893288163,327.5191301315969,266.12581374518123,419.7351493429179
WMLE,5.25,40,39,0.025000000000000022,0.8543866248606189,1.4144946476947395,1.5276871683220659,-0.3883854972347526,0.28780563066582227,0.48119795925514464,-0.38540922826813967,0.29184483809976713,0.4811753829760474,0.37956354357408223,0.2738510955232163,0.4659828024927847,0.07134161285952871,0.11588552304675263,0.1348137055023495,-2.0390238604824513,1.5109795609955667,2.526289286089509,-385.4092282681397,291.84483809976706,481.1753829760474,379.56354357408225,273.8510955232163,465.98280249278463
WMLE,5.5,40,40,0.0,0.7666098500145988,1.3161008313451874,1.361716013483778,-0.36693584064909557,0.24424723069941065,0.4390981702473619,-0.39484782369199356,0.22976349517622488,0.4553858649508226,0.37553037865831473,0.21834836370082814,0.43302098451208537,0.0617550599794074,0.10434109002422276,0.12011899901271693,-2.0181471235700252,1.3433597688467587,2.4150399363604906,-394.84782369199354,229.76349517622486,455.3858649508226,375.53037865831476,218.34836370082812,433.02098451208536
WMLE,5.75,40,39,0.025000000000000022,0.8779748720498395,1.2794428704225707,1.5052664604242447,-0.44762866967513953,0.2118498493753668,0.4940657913353232,-0.45659674532636585,0.20438347606094381,0.49918143063032155,0.43057389786063993,0.21118456633294866,0.47838189817106336,0.05277151597186563,0.09465644254412706,0.10730766734798323,-2.573864850632052,1.218136633908359,2.8408783001781077,-456.5967453263658,204.38347606094382,499.1814306303216,430.5738978606399,211.18456633294866,478.3818981710634
