method,beta_group,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
LSE,far_ood,160,160,0.0,0.8915469409129022,1.728442508727661,2.2561873063860833,0.07915024724445725,0.6116811371166011,0.61488219506562,0.024997929759293207,0.5142630794921285,0.5132625991660343,-0.018510039613731093,0.3923734798586238,0.39158311804745294,0.03914783530550163,0.14922713811507685,0.15382493992176724,0.36359486008571096,2.916836663715832,2.930351983006508,24.997929759293218,514.2630794921284,513.2625991660344,-18.510039613731095,392.37347985862374,391.58311804745296
LSE,in_domain_unseen,280,280,0.0,0.9358787965810094,1.7310642857703185,2.2730351108209157,-0.0015577840861827705,0.6770724065989503,0.6758640625354261,-0.03262679803726104,0.4818582567030438,0.4821023199091665,0.018854195883204257,0.4323962312528736,0.432035003212966,0.04225323462679158,0.20271171226821375,0.20671385257773145,-0.07506530507623747,2.2485796135607856,2.24581556273848,-32.626798037261054,481.8582567030438,482.10231990916657,18.85419588320426,432.3962312528735,432.03500321296605
LSE,near_ood,80,80,0.0,0.8098557557737407,1.4787900460918646,1.641683631682347,0.02958868472825062,0.5453599257349867,0.54274784269875,0.0004990188487200258,0.4646475481998559,0.4617346383663966,0.026119239251852232,0.38636250241210485,0.38482755636565635,0.07715496048361828,0.1753812285467485,0.19059638260526732,0.016253826048020458,2.3683473055803184,2.3535547124961074,0.4990188487200271,464.6475481998559,461.7346383663966,26.119239251852218,386.3625024121048,384.82755636565633
LSE,seen_grid,320,320,0.0,0.8934657112475741,1.7076722226364367,2.265729678911285,-0.0039970115013476274,0.6434562800962934,0.642462526568722,-0.05175594765107525,0.45778846401415746,0.4599935312410665,0.048051560951893134,0.41491911402582804,0.4170477554746478,0.08181631029170729,0.2267345455839116,0.2407110530472962,-0.06537741635907159,2.257005020371313,2.254423849813386,-51.75594765107527,457.7884640141575,459.99353124106653,48.05156095189314,414.91911402582804,417.04775547464783
WMLE,far_ood,160,125,0.21875,0.9945771136258631,1.634146104643533,1.634146104643533,-0.20679709241918828,0.388382312229286,0.43863325378039497,-0.24911231228874048,0.3612368183385333,0.4376128960003381,0.2516595169828924,0.2679013882731898,0.3667826292179818,0.05493274387564423,0.159917325091659,0.16848314101791526,-1.4062158946066274,1.572046489191693,2.104519580595724,-249.11231228874044,361.23681833853334,437.6128960003381,251.65951698289243,267.90138827318987,366.78262921798176
WMLE,in_domain_unseen,280,257,0.08214285714285718,0.8056788901414382,1.634146104643533,1.6583242382772265,-0.22478861183623436,0.39818301195066313,0.45657716332709214,-0.2423152474665816,0.29690069354332266,0.3827841490806786,0.21243094439354046,0.26148673452637383,0.33650581966770743,0.07701055900211068,0.19054125553068121,0.20517145973803663,-0.8758306936006631,1.3298792904743757,1.5902127848242809,-242.31524746658158,296.90069354332263,382.7841490806787,212.43094439354044,261.4867345263738,336.50581966770744
WMLE,near_ood,80,73,0.08750000000000002,0.8138447159324528,1.634146104643533,1.6341461046435328,-0.16602682725503362,0.3962793510228785,0.4271428744526391,-0.2172069893432707,0.3386799450326674,0.4003894257782254,0.2168166387203179,0.28482582360849606,0.35640411470578975,0.1008452650826133,0.1692863980361664,0.19604866306237642,-1.037508021310181,1.5680186833431218,1.8712094757544968,-217.2069893432707,338.6799450326674,400.3894257782254,216.8166387203179,284.82582360849614,356.40411470578977
WMLE,seen_grid,320,301,0.059374999999999956,0.7674049461075207,1.634146104643533,1.6471155827091015,-0.23752183476459063,0.36362673824440744,0.43382224818402215,-0.25880897694661986,0.284582353739542,0.38431776230334214,0.23473080193826257,0.25834050658901525,0.3487357735525944,0.106436813352649,0.2206012481573466,0.24460586354602734,-0.9169419308892697,1.265591416359438,1.5611479121006395,-258.8089769466199,284.582353739542,384.31776230334214,234.73080193826254,258.34050658901526,348.73577355259437
