method,n,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
LSE,7,210,210,0.0,1.1110923217372235,2.074873194492616,2.772411536785629,-0.005638288923625583,0.8215687308887952,0.8196296739103764,-0.07154596938708602,0.5701352847992879,0.5732583984218736,0.06270737529030082,0.4809129433413854,0.48384724212066343,0.08888778079859898,0.2474179623855901,0.26234554046160957,-0.14247327877405333,2.8701050588095978,2.8668057971853824,-71.54596938708602,570.1352847992878,573.2583984218736,62.70737529030083,480.9129433413854,483.84724212066345
LSE,10,210,210,0.0,0.930266510641131,1.7248403647350676,2.073849808078823,-0.0036562718536390223,0.66595903106627,0.6643815829823422,-0.06211811150304356,0.4871476388706993,0.48994022163585027,0.049202693119318006,0.4270821168520537,0.42889564259586077,0.07565344251241668,0.2310844669425027,0.24262973512088756,-0.061437611453146176,2.550084919842918,2.544747793087492,-62.11811150304355,487.1476388706993,489.94022163585026,49.20269311931799,427.0821168520538,428.8956425958608
LSE,15,210,210,0.0,0.8151534930966032,1.6029209134352824,1.9736274482841472,0.08351391054530324,0.5481882531256435,0.5532214135417292,0.054503058486648895,0.44283656199611865,0.44513028924444525,-0.046389096419573776,0.39860375973094364,0.4003502347990338,0.037811716511349146,0.16026311083792488,0.16429146228159378,0.32658987870146483,2.1549941983973593,2.1745221678119164,54.50305848664887,442.8365619961187,445.1302892444453,-46.389096419573775,398.60375973094364,400.3502347990338
LSE,20,210,210,0.0,0.6894308402360124,1.313184313949591,1.7701548583987865,-0.010810249230844381,0.4690226541960155,0.4680294618002041,-0.023971436784103396,0.38416155342550107,0.3839947480565033,0.028686681123546352,0.3294011310294217,0.32986563904197097,0.037876467208195666,0.14530458684819086,0.14982492989475354,-0.03917220256328452,1.9275603426401444,1.9233643783246774,-23.97143678410339,384.16155342550104,383.9947480565033,28.686681123546354,329.4011310294217,329.8656390419709
WMLE,7,210,175,0.16666666666666663,1.0036414282289656,1.634146104643533,1.6358187232218286,-0.3061636793670362,0.4269606494412129,0.5243948004668831,-0.34739180417387744,0.3209738297853253,0.47235215179285794,0.315971742108171,0.27778585341704415,0.4201930263873992,0.12613262203397071,0.23932869364163367,0.2699265785477916,-1.3851824326343452,1.578535790341409,2.096727664100061,-347.3918041738774,320.9738297853253,472.3521517928579,315.971742108171,277.7858534170441,420.19302638739924
WMLE,10,210,189,0.09999999999999998,0.8981901251656041,1.634146104643533,1.6685991471551396,-0.2532182409704142,0.4466399005734802,0.5123974926847334,-0.2978853413475382,0.3140696223465478,0.43226554448577037,0.2685159415936814,0.2803200292742205,0.38763947955625166,0.11324842055374294,0.22972234753562368,0.2555745349116682,-1.1648137152961486,1.4890872782248716,1.8874426453065511,-297.88534134753814,314.06962234654776,432.26554448577036,268.5159415936813,280.32002927422053,387.6394795562517
WMLE,15,210,193,0.080952380952381,0.7260220977367575,1.634146104643533,1.634146104643533,-0.15937439127115152,0.3390323594212284,0.3738282734750768,-0.1875289693664686,0.27765150634341806,0.33445185216206036,0.16928038893502398,0.24157539767601977,0.2944692620588949,0.06349733684356716,0.1568023870353419,0.16879427313447057,-0.7112885117295568,1.1923426528329664,1.385729456234561,-187.52896936646857,277.6515063434181,334.45185216206033,169.280388935024,241.57539767601975,294.4692620588949
WMLE,20,210,199,0.05238095238095242,0.6539982767912168,1.4337843149126852,1.6341461046435333,-0.17607131407084506,0.2904763192201879,0.3390480750481289,-0.17027479188519432,0.28458902747315723,0.3310248174824225,0.16994017812767004,0.22491738922477997,0.2814485493066579,0.051886158124448904,0.14304920647620342,0.15183023201389922,-0.7676767897925896,1.1507254274629242,1.3808846973483377,-170.2747918851943,284.5890274731572,331.02481748242246,169.94017812767004,224.91738922477998,281.4485493066579
