epoch,train_loss,val_loss,lr
1,0.56119897,0.50405762,0.001
2,0.50971835,0.49127683,0.001
3,0.49925698,0.48812319,0.001
4,0.49576601,0.48539133,0.001
5,0.49505093,0.4935132,0.001
6,0.49295973,0.48469367,0.001
7,0.49195647,0.49835873,0.001
8,0.48869144,0.50170364,0.001
9,0.48778968,0.47711467,0.001
10,0.48920406,0.48371223,0.001
11,0.48653985,0.48672777,0.001
12,0.48494332,0.48977782,0.001
13,0.48379289,0.48334184,0.001
14,0.48212451,0.47208897,0.001
15,0.48267071,0.4786795,0.001
16,0.48265218,0.4790277,0.001
17,0.48150042,0.47194598,0.001
18,0.47892975,0.4742807,0.001
19,0.48009715,0.49391361,0.001
20,0.47905441,0.46803655,0.001
21,0.47739667,0.46976658,0.001
22,0.47538522,0.46984018,0.001
23,0.48314191,0.48706736,0.001
24,0.48338253,0.4749121,0.001
25,0.48168813,0.47493181,0.001
26,0.48085655,0.47159336,0.001
27,0.4783644,0.47131374,0.001
28,0.4762768,0.46984,0.001
29,0.47357253,0.4742714,0.001
30,0.48116169,0.47762852,0.001
31,0.48059362,0.47692029,0.001
32,0.47483622,0.47234953,0.0005
33,0.47379221,0.46867091,0.0005
34,0.47196684,0.46908748,0.0005
35,0.47080888,0.47288046,0.0005
36,0.46807814,0.46651591,0.0005
37,0.46546188,0.46257699,0.0005
38,0.46446672,0.46574891,0.0005
39,0.46403797,0.46338567,0.0005
40,0.46177078,0.4583739,0.0005
41,0.46144305,0.45861212,0.0005
42,0.4596179,0.46204979,0.0005
43,0.46513007,0.46318019,0.0005
44,0.46221416,0.46001616,0.0005
45,0.46112938,0.46010512,0.0005
46,0.45900149,0.46131514,0.0005
47,0.46018501,0.46097568,0.0005
48,0.45822401,0.45690564,0.0005
49,0.45844722,0.46463665,0.0005
50,0.45924939,0.4589407,0.0005
51,0.45734126,0.45640995,0.0005
52,0.45768867,0.46123688,0.0005
53,0.45663381,0.45568463,0.0005
54,0.45700544,0.46312797,0.0005
55,0.4581613,0.45634773,0.0005
56,0.45712985,0.45660214,0.0005
57,0.45621881,0.46240548,0.0005
58,0.45668986,0.45848729,0.0005
59,0.45607042,0.45779524,0.0005
60,0.45695464,0.46276314,0.0005
61,0.45566996,0.4572498,0.0005
62,0.45615186,0.46161588,0.0005
63,0.45498415,0.45709063,0.0005
64,0.4551462,0.45663967,0.0005
65,0.45099521,0.45723237,0.00025
66,0.45104463,0.46240461,0.00025
67,0.4511081,0.45595657,0.00025
68,0.45114264,0.45551275,0.00025
69,0.45038261,0.45954971,0.00025
70,0.45077458,0.45489049,0.00025
71,0.4508678,0.45523357,0.00025
72,0.4499989,0.45579724,0.00025
73,0.44997823,0.45515132,0.00025
74,0.44980383,0.45537275,0.00025
75,0.45007965,0.46074132,0.00025
76,0.45083785,0.45679256,0.00025
77,0.44987443,0.45781547,0.00025
78,0.44963074,0.45598787,0.00025
79,0.4499405,0.45710993,0.00025
80,0.44867112,0.45629653,0.00025
81,0.44956846,0.45631642,0.00025
82,0.44752015,0.4566262,0.000125
83,0.44675945,0.45530959,0.000125
84,0.4467404,0.45648037,0.000125
85,0.44689079,0.45613399,0.000125
86,0.4466518,0.45546859,0.000125
87,0.44678132,0.45740363,0.000125
88,0.44642648,0.45569594,0.000125
89,0.44653321,0.4594176,0.000125
90,0.44652873,0.45650594,0.000125
91,0.44642328,0.45648361,0.000125
92,0.44620747,0.45788532,0.000125
93,0.44506739,0.45513508,6.25e-05
94,0.44504742,0.45617609,6.25e-05
95,0.4450014,0.45532516,6.25e-05
96,0.44484465,0.45572974,6.25e-05
97,0.44485219,0.45755768,6.25e-05
98,0.44488065,0.4557902,6.25e-05
99,0.44475513,0.45596626,6.25e-05
100,0.44474356,0.45590047,6.25e-05
