epoch,train_loss,val_loss,lr
1,0.65538396,0.61320081,0.001
2,0.61170815,0.61278543,0.001
3,0.60342515,0.60134654,0.001
4,0.60088284,0.59639597,0.001
5,0.59818634,0.60648589,0.001
6,0.59740703,0.60815799,0.001
7,0.59484189,0.59284229,0.001
8,0.59566608,0.58772894,0.001
9,0.59332598,0.59742992,0.001
10,0.59266345,0.58674718,0.001
11,0.5936175,0.58940587,0.001
12,0.59363507,0.58545965,0.001
13,0.59320089,0.61283517,0.001
14,0.59212437,0.59262392,0.001
15,0.59233071,0.59032685,0.001
16,0.58965013,0.58749345,0.001
17,0.58929239,0.58698078,0.001
18,0.59026421,0.58353092,0.001
19,0.58944847,0.58998354,0.001
20,0.58915694,0.59067244,0.001
21,0.58916025,0.58493777,0.001
22,0.58764033,0.59379638,0.001
23,0.58801755,0.58123346,0.001
24,0.58690856,0.5824709,0.001
25,0.58616598,0.58227493,0.001
26,0.58553233,0.58123976,0.001
27,0.58470009,0.57819596,0.001
28,0.58404137,0.58745768,0.001
29,0.58399827,0.57770657,0.001
30,0.58451099,0.57923769,0.001
31,0.58385097,0.58189303,0.001
32,0.58288305,0.58397998,0.001
33,0.58187164,0.57660068,0.001
34,0.57997058,0.57762764,0.001
35,0.58241196,0.58100095,0.001
36,0.58159482,0.59199621,0.001
37,0.57982903,0.58977548,0.001
38,0.57918469,0.5896665,0.001
39,0.57768574,0.57843639,0.001
40,0.57837603,0.57696364,0.001
41,0.57773328,0.57544449,0.001
42,0.57837145,0.57577367,0.001
43,0.57552852,0.58863426,0.001
44,0.57763779,0.57349869,0.001
45,0.57685386,0.57331716,0.001
46,0.57969916,0.59043889,0.001
47,0.57798145,0.58788019,0.001
48,0.58251643,0.57706873,0.001
49,0.57732136,0.57546553,0.001
50,0.57684174,0.57325542,0.001
51,0.5775487,0.5801638,0.001
52,0.57565932,0.57528598,0.001
53,0.57620076,0.57759274,0.001
54,0.57482601,0.57454767,0.001
55,0.57541047,0.57695023,0.001
56,0.5751935,0.57435586,0.001
57,0.5740538,0.5735454,0.001
58,0.57453259,0.57982151,0.001
59,0.57459037,0.57460137,0.001
60,0.57595572,0.57622684,0.001
61,0.57684307,0.5752726,0.001
62,0.57071126,0.57509419,0.0005
63,0.56970329,0.57482219,0.0005
64,0.57004588,0.57894545,0.0005
65,0.56970117,0.57300244,0.0005
66,0.56938772,0.57404636,0.0005
67,0.56930757,0.57592973,0.0005
68,0.56938064,0.57125228,0.0005
69,0.56989268,0.58070685,0.0005
70,0.5693091,0.57134916,0.0005
71,0.56903572,0.57626946,0.0005
72,0.56886551,0.57041142,0.0005
73,0.56902567,0.57266362,0.0005
74,0.5689321,0.57739973,0.0005
75,0.56885277,0.57217407,0.0005
76,0.56925606,0.57057742,0.0005
77,0.56787094,0.57138647,0.0005
78,0.56870163,0.57232361,0.0005
79,0.56821908,0.57233842,0.0005
80,0.56848757,0.58795279,0.0005
81,0.56884737,0.5724905,0.0005
82,0.56825458,0.570683,0.0005
83,0.56804093,0.57290931,0.0005
84,0.56570558,0.5721273,0.00025
85,0.56538293,0.57150418,0.00025
86,0.56546093,0.5702823,0.00025
87,0.56577456,0.57076362,0.00025
88,0.56508005,0.57336983,0.00025
89,0.56506153,0.57356482,0.00025
90,0.56514285,0.57079754,0.00025
91,0.564849,0.57103905,0.00025
92,0.56529849,0.57111964,0.00025
93,0.56475591,0.57053232,0.00025
94,0.56476216,0.5722753,0.00025
95,0.56459907,0.57017786,0.00025
96,0.56464851,0.57213018,0.00025
97,0.56424372,0.57004515,0.00025
98,0.56457453,0.5711529,0.00025
99,0.56501547,0.57303146,0.00025
100,0.56506318,0.57135879,0.00025
101,0.56411559,0.57128486,0.00025
102,0.5642277,0.57069018,0.00025
103,0.56443118,0.57181648,0.00025
104,0.5642359,0.57270076,0.00025
105,0.56424106,0.57499255,0.00025
106,0.56429228,0.57137088,0.00025
107,0.56416368,0.57212886,0.00025
108,0.56443788,0.57243988,0.00025
109,0.56263672,0.57125055,0.000125
110,0.5628047,0.5708617,0.000125
111,0.56265985,0.57059887,0.000125
112,0.56257068,0.57646373,0.000125
113,0.56279076,0.57120615,0.000125
114,0.56256282,0.57566381,0.000125
115,0.56231503,0.57246237,0.000125
116,0.56240349,0.57103134,0.000125
117,0.56223709,0.57101202,0.000125
118,0.56225861,0.57572184,0.000125
119,0.56239627,0.57113087,0.000125
120,0.56171101,0.57067602,6.25e-05
121,0.56166338,0.57161781,6.25e-05
122,0.5614868,0.57070934,6.25e-05
123,0.56135288,0.57071961,6.25e-05
124,0.56150953,0.57136189,6.25e-05
125,0.5614735,0.57066059,6.25e-05
126,0.56144155,0.57026617,6.25e-05
127,0.56135117,0.57016971,6.25e-05
