n,p_rrmse,p_rrmse_ci_low,p_rrmse_ci_high,q_rrmse,q_rrmse_ci_low,q_rrmse_ci_high,qcp_rrmse,qcp_rrmse_ci_low,qcp_rrmse_ci_high,q_p_equivalent_n,q_p_equivalent_n_ci_low,q_p_equivalent_n_ci_high,q_equivalent_added_n,q_equivalent_added_n_ci_low,q_equivalent_added_n_ci_high,qcp_p_equivalent_n,qcp_p_equivalent_n_ci_low,qcp_p_equivalent_n_ci_high,qcp_equivalent_added_n,qcp_equivalent_added_n_ci_low,qcp_equivalent_added_n_ci_high
7,0.20738864547043964,0.20268541239202023,0.212081403657794,0.20295647919294446,0.19960558898746966,0.20601095259189606,0.19919512350959662,0.19515366852283478,0.20303039774298667,7.299798737648267,7.181141710281372,7.41857795715332,0.2997987376482669,0.18114171028137172,0.41857795715332013,7.569757488071071,7.470153105258942,7.6576486945152284,0.5697574880710707,0.47015310525894183,0.6576486945152284
10,0.17374498683371226,0.17071656696498394,0.17693981975317002,0.1691258809892598,0.1677065785974264,0.17080902233719825,0.16689599218355897,0.16570030078291892,0.16807145103812218,10.536996412948987,10.069291067123412,10.978503465652466,0.5369964129489873,0.06929106712341238,0.9785034656524658,10.812010889928828,10.464341974258422,11.179936575889588,0.8120108899288283,0.4643419742584225,1.1799365758895881
15,0.14283031560860998,0.13613513074815273,0.14992425851523877,0.14040277106400664,0.13589918464422227,0.1456475917249918,0.13842172606053815,0.133290633559227,0.1444328736513853,15.507552547013844,15.031704688072205,15.987865781784057,0.5075525470138444,0.031704688072204945,0.9878657817840573,15.941290794775902,15.570776534080505,16.34189615249634,0.9412907947759024,0.5707765340805047,1.3418961524963393
20,0.12002885868885176,0.11654953621327876,0.1239903312176466,0.11863364781957325,0.11495284605771303,0.12251149881631136,0.11694779421742697,0.11350816171616315,0.12098005693405867,20.45913287282769,20.252158212661744,20.626146697998045,0.45913287282769133,0.2521582126617439,0.6261466979980455,21.035541510935115,20.870958280563354,21.228426027297974,1.035541510935115,0.8709582805633538,1.2284260272979743
