n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,optimal_delta,best_relative_mse
7,2.0,100.0,1000,1029.2770179639886,1044.0522824825032,1072.9920576443387,1093.0077321206752,1094.5360089391636,1122.9008711209772,1143.4263440984682,0.191,0.00010728401935486307
7,2.0,100.0,1000,1042.8925009804545,1048.9301849570766,1057.3548826849797,1114.7445153727224,1119.6302702665457,1165.633511610157,1175.6113226981997,0.031,0.015353135706757264
7,2.0,100.0,1000,1022.6970176891596,1046.2995970294742,1087.9877153858054,1098.403475328055,1108.5118130452538,1119.1495456990506,1152.9975991907552,0.371,0.011690526112055153
7,2.0,100.0,1000,1019.7379808023626,1031.2309703557696,1056.5725308443166,1077.287182153625,1105.2926413623577,1125.8247122665036,1142.4594129904317,0.061,0.009254077600689057
7,2.0,100.0,1000,1017.8636818517052,1027.6316411581502,1051.4686264466716,1057.0249440449054,1067.0340472379717,1088.6290133659386,1106.4484982733397,0.091,0.04837982927534904
7,2.0,100.0,1000,1035.908457692777,1052.056371513055,1061.689671499286,1103.1754504023068,1111.3133453564944,1133.6434188745461,1162.69852449197,0.061,0.004103023399193722
7,2.0,100.0,1000,1025.230178089369,1032.268376101807,1095.4630463167564,1096.1611790912234,1127.7159927264988,1147.9535482825288,1149.6207084258183,0.351,0.033878083711596126
7,2.0,100.0,1000,1029.3080139270592,1069.4023236945561,1071.9038199466088,1094.56930425762,1098.6990804992101,1105.2179001255554,1130.5314019902798,0.311,0.04434086070356672
7,2.0,100.0,1000,1042.0115290011663,1060.8417914592103,1076.7148599053617,1081.8227166289053,1085.7198985433658,1104.67531838613,1120.6412903123835,0.191,0.09728892673550238
7,2.0,100.0,1000,1024.2960943568976,1049.5440992576334,1075.3092631315671,1094.7659072566,1111.9366189788307,1152.9428875372846,1192.8052478272102,0.351,0.07589024802157472
7,2.0,100.0,1000,1025.593984752934,1047.0580992273758,1075.3158351255395,1078.3898798049756,1081.1632478703816,1084.7015081720635,1143.1596779452502,0.181,0.018046102122479136
7,2.0,100.0,1000,1029.4442931957508,1058.7334346347113,1064.076528463122,1082.489271947494,1083.902595395858,1096.989444249778,1121.4960575874015,0.261,0.0565513053485217
7,2.0,100.0,1000,1036.0747391493032,1058.8999646827226,1090.7235605218953,1093.9884100500087,1100.3605766081848,1102.862912256468,1179.6727546499046,0.161,0.00015519938384836706
7,2.0,100.0,1000,1030.415238922849,1054.304794032798,1063.5095196772384,1075.4296982012706,1086.218939960254,1101.3332552159775,1110.96978012046,0.251,0.06215182440309828
7,2.0,100.0,1000,1016.3274139414063,1051.3780353268928,1062.2414589315806,1070.0222456732608,1100.6087393151847,1115.723177232038,1189.4673639003827,0.241,0.027360422406794746
7,2.0,100.0,1000,1037.5124373523006,1071.3874729672207,1117.152551969754,1140.3141138694525,1146.6065874577473,1154.3845772975524,1160.5865057954459,0.631,0.003311373301013285
7,2.0,100.0,1000,1037.99100703334,1042.4860583401535,1069.050328806633,1107.8173832737345,1127.4726787556442,1151.0906833429494,1159.6913634391835,0.101,0.01476268769750427
7,2.0,100.0,1000,1011.0094945159836,1053.1205170352314,1055.8548012073916,1057.158119697356,1079.9232751310876,1099.3927879765793,1167.091198965815,0.241,0.0003854413349982579
7,2.0,100.0,1000,1009.6327754185002,1025.1764088978914,1032.2333028247804,1105.200261021842,1126.454368701434,1153.8102844686778,1174.2886098020783,0.121,0.12070359894424822
7,2.0,100.0,1000,1008.2110268545745,1039.688602589966,1039.8008358288462,1079.3368699188757,1097.9450180669805,1151.2665185434457,1175.0819015098102,0.201,0.07568152353769428
7,2.0,100.0,1000,1049.2501430315103,1086.2488427884161,1086.463997090785,1095.9994345440637,1106.1355141446716,1139.9604110921218,1148.5595808434598,0.251,0.03491475609092866
7,2.0,100.0,1000,1028.5037023764037,1029.4921276126906,1061.6430336147573,1061.665036250428,1069.3329489298246,1072.9821953559551,1108.3482456875774,0.111,0.13916669691780695
7,2.0,100.0,1000,1036.085260117782,1073.3569686012024,1076.361006640352,1093.3785685997777,1102.0543184679998,1182.5922855446408,1220.930795754878,0.161,0.061739761586323175
7,2.0,100.0,1000,1013.4875319267292,1059.7020656830005,1065.9133139965295,1066.034440079311,1136.6482952190645,1179.3216830382328,1197.8770690441188,1.001,0.10810988728294565
7,2.0,100.0,1000,1016.5110869466107,1052.5295038979293,1072.2709651042742,1125.707678968306,1149.5666861725563,1187.9151013086926,1200.8687665644834,0.801,0.23519209928659002
7,2.0,100.0,1000,1015.7824393589063,1015.8811488161742,1068.9006016614835,1082.2856279339367,1090.2640094450683,1097.5432343464927,1106.155736063069,0.261,0.01040665399769076
7,2.0,100.0,1000,1007.7883199624567,1070.3435975679222,1093.5756897918757,1128.6667197920776,1142.113874253827,1142.566920432401,1165.1846794165754,0.481,0.059739080175728765
7,2.0,100.0,1000,1039.6953643763013,1045.6704382684475,1079.8159895973417,1083.3596811758553,1117.5934996041547,1120.7975628741563,1157.3442296485825,0.091,0.000681208444387413
7,2.0,100.0,1000,1010.631222514447,1038.4115325186604,1065.819600452698,1090.7022211049018,1124.955015730804,1147.664489074226,1167.1620718268182,0.431,0.11449608989942679
7,2.0,100.0,1000,1020.3350385934675,1072.6666700767196,1082.8965474192287,1083.1412899819722,1094.0744945310248,1118.9354727328816,1202.1085223814343,0.361,0.0035614908055534127
7,2.0,100.0,1000,1031.7633005605853,1043.1221661156603,1081.1005220329096,1090.866409443334,1106.4611880906948,1131.1283188446696,1167.9968801080875,0.171,0.009004890937372171
7,2.0,100.0,1000,1023.1243682184804,1058.9476010614,1059.7609425847877,1062.3555198622578,1099.700406877352,1149.6777251999047,1155.1104893103966,0.171,0.005341207487397104
7,2.0,100.0,1000,1041.9594711030445,1053.1965731626015,1074.551879097852,1075.3399156944556,1083.9952371140141,1108.9039299079143,1109.7254231454904,0.101,0.1120362755034745
7,2.0,100.0,1000,1011.0742552939364,1067.3297955288913,1068.7340615759242,1072.9693175739462,1085.797550268395,1113.094304017938,1116.6592459035749,0.271,0.16752555648761772
7,2.0,100.0,1000,1009.2286613556498,1052.0459726561005,1101.783996669682,1114.1573482775898,1122.1532174524325,1152.821395301892,1195.1489436673662,0.771,0.00014235464727767457
7,2.0,100.0,1000,1008.309793424654,1067.1563041745997,1092.2114200730318,1108.006723821288,1133.3855729528711,1168.2032282123655,1205.8036272725876,0.801,0.005851541470626425
7,2.0,100.0,1000,1020.6596975423139,1089.5024634596075,1095.8563094520105,1115.0228357531955,1120.218377902484,1153.5359075945728,1175.5975780654744,0.401,0.06583006573869488
7,2.0,100.0,1000,1059.5034011977589,1107.3532316980234,1116.3891130988275,1119.589068165043,1127.990457210162,1139.1466143874723,1229.3925067351347,0.271,0.0016674446907155526
7,2.0,100.0,1000,1042.2012073946482,1048.904966918535,1099.0968000116845,1126.3926480478315,1160.7497169156575,1180.1762299376421,1232.5916825553986,0.311,0.15468024039075692
7,2.0,100.0,1000,1027.940907852884,1051.4104051205716,1073.7283172029433,1086.2152796188807,1104.907137584948,1112.0992801670066,1166.050992512355,0.221,0.0036400194621491436
7,2.0,100.0,1000,1034.139146970326,1034.4247113161687,1092.886156680769,1094.042980492908,1127.214090732097,1165.4465315366738,1176.1096543120998,0.261,0.03932083651679791
7,2.0,100.0,1000,1030.75396247054,1065.1830292500686,1102.698425150154,1128.3416394766334,1136.7600753080505,1147.2740923442698,1164.4058972175671,0.781,0.013784328727049775
7,2.0,100.0,1000,1018.889042642304,1036.1199556703125,1077.8818926617923,1130.1914736972942,1139.6743442257566,1157.6592636497148,1173.621715661751,0.391,0.15724474216730544
7,2.0,100.0,1000,1012.7728796174043,1061.1958605697441,1061.2523322759466,1129.1329521482796,1137.2905652033912,1157.4462583825693,1181.5906985561692,0.871,0.010587652309310394
7,2.0,100.0,1000,1036.798423811837,1038.7257636413885,1071.765949369723,1085.2194351862618,1103.8723575676333,1112.4020442273616,1163.9947547935044,0.061,0.0012885008304647266
7,2.0,100.0,1000,1042.0502181898119,1103.68656770223,1105.0576551640283,1107.4227595231005,1120.0401863963002,1127.0193170636792,1127.4885749315795,0.161,1.2777907446612484
7,2.0,100.0,1000,1016.3109539904716,1034.4789413554927,1054.8590672342668,1069.9304635086914,1101.0905581440165,1141.243245073862,1147.2406139083146,0.031,0.023256625442857577
7,2.0,100.0,1000,1031.2208695119223,1060.5647914196672,1067.3125144273981,1087.2957522044885,1099.4186159649385,1107.1568881964986,1137.1974739865727,0.281,0.012271354372839025
7,2.0,100.0,1000,1033.1218338426331,1045.6492035948445,1084.0096240604844,1093.8136079897251,1114.181125908579,1128.3584623478562,1139.3257998403644,0.221,0.0006274110324815912
7,2.0,100.0,1000,1012.864039487492,1048.4646250332994,1052.722050091081,1087.7417481037917,1094.1903597356193,1110.1107089989175,1119.7147736258444,0.331,0.00018550451698543202
7,2.0,100.0,1000,1034.8433311687527,1080.184091146261,1083.6938656455236,1113.271519037474,1123.2941525195106,1124.8487216730368,1143.563438887551,0.351,0.014901374679819111
7,2.0,100.0,1000,1014.0913949038253,1041.5093630880833,1081.6646587497926,1096.7018661419902,1098.811634023702,1128.9989586297052,1167.6032225828037,0.441,0.04726888437147718
7,2.0,100.0,1000,1030.5623006580277,1048.3380462621574,1072.7225587314722,1079.5496220131681,1089.18001409089,1126.5812759177081,1126.7130921813537,0.151,0.006409888067671063
7,2.0,100.0,1000,1071.9743714485448,1073.8349455194264,1120.0822559539884,1121.1807636490587,1131.5187475291905,1140.94463619748,1144.2695827765663,0.221,0.0714738582593275
7,2.0,100.0,1000,1041.5811069549738,1041.8840995751614,1052.5803365374607,1097.9040669809447,1102.8027797640248,1118.7841599726075,1121.1197355505603,0.091,0.04114165539328034
7,2.0,100.0,1000,1042.7631606734772,1058.8565658572693,1085.9343538719581,1087.3951917978509,1111.8739659212158,1144.6411972993606,1167.2006229095884,0.081,0.001182109813681286
7,2.0,100.0,1000,1055.3519946155436,1106.6924534165075,1110.9818021332228,1118.2183302397248,1129.9809373970327,1132.4189723273498,1141.7630302493333,0.211,0.4815648003773424
7,2.0,100.0,1000,1015.2525799103599,1058.3929285874483,1070.17178931433,1097.6806358372326,1156.6662271054065,1168.9858694172974,1185.0238681658593,0.701,0.13677223830670335
7,2.0,100.0,1000,1022.8127422877419,1029.797788070305,1058.9041334418005,1060.2642149951475,1072.9280873671219,1074.0755772519526,1105.2575816455517,0.131,0.09258268317683191
7,2.0,100.0,1000,1016.737954136326,1044.071882550975,1048.257299874483,1076.3590391714126,1087.5348712069367,1088.123209748897,1120.647780975868,0.241,0.01297772076003381
7,2.0,100.0,1000,1016.1289890567292,1049.1401247451404,1067.8297406116842,1078.696580569213,1083.8744697364434,1111.365759867262,1130.5657850427683,0.351,0.0010697765069770917
7,2.0,100.0,1000,1021.5423146688016,1039.372809154748,1056.0235998404698,1062.1049447957676,1075.7721614305863,1084.5789395320814,1115.7126733340672,0.171,0.04769198082838719
7,2.0,100.0,1000,1076.5804832400145,1098.346912349401,1121.5905557228211,1123.238339589966,1146.5917366968818,1171.9422413261723,1183.242591264248,0.211,0.003425130712700464
7,2.0,100.0,1000,1032.8501433517772,1056.1207564403767,1095.5511555743856,1104.1668917550123,1126.7829870026937,1158.793779126324,1168.9030266197215,0.371,0.048227251320369105
7,2.0,100.0,1000,1019.594173058109,1039.2468328104894,1073.7187357803205,1076.8233591207863,1118.7872350743944,1179.506000240133,1196.8635672422927,0.101,0.1264971484413585
7,2.0,100.0,1000,1062.4697893277207,1075.913350443548,1107.4049460250944,1115.3273464460792,1130.0557987518603,1139.3951360148287,1210.353117501122,0.041,0.0032049452389525056
7,2.0,100.0,1000,1020.3328899233991,1028.03413582051,1039.805801133114,1083.1121346525354,1108.9944728769615,1116.737362565771,1160.2674961270989,0.011,0.011003427269530916
7,2.0,100.0,1000,1002.8266130316218,1044.3347944952138,1062.3126569369572,1064.8553615171174,1078.2382220012694,1148.4927188983838,1170.02841894785,0.391,0.05192545098925095
7,2.0,100.0,1000,1025.8997909874151,1045.2305635222972,1049.8616626381395,1067.3654593957835,1098.8094499337371,1123.4330809293228,1124.482013572698,0.021,0.004332086001347531
7,2.0,100.0,1000,1057.15087882731,1074.4602613778327,1105.5051468922868,1118.58508147808,1132.531278027165,1135.0768158574717,1150.0854048457243,0.241,0.007783128202355631
7,2.0,100.0,1000,1039.7700393696998,1042.263202269382,1044.4926441213854,1085.3756522463636,1087.5189522294022,1108.156224575165,1142.9758494638847,0.011,0.04923368506416807
7,2.0,100.0,1000,1032.6217212477866,1039.5018646056383,1061.30590258736,1068.441149745383,1080.0635984335504,1081.811929373052,1102.2682408907117,0.111,0.13344645941329153
7,2.0,100.0,1000,1015.2783617472995,1052.9283024191654,1068.8125726133924,1086.2354917335724,1110.5576056457915,1115.7859371959514,1132.1654749087083,0.401,0.002841720582268047
7,2.0,100.0,1000,1006.1460103148872,1035.8797899527794,1066.4953021208778,1075.2693598790759,1083.9833712054835,1097.720157176241,1102.3989803244042,0.331,0.005298886024143349
7,2.0,100.0,1000,1024.0014627052356,1038.5620072873746,1049.3486446656968,1067.0745856372864,1084.5496404021847,1097.8163756483204,1114.8859472974154,0.051,0.030847802292514704
7,2.0,100.0,1000,1009.3181929139038,1058.7523444972264,1085.1477149023665,1086.3402882572263,1102.7428852657065,1163.794693165251,1177.2354674638705,0.821,0.009025704508014147
7,2.0,100.0,1000,1017.4885747380954,1035.714785635604,1072.837777993331,1081.3656977910273,1113.7040732887456,1135.3661884262249,1161.1701004377944,0.271,0.045437838990697726
7,2.0,100.0,1000,1017.8728307408995,1020.3963685008654,1039.6621016184902,1053.223545341284,1059.9818247535513,1066.6248421580974,1087.714310539478,0.071,0.14941001957266753
7,2.0,100.0,1000,1046.667084337539,1065.9963791884354,1066.865098976389,1068.1991995916762,1083.0936674426487,1112.704673216716,1117.3932495845297,0.041,0.15746061286978463
7,2.0,100.0,1000,1024.165865644123,1048.938048866997,1074.3989179936082,1087.6213555332401,1124.0220817244683,1134.8567638030102,1150.218050316011,0.291,0.02482539743710422
7,2.0,100.0,1000,1052.7695630943324,1069.5162610709183,1080.0983941708748,1106.0249689842024,1109.9089826457878,1125.733016877669,1138.113264970325,0.141,0.035783520085742336
7,2.0,100.0,1000,1040.4078578931908,1045.0681659977417,1076.1049225815038,1093.8519360457685,1110.4748076567867,1127.9166797542073,1176.4967120685174,0.041,0.0012567734869493175
7,2.0,100.0,1000,1033.763905743345,1096.7110481547138,1097.816308803138,1101.2500443814693,1162.6998458594348,1164.559371466622,1185.7768108184114,0.501,0.005661186345308489
7,2.0,100.0,1000,1002.9184204364276,1023.6937561904195,1047.9950138899117,1058.9843598044051,1089.3372662325698,1109.0972950140879,1117.0429573861834,0.211,0.006614856492940342
7,2.0,100.0,1000,1065.8060904985296,1066.4167142401486,1078.651994194272,1115.40168770059,1117.6461689312414,1147.3253136772364,1169.4026342700995,0.031,0.024171099522946084
7,2.0,100.0,1000,1054.6146894674027,1056.7631588000545,1065.8111717239262,1107.897495408605,1137.3858472741922,1146.503289024148,1186.1596013273377,0.021,0.0007836971317846045
7,2.0,100.0,1000,1026.2321848857498,1051.3139417239934,1092.6958538683632,1102.042598483576,1102.7077928806198,1118.6644967177251,1164.9659895278312,0.351,0.008695066473888347
7,2.0,100.0,1000,1009.2209092607493,1059.885278332065,1071.6427101497275,1102.4868123775148,1105.7532442741606,1121.683072761882,1195.2222965517742,0.841,0.012815930544712294
7,2.0,100.0,1000,1025.0282567680129,1028.2645166665554,1055.3816380857074,1067.5927463321152,1093.0021937238134,1096.2707430741066,1146.1124367284388,0.011,0.005635082287907988
7,2.0,100.0,1000,1003.6500184892768,1112.7192466639804,1121.0438745140511,1129.84205155919,1131.161459970421,1131.4437971836435,1177.2240334584412,0.171,1.7708798638074594
7,2.0,100.0,1000,1053.6337726972629,1081.9275658523975,1106.3902869884757,1114.002975270976,1129.4483992125636,1134.2096961275759,1160.8206150277094,0.321,0.004963025500327022
7,2.0,100.0,1000,1010.7333516747555,1051.1399077346052,1063.1554922616267,1073.7574374666503,1082.6854242791965,1195.2405549372875,1208.103191001487,0.281,0.13253987898957342
7,2.0,100.0,1000,1046.0689006104171,1060.8729790594032,1066.6295563075614,1077.1669769114735,1077.2079069032616,1089.2979227255591,1105.8348514859779,0.111,0.2465001899869335
7,2.0,100.0,1000,1015.0703150130199,1044.4889699338612,1072.8050295419634,1076.1933980541537,1085.1961227553822,1140.3075353239035,1178.6474875077902,0.281,0.041258835864131885
7,2.0,100.0,1000,1018.9444898437547,1032.0920906348617,1044.7025128361984,1078.142303027695,1101.151789667048,1107.5481048253396,1116.0497769690176,0.071,0.0018365012899971029
7,2.0,100.0,1000,1037.3950076653296,1055.490611842611,1062.7633674046297,1067.5445047602661,1079.503707044913,1095.596035443425,1128.1877696970223,0.031,0.09275546835390831
7,2.0,100.0,1000,1041.207985686552,1078.6350401998977,1078.8062214184035,1080.9694998471325,1107.3145717036234,1141.7913723979896,1157.8684211329094,0.231,0.006584189954584524
7,2.0,100.0,1000,1041.9515046892884,1048.1114315089155,1050.5226718675967,1098.335157055396,1159.6141765472441,1163.4511358374968,1204.892124073106,0.011,0.25358345415161504
7,2.0,100.0,1000,1042.8064520607404,1064.3079762595871,1069.9439578689705,1084.6965652955892,1086.3353415666752,1089.6083739890146,1095.0170910290938,0.181,0.2565740585959423
7,2.0,100.0,1000,1019.0954237445787,1061.794425809801,1085.495718879329,1106.8405447701793,1114.2969252559003,1172.9746474213568,1243.8705895902094,0.801,0.1487698292244885
7,2.0,100.0,1000,1035.0529161853715,1062.3640787955364,1084.0299925590573,1114.3515276204016,1123.798138332832,1132.4508265220556,1145.0511348132438,0.321,0.005184780974720252
7,2.0,100.0,1000,1028.2318292666807,1068.8456788430733,1081.4997789196366,1086.9183935713759,1099.8054083079726,1101.4204237833953,1112.8484664869568,0.261,0.1655203084199062
7,2.0,100.0,1000,1052.8625701234544,1089.126803689693,1089.3907434457167,1092.0249739776295,1096.1108748920308,1118.9430938429136,1142.5870536715474,0.211,0.15651138139377097
7,2.0,100.0,1000,1035.3467631297456,1064.2352614054896,1096.6249973915153,1100.357402745426,1106.8306764647543,1111.6554720124018,1181.4203682621223,0.271,0.0019489786639182046
7,2.0,100.0,1000,1025.285340347315,1049.3558866968635,1087.4056707535985,1101.121365070126,1106.6252831683876,1138.7661100777068,1141.294768868392,0.341,0.012509353270922395
7,2.0,100.0,1000,1016.4453516345311,1037.39564598153,1040.9574420021838,1049.5121791600413,1067.1406161817506,1097.5316735016481,1097.5585675151142,0.071,0.06010489255864228
7,2.0,100.0,1000,1026.6218803347604,1081.036747915052,1090.6122922728478,1091.370478698136,1111.909894080789,1112.6869412283672,1121.4766449334043,0.231,0.3736957568472249
7,2.0,100.0,1000,1045.631336700469,1073.9016836805572,1084.9463569084407,1088.5996863720734,1099.9560188561622,1104.31010119781,1171.2206220415464,0.111,0.02131415756624132
7,2.0,100.0,1000,1004.9841817709798,1038.0616674372232,1064.5019914460001,1072.613916811801,1079.7575720962666,1087.3998447949225,1089.3160675585902,0.301,0.05046081662323369
7,2.0,100.0,1000,1012.5474530911858,1036.7812310482427,1056.7402441318297,1081.6196469896818,1110.8658669094948,1129.8430108085772,1176.0294742573308,0.281,0.06587720193108783
7,2.0,100.0,1000,1043.588357301285,1049.3987098793261,1079.0677545962794,1083.6296923385141,1101.6060631672644,1121.3592607985208,1132.1025960409365,0.101,0.030741261172902084
7,2.0,100.0,1000,1004.4512349141559,1039.0665396445747,1099.4961939569644,1112.7908950936674,1176.4283053743811,1183.7741870349485,1202.4077448354626,0.901,0.2806981226577224
7,2.0,100.0,1000,1036.0501966336137,1036.1237445912977,1097.9616299745617,1100.9032297359172,1114.736348471374,1135.6096308176568,1158.1114669492435,0.291,0.0020298480607514016
7,2.0,100.0,1000,1010.2949825079901,1072.214734991644,1091.9430881184699,1098.789924797846,1105.0563559658767,1154.155095900521,1211.8745921568946,0.691,0.001169835491437502
7,2.0,100.0,1000,1036.7646996156645,1049.7071488254307,1083.2797377053544,1088.305301527741,1090.4752177595294,1144.2797156083625,1161.8302733698972,0.081,0.000851531203432935
7,2.0,100.0,1000,1037.7012486981837,1062.8959011527475,1085.1200305910202,1085.2697051844011,1102.511365573948,1118.2062796615971,1130.122682469519,0.271,0.023842658643349373
7,2.0,100.0,1000,1030.0332800450271,1032.1163095889756,1062.7463099537283,1086.5226030623621,1088.005813308775,1112.7795297670848,1147.1616916182882,0.091,0.0031618836110453357
7,2.0,100.0,1000,1008.8014518425297,1095.1143102144347,1100.892583708907,1103.4385776544877,1104.7905008166292,1114.8039823192507,1170.2595390734791,0.211,0.6938830401510142
7,2.0,100.0,1000,1029.9609085226866,1032.5416157381121,1074.830198920143,1082.0060950421619,1092.3634670083109,1129.0533401718444,1140.1172403122714,0.151,0.0005841142004510235
7,2.0,100.0,1000,1074.0846571922839,1079.0884591583022,1099.8519102183998,1106.3115956541046,1111.2299075758337,1113.8073124310085,1133.055808011717,0.101,0.22910241364733866
7,2.0,100.0,1000,1034.2643306156563,1036.8276452469804,1051.9117146421518,1093.7611411044381,1102.292684002578,1113.1059886006644,1134.8365029523736,0.081,0.010937231815349814
7,2.0,100.0,1000,1033.802920972362,1049.5994657671483,1080.3065737618622,1113.40357721157,1118.6082572878906,1128.1101898424029,1135.8204645998921,0.231,0.002450898996735693
7,2.0,100.0,1000,1008.6346243959833,1026.7040108681322,1046.4498489421155,1052.6050839257882,1086.5649412679743,1101.2993470971226,1115.720276277766,0.111,0.0010343190756768616
7,2.0,100.0,1000,1042.0014958393303,1047.961973892421,1090.684498485977,1094.8231237686891,1118.2740271409407,1124.1486015312596,1143.1986605881516,0.201,0.003644469137908409
7,2.0,100.0,1000,1036.9515585042936,1041.0683098788793,1088.14140818765,1093.6833303360597,1098.2902995887016,1121.9088490058507,1196.7336686185893,0.101,0.006641348455310042
7,2.0,100.0,1000,1040.9730720553966,1046.0212563223004,1058.4990297360039,1092.1042712699636,1115.5041660771913,1121.3174941487794,1129.6583985939692,0.041,0.017469718260519296
7,2.0,100.0,1000,1022.6579856741449,1063.3518089033576,1080.125325707024,1112.8449472342918,1137.1589929774555,1164.4009537359157,1167.8311180250748,0.981,0.034381020626541726
7,2.0,100.0,1000,1019.6079995313613,1048.938281726538,1089.7828564312915,1092.8764297595242,1111.1914346637418,1186.1242752385258,1191.1715955840896,0.441,0.1364906970030189
7,2.0,100.0,1000,1024.2456319061166,1024.2668797417862,1042.359496570731,1083.792725465628,1116.3488143103855,1119.1067669046372,1191.5531021616243,0.011,0.020498275324760357
7,2.0,100.0,1000,1005.4898568191559,1057.9895144713416,1083.2270797112394,1087.7494135344764,1127.578942120223,1140.5521931299759,1171.7342964246748,0.751,0.0003349248369721364
7,2.0,100.0,1000,1058.4036482587278,1062.534889408653,1092.7168137440615,1128.5348423532926,1139.891167010992,1175.664541227543,1182.014664681837,0.111,0.01572066162161166
7,2.0,100.0,1000,1028.8699381659494,1041.2637052012142,1061.594816458317,1076.512727977274,1089.2569363828914,1089.2785872016618,1089.4678012623474,0.141,0.09118774585677764
7,2.0,100.0,1000,1036.9505113133132,1045.607839569164,1060.0352827530369,1077.4422487759,1083.484832533479,1096.051167517976,1107.3684843818778,0.071,0.10613031293570072
7,2.0,100.0,1000,1010.0954762378454,1015.5649440063372,1050.256553646873,1055.5830647534474,1085.4914185719167,1094.7898283397717,1095.9598455051807,0.131,0.01204194658667353
7,2.0,100.0,1000,1019.5693020341903,1034.2265544381075,1079.3351724994486,1084.6269379801006,1112.2073742132648,1121.4048841682695,1142.4384981910666,0.291,0.01365867612114468
7,2.0,100.0,1000,1020.030923778813,1040.1385726940339,1061.3718573425049,1067.7521464129327,1069.3214337691315,1091.6029614813058,1155.9331565537689,0.031,0.0033564521564858935
7,2.0,100.0,1000,1034.495609122963,1055.5558620390727,1076.968263946987,1082.50087660926,1091.3007759148381,1105.020974481296,1113.389551026715,0.251,0.05815032540546858
7,2.0,100.0,1000,1023.496905522336,1041.2547706777,1078.5072243653221,1106.6139482532335,1107.6549287072037,1125.132473177712,1161.509419540685,0.301,0.02678001331507064
7,2.0,100.0,1000,1013.6797363171141,1039.4137824306536,1044.3573979965577,1045.393361917328,1085.447114804714,1085.6722673451509,1130.8537606846821,0.091,0.01319798653349003
7,2.0,100.0,1000,1040.0688607874881,1048.9284296863918,1097.5017861811452,1103.0200119514004,1117.1072520864502,1119.7932483163124,1170.7711576087179,0.231,0.0014722504351541543
7,2.0,100.0,1000,1000.9650035854643,1030.9401928424404,1037.0099217667453,1080.6429818796514,1108.433515276479,1173.6423564119314,1229.5024591100284,0.171,0.22196815735239497
7,2.0,100.0,1000,1022.3037493227521,1063.1243826806442,1074.2210017558953,1079.9420517528222,1105.3646428071204,1143.9615773042412,1163.020538461478,0.381,0.013123257202345742
7,2.0,100.0,1000,1018.7263761767198,1063.2478059203384,1065.921656392873,1066.3609750293833,1135.0795438525743,1147.1270518240497,1228.7241268546356,0.361,0.09531111911046719
7,2.0,100.0,1000,1023.0561164725757,1063.214870535902,1123.3094123681985,1127.1469060049233,1137.9924479376707,1142.029103156881,1178.7647021855032,0.491,0.015238174298916314
7,2.0,100.0,1000,1008.4843773077023,1021.4964681383847,1049.8847000904934,1072.9358064948149,1082.1552621696123,1108.749594586368,1109.5103186867996,0.161,0.0007198462618109143
7,2.0,100.0,1000,1011.1070306819433,1060.5727705935242,1060.788210857255,1064.0042121507745,1089.53352157271,1130.5682756153765,1185.5266238128413,0.351,0.015186342123277073
7,2.0,100.0,1000,1055.3922782026548,1073.2268064059845,1075.1975793451172,1089.0739722488681,1091.177547667632,1091.7383595778851,1128.3341617268807,0.061,0.21019120176347553
7,2.0,100.0,1000,1005.4748609162954,1008.1713570153296,1024.3856476320898,1061.9529038094324,1065.6587111237775,1087.5834057947418,1103.5926190919997,0.061,0.015117266693342839
7,2.0,1000.0,1000,1262.6534403523583,1278.884452643258,1638.0084639768288,1703.3035704438373,1910.528872334492,1961.7748247456839,1975.1055994210553,0.121,0.05606307916538803
7,2.0,1000.0,1000,1417.6792308840597,2011.7349291034072,2260.0327336392857,2401.4161485517725,2483.3961474152647,2633.654925192127,2641.9014618235306,0.331,0.17710051276287228
7,2.0,1000.0,1000,1164.6605627188555,1298.7789229994876,1597.0065373414166,1889.3463525402906,1946.6625142804428,2277.2773701354445,2688.2501165282765,0.081,0.052547130125325144
7,2.0,1000.0,1000,1219.5599196360977,1420.6299696077167,1830.1946263246875,2031.360120152977,2111.2056612868973,2284.617923526184,2571.2440171051203,0.311,0.0325315146876794
7,2.0,1000.0,1000,1505.7921504764893,1590.2817786292221,1827.1198413156283,2144.7860352294524,2264.956836418969,2429.1116680807613,2796.300188739505,0.011,0.02538468213122587
7,2.0,1000.0,1000,1502.5948828270084,1532.9843623004767,1599.616762538194,1846.431661313342,1891.2029164818955,1891.8200764053176,2039.2943965626057,0.041,0.3288355473535034
7,2.0,1000.0,1000,1280.2626086872224,1479.8893410331768,1753.3456725399446,1756.5366944103976,2095.9523160665176,2258.4748056123826,2436.0662103960085,0.131,0.0013350864409094514
7,2.0,1000.0,1000,1130.8038062116211,1431.775836020951,1508.9239889508685,1515.2980261040823,1675.3907548009727,1866.0105298603635,1881.973682020574,0.281,0.1087637788495146
7,2.0,1000.0,1000,1228.1346046123542,1524.2100335020261,1559.2485268605128,1698.7246516773107,1905.4078085894812,2037.267169946387,2040.9059971455547,0.221,0.04057615344168332
7,2.0,1000.0,1000,1071.2814034487938,1589.994576553627,1705.5264440925534,1712.4644312723676,1777.829454238719,2252.3722546631784,2372.4769304149377,0.451,0.01711293922756038
7,2.0,1000.0,1000,1126.1158797024375,1193.5218257482147,1841.6082900927759,1975.7578979219243,2353.2544153662175,2693.22911189994,2724.79061747531,0.471,0.15863735323000946
