n,beta,eta,gamma,seed,mse,step,delta,est_beta,est_eta,est_gamma
10,1.0,100.0,1000,12116,0.031388,3,0.1586,0.9947,82.516,1002.3077
10,1.0,100.0,1000,12116,0.031388,4,0.197594,0.9853,82.2211,1002.5258
10,1.0,100.0,1000,12116,0.031388,5,0.177301,0.99,82.37,1002.4158
10,1.0,100.0,1000,12116,0.031388,6,0.187574,0.9876,82.2946,1002.4715
10,1.0,100.0,1000,12116,0.031388,7,0.182481,0.9888,82.332,1002.4439
10,1.0,100.0,1000,12116,0.031388,8,0.185039,0.9882,82.3132,1002.4578
10,1.0,100.0,1000,12116,0.031388,9,0.183797,0.9885,82.3223,1002.451
10,1.0,100.0,1000,12116,0.031388,10,0.184399,,,
10,1.0,100.0,1000,12117,0.083945,0,0.5,0.8026,80.9872,998.835
10,1.0,100.0,1000,12117,0.083945,1,0.887312,0.7867,80.3307,999.161
10,1.0,100.0,1000,12117,0.083945,2,0.876056,0.7871,80.348,999.1528
10,1.0,100.0,1000,12117,0.083945,3,0.876351,,,
10,1.0,100.0,1000,12118,0.019904,0,0.5,0.8162,98.7368,1014.2911
10,1.0,100.0,1000,12118,0.019904,1,0.001233,0.8599,101.0578,1013.1221
10,1.0,100.0,1000,12118,0.019904,2,0.001441,,,
10,1.0,100.0,1000,12119,0.047973,0,0.5,0.9087,78.681,1002.5108
10,1.0,100.0,1000,12119,0.047973,1,0.195431,0.9339,79.3943,1001.9791
10,1.0,100.0,1000,12119,0.047973,2,0.253084,0.9284,79.2386,1002.0959
10,1.0,100.0,1000,12119,0.047973,3,0.239108,0.9297,79.2734,1002.0698
10,1.0,100.0,1000,12119,0.047973,4,0.241924,0.9294,79.2665,1002.075
10,1.0,100.0,1000,12119,0.047973,5,0.241355,,,
10,1.0,100.0,1000,12121,0.008677,0,0.5,1.0599,96.6739,1004.1224
10,1.0,100.0,1000,12121,0.008677,1,0.064753,1.1004,99.4591,1002.4821
10,1.0,100.0,1000,12121,0.008677,2,0.159008,1.0896,98.7608,1002.9112
10,1.0,100.0,1000,12121,0.008677,3,0.125685,1.0933,98.9996,1002.7657
10,1.0,100.0,1000,12121,0.008677,4,0.135621,1.0922,98.9274,1002.8098
10,1.0,100.0,1000,12121,0.008677,5,0.132539,1.0925,98.9498,1002.7962
10,1.0,100.0,1000,12121,0.008677,6,0.133489,,,
10,1.0,100.0,1000,12122,0.144604,0,0.5,0.838,134.1505,994.8168
10,1.0,100.0,1000,12122,0.144604,1,0.987354,0.8027,132.5146,995.8949
10,1.0,100.0,1000,12122,0.144604,2,0.977652,0.8033,132.5398,995.8785
10,1.0,100.0,1000,12122,0.144604,3,0.977844,,,
10,1.0,100.0,1000,12123,0.262306,0,0.5,1.1445,50.6175,997.0492
10,1.0,100.0,1000,12123,0.262306,1,0.942869,1.0707,49.248,998.1538
10,1.0,100.0,1000,12123,0.262306,2,0.89307,1.0771,49.3714,998.0583
10,1.0,100.0,1000,12123,0.262306,3,0.898137,1.0764,49.3582,998.0686
10,1.0,100.0,1000,12123,0.262306,4,0.897602,,,
10,1.0,100.0,1000,12124,0.010179,0,0.5,1.1526,97.6237,993.5168
10,1.0,100.0,1000,12124,0.010179,1,0.991891,1.0786,93.9446,995.8866
10,1.0,100.0,1000,12124,0.010179,2,0.97153,1.0821,94.1281,995.7746
10,1.0,100.0,1000,12124,0.010179,3,0.973152,1.0818,94.1136,995.7835
10,1.0,100.0,1000,12124,0.010179,4,0.973026,,,
10,1.0,100.0,1000,12125,0.085504,0,0.5,0.7325,87.6335,1001.482
10,1.0,100.0,1000,12125,0.085504,1,0.423049,0.7349,87.7303,1001.4377
10,1.0,100.0,1000,12125,0.085504,2,0.431569,0.7346,87.7188,1001.4429
10,1.0,100.0,1000,12125,0.085504,3,0.430555,0.7346,87.7202,1001.4423
10,1.0,100.0,1000,12125,0.085504,4,0.430676,,,
10,1.0,100.0,1000,12127,0.033026,0,0.5,1.1099,86.0476,996.56
10,1.0,100.0,1000,12127,0.033026,1,0.957674,1.0298,81.5911,999.0441
10,1.0,100.0,1000,12127,0.033026,2,0.843735,1.0448,82.4952,998.5749
10,1.0,100.0,1000,12127,0.033026,3,0.871621,1.0409,82.2662,998.6956
10,1.0,100.0,1000,12127,0.033026,4,0.863865,1.042,82.3301,998.662
10,1.0,100.0,1000,12127,0.033026,5,0.865896,1.0417,82.3134,998.6708
10,1.0,100.0,1000,12127,0.033026,6,0.865303,,,
10,1.0,100.0,1000,12128,0.083556,0,0.5,0.8412,124.1897,1001.6063
10,1.0,100.0,1000,12128,0.083556,1,0.350295,0.8457,124.4342,1001.4585
10,1.0,100.0,1000,12128,0.083556,2,0.377866,0.8448,124.387,1001.4872
10,1.0,100.0,1000,12128,0.083556,3,0.372425,0.845,124.3958,1001.4819
10,1.0,100.0,1000,12128,0.083556,4,0.373429,0.8449,124.3942,1001.4829
10,1.0,100.0,1000,12128,0.083556,5,0.373243,,,
10,1.0,100.0,1000,12129,0.076284,0,0.5,1.2,119.051,1000.4559
10,1.0,100.0,1000,12129,0.076284,1,0.461983,1.2,119.051,1000.4559
10,1.0,100.0,1000,12129,0.076284,2,0.461983,,,
10,1.0,100.0,1000,12130,0.012421,0,0.5,1.0231,99.8791,1010.5846
10,1.0,100.0,1000,12130,0.012421,1,0.002659,1.1047,103.7246,1007.9677
10,1.0,100.0,1000,12130,0.012421,2,0.007772,1.1047,103.7246,1007.9677
10,1.0,100.0,1000,12130,0.012421,3,0.007772,,,
10,1.0,100.0,1000,12131,0.194485,0,0.5,0.7438,64.876,999.0961
10,1.0,100.0,1000,12131,0.194485,1,0.884445,0.7404,64.3424,999.2183
10,1.0,100.0,1000,12131,0.194485,2,0.879893,0.7404,64.3488,999.2169
10,1.0,100.0,1000,12131,0.194485,3,0.879947,,,
10,1.0,100.0,1000,12132,0.146369,0,0.5,1.0386,138.06,994.991
10,1.0,100.0,1000,12132,0.146369,1,0.983179,1.0386,138.06,994.991
10,1.0,100.0,1000,12132,0.146369,2,0.983179,,,
10,1.0,100.0,1000,12133,0.194834,0,0.5,0.8765,59.1243,999.0104
10,1.0,100.0,1000,12133,0.194834,1,0.869453,0.8463,58.5633,999.4334
10,1.0,100.0,1000,12133,0.194834,2,0.854822,0.8474,58.5826,999.4188
10,1.0,100.0,1000,12133,0.194834,3,0.855164,,,
10,1.0,100.0,1000,12139,0.048183,0,0.5,1.1185,118.4753,999.9762
10,1.0,100.0,1000,12139,0.048183,1,0.689256,1.1185,118.4753,999.9762
10,1.0,100.0,1000,12139,0.048183,2,0.689256,,,
10,1.0,100.0,1000,12140,0.049035,0,0.5,0.9425,80.7236,997.1444
10,1.0,100.0,1000,12140,0.049035,1,0.949731,0.9183,79.2972,997.8446
10,1.0,100.0,1000,12140,0.049035,2,0.921175,0.9196,79.377,997.8077
10,1.0,100.0,1000,12140,0.049035,3,0.922767,0.9195,79.3725,997.8098
10,1.0,100.0,1000,12140,0.049035,4,0.922679,,,
10,1.0,100.0,1000,12142,0.294214,0,0.5,0.6229,61.2669,1000.4571
10,1.0,100.0,1000,12142,0.294214,1,0.788139,0.621,61.1933,1000.4795
10,1.0,100.0,1000,12142,0.294214,2,0.784089,0.621,61.1943,1000.4792
10,1.0,100.0,1000,12142,0.294214,3,0.784162,,,
10,1.0,100.0,1000,12143,0.047787,0,0.5,1.2114,105.5606,998.4448
10,1.0,100.0,1000,12143,0.047787,1,0.858369,1.2114,105.5606,998.4448
10,1.0,100.0,1000,12143,0.047787,2,0.858369,,,
10,1.0,100.0,1000,12144,0.36628,0,0.5,0.8877,39.5124,1004.7013
10,1.0,100.0,1000,12144,0.36628,1,0.054664,0.9178,40.0671,1004.3595
10,1.0,100.0,1000,12144,0.36628,2,0.064724,0.917,40.0526,1004.3687
10,1.0,100.0,1000,12144,0.36628,3,0.064433,,,
10,1.0,100.0,1000,12145,0.30425,0,0.5,1.5542,124.2293,993.4207
10,1.0,100.0,1000,12145,0.30425,1,0.988972,1.5105,118.0085,997.3944
10,1.0,100.0,1000,12145,0.30425,2,0.902823,1.5167,119.3098,996.6114
10,1.0,100.0,1000,12145,0.30425,3,0.936422,1.5167,119.3098,996.6114
10,1.0,100.0,1000,12145,0.30425,4,0.936422,,,
10,1.0,100.0,1000,12146,0.11253,0,0.5,0.6616,97.2052,1003.3141
10,1.0,100.0,1000,12146,0.11253,1,0.166489,0.6655,97.568,1003.2225
10,1.0,100.0,1000,12146,0.11253,2,0.174584,0.6654,97.5594,1003.2247
10,1.0,100.0,1000,12146,0.11253,3,0.174384,,,
10,1.0,100.0,1000,12148,0.37481,0,0.5,0.6285,47.4953,1014.5276
10,1.0,100.0,1000,12148,0.37481,1,0.001235,0.6745,48.166,1014.2065
10,1.0,100.0,1000,12148,0.37481,2,0.001271,,,
10,1.0,100.0,1000,12149,0.213296,0,0.5,0.5565,87.8025,1000.464
10,1.0,100.0,1000,12149,0.213296,1,0.812406,0.5546,87.7876,1000.4818
10,1.0,100.0,1000,12149,0.213296,2,0.809753,0.5546,87.7878,1000.4816
10,1.0,100.0,1000,12149,0.213296,3,0.809776,,,
10,1.0,1000.0,1000,13006,0.770065,0,0.5,0.8256,1846.7748,1024.7909
10,1.0,1000.0,1000,13006,0.770065,1,0.001001,0.8458,1863.7509,1014.6696
10,1.0,1000.0,1000,13006,0.770065,2,0.001367,,,
10,1.0,1000.0,1000,13015,0.126317,0,0.5,0.5872,1006.2463,1017.4315
10,1.0,1000.0,1000,13015,0.126317,1,0.001066,0.6471,1030.8445,1008.5517
10,1.0,1000.0,1000,13015,0.126317,2,0.012371,0.6459,1030.3157,1008.7529
10,1.0,1000.0,1000,13015,0.126317,3,0.011117,0.646,1030.3744,1008.7306
10,1.0,1000.0,1000,13015,0.126317,4,0.011249,,,
10,1.0,1000.0,1000,13022,0.028335,0,0.5,1.0086,827.4409,1037.09
10,1.0,1000.0,1000,13022,0.028335,1,0.001,1.1072,870.1042,1009.2276
10,1.0,1000.0,1000,13022,0.028335,2,0.005491,1.1055,869.3731,1009.725
10,1.0,1000.0,1000,13022,0.028335,3,0.004396,1.106,869.5516,1009.6036
10,1.0,1000.0,1000,13022,0.028335,4,0.004635,,,
10,1.0,1000.0,1000,13023,0.081456,0,0.5,1.0235,709.3958,1014.9904
10,1.0,1000.0,1000,13023,0.081456,1,0.001163,1.0722,724.124,1004.1237
10,1.0,1000.0,1000,13023,0.081456,2,0.082074,1.0644,721.7845,1005.8863
10,1.0,1000.0,1000,13023,0.081456,3,0.030547,1.0694,723.276,1004.7638
10,1.0,1000.0,1000,13023,0.081456,4,0.057175,1.0668,722.506,1005.3439
10,1.0,1000.0,1000,13023,0.081456,5,0.041173,1.0683,722.9691,1004.9953
10,1.0,1000.0,1000,13023,0.081456,6,0.050087,1.0675,722.7111,1005.1895
10,1.0,1000.0,1000,13023,0.081456,7,0.044885,1.068,722.8616,1005.0761
10,1.0,1000.0,1000,13023,0.081456,8,0.047817,1.0677,722.7768,1005.14
10,1.0,1000.0,1000,13023,0.081456,9,0.046142,1.0679,722.8252,1005.1035
10,1.0,1000.0,1000,13023,0.081456,10,0.047091,,,
10,1.0,1000.0,1000,13036,0.304141,0,0.5,0.6789,551.6173,1000.5885
10,1.0,1000.0,1000,13036,0.304141,1,0.774918,0.6789,551.6173,1000.5885
10,1.0,1000.0,1000,13036,0.304141,2,0.774918,,,
10,1.0,5000.0,1000,17029,0.183962,0,0.5,0.7085,6592.0272,1038.7899
10,1.0,5000.0,1000,17029,0.183962,1,0.001,0.7237,6637.8712,1018.1883
10,1.0,5000.0,1000,17029,0.183962,2,0.001481,,,
10,2.0,100.0,1000,13104,0.287122,0,0.5,1.0644,77.06,999.1247
10,2.0,100.0,1000,13104,0.287122,1,0.833276,1.0367,75.8895,999.8711
10,2.0,100.0,1000,13104,0.287122,2,0.751945,1.0428,76.1556,999.7062
10,2.0,100.0,1000,13104,0.287122,3,0.784887,1.0403,76.0481,999.7731
10,2.0,100.0,1000,13104,0.287122,4,0.771911,1.0413,76.0905,999.7467
10,2.0,100.0,1000,13104,0.287122,5,0.777087,1.0409,76.0736,999.7573
10,2.0,100.0,1000,13104,0.287122,6,0.775033,1.041,76.0803,999.7531
10,2.0,100.0,1000,13104,0.287122,7,0.77585,,,
10,2.0,100.0,1000,13113,0.107987,0,0.5,1.4706,120.3169,994.7092
10,2.0,100.0,1000,13113,0.107987,1,0.978612,1.4345,116.6307,997.1265
10,2.0,100.0,1000,13113,0.107987,2,0.921524,1.4372,116.9709,996.9141
10,2.0,100.0,1000,13113,0.107987,3,0.930031,1.4372,116.9709,996.9141
10,2.0,100.0,1000,13113,0.107987,4,0.930031,,,
10,2.0,100.0,1000,13116,0.213381,0,0.5,1.4928,63.4598,1044.2045
10,2.0,100.0,1000,13116,0.213381,1,0.001,2.9235,100.7161,1009.9014
10,2.0,100.0,1000,13116,0.213381,2,0.001533,,,
10,2.0,100.0,1000,13117,0.039499,0,0.5,1.6274,102.81,992.1448
10,2.0,100.0,1000,13117,0.039499,1,0.994532,1.6031,97.4001,995.4739
10,2.0,100.0,1000,13117,0.039499,2,0.963312,1.6049,98.5654,994.7934
10,2.0,100.0,1000,13117,0.039499,3,0.974737,1.604,98.151,995.0375
10,2.0,100.0,1000,13117,0.039499,4,0.971111,1.6043,98.2835,994.9597
10,2.0,100.0,1000,13117,0.039499,5,0.972319,1.6042,98.2395,994.9856
10,2.0,100.0,1000,13117,0.039499,6,0.971923,,,
10,2.0,100.0,1000,13119,0.213632,0,0.5,1.2278,123.7486,995.8897
10,2.0,100.0,1000,13119,0.213632,1,0.967107,1.1737,120.717,998.1019
10,2.0,100.0,1000,13119,0.213632,2,0.885849,1.1737,120.717,998.1019
10,2.0,100.0,1000,13119,0.213632,3,0.885849,,,
10,5.0,100.0,1000,16112,0.231381,0,0.5,1.2401,25.1609,1074.1069
10,5.0,100.0,1000,16112,0.231381,1,0.001,7.4006,97.1037,1004.7087
10,5.0,100.0,1000,16112,0.231381,2,0.001354,,,
15,1.0,100.0,1000,12600,0.285244,0,0.5,0.6603,58.4716,1004.9011
15,1.0,100.0,1000,12600,0.285244,1,0.063593,0.6635,58.5321,1004.8756
15,1.0,100.0,1000,12600,0.285244,2,0.06433,,,
15,1.0,100.0,1000,12601,0.036443,0,0.5,0.8016,104.2155,1006.138
15,1.0,100.0,1000,12601,0.036443,1,0.026441,0.8159,104.9512,1005.8214
15,1.0,100.0,1000,12601,0.036443,2,0.031344,0.8157,104.9419,1005.8255
15,1.0,100.0,1000,12601,0.036443,3,0.031274,,,
15,1.0,100.0,1000,12602,0.09245,0,0.5,1.1367,133.4835,992.9248
15,1.0,100.0,1000,12602,0.09245,1,0.99429,1.0507,129.8357,995.7425
15,1.0,100.0,1000,12602,0.09245,2,0.974195,1.0532,129.9413,995.6634
15,1.0,100.0,1000,12602,0.09245,3,0.975245,1.0531,129.9358,995.6675
15,1.0,100.0,1000,12602,0.09245,4,0.975192,,,
15,1.0,100.0,1000,12603,0.351846,0,0.5,1.2186,160.3172,995.3945
15,1.0,100.0,1000,12603,0.351846,1,0.975009,1.1779,155.8098,997.9865
15,1.0,100.0,1000,12603,0.351846,2,0.892396,1.1845,156.655,997.53
15,1.0,100.0,1000,12603,0.351846,3,0.91981,1.1823,156.372,997.6844
15,1.0,100.0,1000,12603,0.351846,4,0.91134,1.1829,156.4588,997.6372
15,1.0,100.0,1000,12603,0.351846,5,0.91401,1.1827,156.4315,997.6521
15,1.0,100.0,1000,12603,0.351846,6,0.913176,,,
15,1.0,100.0,1000,12604,0.066187,0,0.5,0.7867,86.7962,999.3008
15,1.0,100.0,1000,12604,0.066187,1,0.87003,0.7815,86.4096,999.4155
15,1.0,100.0,1000,12604,0.066187,2,0.866435,0.7815,86.4132,999.4145
15,1.0,100.0,1000,12604,0.066187,3,0.866463,,,
15,1.0,100.0,1000,12605,0.005156,0,0.5,1.0685,95.295,997.0802
15,1.0,100.0,1000,12605,0.005156,1,0.945402,1.0369,93.877,997.9587
15,1.0,100.0,1000,12605,0.005156,2,0.906552,1.0393,93.9886,997.8926
15,1.0,100.0,1000,12605,0.005156,3,0.909853,1.0391,93.979,997.8983
15,1.0,100.0,1000,12605,0.005156,4,0.909566,,,
15,1.0,100.0,1000,12606,0.078722,0,0.5,1.2463,121.4347,995.9942
15,1.0,100.0,1000,12606,0.078722,1,0.964588,1.2045,118.4109,997.911
15,1.0,100.0,1000,12606,0.078722,2,0.895686,1.2096,118.8303,997.6617
15,1.0,100.0,1000,12606,0.078722,3,0.911008,1.2084,118.7366,997.7179
15,1.0,100.0,1000,12606,0.078722,4,0.907743,1.2087,118.7566,997.7059
15,1.0,100.0,1000,12606,0.078722,5,0.908448,,,
15,1.0,100.0,1000,12607,0.079076,0,0.5,0.7762,117.124,1001.723
15,1.0,100.0,1000,12607,0.079076,1,0.356199,0.7775,117.1952,1001.6907
15,1.0,100.0,1000,12607,0.079076,2,0.362059,0.7775,117.1923,1001.692
15,1.0,100.0,1000,12607,0.079076,3,0.361819,,,
15,1.0,100.0,1000,12608,0.02426,0,0.5,1.0316,85.165,1006.2562
15,1.0,100.0,1000,12608,0.02426,1,0.019615,1.081,86.6445,1005.1501
15,1.0,100.0,1000,12608,0.02426,2,0.034261,1.079,86.5837,1005.1964
15,1.0,100.0,1000,12608,0.02426,3,0.033442,,,
15,1.0,100.0,1000,12609,0.081333,0,0.5,0.9399,72.9583,999.2553
15,1.0,100.0,1000,12609,0.081333,1,0.847964,0.9197,72.6108,999.5704
15,1.0,100.0,1000,12609,0.081333,2,0.836973,0.9202,72.6203,999.5621
15,1.0,100.0,1000,12609,0.081333,3,0.837206,,,
15,1.0,100.0,1000,12610,0.145579,0,0.5,1.0746,62.9657,999.1628
15,1.0,100.0,1000,12610,0.145579,1,0.829025,1.0576,62.2572,999.5429
15,1.0,100.0,1000,12610,0.145579,2,0.808088,1.0586,62.2998,999.5209
15,1.0,100.0,1000,12610,0.145579,3,0.810128,1.0585,62.2956,999.523
15,1.0,100.0,1000,12610,0.145579,4,0.80993,,,
15,1.0,100.0,1000,12611,0.621581,0,0.5,1.0742,180.1164,996.0516
15,1.0,100.0,1000,12611,0.621581,1,0.968412,1.0515,178.5926,997.1671
15,1.0,100.0,1000,12611,0.621581,2,0.942798,1.0526,178.67,997.112
15,1.0,100.0,1000,12611,0.621581,3,0.944488,1.0525,178.6649,997.1156
15,1.0,100.0,1000,12611,0.621581,4,0.944378,,,
15,1.0,100.0,1000,12613,0.077391,0,0.5,1.1764,118.5901,1001.589
15,1.0,100.0,1000,12613,0.077391,1,0.234681,1.1978,119.5572,1000.8645
15,1.0,100.0,1000,12613,0.077391,2,0.338674,1.1978,119.5572,1000.8645
15,1.0,100.0,1000,12613,0.077391,3,0.338674,,,
15,1.0,100.0,1000,12614,0.373312,0,0.5,0.5634,57.1369,1004.4607
15,1.0,100.0,1000,12614,0.373312,1,0.093295,0.5643,57.1715,1004.456
15,1.0,100.0,1000,12614,0.373312,2,0.093469,,,
15,1.0,100.0,1000,12615,0.056304,0,0.5,1.1757,92.6165,1010.9035
15,1.0,100.0,1000,12615,0.056304,1,0.002222,1.2333,95.5663,1008.9525
15,1.0,100.0,1000,12615,0.056304,2,0.004569,1.2329,95.5476,1008.9656
15,1.0,100.0,1000,12615,0.056304,3,0.004543,,,
15,1.0,100.0,1000,12616,0.058917,0,0.5,0.879,78.2237,1002.1127
15,1.0,100.0,1000,12616,0.058917,1,0.25235,0.8827,78.8234,1001.9419
15,1.0,100.0,1000,12616,0.058917,2,0.27595,0.8823,78.766,1001.9586
15,1.0,100.0,1000,12616,0.058917,3,0.273586,0.8823,78.7718,1001.957
15,1.0,100.0,1000,12616,0.058917,4,0.273822,,,
15,1.0,100.0,1000,12617,0.309485,0,0.5,1.5155,133.6116,993.1943
15,1.0,100.0,1000,12617,0.309485,1,0.990669,1.4722,127.8788,996.7231
15,1.0,100.0,1000,12617,0.309485,2,0.934937,1.4785,128.9686,996.0894
15,1.0,100.0,1000,12617,0.309485,3,0.953886,1.4762,128.6004,996.3054
15,1.0,100.0,1000,12617,0.309485,4,0.94828,1.4769,128.7095,996.2416
15,1.0,100.0,1000,12617,0.309485,5,0.950001,1.4767,128.676,996.2612
15,1.0,100.0,1000,12617,0.309485,6,0.949478,,,
15,1.0,100.0,1000,12618,0.188797,0,0.5,1.1824,61.1152,1002.3539
15,1.0,100.0,1000,12618,0.188797,1,0.153203,1.2135,62.0277,1001.7207
15,1.0,100.0,1000,12618,0.188797,2,0.208223,1.2079,61.867,1001.835
15,1.0,100.0,1000,12618,0.188797,3,0.197384,1.2089,61.8976,1001.8133
15,1.0,100.0,1000,12618,0.188797,4,0.199406,1.2087,61.8919,1001.8174
15,1.0,100.0,1000,12618,0.188797,5,0.199027,,,
15,1.0,100.0,1000,12619,0.030801,0,0.5,1.0251,81.9847,1004.1593
15,1.0,100.0,1000,12619,0.030801,1,0.065545,1.06,83.5342,1003.2555
15,1.0,100.0,1000,12619,0.030801,2,0.106593,1.0558,83.358,1003.3636
15,1.0,100.0,1000,12619,0.030801,3,0.100744,1.0564,83.3832,1003.3482
15,1.0,100.0,1000,12619,0.030801,4,0.101559,,,
15,1.0,100.0,1000,12621,0.091951,0,0.5,1.0985,127.1825,1002.2095
15,1.0,100.0,1000,12621,0.091951,1,0.188246,1.117,128.4057,1001.4279
15,1.0,100.0,1000,12621,0.091951,2,0.275427,1.1114,128.0441,1001.6635
15,1.0,100.0,1000,12621,0.091951,3,0.244514,1.1133,128.1694,1001.5823
15,1.0,100.0,1000,12621,0.091951,4,0.254214,1.1127,128.1297,1001.6081
15,1.0,100.0,1000,12621,0.091951,5,0.25098,1.1129,128.1427,1001.5997
15,1.0,100.0,1000,12621,0.091951,6,0.251976,,,
15,1.0,100.0,1000,12623,0.046187,0,0.5,0.8149,87.1734,1010.3244
15,1.0,100.0,1000,12623,0.046187,1,0.003266,0.8257,87.4633,1010.1361
15,1.0,100.0,1000,12623,0.046187,2,0.003499,,,
15,1.0,100.0,1000,12625,0.004887,0,0.5,1.0488,107.3318,997.2201
15,1.0,100.0,1000,12625,0.004887,1,0.941881,1.0309,106.1452,997.8778
15,1.0,100.0,1000,12625,0.004887,2,0.911235,1.032,106.2234,997.8364
15,1.0,100.0,1000,12625,0.004887,3,0.913552,1.0319,106.2175,997.8395
15,1.0,100.0,1000,12625,0.004887,4,0.913379,,,
15,1.0,100.0,1000,12626,0.011879,0,0.5,0.9608,89.5961,1001.0471
15,1.0,100.0,1000,12626,0.011879,1,0.413411,0.9632,89.8092,1000.9584
15,1.0,100.0,1000,12626,0.011879,2,0.438591,0.9625,89.7477,1000.9842
15,1.0,100.0,1000,12626,0.011879,3,0.431233,0.9627,89.7657,1000.9767
15,1.0,100.0,1000,12626,0.011879,4,0.43338,0.9627,89.7604,1000.9789
15,1.0,100.0,1000,12626,0.011879,5,0.432753,,,
15,1.0,100.0,1000,12627,0.111358,0,0.5,0.942,64.4714,1006.1247
15,1.0,100.0,1000,12627,0.111358,1,0.022477,1.1373,69.1404,1002.9654
15,1.0,100.0,1000,12627,0.111358,2,0.114368,1.0664,67.2681,1004.2348
15,1.0,100.0,1000,12627,0.111358,3,0.059402,1.1037,68.2304,1003.5846
15,1.0,100.0,1000,12627,0.111358,4,0.083522,1.0859,67.7652,1003.8994
15,1.0,100.0,1000,12627,0.111358,5,0.07087,1.0949,67.9993,1003.7411
15,1.0,100.0,1000,12627,0.111358,6,0.076999,1.0904,67.883,1003.8198
15,1.0,100.0,1000,12627,0.111358,7,0.073892,1.0926,67.9394,1003.7817
15,1.0,100.0,1000,12627,0.111358,8,0.075382,1.0915,67.9122,1003.8001
15,1.0,100.0,1000,12627,0.111358,9,0.07466,,,
15,1.0,100.0,1000,12628,0.101768,0,0.5,1.0548,133.6276,996.1068
15,1.0,100.0,1000,12628,0.101768,1,0.968301,1.0164,131.742,997.4285
15,1.0,100.0,1000,12628,0.101768,2,0.934882,1.0187,131.8578,997.3502
15,1.0,100.0,1000,12628,0.101768,3,0.938131,1.0184,131.8466,997.3578
15,1.0,100.0,1000,12628,0.101768,4,0.937822,,,
15,1.0,100.0,1000,12629,0.419284,0,0.5,1.7167,94.834,992.758
15,1.0,100.0,1000,12629,0.419284,1,0.991493,1.63,88.9291,996.8899
15,1.0,100.0,1000,12629,0.419284,2,0.918205,1.6442,90.289,996.0085
15,1.0,100.0,1000,12629,0.419284,3,0.949142,1.6378,89.7225,996.3808
15,1.0,100.0,1000,12629,0.419284,4,0.937857,1.6401,89.9302,996.2451
15,1.0,100.0,1000,12629,0.419284,5,0.942289,1.6392,89.8488,996.2984
15,1.0,100.0,1000,12629,0.419284,6,0.940585,1.6396,89.8801,996.2779
15,1.0,100.0,1000,12629,0.419284,7,0.941245,,,
15,1.0,100.0,1000,12631,0.066845,0,0.5,0.8537,79.0609,1000.3588
15,1.0,100.0,1000,12631,0.066845,1,0.705167,0.8509,78.8353,1000.4358
15,1.0,100.0,1000,12631,0.066845,2,0.680649,0.8512,78.86,1000.4275
15,1.0,100.0,1000,12631,0.066845,3,0.683348,0.8512,78.8573,1000.4285
15,1.0,100.0,1000,12631,0.066845,4,0.683051,,,
15,1.0,100.0,1000,12632,0.087187,0,0.5,0.7058,91.9329,1004.9941
15,1.0,100.0,1000,12632,0.087187,1,0.057893,0.7159,92.0024,1004.8778
15,1.0,100.0,1000,12632,0.087187,2,0.061321,0.7158,92.0017,1004.8789
15,1.0,100.0,1000,12632,0.087187,3,0.061288,,,
15,1.0,100.0,1000,12633,0.012713,0,0.5,0.8979,97.8675,998.7527
15,1.0,100.0,1000,12633,0.012713,1,0.878905,0.8899,97.5074,998.9526
15,1.0,100.0,1000,12633,0.012713,2,0.870535,0.89,97.5154,998.9483
15,1.0,100.0,1000,12633,0.012713,3,0.870701,,,
15,1.0,100.0,1000,12634,0.223984,0,0.5,0.6303,70.4252,1001.4798
15,1.0,100.0,1000,12634,0.223984,1,0.475543,0.6305,70.4264,1001.4784
15,1.0,100.0,1000,12634,0.223984,2,0.47586,,,
15,1.0,100.0,1000,12635,0.077822,0,0.5,0.8589,75.2059,1007.3251
15,1.0,100.0,1000,12635,0.077822,1,0.012788,0.8669,75.492,1007.1778
15,1.0,100.0,1000,12635,0.077822,2,0.013717,,,
15,1.0,100.0,1000,12636,0.040414,0,0.5,1.2509,91.47,996.6458
15,1.0,100.0,1000,12636,0.040414,1,0.949475,1.1408,87.3818,999.4773
15,1.0,100.0,1000,12636,0.040414,2,0.791979,1.1708,88.5153,998.7247
15,1.0,100.0,1000,12636,0.040414,3,0.84359,1.1602,88.1184,998.9919
15,1.0,100.0,1000,12636,0.040414,4,0.824233,1.1641,88.2648,998.8938
15,1.0,100.0,1000,12636,0.040414,5,0.83197,1.1625,88.2063,998.933
15,1.0,100.0,1000,12636,0.040414,6,0.82891,1.1631,88.2294,998.9175
15,1.0,100.0,1000,12636,0.040414,7,0.830126,1.1629,88.2203,998.9236
15,1.0,100.0,1000,12636,0.040414,8,0.829644,,,
15,1.0,100.0,1000,12637,0.030758,0,0.5,1.1109,115.934,998.7634
15,1.0,100.0,1000,12637,0.030758,1,0.849952,1.0892,114.8419,999.5139
15,1.0,100.0,1000,12637,0.030758,2,0.804378,1.0918,114.9764,999.424
15,1.0,100.0,1000,12637,0.030758,3,0.809672,1.0915,114.9609,999.4345
15,1.0,100.0,1000,12637,0.030758,4,0.809055,,,
15,1.0,100.0,1000,12640,0.111812,0,0.5,1.1811,132.3951,995.2216
15,1.0,100.0,1000,12640,0.111812,1,0.97819,1.1405,129.8292,996.7575
15,1.0,100.0,1000,12640,0.111812,2,0.951104,1.1462,130.1963,996.5443
