n,beta,eta,gamma,seed,mse,step,delta,est_beta,est_eta,est_gamma
15,1.0,100.0,1000,12640,0.111812,3,0.956261,1.1451,130.1247,996.5861
15,1.0,100.0,1000,12640,0.111812,4,0.955302,,,
15,1.0,100.0,1000,12641,0.288488,0,0.5,0.6465,59.7945,1000.5754
15,1.0,100.0,1000,12641,0.288488,1,0.743492,0.6438,59.7991,1000.5916
15,1.0,100.0,1000,12641,0.288488,2,0.740147,0.6438,59.7991,1000.5913
15,1.0,100.0,1000,12641,0.288488,3,0.740193,,,
15,1.0,100.0,1000,12642,0.904169,0,0.5,1.1801,201.4679,993.6003
15,1.0,100.0,1000,12642,0.904169,1,0.991095,1.0843,194.7135,998.6627
15,1.0,100.0,1000,12642,0.904169,2,0.86043,1.0843,194.7135,998.6627
15,1.0,100.0,1000,12642,0.904169,3,0.86043,,,
15,1.0,100.0,1000,12643,0.171008,0,0.5,0.711,129.4325,1000.5812
15,1.0,100.0,1000,12643,0.171008,1,0.717049,0.7088,129.3737,1000.6211
15,1.0,100.0,1000,12643,0.171008,2,0.705777,0.709,129.3768,1000.619
15,1.0,100.0,1000,12643,0.171008,3,0.706369,,,
15,1.0,100.0,1000,12644,0.137381,0,0.5,1.4463,103.5627,992.856
15,1.0,100.0,1000,12644,0.137381,1,0.99286,1.3665,98.4568,996.2738
15,1.0,100.0,1000,12644,0.137381,2,0.954204,1.3711,98.837,996.0427
15,1.0,100.0,1000,12644,0.137381,3,0.959443,1.3704,98.7851,996.0745
15,1.0,100.0,1000,12644,0.137381,4,0.958759,,,
15,1.0,100.0,1000,12645,0.01876,0,0.5,0.8809,93.2925,1000.8647
15,1.0,100.0,1000,12645,0.01876,1,0.517262,0.8806,93.2739,1000.8733
15,1.0,100.0,1000,12645,0.01876,2,0.514809,0.8807,93.2765,1000.8721
15,1.0,100.0,1000,12645,0.01876,3,0.515157,,,
15,1.0,100.0,1000,12646,0.101069,0,0.5,1.2058,74.1484,997.4764
15,1.0,100.0,1000,12646,0.101069,1,0.921845,1.1552,72.3693,998.6852
15,1.0,100.0,1000,12646,0.101069,2,0.848804,1.1623,72.6438,998.5097
15,1.0,100.0,1000,12646,0.101069,3,0.861207,1.1611,72.5964,998.5403
15,1.0,100.0,1000,12646,0.101069,4,0.859107,1.1613,72.6045,998.5351
15,1.0,100.0,1000,12646,0.101069,5,0.859464,,,
15,1.0,100.0,1000,12647,0.02047,0,0.5,1.0962,88.8889,995.4148
15,1.0,100.0,1000,12647,0.02047,1,0.977744,1.0714,87.609,996.1568
15,1.0,100.0,1000,12647,0.02047,2,0.967216,1.0719,87.6347,996.1426
15,1.0,100.0,1000,12647,0.02047,3,0.967457,,,
15,1.0,100.0,1000,12648,0.253475,0,0.5,1.5756,94.5126,990.9205
15,1.0,100.0,1000,12648,0.253475,1,0.997483,1.4901,89.0136,994.6134
15,1.0,100.0,1000,12648,0.253475,2,0.979481,1.4921,89.3231,994.4369
15,1.0,100.0,1000,12648,0.253475,3,0.981367,1.4919,89.2909,994.4555
15,1.0,100.0,1000,12648,0.253475,4,0.981178,,,
15,1.0,100.0,1000,12649,0.369365,0,0.5,0.5708,56.8958,1003.9893
15,1.0,100.0,1000,12649,0.369365,1,0.123172,0.5714,56.9111,1003.9856
15,1.0,100.0,1000,12649,0.369365,2,0.123348,,,
15,1.0,1000.0,1000,13504,0.095788,0,0.5,0.8102,1238.5763,993.4508
15,1.0,1000.0,1000,13504,0.095788,1,0.992878,0.7949,1232.3129,997.0366
15,1.0,1000.0,1000,13504,0.095788,2,0.948555,0.7963,1232.8814,996.7141
15,1.0,1000.0,1000,13504,0.095788,3,0.95674,0.796,1232.7765,996.7737
15,1.0,1000.0,1000,13504,0.095788,4,0.955329,0.7961,1232.7946,996.7634
15,1.0,1000.0,1000,13504,0.095788,5,0.955575,,,
15,1.0,1000.0,1000,13510,0.066706,0,0.5,0.784,1155.1734,1021.0216
15,1.0,1000.0,1000,13510,0.066706,1,0.001007,0.8029,1166.1238,1016.2247
15,1.0,1000.0,1000,13510,0.066706,2,0.001117,,,
15,1.0,1000.0,1000,13524,0.193843,0,0.5,0.6975,676.9465,1011.0135
15,1.0,1000.0,1000,13524,0.193843,1,0.003142,0.7006,677.4123,1010.7101
15,1.0,1000.0,1000,13524,0.193843,2,0.003537,,,
15,1.0,5000.0,1000,17501,0.145954,0,0.5,0.8892,3139.386,1021.2716
15,1.0,5000.0,1000,17501,0.145954,1,0.001013,0.9019,3154.971,1011.6695
15,1.0,5000.0,1000,17501,0.145954,2,0.004765,0.9018,3154.8573,1011.7417
15,1.0,5000.0,1000,17501,0.145954,3,0.004606,,,
15,1.0,5000.0,1000,17507,0.10263,0,0.5,1.0426,3355.1967,1056.3464
15,1.0,5000.0,1000,17507,0.10263,1,0.001,1.0697,3438.7033,1016.2746
15,1.0,5000.0,1000,17507,0.10263,2,0.001226,,,
15,1.0,5000.0,1000,17523,0.05292,0,0.5,0.7689,4281.695,1045.1679
15,1.0,5000.0,1000,17523,0.05292,1,0.001,0.8178,4303.2897,1014.0991
15,1.0,5000.0,1000,17523,0.05292,2,0.002666,0.8175,4303.1469,1014.2585
15,1.0,5000.0,1000,17523,0.05292,3,0.002515,,,
15,1.0,5000.0,1000,17534,0.017825,0,0.5,0.9204,5540.8421,976.8667
15,1.0,5000.0,1000,17534,0.017825,1,0.999999,0.9108,5495.7468,995.2789
15,1.0,5000.0,1000,17534,0.017825,2,0.952426,0.9117,5500.0012,993.6103
15,1.0,5000.0,1000,17534,0.017825,3,0.981903,0.9111,5497.2238,994.7013
15,1.0,5000.0,1000,17534,0.017825,4,0.965529,0.9114,5498.7685,994.0953
15,1.0,5000.0,1000,17534,0.017825,5,0.975727,0.9112,5497.807,994.4727
15,1.0,5000.0,1000,17534,0.017825,6,0.96969,0.9114,5498.3764,994.2493
15,1.0,5000.0,1000,17534,0.017825,7,0.973355,0.9113,5498.0307,994.3849
15,1.0,5000.0,1000,17534,0.017825,8,0.971169,0.9113,5498.237,994.304
15,1.0,5000.0,1000,17534,0.017825,9,0.97247,0.9113,5498.1143,994.3521
15,1.0,5000.0,1000,17534,0.017825,10,0.971703,,,
15,1.0,5000.0,1000,17545,0.102005,0,0.5,0.6992,4642.7684,989.2129
15,1.0,5000.0,1000,17545,0.102005,1,0.999057,0.6885,4638.9935,994.9077
15,1.0,5000.0,1000,17545,0.102005,2,0.9724,0.689,4639.1368,994.6678
15,1.0,5000.0,1000,17545,0.102005,3,0.976021,0.6889,4639.1178,994.7004
15,1.0,5000.0,1000,17545,0.102005,4,0.975558,,,
15,2.0,100.0,1000,13603,0.147046,0,0.5,1.3787,91.2017,995.1022
15,2.0,100.0,1000,13603,0.147046,1,0.9757,1.2564,87.7473,998.1138
15,2.0,100.0,1000,13603,0.147046,2,0.87731,1.2753,88.3043,997.6481
15,2.0,100.0,1000,13603,0.147046,3,0.907257,1.2693,88.1291,997.7959
15,2.0,100.0,1000,13603,0.147046,4,0.89835,1.2711,88.1805,997.7527
15,2.0,100.0,1000,13603,0.147046,5,0.901029,1.2705,88.1647,997.766
15,2.0,100.0,1000,13603,0.147046,6,0.90021,,,
15,2.0,100.0,1000,13604,0.121442,0,0.5,1.3799,72.6904,1012.7778
15,2.0,100.0,1000,13604,0.121442,1,0.001353,1.4938,76.1037,1010.0388
15,2.0,100.0,1000,13604,0.121442,2,0.002551,1.4933,76.0914,1010.049
15,2.0,100.0,1000,13604,0.121442,3,0.002542,,,
15,2.0,100.0,1000,13607,0.158243,0,0.5,1.3291,60.1972,1013.7629
15,2.0,100.0,1000,13607,0.158243,1,0.001208,1.6054,65.4686,1008.9677
15,2.0,100.0,1000,13607,0.158243,2,0.003612,1.6054,65.4686,1008.9677
15,2.0,100.0,1000,13607,0.158243,3,0.003612,,,
15,2.0,100.0,1000,13630,0.146459,0,0.5,1.15,95.5442,1010.642
15,2.0,100.0,1000,13630,0.146459,1,0.00245,1.2363,98.613,1008.2555
15,2.0,100.0,1000,13630,0.146459,2,0.006263,1.2353,98.5771,1008.2841
15,2.0,100.0,1000,13630,0.146459,3,0.006184,,,
15,2.0,100.0,1000,13649,0.016778,0,0.5,1.3786,73.3233,1023.5206
15,2.0,100.0,1000,13649,0.016778,1,0.001001,1.9411,87.4321,1010.7273
15,2.0,100.0,1000,13649,0.016778,2,0.001737,,,
15,2.0,1000.0,1000,14502,0.010443,0,0.5,1.7339,885.2272,1150.5261
15,2.0,1000.0,1000,14502,0.010443,1,0.001,2.1838,1042.8547,1012.7283
15,2.0,1000.0,1000,14502,0.010443,2,0.001263,,,
15,2.0,1000.0,1000,14548,0.066869,0,0.5,1.5434,705.7189,1066.8408
15,2.0,1000.0,1000,14548,0.066869,1,0.001,1.7657,769.8405,1012.9684
15,2.0,1000.0,1000,14548,0.066869,2,0.001294,,,
15,5.0,100.0,1000,16601,0.038627,0,0.5,1.6285,46.5561,1051.3456
15,5.0,100.0,1000,16601,0.038627,1,0.001,4.337,93.5616,1006.7469
15,5.0,100.0,1000,16601,0.038627,2,0.002018,4.1504,90.1749,1010.0562
15,5.0,100.0,1000,16601,0.038627,3,0.001177,,,
20,1.0,100.0,1000,13100,0.000174,0,0.5,1.0025,98.7221,1000.6334
20,1.0,100.0,1000,13100,0.000174,1,0.524601,1.0013,98.6855,1000.6599
20,1.0,100.0,1000,13100,0.000174,2,0.51641,1.0017,98.6977,1000.6511
20,1.0,100.0,1000,13100,0.000174,3,0.519196,1.0016,98.6935,1000.6541
20,1.0,100.0,1000,13100,0.000174,4,0.518278,,,
20,1.0,100.0,1000,13101,0.17471,0,0.5,0.8485,60.6804,1003.582
20,1.0,100.0,1000,13101,0.17471,1,0.111263,0.8548,60.811,1003.5096
20,1.0,100.0,1000,13101,0.17471,2,0.115342,0.8547,60.8096,1003.5104
20,1.0,100.0,1000,13101,0.17471,3,0.115299,,,
20,1.0,100.0,1000,13102,0.108477,0,0.5,0.8808,130.7414,999.2864
20,1.0,100.0,1000,13102,0.108477,1,0.856857,0.87,130.2618,999.5559
20,1.0,100.0,1000,13102,0.108477,2,0.847543,0.8703,130.2736,999.5494
20,1.0,100.0,1000,13102,0.108477,3,0.84774,,,
20,1.0,100.0,1000,13103,0.059446,0,0.5,1.0289,125.5928,998.6981
20,1.0,100.0,1000,13103,0.059446,1,0.865682,1.0204,124.1856,999.2382
20,1.0,100.0,1000,13103,0.059446,2,0.835692,1.021,124.2991,999.1964
20,1.0,100.0,1000,13103,0.059446,3,0.837837,1.021,124.2909,999.1994
20,1.0,100.0,1000,13103,0.059446,4,0.837681,,,
20,1.0,100.0,1000,13104,0.115471,0,0.5,0.7283,79.934,999.4711
20,1.0,100.0,1000,13104,0.115471,1,0.872689,0.7263,79.8567,999.4962
20,1.0,100.0,1000,13104,0.115471,2,0.872178,,,
20,1.0,100.0,1000,13106,0.036725,0,0.5,0.8504,111.9126,998.5011
20,1.0,100.0,1000,13106,0.036725,1,0.895515,0.8466,111.4822,998.6328
20,1.0,100.0,1000,13106,0.036725,2,0.89032,0.8466,111.4881,998.631
20,1.0,100.0,1000,13106,0.036725,3,0.890381,,,
20,1.0,100.0,1000,13108,0.090727,0,0.5,1.0378,130.8721,997.0081
20,1.0,100.0,1000,13108,0.090727,1,0.948754,1.0235,129.9878,997.5242
20,1.0,100.0,1000,13108,0.090727,2,0.930141,1.0241,130.0236,997.5042
20,1.0,100.0,1000,13108,0.090727,3,0.931047,,,
20,1.0,100.0,1000,13109,0.053361,0,0.5,0.8308,112.1194,999.4703
20,1.0,100.0,1000,13109,0.053361,1,0.857032,0.7969,111.3356,999.9675
20,1.0,100.0,1000,13109,0.053361,2,0.82296,0.7993,111.3849,999.9342
20,1.0,100.0,1000,13109,0.053361,3,0.827372,0.799,111.3785,999.9385
20,1.0,100.0,1000,13109,0.053361,4,0.826806,,,
20,1.0,100.0,1000,13110,0.158941,0,0.5,0.6567,79.5991,1015.9672
20,1.0,100.0,1000,13110,0.158941,1,0.001101,0.6577,79.6297,1015.9576
20,1.0,100.0,1000,13110,0.158941,2,0.001101,,,
20,1.0,100.0,1000,13111,0.066414,0,0.5,1.2734,87.6937,996.6942
20,1.0,100.0,1000,13111,0.066414,1,0.947012,1.2055,85.3056,998.3743
20,1.0,100.0,1000,13111,0.066414,2,0.864266,1.2155,85.6796,998.1244
20,1.0,100.0,1000,13111,0.066414,3,0.880744,1.2134,85.6027,998.1762
20,1.0,100.0,1000,13111,0.066414,4,0.877475,1.2138,85.618,998.1659
20,1.0,100.0,1000,13111,0.066414,5,0.87813,,,
20,1.0,100.0,1000,13112,0.100763,0,0.5,1.3363,89.9141,996.373
20,1.0,100.0,1000,13112,0.100763,1,0.953047,1.2873,87.3384,998.0136
20,1.0,100.0,1000,13112,0.100763,2,0.881392,1.2935,87.7172,997.7884
20,1.0,100.0,1000,13112,0.100763,3,0.896889,1.2921,87.6342,997.8382
20,1.0,100.0,1000,13112,0.100763,4,0.893623,1.2924,87.6514,997.8279
20,1.0,100.0,1000,13112,0.100763,5,0.894306,,,
20,1.0,100.0,1000,13113,0.262781,0,0.5,1.0697,152.3881,995.139
20,1.0,100.0,1000,13113,0.262781,1,0.98114,1.0544,150.9406,995.894
20,1.0,100.0,1000,13113,0.262781,2,0.971726,1.0547,150.9681,995.8803
20,1.0,100.0,1000,13113,0.262781,3,0.971932,,,
20,1.0,100.0,1000,13115,0.014193,0,0.5,0.8766,104.8577,1014.4732
20,1.0,100.0,1000,13115,0.014193,1,0.001201,0.8942,105.2847,1014.1478
20,1.0,100.0,1000,13115,0.014193,2,0.001239,,,
20,1.0,100.0,1000,13116,0.031758,0,0.5,0.8426,90.4457,1009.1356
20,1.0,100.0,1000,13116,0.031758,1,0.005341,0.8487,90.6311,1009.0293
20,1.0,100.0,1000,13116,0.031758,2,0.005586,,,
20,1.0,100.0,1000,13117,0.081029,0,0.5,1.2662,119.1048,992.7736
20,1.0,100.0,1000,13117,0.081029,1,0.994176,1.2259,117.2207,994.1716
20,1.0,100.0,1000,13117,0.081029,2,0.987395,1.2264,117.2445,994.1549
20,1.0,100.0,1000,13117,0.081029,3,0.987508,,,
20,1.0,100.0,1000,13118,0.032622,0,0.5,1.0318,82.7741,997.0081
20,1.0,100.0,1000,13118,0.032622,1,0.949436,1.0131,81.968,997.4452
20,1.0,100.0,1000,13118,0.032622,2,0.934614,1.0136,81.9917,997.433
20,1.0,100.0,1000,13118,0.032622,3,0.935124,,,
20,1.0,100.0,1000,13119,0.179108,0,0.5,0.5826,93.3222,1000.3287
20,1.0,100.0,1000,13119,0.179108,1,0.828039,0.5821,93.3366,1000.3313
20,1.0,100.0,1000,13119,0.179108,2,0.827793,,,
20,1.0,100.0,1000,13120,0.048714,0,0.5,1.0441,120.8714,1001.7154
20,1.0,100.0,1000,13120,0.048714,1,0.257755,1.0566,121.5287,1001.3066
20,1.0,100.0,1000,13120,0.048714,2,0.315653,1.0533,121.3646,1001.4109
20,1.0,100.0,1000,13120,0.048714,3,0.300223,1.0542,121.4078,1001.3836
20,1.0,100.0,1000,13120,0.048714,4,0.304226,1.054,121.3966,1001.3907
20,1.0,100.0,1000,13120,0.048714,5,0.303185,1.054,121.3995,1001.3888
20,1.0,100.0,1000,13120,0.048714,6,0.303456,,,
20,1.0,100.0,1000,13121,0.162446,0,0.5,1.2928,121.2088,1004.1062
20,1.0,100.0,1000,13121,0.162446,1,0.051195,1.3336,122.6171,1002.8444
20,1.0,100.0,1000,13121,0.162446,2,0.09995,1.3336,122.6171,1002.8444
20,1.0,100.0,1000,13121,0.162446,3,0.09995,,,
20,1.0,100.0,1000,13122,0.179421,0,0.5,0.7587,64.6722,1012.7107
20,1.0,100.0,1000,13122,0.179421,1,0.001601,0.7648,64.7929,1012.6508
20,1.0,100.0,1000,13122,0.179421,2,0.001619,,,
20,1.0,100.0,1000,13123,0.064075,0,0.5,1.1028,77.5038,1011.9561
20,1.0,100.0,1000,13123,0.064075,1,0.001705,1.1343,78.5711,1011.2556
20,1.0,100.0,1000,13123,0.064075,2,0.002027,,,
20,1.0,100.0,1000,13124,0.17667,0,0.5,0.8671,60.1087,1000.9931
20,1.0,100.0,1000,13124,0.17667,1,0.481308,0.8674,60.1139,1000.9897
20,1.0,100.0,1000,13124,0.17667,2,0.482159,,,
20,1.0,100.0,1000,13125,0.004033,0,0.5,1.0565,94.8758,997.9191
20,1.0,100.0,1000,13125,0.004033,1,0.907091,1.0254,94.226,998.5256
20,1.0,100.0,1000,13125,0.004033,2,0.876266,1.0273,94.2661,998.4882
20,1.0,100.0,1000,13125,0.004033,3,0.877969,1.0272,94.2639,998.4903
20,1.0,100.0,1000,13125,0.004033,4,0.877875,,,
20,1.0,100.0,1000,13127,0.012496,0,0.5,0.9041,103.3334,997.5192
20,1.0,100.0,1000,13127,0.012496,1,0.937061,0.8921,102.9896,997.7573
20,1.0,100.0,1000,13127,0.012496,2,0.926831,0.8923,102.9966,997.7526
20,1.0,100.0,1000,13127,0.012496,3,0.927047,,,
20,1.0,100.0,1000,13128,0.115416,0,0.5,0.9425,65.3523,1010.8368
20,1.0,100.0,1000,13128,0.115416,1,0.002512,0.9726,66.1537,1010.3921
20,1.0,100.0,1000,13128,0.115416,2,0.002906,,,
20,1.0,100.0,1000,13130,0.134432,0,0.5,1.3395,80.387,994.9163
20,1.0,100.0,1000,13130,0.134432,1,0.97891,1.2984,78.8202,996.0116
20,1.0,100.0,1000,13130,0.134432,2,0.96282,1.2996,78.8707,995.9781
20,1.0,100.0,1000,13130,0.134432,3,0.963456,,,
20,1.0,100.0,1000,13131,0.086297,0,0.5,0.8998,70.6974,1005.993
20,1.0,100.0,1000,13131,0.086297,1,0.025425,0.9354,71.3736,1005.5302
20,1.0,100.0,1000,13131,0.086297,2,0.032015,0.9348,71.3614,1005.5386
20,1.0,100.0,1000,13131,0.086297,3,0.031881,,,
20,1.0,100.0,1000,13132,0.006658,0,0.5,0.9059,100.25,1003.8508
20,1.0,100.0,1000,13132,0.006658,1,0.090598,0.9191,100.5549,1003.6035
20,1.0,100.0,1000,13132,0.006658,2,0.102931,0.9187,100.5445,1003.6121
20,1.0,100.0,1000,13132,0.006658,3,0.102481,,,
20,1.0,100.0,1000,13133,0.127938,0,0.5,1.0164,136.5502,995.7359
20,1.0,100.0,1000,13133,0.127938,1,0.975056,0.996,135.7505,996.3487
20,1.0,100.0,1000,13133,0.127938,2,0.965673,0.9964,135.7647,996.3382
20,1.0,100.0,1000,13133,0.127938,3,0.96586,,,
20,1.0,100.0,1000,13134,0.08471,0,0.5,1.3272,110.4473,994.8124
20,1.0,100.0,1000,13134,0.08471,1,0.980204,1.2779,107.6355,996.6759
20,1.0,100.0,1000,13134,0.08471,2,0.947168,1.2807,107.813,996.5655
20,1.0,100.0,1000,13134,0.08471,3,0.950241,1.2804,107.7966,996.5757
20,1.0,100.0,1000,13134,0.08471,4,0.949962,,,
20,1.0,100.0,1000,13135,0.03596,0,0.5,0.8116,95.2962,1014.141
20,1.0,100.0,1000,13135,0.03596,1,0.001255,0.8164,95.4509,1014.0572
20,1.0,100.0,1000,13135,0.03596,2,0.001267,,,
20,1.0,100.0,1000,13136,0.012444,0,0.5,1.119,96.4707,996.7734
20,1.0,100.0,1000,13136,0.012444,1,0.951899,1.1009,95.344,997.3854
20,1.0,100.0,1000,13136,0.012444,2,0.932404,1.1016,95.3907,997.3613
20,1.0,100.0,1000,13136,0.012444,3,0.933457,1.1015,95.3882,997.3626
20,1.0,100.0,1000,13136,0.012444,4,0.933401,,,
20,1.0,100.0,1000,13137,0.025812,0,0.5,1.0706,116.8199,994.5179
20,1.0,100.0,1000,13137,0.025812,1,0.986759,1.0361,115.6217,995.4295
20,1.0,100.0,1000,13137,0.025812,2,0.978663,1.0365,115.6386,995.417
20,1.0,100.0,1000,13137,0.025812,3,0.978802,,,
20,1.0,100.0,1000,13138,0.116889,0,0.5,0.7122,81.2425,1008.215
20,1.0,100.0,1000,13138,0.116889,1,0.009128,0.714,81.2908,1008.1942
20,1.0,100.0,1000,13138,0.116889,2,0.009213,,,
20,1.0,100.0,1000,13139,0.012753,0,0.5,1.0682,91.7678,1006.6487
20,1.0,100.0,1000,13139,0.012753,1,0.015544,1.0865,92.7536,1006.1023
20,1.0,100.0,1000,13139,0.012753,2,0.020432,1.0863,92.7423,1006.1088
20,1.0,100.0,1000,13139,0.012753,3,0.020365,,,
20,1.0,100.0,1000,13141,0.091812,0,0.5,1.0034,129.1977,1002.6476
20,1.0,100.0,1000,13141,0.091812,1,0.164346,1.0142,130.4465,1002.1226
20,1.0,100.0,1000,13141,0.091812,2,0.216922,1.0123,130.2441,1002.2106
20,1.0,100.0,1000,13141,0.091812,3,0.207688,1.0126,130.2798,1002.1952
20,1.0,100.0,1000,13141,0.091812,4,0.209287,1.0126,130.2736,1002.1979
20,1.0,100.0,1000,13141,0.091812,5,0.20901,,,
20,1.0,100.0,1000,13142,0.08234,0,0.5,0.8796,126.1808,997.6495
20,1.0,100.0,1000,13142,0.08234,1,0.932505,0.8716,125.6559,997.884
20,1.0,100.0,1000,13142,0.08234,2,0.922168,0.8717,125.6684,997.8786
20,1.0,100.0,1000,13142,0.08234,3,0.922399,,,
20,1.0,100.0,1000,13143,0.20973,0,0.5,0.9117,145.6408,997.2518
20,1.0,100.0,1000,13143,0.20973,1,0.947013,0.9061,144.8043,997.5428
20,1.0,100.0,1000,13143,0.20973,2,0.935706,0.9062,144.825,997.5358
20,1.0,100.0,1000,13143,0.20973,3,0.935999,,,
20,1.0,100.0,1000,13144,0.042341,0,0.5,1.2307,95.317,994.6651
20,1.0,100.0,1000,13144,0.042341,1,0.98338,1.1955,93.8048,995.6913
20,1.0,100.0,1000,13144,0.042341,2,0.971543,1.1963,93.8395,995.669
20,1.0,100.0,1000,13144,0.042341,3,0.971872,,,
20,1.0,100.0,1000,13145,0.008899,0,0.5,0.8991,98.8857,1004.6652
20,1.0,100.0,1000,13145,0.008899,1,0.056491,0.9062,99.2589,1004.4903
20,1.0,100.0,1000,13145,0.008899,2,0.062192,0.9061,99.2541,1004.4926
20,1.0,100.0,1000,13145,0.008899,3,0.062114,,,
20,1.0,100.0,1000,13146,0.228281,0,0.5,0.671,65.5208,999.7517
20,1.0,100.0,1000,13146,0.228281,1,0.869854,0.6694,65.5096,999.7625
20,1.0,100.0,1000,13146,0.228281,2,0.869446,,,
20,1.0,100.0,1000,13147,0.345773,0,0.5,1.424,67.3561,1012.0618
20,1.0,100.0,1000,13147,0.345773,1,0.001513,1.514,71.3737,1009.3455
20,1.0,100.0,1000,13147,0.345773,2,0.003266,1.5134,71.3539,1009.3601
20,1.0,100.0,1000,13147,0.345773,3,0.003248,,,
20,1.0,100.0,1000,13148,0.038599,0,0.5,0.9353,118.0053,1004.5193
20,1.0,100.0,1000,13148,0.038599,1,0.059571,0.9696,119.49,1003.6574
20,1.0,100.0,1000,13148,0.038599,2,0.095058,0.9659,119.3322,1003.7523
20,1.0,100.0,1000,13148,0.038599,3,0.090357,0.9664,119.3531,1003.7397
20,1.0,100.0,1000,13148,0.038599,4,0.090967,,,
20,1.0,100.0,1000,13149,0.063207,0,0.5,1.1593,124.3473,996.5862
20,1.0,100.0,1000,13149,0.063207,1,0.954774,1.1018,122.53,998.1894
20,1.0,100.0,1000,13149,0.063207,2,0.887116,1.1086,122.746,998.0027
20,1.0,100.0,1000,13149,0.063207,3,0.897803,1.1075,122.7118,998.0324
20,1.0,100.0,1000,13149,0.063207,4,0.896166,1.1077,122.717,998.0278
20,1.0,100.0,1000,13149,0.063207,5,0.896418,,,
20,1.0,1000.0,1000,14002,0.209581,0,0.5,1.3959,732.6724,978.7374
20,1.0,1000.0,1000,14002,0.209581,1,0.999998,1.3499,705.4375,994.9949
20,1.0,1000.0,1000,14002,0.209581,2,0.974834,1.3518,706.9305,994.1767
20,1.0,1000.0,1000,14002,0.209581,3,0.984013,1.3511,706.3877,994.4751
20,1.0,1000.0,1000,14002,0.209581,4,0.981127,1.3513,706.5586,994.3813
20,1.0,1000.0,1000,14002,0.209581,5,0.982086,,,
20,1.0,1000.0,1000,14008,0.187714,0,0.5,0.7147,1326.0369,998.9832
20,1.0,1000.0,1000,14008,0.187714,1,0.884366,0.7147,1326.0369,998.9832
20,1.0,1000.0,1000,14008,0.187714,2,0.884366,,,
20,1.0,1000.0,1000,14013,0.165382,0,0.5,0.8148,642.8521,995.0317
20,1.0,1000.0,1000,14013,0.165382,1,0.984551,0.8112,639.7338,995.77
20,1.0,1000.0,1000,14013,0.165382,2,0.976771,0.8113,639.7833,995.7587
20,1.0,1000.0,1000,14013,0.165382,3,0.976914,,,
20,1.0,1000.0,1000,14019,0.038671,0,0.5,0.8959,883.6447,988.3521
20,1.0,1000.0,1000,14019,0.038671,1,0.999657,0.8444,876.7611,995.867
20,1.0,1000.0,1000,14019,0.038671,2,0.973518,0.8471,877.1966,995.4738
20,1.0,1000.0,1000,14019,0.038671,3,0.978655,0.8465,877.1124,995.5511
20,1.0,1000.0,1000,14019,0.038671,4,0.977729,,,
20,1.0,1000.0,1000,14034,0.157027,0,0.5,0.7021,736.2687,1010.6576
20,1.0,1000.0,1000,14034,0.157027,1,0.003685,0.7042,736.5548,1010.47
20,1.0,1000.0,1000,14034,0.157027,2,0.003993,,,
20,1.0,1000.0,1000,14041,0.051184,0,0.5,0.7799,1052.1471,1003.0658
20,1.0,1000.0,1000,14041,0.051184,1,0.233453,0.7799,1052.1471,1003.0658
20,1.0,1000.0,1000,14041,0.051184,2,0.233453,,,
20,1.0,1000.0,1000,14044,0.004773,0,0.5,0.9055,1012.8204,1017.5884
20,1.0,1000.0,1000,14044,0.004773,1,0.001045,0.9353,1021.0335,1011.6469
20,1.0,1000.0,1000,14044,0.004773,2,0.002389,0.9352,1021.0125,1011.6625
20,1.0,1000.0,1000,14044,0.004773,3,0.002376,,,
20,1.0,5000.0,1000,18023,0.05606,0,0.5,0.9949,6063.674,1088.5864
20,1.0,5000.0,1000,18023,0.05606,1,0.001,1.0481,6155.1477,1019.3237
20,1.0,5000.0,1000,18023,0.05606,2,0.001133,,,
20,2.0,100.0,1000,14107,0.043475,0,0.5,1.5838,101.3121,1001.7047
20,2.0,100.0,1000,14107,0.043475,1,0.147705,1.5838,101.3121,1001.7047
20,2.0,100.0,1000,14107,0.043475,2,0.147705,,,
20,2.0,100.0,1000,14113,0.067725,0,0.5,1.783,73.8938,1023.7218
20,2.0,100.0,1000,14113,0.067725,1,0.001,2.5353,93.2875,1006.0701
20,2.0,100.0,1000,14113,0.067725,2,0.007423,2.4606,91.3725,1007.8729
20,2.0,100.0,1000,14113,0.067725,3,0.003459,2.5068,92.5551,1006.7603
20,2.0,100.0,1000,14113,0.067725,4,0.005449,2.4837,91.9616,1007.3189
20,2.0,100.0,1000,14113,0.067725,5,0.004304,2.497,92.3032,1006.9975
20,2.0,100.0,1000,14113,0.067725,6,0.004921,,,
20,2.0,100.0,1000,14115,0.10467,0,0.5,1.3448,81.0156,1004.6699
20,2.0,100.0,1000,14115,0.10467,1,0.03569,1.4739,84.3706,1001.7658
20,2.0,100.0,1000,14115,0.10467,2,0.155951,1.4262,83.1442,1002.8478
20,2.0,100.0,1000,14115,0.10467,3,0.089674,1.4502,83.7603,1002.306
20,2.0,100.0,1000,14115,0.10467,4,0.118513,1.4392,83.4777,1002.5551
20,2.0,100.0,1000,14115,0.10467,5,0.103854,1.4446,83.6172,1002.4322
20,2.0,100.0,1000,14115,0.10467,6,0.110871,1.442,83.5501,1002.4913
20,2.0,100.0,1000,14115,0.10467,7,0.107448,1.4433,83.5826,1002.4627
20,2.0,100.0,1000,14115,0.10467,8,0.109093,1.4426,83.5671,1002.4764
20,2.0,100.0,1000,14115,0.10467,9,0.1083,,,
