epoch,train_loss,val_loss,lr
1,0.50972603,0.4274397,0.001
2,0.40976481,0.40260114,0.001
3,0.38976025,0.39013651,0.001
4,0.38040358,0.37788294,0.001
5,0.37133501,0.36931979,0.001
6,0.36556081,0.37483054,0.001
7,0.35840342,0.35355053,0.001
8,0.35394466,0.38440498,0.001
9,0.34976067,0.34704655,0.001
10,0.34661484,0.35781291,0.001
11,0.34307201,0.35134922,0.001
12,0.34059735,0.34297984,0.001
13,0.33828655,0.34158934,0.001
14,0.33506885,0.35152946,0.001
15,0.33309491,0.33698801,0.001
16,0.32859173,0.32931346,0.001
17,0.32594271,0.33501732,0.001
18,0.32379231,0.33486199,0.001
19,0.32083712,0.32913936,0.001
20,0.31912716,0.31918958,0.001
21,0.31695838,0.32641913,0.001
22,0.31622095,0.31671838,0.001
23,0.31577462,0.32052695,0.001
24,0.31394393,0.3134777,0.001
25,0.31391266,0.31590075,0.001
26,0.3142797,0.32095933,0.001
27,0.31297876,0.30964581,0.001
28,0.31119862,0.31616977,0.001
29,0.3105437,0.31163112,0.001
30,0.31206803,0.31343802,0.001
31,0.31014875,0.31202215,0.001
32,0.31033602,0.31322003,0.001
33,0.31305319,0.32937587,0.001
34,0.31013033,0.31966766,0.001
35,0.30886188,0.31499543,0.001
36,0.30879734,0.31496751,0.001
37,0.30865916,0.3246292,0.001
38,0.30772496,0.31525497,0.001
39,0.30148978,0.30592526,0.0005
40,0.30125869,0.30978228,0.0005
41,0.30072745,0.30949526,0.0005
42,0.30112474,0.31421536,0.0005
43,0.30108328,0.30648105,0.0005
44,0.30032224,0.30558399,0.0005
45,0.29936006,0.30622421,0.0005
46,0.30053442,0.30794357,0.0005
47,0.3008648,0.31135341,0.0005
48,0.29929837,0.31377257,0.0005
49,0.29947602,0.30883229,0.0005
50,0.29911932,0.30658248,0.0005
51,0.29944833,0.304064,0.0005
52,0.2990122,0.30924821,0.0005
53,0.29904474,0.31580398,0.0005
54,0.29870527,0.30539539,0.0005
55,0.29858359,0.30498886,0.0005
56,0.29886912,0.30528911,0.0005
57,0.2982378,0.30706708,0.0005
58,0.29774147,0.30648337,0.0005
59,0.29760176,0.30783615,0.0005
60,0.2978701,0.30691187,0.0005
61,0.29689311,0.31557455,0.0005
62,0.29845293,0.30576235,0.0005
63,0.29339322,0.30642722,0.00025
64,0.29342101,0.30233454,0.00025
65,0.29329512,0.30423844,0.00025
66,0.29342205,0.30479729,0.00025
67,0.29302389,0.30297262,0.00025
68,0.29368636,0.3056088,0.00025
69,0.29291914,0.30579867,0.00025
70,0.29320772,0.30398998,0.00025
71,0.29317998,0.30506119,0.00025
72,0.29298716,0.30402242,0.00025
73,0.29229917,0.30583374,0.00025
74,0.29234222,0.30658384,0.00025
75,0.29222843,0.30235995,0.00025
76,0.29034684,0.30303688,0.000125
77,0.28974817,0.30197095,0.000125
78,0.29017855,0.30167787,0.000125
79,0.28991596,0.30390677,0.000125
80,0.29008264,0.30192281,0.000125
81,0.29008955,0.30182473,0.000125
82,0.28957372,0.30322566,0.000125
83,0.28945618,0.3034004,0.000125
84,0.28963086,0.30243889,0.000125
85,0.28972069,0.30285757,0.000125
86,0.28921525,0.30162298,0.000125
87,0.28956463,0.3027157,0.000125
88,0.2896535,0.30162227,0.000125
89,0.28919072,0.30154716,0.000125
90,0.28935719,0.30208723,0.000125
91,0.2894313,0.3059879,0.000125
92,0.28922558,0.30833457,0.000125
93,0.28920343,0.30214954,0.000125
94,0.28925431,0.30293987,0.000125
95,0.28927391,0.30220426,0.000125
96,0.28900453,0.30216131,0.000125
97,0.28885797,0.30155672,0.000125
98,0.28914343,0.30592914,0.000125
99,0.28881365,0.30184478,0.000125
100,0.28874534,0.30756575,0.000125
101,0.28778013,0.30270838,6.25e-05
102,0.28758105,0.30249158,6.25e-05
103,0.28769139,0.30229435,6.25e-05
104,0.28760646,0.30209969,6.25e-05
105,0.28746091,0.30445839,6.25e-05
106,0.28755662,0.30188172,6.25e-05
107,0.28754366,0.30180037,6.25e-05
108,0.28738729,0.3013276,6.25e-05
109,0.28738687,0.30221405,6.25e-05
110,0.28726195,0.30121269,6.25e-05
111,0.28726705,0.30158053,6.25e-05
112,0.28760353,0.30196276,6.25e-05
113,0.28727368,0.30248479,6.25e-05
114,0.28741558,0.30169834,6.25e-05
115,0.28744537,0.30200088,6.25e-05
116,0.28733364,0.30274735,6.25e-05
117,0.28728456,0.30134947,6.25e-05
118,0.28737768,0.30108646,6.25e-05
119,0.28718707,0.30135745,6.25e-05
120,0.28734132,0.30190268,6.25e-05
121,0.28693778,0.30252368,6.25e-05
122,0.28714702,0.30093608,6.25e-05
123,0.28697441,0.30198743,6.25e-05
124,0.28715979,0.30189676,6.25e-05
125,0.28701953,0.30193107,6.25e-05
126,0.28708782,0.30287866,6.25e-05
127,0.28697628,0.30241585,6.25e-05
128,0.28695054,0.30105413,6.25e-05
129,0.28687108,0.30266741,6.25e-05
130,0.28691354,0.30391385,6.25e-05
131,0.28700727,0.30220768,6.25e-05
132,0.28679292,0.30316856,6.25e-05
133,0.28686549,0.30175023,6.25e-05
134,0.28628989,0.30179306,3.125e-05
135,0.28618475,0.30160539,3.125e-05
136,0.28620361,0.30160695,3.125e-05
137,0.28614571,0.30126783,3.125e-05
138,0.28605828,0.30098875,3.125e-05
139,0.28617731,0.30125236,3.125e-05
140,0.28613648,0.3012806,3.125e-05
141,0.28611305,0.30135747,3.125e-05
142,0.28615745,0.30182108,3.125e-05
143,0.28607082,0.30161369,3.125e-05
144,0.28606044,0.30214032,3.125e-05
145,0.2856867,0.30155128,1.5625e-05
146,0.28570606,0.30145608,1.5625e-05
147,0.28564513,0.30126916,1.5625e-05
148,0.28572886,0.30136629,1.5625e-05
149,0.28568157,0.30131899,1.5625e-05
150,0.28563171,0.30130103,1.5625e-05
151,0.28564045,0.30102865,1.5625e-05
152,0.28567527,0.30112404,1.5625e-05
