sample_size,mc_runs,beta_mean,beta_median,beta_std,eta_mean,eta_median,eta_std,gamma_mean,gamma_median,gamma_std
3,1900,1.4553098081896552,1.87637,0.807407990150749,754.6956472365301,658.5321665,522.961979748778,1212.8999974795258,1232.4453175,433.82913822380755
3,2000,1.450685469262295,1.8746605,0.8061585932720485,755.4449391516393,658.5321665,525.6739481245114,1210.9742378483604,1232.3181425,434.8429730188628
3,2100,1.4519458995611896,1.872491,0.8023238484222079,755.3443340916626,660.221227,524.8984170590758,1209.8172569117503,1228.50957,434.2016235657241
3,2200,1.4518613773848301,1.873993,0.801490144500726,755.3710616221498,660.221227,525.0856316364453,1213.6459158822706,1232.260145,436.92762486328013
3,2300,1.4549122735765125,1.8764115,0.8004482098936899,754.9522591641459,660.0062439999999,525.083495369973,1213.1360410885231,1232.2371945,437.1714716544997
3,2400,1.4533566099744244,1.875836,0.7982600640732246,754.9529439147484,660.0062439999999,525.6098142171458,1214.1042721628303,1232.2371945,437.7838371610291
3,2500,1.4581962044989774,1.878441,0.7949652607871499,758.6214880883435,659.791261,529.588567468075,1213.496076002454,1231.759635,439.4308784306509
3,2600,1.4559844572666405,1.875737,0.7932065161951605,758.7518548503348,659.791261,528.5045762076173,1212.752928229618,1231.759635,438.54688681598566
3,2700,1.4508246075085325,1.871774,0.7931743712896677,758.258494598028,657.571186,529.317563202527,1214.7249963879408,1235.346166,438.6873845869118
3,2800,1.4479154945175439,1.8712015000000002,0.7925905571224003,757.7427719872076,657.9172265,529.4672535022268,1214.8466098143274,1235.6218330000002,438.8722601461354
3,2900,1.4453763234567902,1.86755,0.7913997221746192,757.3951115661374,659.082084,529.2935872937065,1216.4958200557319,1236.917188,440.0353728114744
3,3000,1.4455339713701432,1.867673,0.7910153315494138,756.6607947205181,657.0125195,528.9367329536092,1217.809606050784,1236.7694185,440.36448968490936
3,3100,1.4474731549620838,1.86999,0.7905533900359896,757.8202109993406,656.453853,530.3702735021592,1217.987376166172,1240.156243,441.2569616462894
3,3200,1.445851366017247,1.866911,0.7886282338321454,756.2666986167359,656.453853,527.758725732728,1220.086204247844,1243.598297,439.1413731654727
3,3300,1.4448952724458204,1.8669785,0.788797918396634,756.5526408554178,654.6427605,530.1828850057801,1221.1622533780185,1246.148588,440.52227622595103
3,3400,1.445981962150796,1.867411,0.7881162697779254,755.1765990390508,654.42696,529.1704066341825,1221.7893942087715,1248.379801,439.0568342170919
3,3500,1.4463921555296178,1.86755,0.7873899955266925,756.4369566597607,653.485082,531.3602421629179,1221.0583794484974,1247.822954,439.7703166032182
3,3600,1.4482349523404257,1.870075,0.7869327000509435,758.1691748011348,654.631374,532.8518765663501,1218.2104668235459,1244.319084,440.1574761534039
3,3700,1.4493951261385591,1.87155,0.7855286613052548,758.9821880160089,654.631374,532.812634709385,1218.0520260598948,1246.906054,440.35756139575227
3,3800,1.44854385345523,1.870853,0.7857630618359515,758.8473036238237,654.42696,533.8079515831262,1217.1497418408176,1245.159303,439.48996428955877
3,3900,1.4524044155095626,1.872385,0.7985392252565712,758.5363697369661,650.715687,533.5412582984032,1216.7244241537858,1245.859135,438.9586169174526
3,4000,1.4509454342273307,1.871774,0.7981805185228557,757.559644051341,647.776613,533.9915527097834,1217.66747317931,1246.904285,438.9787243296961
3,4100,1.4536633765262894,1.872546,0.7965816322662481,759.7475320750062,652.413517,533.9628829372231,1215.9862119130328,1243.417868,438.51194049136245
3,4200,1.4581100719669342,1.876385,0.7949999448391494,760.7820636299538,654.631374,533.038620126725,1215.2363521040604,1240.677281,438.37144853781666
3,4300,1.459463242582483,1.877003,0.7943876494550414,760.0467359273678,654.42696,532.528010718487,1216.2042862959886,1241.479443,438.7669405268136
3,4400,1.4568681410345627,1.874547,0.7933968223105012,758.8866158858733,653.359634,531.570148258723,1217.1082345363025,1243.417868,438.26476435942135
3,4500,1.4558454330458466,1.8732475,0.7923080648601613,758.9988275585565,652.612627,531.731802518322,1216.5325926872447,1243.166542,438.4539936227589
3,4600,1.456405098823007,1.874963,0.791264732929995,760.5977705518543,653.652448,532.5425024356812,1216.4016682946924,1244.276088,439.27943527291865
3,4700,1.4573920551933943,1.875836,0.7908150379932141,761.3833297640156,653.6668625,533.4296700228942,1216.2342499934812,1244.6613674999999,439.653864701413
3,4800,1.4555290051063832,1.8744524999999999,0.7904153798853746,760.306939155532,653.0856855,533.0240192865076,1216.4285577951061,1243.9371925,438.9083904139614
3,4900,1.453065560767146,1.872647,0.7904171584893971,759.2794062578695,650.40024,532.2660964221313,1216.4888765182407,1245.159303,438.7862899536792
3,5000,1.4503543506334289,1.872083,0.7906814871423842,757.6498246900286,648.6596405,531.4900206162948,1216.9521858821006,1244.2975860000001,437.64287142413446
4,100,1.5128677900000003,1.2971784999999998,1.14550120665159,758.7977748700001,670.1975445,485.39924669575447,1224.79969846,1259.815013,403.99626325886055
4,200,1.5801108944723616,1.320806,1.1137989505038686,762.5305562462312,689.677279,475.7875759224227,1227.7520267889447,1234.257341,392.78694168210126
4,300,1.624828130872483,1.4152274999999999,1.1051974263115785,774.3000165939598,703.5472215,477.76181299663267,1214.745724127517,1222.858353,385.1499396791462
4,400,1.6323574357682622,1.421543,1.0970367463881223,783.7255462015113,717.334728,471.05164618047644,1210.391439214106,1221.64043,383.2335149027577
4,500,1.6400523125000002,1.4622454999999999,1.0444534487803585,798.8358754556452,730.666216,467.7185914034844,1197.8434588629034,1212.5306485,380.3536954737543
4,600,1.6440283976510066,1.4622454999999999,1.0482015180314568,796.261090454698,725.9377875,465.74361985729934,1196.5121907885905,1213.2122895,382.01671440620925
4,700,1.625493069064748,1.431936,1.0109924719669463,803.9827229553956,736.912998,465.8274795260866,1191.9496423769783,1212.15774,380.6249515992653
4,800,1.6189273866498741,1.4308045,0.9814332299637093,803.1405446322417,734.918768,462.65632591222146,1186.2612930491184,1201.480241,378.31151530149356
4,900,1.6156757200447929,1.429673,0.9567709580080567,801.9342540772676,732.924538,458.5805337458418,1184.1042918185888,1201.341495,376.19818998999637
4,1000,1.6174584959677418,1.4237495,0.9718301349995861,805.6052715070565,737.652452,466.7342293372433,1179.007623467742,1197.383475,383.20298320277294
4,1100,1.614228434065934,1.4165425,0.9750334782035293,801.9147740402931,737.652452,459.34980638117713,1180.5553986355312,1195.6345025,377.0713376767227
4,1200,1.6194974609571788,1.421543,0.9684106015861447,805.2538829462635,741.102697,463.44769784655506,1182.873414852225,1196.71433,382.91971268140264
4,1300,1.6210132875968994,1.4287825,0.9577976955651039,805.7588065356589,741.082154,463.00148316475065,1181.2260733131784,1196.7263165,382.3720537190432
4,1400,1.6256018287769785,1.417756,1.0063435158247538,804.9443124661871,738.326168,463.2028298438403,1181.8048093669065,1196.7263165,382.1238459154282
4,1500,1.6434944161073826,1.4377149999999999,1.0277312683983606,812.7874414838925,742.7319219999999,467.24356713828206,1177.4607383510067,1190.8295075,381.9329158819483
4,1600,1.6388471672955978,1.4402625,1.010709990151381,815.4171068050314,745.938894,467.2033032950745,1172.9194827440253,1186.1611785,381.37084137479997
4,1700,1.6348476095971565,1.434451,1.0162544626377008,812.9455291273696,741.082154,465.4516497046598,1176.9263201735782,1190.36752,380.18522324722943
4,1800,1.6337204938478747,1.4402625,1.0069309332877618,814.2347296901565,741.7384294999999,466.8665087117074,1175.364600836689,1188.2847735,381.78870163176833
4,1900,1.632607854718982,1.4402625,0.996203512769227,813.997762602333,741.7384294999999,465.10699965843384,1176.0239300031815,1188.2847735,381.9183978429428
4,2000,1.6323638917421954,1.437546,0.9904365585781575,813.2166031057402,740.8206915000001,464.0826015670445,1177.85238935146,1189.8055955,382.3008729233255
4,2100,1.6423632599520384,1.437043,1.0263979410811628,813.3133167741007,737.268751,466.37505365344015,1177.906759307434,1193.144222,384.19112923784616
4,2200,1.6396528240952817,1.429673,1.0399334269006455,811.7390682991296,736.912998,466.128589470777,1180.0555121158957,1194.588355,384.0424658179933
4,2300,1.6400476946999563,1.431936,1.0305603007587,814.6100599421812,735.8029,469.2628395272562,1179.0502367564607,1195.952204,385.7752125322729
4,2400,1.6431018430549726,1.433269,1.0329371180042934,813.1813055321023,731.863897,468.6925953021779,1179.4946979169115,1197.792012,384.6146116201787
4,2500,1.6445726741844544,1.429884,1.0512132177081224,812.6888833366894,729.468535,469.50375081725974,1180.0509319021346,1199.735296,384.14437323562936
4,2600,1.6442394351026735,1.429476,1.0536979053829454,813.2062808299108,729.468535,470.019717890946,1178.0282716040294,1197.418444,384.59896218573317
4,2700,1.6412661611339052,1.429174,1.0444623667463744,814.0396923345767,728.871678,470.2226673193505,1177.8703831256994,1199.735296,384.8090529060391
4,2800,1.6376565723542118,1.4194425000000002,1.0366881837964075,813.7383185107991,733.033499,470.8587190594012,1176.6496607444203,1199.3909555,384.01493751099196
4,2900,1.6379497043085474,1.4240555000000001,1.029588831698236,815.2879531455872,733.4047009999999,471.4470262386915,1174.8183162477414,1198.679702,384.3332057559217
4,3000,1.6370981433848222,1.4251035,1.021954662244,815.5209626373405,731.059154,471.47738783904293,1174.298018,1198.2322155,384.47140470075755
4,3100,1.6355675986350342,1.426123,1.0142286651839358,816.3330327543061,736.168509,469.8765741244402,1173.0354436516086,1195.316801,383.5161293517851
4,3200,1.639503672961914,1.430402,1.0077391530623008,817.1296135882909,737.268751,468.72822739593664,1173.017863296821,1194.588355,381.9683850226114
4,3300,1.6432496609703997,1.432188,1.018637620067976,817.3157744476655,737.268751,469.086934015821,1173.0147980421116,1194.588355,382.8107603522642
4,3400,1.6378244529028434,1.4286314999999998,1.0121483243595137,815.3017150367299,737.2661,467.60058976018473,1174.430727227488,1196.7263165,382.06202467051236
4,3500,1.637590344370861,1.429476,1.0070273484465686,817.4072660843651,738.877549,468.68236838003287,1172.5945113040598,1195.68491,381.9359789588576
4,3600,1.6371127387286473,1.429174,1.00885675880004,818.7246469711565,738.877549,470.05804408062323,1172.7063922111454,1196.738303,383.68169561558335
4,3700,1.639044643051771,1.4316010000000001,1.0035667377427842,819.8523983716622,738.6844564999999,470.7411906945828,1172.0028385572207,1197.0434045000002,384.25978366741896
4,3800,1.6389953663129972,1.430834,0.9990564836778888,819.8193240602122,739.5511645,470.3992909074862,1171.4916078742708,1195.6112644999998,384.1032827566423
4,3900,1.6359181359173127,1.4295745,0.9940553930478341,819.992697179845,740.427202,471.10373558747824,1170.7754206819122,1194.5163705,384.65751614337665
4,4000,1.6307158347190727,1.428089,0.989069211622312,817.9044964290753,737.530117,470.29551539855476,1171.722558126984,1195.952204,383.09381307164404
4,4100,1.6309721732612437,1.429174,0.9860282528833053,817.8126178092897,738.418762,470.5603337641453,1170.5229669523226,1194.588355,382.59788197943305
4,4200,1.628960036219717,1.425773,0.9827516148689025,817.4463607258335,737.263449,471.14242711638985,1171.113562510674,1197.348506,382.9923869781619
4,4300,1.6310785026938392,1.429476,0.9780005112818351,819.9334071288358,739.772511,471.2449314404331,1169.7454393836963,1195.68491,383.56530937579765
4,4400,1.6332494643920308,1.428089,0.9910907703779211,819.6838453748569,740.304952,472.059738161227,1170.1686338227616,1195.537619,385.00317052664326
4,4500,1.630815048802328,1.425907,0.986177790830297,818.0664462731139,738.877549,470.69082061615586,1171.3299479979853,1196.64959,384.82431181269266
4,4600,1.6313192635268348,1.425956,0.9827842455107682,817.8087721312157,739.560273,469.6511879672762,1171.9990712405256,1196.956482,384.6679565725786
4,4700,1.6291751397642016,1.424398,0.984609645659587,816.4121584126473,738.683732,468.5925477855264,1172.0397077301177,1196.956482,383.58973579923304
4,4800,1.6286965067170445,1.4235045,0.9815697512473073,817.725839902183,739.6033560000001,469.3097170911555,1170.204550336272,1195.715721,383.3957649882368
4,4900,1.6258368826069078,1.420019,0.9789755544380815,816.004388203125,739.5511645,468.20511622375733,1171.2671054329771,1196.574245,382.68893336955006
4,5000,1.6293484591980658,1.424434,0.9822598798630372,816.1056849010679,740.113858,468.1712491835541,1170.7428344467057,1196.4989,382.7896852231792
5,100,1.7442167200000003,1.565318,1.0728981003444873,858.8495458199999,847.526477,373.047162325573,1141.5507752500002,1142.2141735,301.3492485308991
5,200,1.7866606683417086,1.741994,0.9665062303917817,880.3817823919597,859.551613,409.8990415492914,1143.5293599698493,1131.856565,340.10947174677216
5,300,1.7439257090301001,1.659691,0.9320929927322107,855.8831578428093,837.201197,417.75060871453513,1144.7193046722407,1133.101979,342.69546095799353
5,400,1.7326590426065163,1.656815,0.8946827730818493,871.7442800250627,838.464603,436.2087007417169,1129.0147974761906,1131.249423,350.57139376092226
5,500,1.722506018036072,1.654548,0.8637424742699444,881.0677302004009,849.312352,438.8416836282039,1122.540747679359,1120.944423,353.9050670814848
5,600,1.7066592036727877,1.639131,0.8491440518422746,880.8850695258765,845.303961,438.32201544467125,1118.2908818580968,1116.686959,350.5788553346302
5,700,1.6851049369627509,1.568568,0.8429662614111192,871.1144109813755,829.7276695,433.2822891489993,1128.4770053094558,1128.024324,350.02714731048627
5,800,1.6933492192982456,1.572459,0.8446516996747824,871.1677225964913,819.5659475,433.5239281923084,1127.390987527569,1131.5881715,351.8090834538302
5,900,1.69372040245262,1.584658,0.8343868988492855,869.9429640044592,819.169497,435.65886835401403,1128.3210578918618,1137.486082,353.91471253995405
5,1000,1.7084408996990972,1.609004,0.8659257278851319,873.1226173650953,820.412548,434.94597130132877,1128.243954341023,1140.345503,350.5078718598881
5,1100,1.7227509835916135,1.63159,0.8664023261006645,877.8008498805834,820.310503,439.85485644173457,1125.0441577538743,1146.573974,352.3647753538628
5,1200,1.717856785296575,1.624257,0.8604079639537359,878.851224819549,821.791603,442.71479748470676,1125.4171646441102,1146.573974,355.1695617324929
5,1300,1.72239600616808,1.629496,0.8623822865105532,883.3358555797995,827.543082,446.6707238966722,1123.0423348504241,1144.221726,358.47901164310787
5,1400,1.7211431267908308,1.630223,0.86364571483871,878.3275095272207,819.883118,446.51263906066754,1125.8836555616047,1147.1223989999999,357.44118251141225
5,1500,1.7185964946524064,1.6296285,0.860303207301309,878.7714726377005,820.3615255,448.45593854912954,1126.837138375,1147.3792245,356.8883325173394
5,1600,1.7178965291536048,1.626489,0.8610970928967662,878.5519769962384,819.803838,449.3881074254559,1124.840775539185,1146.959369,357.53152390439
5,1700,1.709399041322314,1.6119925,0.8547100513743847,876.4305231924441,819.883118,446.82487073251417,1126.7465561316412,1148.613197,356.47140093649483
5,1800,1.706511796988288,1.61232,0.8505236153173074,875.0836834378138,819.169497,448.54527905380615,1125.7930203798103,1150.683994,355.83564190181664
5,1900,1.7091919318541997,1.618779,0.8483951112703411,875.4365441986265,819.962398,446.31468451175306,1124.2819738658213,1147.113396,354.6811806293275
5,2000,1.705086346211741,1.609004,0.8461222979604099,874.3070316036128,818.077907,448.78315657732514,1124.8610989804313,1147.627047,356.6186720668525
5,2100,1.7069971251791687,1.61232,0.8441341790389355,875.9265252494026,819.803838,448.5169286940927,1122.4202367806975,1146.123585,355.80162645394165
5,2200,1.7079224943000455,1.620751,0.8417187191618577,874.8585486666667,818.974125,446.0867247352491,1124.0496615303239,1146.573974,353.78379062562124
5,2300,1.7170685076319232,1.621156,0.8696216416712016,874.7471080257305,819.169497,445.6672354921087,1124.088029036633,1146.123585,355.42430991549867
5,2400,1.7122233946488297,1.6064385,0.8659938456694688,870.8776546270904,815.2085050000001,442.8935661755896,1126.8302956801838,1147.1223989999999,354.203641350631
5,2500,1.7104660164526486,1.6057445000000001,0.8638303839259746,871.9450261673354,818.0766315000001,443.1209035191641,1126.4856484646868,1146.998142,353.8254660996946
5,2600,1.7159324266975309,1.6119925,0.8637696433303199,876.6184491388889,820.0685854999999,445.8047639288689,1123.4423103495371,1146.9069235,356.6136696155067
5,2700,1.7194664375928677,1.6244695,0.8722824797760896,876.170278967682,819.071811,445.52291450221543,1123.8631059323923,1146.0436445,356.9356404526573
5,2800,1.7187425397564466,1.620673,0.8691381083873029,876.3600547675502,820.0685854999999,444.20750674969105,1123.2520918123207,1144.4788585000001,356.75720720312097
5,2900,1.7176367935684649,1.6209535000000002,0.8672613103401268,876.0389150511756,819.4866675000001,444.1685831990323,1122.4716699284231,1143.9737605,356.9603130363948
5,3000,1.7139770778743317,1.6097934999999999,0.8737178377847095,871.8669699999999,817.636854,441.7817086559395,1125.1249179281417,1145.8683085,354.98538491285564
5,3100,1.7121710203751617,1.6080175,0.8729994578760165,871.0410861891979,816.9471335000001,442.96502299545284,1124.5385437047219,1145.525634,354.6305789750567
5,3200,1.7096711729323306,1.601734,0.8721857132973416,869.5125558182958,813.0956435,443.05400959243195,1126.481632505326,1147.1223989999999,355.6826957960377
5,3300,1.711265645092677,1.605814,0.8707159624157985,871.6006652725616,817.100052,443.54035146279,1125.2769523372835,1146.573974,356.05553220595715
5,3400,1.7137079584193455,1.61013,0.8697384530249362,873.0015102303156,818.146021,443.493223253547,1124.3399028864642,1146.342302,356.0208421470775
5,3500,1.712934374104841,1.609004,0.8678600351835379,872.203068366657,818.146021,442.17441330350283,1124.59034900888,1146.942265,355.50995627085047
5,3600,1.7137632887774994,1.609004,0.8683390598958443,871.2131274458368,817.608796,441.5077413873084,1125.3433458816485,1147.594921,355.97875407796005
5,3700,1.7111110826334326,1.61013,0.8657191738389362,869.1955378371715,813.431756,440.6066561365343,1125.9324954855053,1148.00746,355.0217125050416
5,3800,1.7098987151147453,1.61232,0.8650401565820006,869.6182669783698,814.978634,440.6192047181112,1124.5575577649697,1146.871582,354.36644411892155
5,3900,1.7051653600616807,1.605675,0.8638738037753525,866.6361681141095,812.580786,439.7603461086703,1126.6827474289385,1148.885274,354.27467916858404
5,4000,1.7079261824561405,1.6080175,0.8631435680421654,866.4894052714286,812.816664,438.84814462599087,1126.307150648371,1148.198238,354.1047765234649
5,4100,1.707715159168704,1.6095329999999999,0.8612264809530973,866.5724886100245,812.2367214999999,439.27384589855285,1126.6318020735941,1147.684784,354.5701574503799
5,4200,1.7099132062052507,1.6092305,0.8698995233900169,866.8180723062052,811.50908,439.63349294582105,1125.9830209420047,1147.684784,354.030240734053
5,4300,1.707728909769177,1.605814,0.8665502787626523,865.4079943916997,810.522945,438.21489383440723,1127.4692635376543,1149.031187,353.1704196588265
5,4400,1.7108480938710413,1.606298,0.8723242898654241,866.0813635978583,811.342409,439.1461118646865,1126.6346686493507,1147.594921,353.7560856122384
5,4500,1.7124649004232568,1.609609,0.8717617392350471,865.1158012408109,809.733591,439.1381505020678,1126.8966636466919,1149.274748,353.71872397077027
5,4600,1.7139186181342632,1.6110989999999998,0.8762507434393575,864.937453956408,807.9006254999999,438.50365158360523,1126.700916026373,1149.6516754999998,353.33099943488196
5,4700,1.720739067619454,1.6184775,0.8981126727785549,866.1347847715444,809.8703215,440.2746803696367,1125.2677595085324,1148.198238,353.87221878014316
5,4800,1.7222436209273184,1.6203935,0.8965922722530827,866.5093389755639,810.932677,440.0968806736963,1124.5949262299498,1147.610984,353.80456682405907
5,4900,1.7241476921031096,1.6225575,0.8949017186684932,867.4029651560966,811.50908,439.69381534136244,1123.1629821472995,1146.950817,353.9871388810234
5,5000,1.7201776547714516,1.6150875,0.8930639881487111,865.0079822512027,807.175265,439.1948994687942,1125.2697475585405,1147.9339915,354.06309077212444
6,100,1.84966067,1.786443,0.7886011061110918,939.04070388,840.4153805,425.5069483008438,1090.86716017,1151.783841,333.121905773986
6,200,1.8330834000000003,1.7487395000000001,0.8127272841949039,935.0863624550001,883.435114,429.8317449123997,1090.46950688,1149.822144,342.10605721600666
6,300,1.8407022733333338,1.73814,0.8207739994457177,953.1432854366667,903.4128435,447.5563345411387,1076.1396347066666,1140.977351,351.7318653156182
6,400,1.833387035,1.7401585000000002,0.8280970710954852,935.439062575,881.6468015,441.9282315522025,1086.099243015,1146.4924525,346.4943248220533
6,500,1.815568362,1.6991245,0.8378897000234086,925.015477722,878.5618850000001,439.9475616720068,1097.430871768,1143.012204,340.8580019425724
6,600,1.806048662771286,1.679496,0.8431987472832447,918.1854186527546,847.809488,438.2450776953879,1093.9819681085141,1140.820411,339.36681909368605
6,700,1.794348834048641,1.679496,0.8299802957151018,915.0825093733906,845.690427,434.39131591681985,1096.2296149341917,1140.820411,338.2754369328677
6,800,1.7871010225281605,1.678936,0.8114868756297219,911.1569714806006,841.909144,433.95218743282277,1095.45995010388,1140.638861,336.51470826049155
6,900,1.7916314616240268,1.679496,0.8050002449891501,911.3296811946609,848.745497,425.8624769208702,1093.774908490545,1133.842757,330.9419891598839
6,1000,1.780415880880881,1.661199,0.7995941997967769,907.6352417267267,846.22936,425.33797961283125,1096.1461919579579,1135.504999,332.0308580674107
6,1100,1.7871909144676978,1.669422,0.7996438128648848,908.7144498835305,850.021184,423.4568632648693,1093.2461966141948,1133.842757,331.81462966172637
6,1200,1.7847536321934947,1.668127,0.7995882303618099,906.0008984945788,848.745497,419.1889782337117,1097.1871757856547,1134.829368,329.41404436932703
6,1300,1.8051323741339493,1.673605,0.8494720313906307,906.5297048483449,852.340557,418.2568510025643,1096.602473287144,1133.18015,331.56872557877534
6,1400,1.7965890850607578,1.659389,0.8469729110783227,900.2288589721229,845.690427,415.29131926515197,1101.543093884203,1136.235709,330.5345553247814
6,1500,1.796047268178786,1.658552,0.8461004305449794,901.7180466637759,846.22936,414.83689490620554,1101.594780694463,1134.369544,329.7366194052458
6,1600,1.8016992257661042,1.672368,0.8466868315989913,909.3391875559724,858.455043,420.80801745630095,1096.7028102933084,1132.234407,333.82848386845893
6,1700,1.8007859711595053,1.669708,0.8456540944720616,907.1768949123013,858.455043,420.0965654628981,1097.590943606239,1131.345769,334.0867347208413
6,1800,1.7951974691495274,1.660635,0.8432681637540616,906.921910110061,858.455043,418.61170875802503,1097.3513155197331,1129.440748,332.93538055893697
6,1900,1.7984589373354396,1.659389,0.8591076063716474,905.6398018899421,856.597934,417.28707104881596,1097.0058115281727,1128.791611,332.844606157624
6,2000,1.7925786948474238,1.65338,0.8517167752787373,901.1197771880941,848.216932,413.0549920248977,1099.557940585793,1129.877876,330.072932861518
6,2100,1.7893874287756073,1.644929,0.8512281543414475,899.0665625836112,843.280164,413.9096149932284,1099.3397175393045,1129.746426,328.88321623084784
6,2200,1.790684735788995,1.649844,0.8479484360764001,898.3448985079582,841.909144,412.121046892192,1100.4655930113688,1130.171746,328.68960158559815
6,2300,1.7970359573542212,1.655792,0.8474440297361874,902.0991173268059,848.4008934999999,411.2876575011562,1097.6805512019146,1126.9679190000002,328.18268065923746
6,2400,1.799426806922435,1.660459,0.8450849802230402,903.9000790216847,848.5741075,410.4673460565471,1096.8275232723101,1125.2945100000002,328.27417715168167
6,2500,1.7991393230584467,1.6581595,0.8445853912475608,903.401883044836,848.390146,408.8858274645397,1096.4180576220976,1124.7062925,327.34545479860157
6,2600,1.8027061943802927,1.660819,0.8448601925207414,903.4989029599692,849.3833405,407.6900850328488,1096.3539492675134,1124.200217,327.2050218727512
6,2700,1.8020578969607115,1.6648225,0.8428598529754228,902.3244129907339,848.665176,406.2319793835117,1095.983398425871,1124.200217,325.67029661210415
6,2800,1.7986064942816296,1.6598359999999999,0.8428127729261841,901.987832331308,847.9764755,406.54934878120554,1094.9417776136527,1121.6540570000002,324.5746552008108
6,2900,1.791998566252588,1.6498525000000002,0.8393604885958269,898.3201318150448,843.772093,405.5930432656299,1097.7473512729468,1124.9001010000002,324.2505492074376
6,3000,1.7953204200867534,1.654788,0.8393087397080746,898.2615886696697,843.305939,405.9108035164816,1097.4617155849182,1125.56321,324.97030041526017
6,3100,1.7929469095899258,1.64713,0.8360100411350883,897.2205515779788,842.090424,405.09505115152615,1098.564071253471,1124.638193,325.2890950698932
6,3200,1.793433050359712,1.648348,0.8449694161303434,897.2950935821082,841.313299,405.9904394042129,1098.4134130040663,1124.24734,325.13026498504513
6,3300,1.7910527379435852,1.649844,0.8424673179121481,895.4332493048225,838.883807,405.31177041900344,1100.4919554467697,1125.02581,324.9373777423762
6,3400,1.791590324698263,1.651647,0.841912052014897,895.6708907965852,838.883807,406.7138792731717,1099.9373944957315,1124.774392,326.0849709868959
6,3500,1.792299862739491,1.650737,0.8414126443697121,895.4759115822133,838.923714,406.90384456401574,1099.3995170792107,1124.756864,325.5308504658448
6,3600,1.791610111203781,1.649844,0.8399984431313985,895.5628016594384,837.988405,408.09444833000964,1098.9093178101195,1124.774392,326.4813335973859
6,3700,1.796405571274006,1.655991,0.8418996636028593,898.5568084722747,840.242182,409.8329411548551,1095.7665141996215,1121.983719,326.77010431614633
6,3800,1.7978067005530682,1.655991,0.8433479250508952,899.0350589041349,841.313299,409.6568003865125,1094.6067471811957,1120.658895,326.32345556636176
6,3900,1.7994799966641006,1.659982,0.8405872785919323,899.7619763702847,843.305939,409.03966455925917,1093.1354676974597,1118.520962,326.41826623441875
6,4000,1.7935965984488367,1.65338,0.8382108999339153,896.0793203222418,838.772826,408.58018257412266,1096.309175225169,1121.094271,326.73702709334856
6,4100,1.7910579531364412,1.65338,0.836261877750754,894.3484794959727,836.687563,408.27896354753244,1097.2733492509153,1122.511043,327.4734046529064
