n,fold,seed,p_rms_actual,q_rms_actual,p_mean_cancel_exact,q_mean_cancel_exact,delta_rms_actual,delta_mean_cancel_exact
7,2,2718,0.21585404031214803,0.20684061364259548,0.35930956456350316,0.8761892840259012,-0.009013426669552543,0.5168797194623981
7,2,3407,0.22156388589934306,0.20808756325253547,0.381516424609429,0.8777469886869513,-0.013476322646807593,0.49623056407752236
7,2,4099,0.21613433063428691,0.2079342145334746,0.326119584141032,0.8735926585544219,-0.00820011610081231,0.54747307441339
7,2,8128,0.21451556655421722,0.20667761267548249,0.33507859424362524,0.8737773425220011,-0.007837953878734732,0.5386987482783758
7,2,12011,0.2144699012545579,0.20594340149830107,0.3640584075622281,0.8775501184654922,-0.008526499756256828,0.5134917109032642
7,3,17,0.2115726728404266,0.2058511513436507,0.30865875679330523,0.8695835791355815,-0.005721521496775905,0.5609248223422763
7,3,42,0.2092083739310902,0.20676649160216742,0.32945289812721484,0.8760536524388239,-0.0024418823289227842,0.5466007543116091
7,3,73,0.2174288203374158,0.20684588825231465,0.34495257159784987,0.8754374550687549,-0.010582932085101165,0.530484883470905
7,3,314,0.21246563412011263,0.20677801586100855,0.33143128937794736,0.8831291266140264,-0.005687618259104077,0.551697837236079
7,3,2026,0.21757601621130024,0.20770101441314653,0.34456481566151875,0.8762455941069572,-0.009875001798153704,0.5316807784454385
7,3,2718,0.21632665603228096,0.20745193865016276,0.36401928850311216,0.8782231937750706,-0.008874717382118202,0.5142039052719585
7,3,3407,0.21302099211509848,0.20610627258868716,0.3289510690733671,0.8763344536993022,-0.006914719526411317,0.547383384625935
7,3,4099,0.21657347245349182,0.20717837733792627,0.3468967462986687,0.8771109526152513,-0.00939509511556555,0.5302142063165827
7,3,8128,0.21407768137134295,0.20738797012987625,0.34194412916751493,0.8756742547032195,-0.006689711241466695,0.5337301255357045
7,3,12011,0.21546062545432748,0.2066991301707217,0.3654695369985511,0.8775573477420355,-0.008761495283605786,0.5120878107434844
7,4,17,0.2072232868693353,0.2045024967786879,0.3707862343871911,0.8613867702043289,-0.002720790090647407,0.49060053581713775
7,4,42,0.20747531351781215,0.20421228245372253,0.3636329881679446,0.8683738295276741,-0.003263031064089622,0.5047408413597294
7,4,73,0.207258087270048,0.203389812522309,0.3518842319219544,0.8652216930847315,-0.0038682747477389867,0.5133374611627771
7,4,314,0.20578391962408132,0.20367045194254552,0.33825646656422087,0.8752179003375238,-0.0021134676815358078,0.5369614337733029
7,4,2026,0.20473536775716056,0.20320683541850743,0.3188083130986827,0.8692724137713314,-0.0015285323386531324,0.5504641006726487
7,4,2718,0.20702984594232204,0.2036709478010496,0.3554103039822458,0.8688675355238602,-0.0033588981412724372,0.5134572315416144
7,4,3407,0.2090283632823357,0.20286020634046473,0.36451611385921817,0.8682993658188206,-0.006168156941870978,0.5037832519596024
7,4,4099,0.20373522613124775,0.20496566788217715,0.3098236730104509,0.8554955627869392,0.0012304417509294008,0.5456718897764883
7,4,8128,0.20490827441376816,0.20291197720276022,0.32012362889548324,0.8701928719105084,-0.0019962972110079413,0.5500692430150251
7,4,12011,0.20585723065058797,0.2034822437525073,0.3428395354769794,0.8758122757080303,-0.002374986898080661,0.5329727402310509
7,5,17,0.20458064200490833,0.2007271812575653,0.3258068185820477,0.8629651432220324,-0.003853460747343024,0.5371583246399847
7,5,42,0.20625488214252075,0.2020339906948558,0.34075000437340563,0.8739242738128189,-0.004220891447664937,0.5331742694394133
7,5,73,0.20597980893019727,0.2008616683123468,0.33394934850996844,0.8805954347460044,-0.0051181406178504585,0.546646086236036
7,5,314,0.20754015726367667,0.20029907403176378,0.3598273007464959,0.8741719991638123,-0.007241083231912887,0.5143446984173163
7,5,2026,0.20541110769955823,0.20014147084004552,0.32484714331402387,0.8734187458742768,-0.005269636859512705,0.548571602560253
7,5,2718,0.20805551307037784,0.20212240778427848,0.3589420496661063,0.8672323429624548,-0.0059331052860993605,0.5082902932963484
7,5,3407,0.20602709958473744,0.2006364637571214,0.3250270857113869,0.8638156773778364,-0.005390635827616036,0.5387885916664494
7,5,4099,0.20572469850028835,0.2002382228248413,0.31919445046005956,0.8704928880710122,-0.00548647567544705,0.5512984376109527
7,5,8128,0.20494885450044126,0.2018684132084416,0.3401697270204941,0.8621711107610717,-0.0030804412919996638,0.5220013837405776
7,5,12011,0.20603184473467714,0.2020947039882109,0.3346623795250714,0.8682445629092815,-0.0039371407464662556,0.5335821833842102
10,1,17,0.17497261359962002,0.1672391722209892,0.34949198748989696,0.9141224053919738,-0.007733441378630829,0.5646304179020768
10,1,42,0.17566249090114533,0.16717831957267987,0.3701698690860144,0.9150345627488786,-0.008484171328465462,0.5448646936628643
10,1,73,0.1786869036624951,0.1666629111808488,0.38098981895055395,0.9169951834909293,-0.01202399248164629,0.5360053645403754
10,1,314,0.17406073420773863,0.16744680071628118,0.34219367661136746,0.9151678501867463,-0.006613933491457447,0.5729741735753788
10,1,2026,0.17848753931419917,0.16685898680858563,0.3588601774129468,0.9153970638170934,-0.011628552505613537,0.5565368864041467
10,1,2718,0.18190383802203638,0.1686089641998974,0.3809459184757348,0.9154173296839021,-0.01329487382213898,0.5344714112081673
10,1,3407,0.18103892416081363,0.16709673182122461,0.377599365327257,0.9137781990512455,-0.013942192339589016,0.5361788337239884
10,1,4099,0.17798868836413717,0.16736632299013232,0.3704317966307778,0.9162038163983682,-0.01062236537400485,0.5457720197675904
10,1,8128,0.1787696489354747,0.16742293262917715,0.38280992857270907,0.916365804383505,-0.01134671630629755,0.5335558758107959
10,1,12011,0.17666682235149067,0.16715433572702296,0.34442051349046515,0.9161725597840598,-0.009512486624467714,0.5717520462935946
10,2,17,0.17345478671877393,0.1688347335153423,0.31788629115063993,0.9139114803600633,-0.004620053203431618,0.5960251892094234
10,2,42,0.17566534607815865,0.16957505072423223,0.3441854627922879,0.9127485469877805,-0.0060902953539264115,0.5685630841954926
10,2,73,0.1764116570667833,0.16904287823968558,0.3571887647390007,0.9117482098180041,-0.007368778827097716,0.5545594450790035
10,2,314,0.17728833059272975,0.169410919712367,0.3740451316811161,0.9147897692345608,-0.007877410880362756,0.5407446375534447
10,2,2026,0.17475969165957042,0.1692985896422619,0.34109682679890074,0.9134737176764556,-0.005461102017308511,0.5723768908775548
10,2,2718,0.17463468086034578,0.1686239519134903,0.31518601657435463,0.9130186994080142,-0.006010728946855476,0.5978326828336595
10,2,3407,0.1753806394669005,0.1683616788886656,0.33958545774189425,0.9151528290218341,-0.007018960578234895,0.5755673712799398
10,2,4099,0.17520316656318408,0.16951160078361,0.33867317181061074,0.9117140974903059,-0.0056915657795740815,0.5730409256796951
10,2,8128,0.17472852981875453,0.16875851786823454,0.33781395098224776,0.9139830103712385,-0.005970011950519993,0.5761690593889908
10,2,12011,0.1747371575045697,0.17010852843560798,0.3137969543827061,0.9183914125511276,-0.0046286290689617204,0.6045944581684215
10,3,17,0.1710141517360456,0.1715262464839666,0.3585660916376227,0.9118811795266353,0.0005120947479210214,0.5533150878890125
10,3,42,0.17321917515421803,0.17183328642835188,0.3791991204453598,0.9149982145893925,-0.0013858887258661468,0.5357990941440327
10,3,73,0.17155529458015661,0.17259850398173915,0.36140412777830827,0.9091730493887993,0.0010432094015825344,0.5477689216104911
10,3,314,0.17163362147917016,0.1728518290818975,0.3781879620511876,0.9073007427087301,0.0012182076027273392,0.5291127806575424
10,3,2026,0.1719286812928437,0.17224543643749968,0.36356157195025224,0.9136521844331581,0.00031675514465598353,0.5500906124829059
10,3,2718,0.1714080856396213,0.17152463249750052,0.3451041704272819,0.9145201955283394,0.00011654685787923502,0.5694160251010575
10,3,3407,0.1738715623429792,0.172269538256632,0.37913601989013157,0.9114929895270094,-0.0016020240863472146,0.5323569696368778
10,3,4099,0.1713589055714696,0.17264127013091954,0.3532821583426633,0.9116872847511737,0.0012823645594499389,0.5584051264085104
10,3,8128,0.17084822095362973,0.17216209122200743,0.3644698913481555,0.9161286799091746,0.0013138702683777037,0.5516587885610191
10,3,12011,0.17172226765172674,0.17231633718511521,0.3614240238092417,0.9123449828529377,0.0005940695333884749,0.5509209590436961
10,4,17,0.1704336333592047,0.16821571253188483,0.3250743898491237,0.9132128941871894,-0.0022179208273198636,0.5881385043380658
10,4,42,0.17240242473196463,0.16724545052242212,0.3533163230386202,0.9153874323847551,-0.005156974209542503,0.5620711093461348
10,4,73,0.17271930590787343,0.1672812956975214,0.3529440907322939,0.9125686447062524,-0.0054380102103520345,0.5596245539739586
10,4,314,0.17408957600266375,0.16789336817213898,0.3647084358470379,0.9141083076730687,-0.006196207830524769,0.5493998718260309
10,4,2026,0.17204879373225834,0.16784296981348595,0.35123643249244274,0.9116083582903358,-0.004205823918772389,0.5603719257978931
10,4,2718,0.17103990067126115,0.16723127772348448,0.347127977133968,0.9133164738970477,-0.003808622947776674,0.5661884967630797
10,4,3407,0.17364244619595504,0.16757803180981498,0.3553804590575999,0.913172853902568,-0.006064414386140055,0.5577923948449681
10,4,4099,0.17392763229221803,0.16655630222289194,0.36557897290056246,0.9149514282389976,-0.007371330069326082,0.5493724553384352
10,4,8128,0.1713558465245354,0.16814796063837656,0.34295655969768024,0.9136910395464275,-0.0032078858861588344,0.5707344798487473
10,4,12011,0.17273171342938043,0.16767377620274515,0.35078930941077546,0.9118395914846159,-0.0050579372266352784,0.5610502820738404
10,5,17,0.17652444171943485,0.1695701465206466,0.3220973003688573,0.9147142209132467,-0.006954295198788263,0.5926169205443894
10,5,42,0.18100042981090447,0.1698927935807677,0.356631060710726,0.9156220717711668,-0.011107636230136775,0.5589910110604408
10,5,73,0.1818401790422825,0.16916199135424378,0.3396218747548065,0.9157238510112264,-0.012678187688038717,0.5761019762564199
10,5,314,0.1772659875788275,0.16968373306921744,0.3418602041341986,0.915171725945731,-0.007582254509610059,0.5733115218115324
10,5,2026,0.1856009384944675,0.16891558588227246,0.38314761486190335,0.9136286112595917,-0.01668535261219503,0.5304809963976884
10,5,2718,0.18093964966239934,0.16906334837807227,0.3302738965506192,0.9157700296533623,-0.011876301284327068,0.5854961331027431
10,5,3407,0.17904803803257047,0.1692554507226368,0.328390968599782,0.9154139352792438,-0.009792587309933654,0.5870229666794617
10,5,4099,0.1816656080099152,0.1688165593634346,0.36887044352389237,0.9143159715797754,-0.01284904864648062,0.545445528055883
10,5,8128,0.1784381634939592,0.16943493525306913,0.3361880103995743,0.9150575409522769,-0.00900322824089006,0.5788695305527025
10,5,12011,0.17999728986065483,0.1701518142320202,0.34175104146672414,0.915244084435683,-0.009845475628634637,0.5734930429689589
15,1,17,0.14676370714583023,0.14248815222718922,0.3367552109923538,0.9309751777009144,-0.004275554918641011,0.5942199667085606
15,1,42,0.15174484682264391,0.14214636079026835,0.37485653017263054,0.9314773803546925,-0.009598486032375564,0.556620850182062
15,1,73,0.149081828311964,0.14265937401051157,0.37374585724271386,0.9327598716966683,-0.0064224543014524405,0.5590140144539544
15,1,314,0.149870409216596,0.1437242904435809,0.35941783069675703,0.93046946961944,-0.006146118773015102,0.571051638922683
15,1,2026,0.15166401540237387,0.14263280905166856,0.36314239500829304,0.9321483809947445,-0.009031206350705312,0.5690059859864515
15,1,2718,0.15028327173333997,0.14242035320070828,0.3699329807183032,0.9313610780012463,-0.007862918532631685,0.5614280972829431
15,1,3407,0.1509983727539833,0.14302627572047338,0.39153677495365113,0.9324710536879922,-0.007972097033509928,0.5409342787343411
15,1,4099,0.15241215440298625,0.14272112562556305,0.37887426454708256,0.9309360616161613,-0.0096910287774232,0.5520617970690787
15,1,8128,0.15085880949690406,0.14210261823526021,0.35813759560691427,0.9310092476726639,-0.008756191261643842,0.5728716520657496
15,1,12011,0.1484114766279026,0.14273784847921464,0.3512748824844713,0.9329857667267241,-0.005673628148687965,0.5817108842422527
15,2,17,0.1364126449364719,0.13802991305550852,0.3569147646021773,0.9306378319570365,0.001617268119036619,0.5737230673548592
15,2,42,0.13805624789082083,0.1370019812806845,0.3349243592984562,0.931789373118736,-0.0010542666101363285,0.5968650138202798
15,2,73,0.1372421665537433,0.13691757694734988,0.3666491598085724,0.9302599253465347,-0.0003245896063934217,0.5636107655379623
15,2,314,0.13727648820408722,0.13700624884254967,0.3256263663381859,0.9317132213717116,-0.00027023936153755534,0.6060868550335257
15,2,2026,0.13717349488033617,0.13802832724919356,0.33181121325448343,0.9303367349147545,0.0008548323688573889,0.5985255216602712
15,2,2718,0.1357356184226443,0.13702675394991523,0.32566833153639957,0.9314764679639101,0.0012911355272709202,0.6058081364275105
15,2,3407,0.13777351644836386,0.13760221830660907,0.33755960846678923,0.9298299764517796,-0.00017129814175478875,0.5922703679849903
15,2,4099,0.13802683996914134,0.13704424656635686,0.36811944368193217,0.9307054627246523,-0.0009825934027844763,0.5625860190427201
15,2,8128,0.138799818287229,0.13710809478320274,0.32204498993309516,0.9313834061823125,-0.0016917235040262713,0.6093384162492174
15,2,12011,0.13941626620419165,0.13673065650179278,0.3698020735058613,0.9312845624362787,-0.0026856097023988668,0.5614824889304173
15,3,17,0.15657124956968377,0.14972754346309597,0.381136566245459,0.93168822493831,-0.006843706106587799,0.550551658692851
15,3,42,0.1544700655067885,0.15027042005244767,0.33492870591797336,0.9332136338820631,-0.004199645454340817,0.5982849279640898
15,3,73,0.15672002549974604,0.14991920985101856,0.3431032924412971,0.9318395574039985,-0.006800815648727476,0.5887362649627014
15,3,314,0.15612359995433853,0.15025576131911775,0.35311046080897673,0.931500936911961,-0.005867838635220779,0.5783904761029843
15,3,2026,0.1551882623294632,0.150677694200646,0.3238382568656751,0.9307547808278642,-0.0045105681288171995,0.6069165239621892
15,3,2718,0.1564459732708388,0.15000186271517577,0.34084682020115964,0.9321385525765917,-0.006444110555663046,0.5912917323754321
15,3,3407,0.1586831310740376,0.1507692290964361,0.35620296369401494,0.931996573051335,-0.007913901977601473,0.57579360935732
15,3,4099,0.1561418570874542,0.15077958323568091,0.33588036039715885,0.9326653573132455,-0.0053622738517732915,0.5967849969160867
15,3,8128,0.15604726817473277,0.15020340164104884,0.3392580043076081,0.9321186913501555,-0.0058438665336839335,0.5928606870425474
15,3,12011,0.1558989399189042,0.1498743263200765,0.32828081407695103,0.9322314256440912,-0.006024613598827694,0.6039506115671402
15,4,17,0.1373442312094651,0.13418075069257815,0.35579982068556176,0.9311964860482017,-0.003163480516886946,0.5753966653626399
15,4,42,0.13501474919910203,0.1339068333540863,0.33367291203864696,0.9330002401423652,-0.001107915845015739,0.5993273281037181
15,4,73,0.13809821364821687,0.1346030285704648,0.3286552305367964,0.9315674357163009,-0.0034951850777520665,0.6029122051795044
15,4,314,0.13825883702340513,0.13393004538826037,0.381502212104057,0.9317935668390523,-0.004328791635144769,0.5502913547349954
15,4,2026,0.1339537716216768,0.1340508709055533,0.3440162456262093,0.9308299048119651,9.709928387649502e-05,0.5868136591857558
15,4,2718,0.13334158798079335,0.13376252767825364,0.3202046087468519,0.9329229198124677,0.00042093969746029303,0.6127183110656158
15,4,3407,0.13738132625477592,0.13445218178621568,0.3631285276894841,0.9307699978119236,-0.002929144468560241,0.5676414701224395
15,4,4099,0.13858887282457769,0.1341179815597785,0.3553259555320547,0.9314895107949256,-0.004470891264799187,0.5761635552628709
15,4,8128,0.13625607039389326,0.1347877954419062,0.351120343397856,0.9315863024747463,-0.0014682749519870641,0.5804659590768902
15,4,12011,0.1368799705666657,0.13357103816761146,0.36754262693993583,0.932885939481348,-0.0033089323990542485,0.5653433125414122
15,5,17,0.1383948203199149,0.13765902714880598,0.36482715209787414,0.9308854940154273,-0.0007357931711089172,0.5660583419175531
15,5,42,0.140254070996507,0.13741491631735372,0.346790563115765,0.931925982617668,-0.002839154679153272,0.585135419501903
15,5,73,0.14125374996511741,0.13719239582663062,0.3676076557538151,0.9318336414780541,-0.004061354138486795,0.5642259857242391
15,5,314,0.14120741685687133,0.13762141411947967,0.3813016881892889,0.931689546601451,-0.0035860027373916525,0.5503878584121621
15,5,2026,0.13948006007003283,0.13691401365258987,0.3604803250339151,0.9323092438079322,-0.0025660464174429576,0.5718289187740171
15,5,2718,0.14080549431420344,0.1385848124526542,0.375071980691012,0.9298106459118439,-0.0022206818615492507,0.5547386652208319
15,5,3407,0.1406880348580447,0.13855021219248337,0.33767525246976826,0.928154841832361,-0.0021378226655613397,0.5904795893625927
15,5,4099,0.14075857674518735,0.1369748428768846,0.34690351595899227,0.9324290733295503,-0.0037837338683027466,0.585525557370558
15,5,8128,0.140869725936404,0.1379546454544274,0.3484967587513752,0.9311166720397995,-0.002915080481976612,0.5826199132884243
15,5,12011,0.14044066161770344,0.1373234347281909,0.34651760696499656,0.9297818355031294,-0.0031172268895125477,0.5832642285381329
20,1,17,0.11996582232906543,0.1181866177962488,0.3470362408427223,0.9408779643683582,-0.0017792045328166306,0.5938417235256359
20,1,42,0.12021607474910115,0.11830120910124325,0.3303791618477578,0.9411522267589464,-0.001914865647857894,0.6107730649111887
20,1,73,0.12111524151469948,0.1183677982555385,0.3645708775264704,0.9411602826104134,-0.0027474432591609727,0.5765894050839431
20,1,314,0.12075339737120237,0.11835145880013065,0.35267509935265395,0.9403264629307262,-0.002401938571071724,0.5876513635780722
20,1,2026,0.12025849226855669,0.1183472459088722,0.3476473100613196,0.9394402417208534,-0.001911246359684482,0.5917929316595338
20,1,2718,0.11994599873459574,0.11779698814630626,0.344260605179712,0.9405122496496076,-0.0021490105882894794,0.5962516444698955
20,1,3407,0.11976068332260803,0.11798156049512128,0.3328348197223084,0.9404593240462399,-0.0017791228274867538,0.6076245043239314
20,1,4099,0.12004348371484408,0.11803738664794503,0.3569609783692744,0.9411864098055333,-0.002006097066899054,0.5842254314362589
20,1,8128,0.12077533617035092,0.11795891944068088,0.3180233202805077,0.9406903765038964,-0.0028164167296700487,0.6226670562233887
20,1,12011,0.12253293635461154,0.11864613340524599,0.36617788214206204,0.9396727881397764,-0.003886802949365553,0.5734949059977144
20,2,17,0.12095585410977974,0.11909764197333303,0.38664859720499806,0.94157358579756,-0.001858212136446713,0.554924988592562
20,2,42,0.1204181006267117,0.11925302683883802,0.33153922075094727,0.9419341542323919,-0.0011650737878736717,0.6103949334814447
20,2,73,0.11972727479946468,0.11949708472204934,0.36498017360454643,0.9414834598661191,-0.00023019007741534314,0.5765032862615727
20,2,314,0.11898254486356155,0.1193317220883854,0.3640824670768829,0.9414015391416952,0.00034917722482384617,0.5773190720648123
20,2,2026,0.12112783167061722,0.11916477397376722,0.4116157931126228,0.9414057231973476,-0.0019630576968499985,0.5297899300847249
20,2,2718,0.1184292080831166,0.11912100498540869,0.3459600546321662,0.9403879364681825,0.0006917969022920828,0.5944278818360162
20,2,3407,0.12040136784214536,0.11916058298384224,0.3632204364682842,0.9413820998781883,-0.0012407848583031178,0.578161663409904
20,2,4099,0.1201618246005361,0.11914433261327728,0.39125830893374297,0.9407456964661128,-0.0010174919872588117,0.5494873875323698
20,2,8128,0.12051110445292634,0.11912408822788229,0.3787893413756595,0.9419397409153343,-0.0013870162250440576,0.5631503995396747
20,2,12011,0.11927048457790672,0.11880680854151385,0.35944848917137756,0.9406017706353763,-0.00046367603639287103,0.5811532814639988
20,3,17,0.12257140310233028,0.11837152671581001,0.36703402374393107,0.9395878450892614,-0.004199876386520265,0.5725538213453303
20,3,42,0.12178260419854672,0.11999515376318173,0.3527379290704765,0.9382200884598585,-0.00178745043536499,0.585482159389382
20,3,73,0.12140266735304509,0.11948364343074366,0.32298054669382037,0.9394425966863249,-0.0019190239223014216,0.6164620499925045
20,3,314,0.11933686725867709,0.11921471249491941,0.3260025326479408,0.9389343303767176,-0.00012215476375768142,0.6129317977287767
20,3,2026,0.122974132249065,0.11915721805595066,0.3394656718705162,0.9386093907057588,-0.0038169141931143485,0.5991437188352426
20,3,2718,0.12153124243732881,0.11845967746437028,0.3235982989131478,0.9381687184526811,-0.003071564972958532,0.6145704195395334
20,3,3407,0.12032933564753229,0.118053991307979,0.3494325036452325,0.9390942874929495,-0.002275344339553287,0.5896617838477171
20,3,4099,0.12189992434681968,0.11939986190730632,0.3894423815593882,0.9388167079481622,-0.0025000624395133536,0.549374326388774
20,3,8128,0.12143046305598858,0.11864230292382101,0.31850279788260905,0.9371485958110788,-0.0027881601321675664,0.6186457979284697
20,3,12011,0.12345156024100296,0.1195185170609879,0.31987668920580653,0.9386731085494447,-0.003933043180015056,0.6187964193436382
20,4,17,0.12824730468095008,0.1256618173478286,0.37293650866825173,0.9392152444003797,-0.0025854873331214723,0.566278735732128
20,4,42,0.12732671310948165,0.1256069309251968,0.34019896206196626,0.939119268698402,-0.0017197821842848404,0.5989203066364357
20,4,73,0.12913876913668593,0.12486280663077222,0.3519565878986607,0.9392288025377205,-0.004275962505913708,0.5872722146390598
20,4,314,0.1260206425430597,0.12596294862617793,0.34821410882699894,0.940343586417722,-5.769391688176251e-05,0.5921294775907231
20,4,2026,0.12812919928066402,0.12536965062497696,0.3665247154966936,0.9391159714140781,-0.0027595486556870608,0.5725912559173845
20,4,2718,0.12950395703055675,0.12506821314545596,0.3512899055854691,0.9397593276844699,-0.00443574388510079,0.5884694220990008
20,4,3407,0.12983933689206345,0.12556697808565856,0.3357409448139503,0.9399222648813059,-0.004272358806404891,0.6041813200673556
20,4,4099,0.12899456948211674,0.12538209972253078,0.37713165874304905,0.9397180855949488,-0.0036124697595859567,0.5625864268518999
20,4,8128,0.12878392403761188,0.12521570799927306,0.3479012987112283,0.9394822065586231,-0.0035682160383388173,0.5915809078473948
20,4,12011,0.12926107694678812,0.12537939685309676,0.3797887492539992,0.9399436486726269,-0.0038816800936913587,0.5601548994186277
20,5,17,0.1151516638845032,0.11291181980081497,0.33701148596765346,0.9426205380457026,-0.0022398440836882277,0.605609052078049
20,5,42,0.1161965201089845,0.11302643304392038,0.38121543685005727,0.9427767612962998,-0.0031700870650641227,0.5615613244462425
20,5,73,0.11545133547701915,0.1132434163175221,0.3721110000074652,0.9424726481810628,-0.002207919159497043,0.5703616481735976
20,5,314,0.11470134264615481,0.11270374330466146,0.35001665605507154,0.9415708611732022,-0.00199759934149335,0.5915542051181306
20,5,2026,0.11570615949012736,0.11306387121170125,0.3603266660704379,0.9428631947908794,-0.002642288278426108,0.5825365287204416
20,5,2718,0.11712330039885194,0.11364880756808575,0.38385108723529393,0.9418885224805766,-0.0034744928307661876,0.5580374352452827
20,5,3407,0.1163228851602961,0.11320261638524873,0.3725162661956226,0.9423474115269539,-0.003120268775047369,0.5698311453313313
20,5,4099,0.11448976650021558,0.11273718270610505,0.35058760820586987,0.9422613171394228,-0.0017525837941105293,0.591673708933553
20,5,8128,0.11719843137770296,0.11318749015316155,0.3813464449354111,0.9421090464914335,-0.004010941224541403,0.5607626015560223
20,5,12011,0.11591399663263764,0.11346709117492483,0.35985971104629716,0.9415998559326507,-0.0024469054577128113,0.5817401448863535
