held_out_beta,mean,minimum,maximum
1.5,11.021610211674357,9.156082007804978,13.342055977459887
2.0,11.075426804149584,10.756132597356194,11.674946786568386
2.5,9.195406330400436,9.062457337011342,9.418763901528926
3.0,10.803676210868105,10.355288781011485,11.112576903631155
3.5,13.221363530238223,12.929025196015797,13.51140170125895
4.0,15.732641360387282,15.283639218028233,16.02759720156285
4.5,17.433992105014696,16.914775001588268,17.88166686916649
5.0,17.38329435389362,16.805526855660847,18.105293918655708
