n,n_samples,improved_pct,unchanged_pct,worsened_pct,q01,q05,q25,q50,q75,q95,q99
7,12000,65.79166666666667,1.1583333333333332,33.050000000000004,-0.31365490668876467,-0.17243535366920199,-0.008299058614648431,0.027177222005569157,0.14744567036499232,0.4373859574094134,0.6891858400869751
10,12000,66.58333333333334,1.075,32.34166666666667,-0.34960834297577953,-0.17457392805488542,-0.013850883617678365,0.026596466632164688,0.13778696620423347,0.38368807103292524,0.6233962922212055
15,12000,64.0,0.8416666666666666,35.15833333333334,-0.3077812901703726,-0.1497746642398546,-0.0200284471208782,0.01788650010706612,0.10210113425229263,0.28576296657848704,0.4568908489815356
20,12000,59.075,0.7083333333333333,40.21666666666667,-0.2362138673246142,-0.1361856122198085,-0.022813535614174298,0.00846891107993861,0.08128273105378381,0.23085981948876622,0.3686769650080517
