n,adaptive,default,l6,adaptive_improvement_pct,l6_improvement_pct,recovered_hindsight_gap_pct
7,0.701337127247328,0.7633086673112073,0.6083051432559384,8.118804713979877,20.30679470747745,39.9807297553973
10,0.6070629116585652,0.6571370100580289,0.5158568160471187,7.620039296682124,21.499351253771927,35.44311270948342
15,0.5293829329592756,0.5650868178686961,0.4318904276336264,6.318300795633958,23.570960430016484,26.805444837062755
20,0.47556735574356884,0.505836687210487,0.3830836140224081,5.9840126729128755,24.26733297361632,24.658715811163713
