n,beta_mean,beta_std,beta_median,beta_skew,beta_kurt,beta_p5,beta_p25,beta_p75,beta_p95,beta_n_outliers,eta_mean,eta_std,eta_median,eta_skew,eta_kurt,eta_p5,eta_p25,eta_p75,eta_p95,eta_n_outliers,gamma_mean,gamma_std,gamma_median,gamma_skew,gamma_kurt,gamma_p5,gamma_p25,gamma_p75,gamma_p95,gamma_n_outliers,x095_mean,x095_std,x095_median,x095_skew,x095_kurt,x095_p5,x095_p25,x095_p75,x095_p95,x095_n_outliers
5,-0.1767670772754874,0.30626850855692106,-0.23493024601623855,1.261888874759863,2.340807783181792,-0.5644317900112134,-0.3960620548602511,-0.024267703664230682,0.4228778276531825,4,-0.08252335131684846,0.29319930627806456,-0.12900917461255204,1.5555219191700096,5.403809409395109,-0.47258516896626684,-0.25679787507982016,0.041865909382330896,0.43964054795408275,5,0.031755751234595016,0.2166265600134243,0.03220346834021033,-0.4022916096164116,0.45199677063466215,-0.35754850298226104,-0.08474302558320905,0.17838300783589406,0.3882971647311084,1,-0.06544938207595671,0.24075573314446527,-0.10427747970980361,3.181963516542502,25.87231121192997,-0.3482667604867236,-0.20161795383437384,0.016951708624123523,0.34252161609904985,3
7,-0.1548377691346161,0.3113451264141099,-0.2018601155293227,1.363437167146462,2.9957768125025925,-0.5424659160280683,-0.36756972528414256,-0.026143594155519246,0.4380564196338783,4,-0.06229774031815454,0.27716353723213816,-0.10635397633663446,1.482519015705101,4.836691804244814,-0.4340601256124828,-0.2367332048252022,0.06603801441161442,0.3975292495379298,4,0.014406216733242112,0.2112005265913256,0.026387427521987153,-0.4852658340730864,0.529217272141135,-0.37753481307964226,-0.10502405680827075,0.15574903758571557,0.3388788994446107,3,-0.06927240270707158,0.20983507610148247,-0.10379061522016969,2.521934994822256,16.690685009280067,-0.33049249129181896,-0.176603095522887,0.010130256424937714,0.2822922666914048,6
10,-0.11178480611285325,0.29807753126844105,-0.16005523966175683,1.247675545048613,3.3337536022513445,-0.5024969788264501,-0.3346881447011586,0.035540653069988784,0.42524014093719725,3,-0.07110897768590423,0.25526394216578313,-0.10786726570424884,1.2540090713311367,3.2400174460931384,-0.41319761292807244,-0.2319387640030011,0.05456877912812393,0.36967760887949885,3,0.02047296628534177,0.2016991984034308,0.022822040521554898,-0.3968843385357118,0.5365666052508704,-0.33743636023123447,-0.08835764916972091,0.15392420322357608,0.34098261535082447,4,-0.052061913522438975,0.18797716863595407,-0.08020117108036794,1.9402084525034207,9.452923234506747,-0.28892162756845136,-0.1628364398841863,0.015614193781673886,0.2677718586424599,4
15,-0.13607385794625884,0.24018942000644872,-0.16130884948048013,0.6124764753621835,0.33029967241328473,-0.4784634894207589,-0.32010190084137463,0.0028403602228941173,0.30047510193233445,2,-0.08265326013571878,0.21583020664305916,-0.11430349895090666,0.8425066476487305,1.5411938106006966,-0.38347843774266555,-0.22675569215565206,0.041704803145888134,0.30616436731013896,1,0.030899691347769598,0.17739799175210527,0.0326971657115285,-0.2503516387664251,0.38555047240873463,-0.27579501729613426,-0.0775885209663027,0.14681961499883067,0.31136017083060336,3,-0.056200547975738015,0.16304070126340223,-0.06670127512106966,2.480472181925957,17.86347163282165,-0.2808832139508792,-0.15047109453011573,0.017598293855279223,0.18857709814754073,5
20,-0.08471098012227823,0.22948861301645496,-0.10802042278982284,0.6005844683648441,0.1296945384508006,-0.4080594882662355,-0.2682743011542059,0.05063391977260916,0.3179447328154893,0,-0.054846027743202,0.19995284089267118,-0.08071072678046001,0.624510160611129,0.8859034117133948,-0.34110105709653793,-0.1926192567069565,0.06694971240559545,0.27946533262783246,2,0.03934146358328546,0.1661574847719651,0.03463373157803948,-0.0011114073922947924,0.04078071553815832,-0.2307586889302719,-0.06468355609416625,0.1464813294597336,0.32342530034667294,2,-0.008120882345780574,0.1652239276050179,-0.03015439333020368,3.443890913321421,25.70804045600427,-0.2107435294551775,-0.09331743375849649,0.046098013332758474,0.23596556812186226,6
50,-0.0757125915661808,0.1686542012448481,-0.09240001899084227,0.31381959902662837,-0.2195179481254379,-0.3306916991976723,-0.20731924136977198,0.05279765789955444,0.1955625891852005,1,-0.0688407833654177,0.14761422491058804,-0.08228728910736588,0.3728569414710968,0.24683773024692313,-0.29859161041392707,-0.1624289475334546,0.01180868555332185,0.19673312558202483,1,0.020434644435049273,0.13371769558402247,0.016052531125737866,-0.051004495117634926,0.5537525930837783,-0.1975168809863865,-0.05742057855562511,0.10082655377531274,0.2434284588612031,3,-0.03206942756801796,0.13016338108377667,-0.045236488206803795,3.0412274428359094,17.411171343628467,-0.17464595984898787,-0.09762524959315212,0.0001907120565863502,0.14698045277284302,7
