n,j_param,rmse_beta_rel,rmse_eta_rel,rmse_gamma_rel,rmse_beta_abs,rmse_eta_abs,rmse_gamma_abs,mae_beta,mae_eta,mae_gamma,bias_beta,bias_eta,bias_gamma,rmse_x095,mae_x095,failure_rate,train_time
5,0.5184018430295596,0.35639700322876783,0.299637113661283,0.22790183646195825,1.3372481485927623,0.8259537992693956,0.4962896382238935,1.051584444693372,0.6254795115838826,0.3838827044015459,-0.892140851164241,-0.4474192462247485,0.1308967167031082,0.2525456628041095,0.1926622483682494,0.0,25.00552225112915
7,0.4901430153574416,0.3406825689078089,0.2825641419216529,0.210554193608537,1.2291424518204364,0.7386396966223778,0.4753670443167606,0.9545491361152776,0.5712230213174575,0.3673688679864834,-0.7711381958965255,-0.3724435589593523,0.1287119297724279,0.2247879005571752,0.1684271314229358,0.0,22.057594776153564
10,0.4708131852970176,0.32172485462091394,0.272109065714084,0.2100353059008983,1.125290664282535,0.6798707877117894,0.4635379754478517,0.8624182052246908,0.5286463196085889,0.3578089481062388,-0.6239477099422409,-0.3130027104896181,0.1155471655171426,0.203717475536566,0.1500688217469074,0.0,38.527106285095215
15,0.4124050196089903,0.27578701305356923,0.24369241504546005,0.1861005923660463,1.0096623693080842,0.667351312683154,0.4225869882214726,0.7824633312796186,0.520067856845411,0.3233116201162219,-0.5638985833171798,-0.3633933701795214,0.1080746057372602,0.1879701456608193,0.1406537468347155,0.0,21.53023934364319
20,0.3755887794894314,0.2511062505551603,0.21937939808615425,0.1728735431054922,0.9011447913147425,0.6007464509318376,0.4178008305187498,0.6896562494215325,0.4596849179668831,0.3106918825218688,-0.4725020426753952,-0.2929262664598101,0.1273671107035192,0.1589389908584753,0.1103803166971617,0.0,31.149779081344604
50,0.2868973861656399,0.19009390234209803,0.16563235403234372,0.13689536799590254,0.6882814459659572,0.4570051984231347,0.3370471889652235,0.5329296045256299,0.346215932461081,0.2433304875993636,-0.3147688877824738,-0.2095656596702211,0.0708404423635515,0.1362266213785972,0.0972820233331581,0.0,25.443337202072144
